Date,FBK
2016-09-16,18.841419219970703
2016-09-19,18.63257598876953
2016-09-20,18.614416122436523
2016-09-21,18.841419219970703
2016-09-22,18.841419219970703
2016-09-23,18.89590072631836
2016-09-26,18.614416122436523
2016-09-27,18.623498916625977
2016-09-28,18.523622512817383
2016-09-29,18.450965881347656
2016-09-30,18.32384490966797
2016-10-03,18.00604248046875
2016-10-04,19.01394271850586
2016-10-05,19.84024429321289
2016-10-06,19.931049346923828
2016-10-07,19.91288948059082
2016-10-10,19.931049346923828
2016-10-11,19.89472198486328
2016-10-12,19.58599853515625
2016-10-13,19.29543113708496
2016-10-14,19.56783676147461
2016-10-17,19.204633712768555
2016-10-18,19.22279167175293
2016-10-19,19.10474967956543
2016-10-20,19.39531707763672
2016-10-21,19.29543113708496
2016-10-24,19.44071388244629
2016-10-25,19.749439239501953
2016-10-26,19.813003540039062
2016-10-27,19.64955711364746
2016-10-28,18.88681983947754
2016-10-31,18.93222427368164
2016-11-01,19.12291145324707
2016-11-02,19.11382293701172
2016-11-03,19.50428009033203
2016-11-04,19.458877563476562
2016-11-07,19.458877563476562
2016-11-08,18.923147201538086
2016-11-09,19.23186683654785
2016-11-10,20.457700729370117
2016-11-11,20.203453063964844
2016-11-14,20.276090621948242
2016-11-15,20.566659927368164
2016-11-16,20.657461166381836
2016-11-17,21.265836715698242
2016-11-18,21.11147117614746
2016-11-21,20.993432998657227
2016-11-22,20.221609115600586
2016-11-23,21.24767303466797
2016-11-25,21.175031661987305
2016-11-28,21.22043228149414
2016-11-29,21.3657169342041
2016-11-30,21.520084381103516
2016-12-01,21.265836715698242
2016-12-02,21.656286239624023
2016-12-05,21.638118743896484
2016-12-06,21.592721939086914
2016-12-07,21.692602157592773
2016-12-08,21.302162170410156
2016-12-09,21.76525115966797
2016-12-12,22.33730125427246
2016-12-13,21.819730758666992
2016-12-14,21.43836212158203
2016-12-15,22.446266174316406
2016-12-16,22.59154510498047
2016-12-19,23.354286193847656
2016-12-20,23.43600082397461
2016-12-21,23.445079803466797
2016-12-22,23.199920654296875
2016-12-23,23.43600082397461
2016-12-27,23.635770797729492
2016-12-28,23.899093627929688
2016-12-29,23.971731185913086
2016-12-30,23.563129425048828
2017-01-03,23.663015365600586
2017-01-04,24.344024658203125
2017-01-05,24.425745010375977
2017-01-06,24.543792724609375
2017-01-09,23.899093627929688
2017-01-10,24.28046417236328
2017-01-11,25.106769561767578
2017-01-12,24.46207046508789
2017-01-13,24.244144439697266
2017-01-17,24.135177612304688
2017-01-18,24.616430282592773
2017-01-19,24.171506881713867
2017-01-20,24.062545776367188
2017-01-23,23.663015365600586
2017-01-24,23.26348114013672
2017-01-25,22.89118766784668
2017-01-26,22.691429138183594
2017-01-27,23.327041625976562
2017-01-30,22.582468032836914
2017-01-31,23.118194580078125
2017-02-01,23.0637149810791
2017-02-02,22.62786293029785
2017-02-03,22.845788955688477
2017-02-06,22.62786293029785
2017-02-07,22.428102493286133
2017-02-08,21.983177185058594
2017-02-09,23.899093627929688
2017-02-10,27.313249588012695
2017-02-13,27.939788818359375
2017-02-14,28.71160316467285
2017-02-15,29.156530380249023
2017-02-16,30.25523567199707
2017-02-17,30.064552307128906
2017-02-21,29.99190902709961
2017-02-22,29.901107788085938
2017-02-23,29.819395065307617
2017-02-24,29.265491485595703
2017-02-27,29.48342514038086
2017-02-28,28.82964324951172
2017-03-01,28.929527282714844
2017-03-02,28.72976303100586
2017-03-03,28.83872413635254
2017-03-06,28.793323516845703
2017-03-07,28.902286529541016
2017-03-08,28.529996871948242
2017-03-09,28.529996871948242
2017-03-10,28.611717224121094
2017-03-13,28.475522994995117
2017-03-14,28.529996871948242
2017-03-15,30.010068893432617
2017-03-16,30.40052604675293
2017-03-17,29.737667083740234
2017-03-20,29.25641441345215
2017-03-21,27.957944869995117
2017-03-22,27.930696487426758
2017-03-23,28.56631851196289
2017-03-24,28.720680236816406
2017-03-27,28.775165557861328
2017-03-28,29.828466415405273
2017-03-29,29.910192489624023
2017-03-30,31.48105239868164
2017-03-31,32.10758972167969
2017-04-03,30.899930953979492
2017-04-04,30.436838150024414
2017-04-05,30.1644344329834
2017-04-06,30.373279571533203
2017-04-07,31.081541061401367
2017-04-10,31.3630313873291
2017-04-11,31.408424377441406
2017-04-12,30.827293395996094
2017-04-13,29.95558738708496
2017-04-17,30.391435623168945
2017-04-18,30.58212661743164
2017-04-19,30.96349334716797
2017-04-20,31.553709030151367
2017-04-21,31.925992965698242
2017-04-24,32.42540740966797
2017-04-25,33.778358459472656
2017-04-26,32.47080612182617
2017-04-27,33.96903610229492
2017-04-28,32.90666198730469
2017-05-01,33.823760986328125
2017-05-02,33.605831146240234
2017-05-03,33.59675216674805
2017-05-04,33.55134582519531
2017-05-05,34.205108642578125
2017-05-08,34.568328857421875
2017-05-09,34.90428924560547
2017-05-10,34.50477600097656
2017-05-11,34.15971755981445
2017-05-12,33.487789154052734
2017-05-15,33.80558395385742
2017-05-16,34.66820526123047
2017-05-17,33.76927185058594
2017-05-18,34.37763977050781
2017-05-19,34.37763977050781
2017-05-22,34.49568176269531
