Date,BDN
2010-01-04,4.050316333770752
2010-01-05,4.089954376220703
2010-01-06,4.140402793884277
2010-01-07,4.180041313171387
2010-01-08,4.162024021148682
2010-01-11,4.162024021148682
2010-01-12,4.115178108215332
2010-01-13,4.205264091491699
2010-01-14,4.136798858642578
2010-01-15,4.122384548187256
2010-01-19,4.226885795593262
2010-01-20,4.151212692260742
2010-01-21,4.043109893798828
2010-01-22,4.0034708976745605
2010-01-25,4.104368209838867
2010-01-26,4.071937561035156
2010-01-27,4.162024021148682
2010-01-28,4.08635139465332
2010-01-29,4.0467119216918945
2010-02-01,4.140402793884277
2010-02-02,4.129593372344971
2010-02-03,4.050316333770752
2010-02-04,3.8413140773773193
2010-02-05,3.9205894470214844
2010-02-08,3.790864944458008
2010-02-09,3.7079854011535645
2010-02-10,3.7079854011535645
2010-02-11,3.7404165267944336
2010-02-12,3.844917058944702
2010-02-16,3.916987895965576
2010-02-17,3.9025723934173584
2010-02-18,3.9782464504241943
2010-02-19,3.999866008758545
2010-02-22,4.021487236022949
2010-02-23,3.996262550354004
2010-02-24,4.0395050048828125
2010-02-25,4.0467119216918945
2010-02-26,4.0395050048828125
2010-03-01,4.0034708976745605
2010-03-02,4.064729690551758
2010-03-03,4.068333625793457
2010-03-04,4.0755414962768555
2010-03-05,4.118782043457031
2010-03-08,4.194454193115234
2010-03-09,4.230490684509277
2010-03-10,4.180041313171387
2010-03-11,4.244903087615967
2010-03-12,4.216075420379639
2010-03-15,4.201662063598633
2010-03-16,4.295352935791016
2010-03-17,4.385438919067383
2010-03-18,4.471923828125
2010-03-19,4.432285308837891
2010-03-22,4.547595500946045
2010-03-23,4.507957935333252
2010-03-24,4.612458229064941
2010-03-25,4.648492336273193
2010-03-26,4.612458229064941
2010-03-29,4.641286373138428
2010-03-30,4.594442844390869
2010-03-31,4.452232837677002
2010-04-01,4.488696575164795
2010-04-05,4.587148666381836
2010-04-06,4.722064971923828
2010-04-07,4.587148666381836
2010-04-08,4.55068302154541
2010-04-09,4.594442844390869
2010-04-12,4.539746284484863
2010-04-13,4.765821933746338
2010-04-14,4.769467353820801
2010-04-15,4.561622619628906
2010-04-16,4.4267096519470215
2010-04-19,4.528806686401367
2010-04-20,4.630906581878662
2010-04-21,4.751236915588379
2010-04-22,4.831456661224365
2010-04-23,4.8715667724609375
2010-04-26,4.864274501800537
2010-04-27,4.681954383850098
2010-04-28,4.70383358001709
2010-04-29,4.824161529541016
2010-04-30,4.6454901695251465
2010-05-03,4.816871166229248
2010-05-04,4.6892476081848145
2010-05-05,4.667368412017822
2010-05-06,4.485051155090332
2010-05-07,4.3319010734558105
2010-05-10,4.612673759460449
2010-05-11,4.6928935050964355
2010-05-12,4.765821933746338
2010-05-13,4.681954383850098
2010-05-14,4.517868518829346
2010-05-17,4.455880641937256
2010-05-18,4.35742712020874
2010-05-19,4.284498691558838
2010-05-20,4.029252052307129
2010-05-21,4.17146110534668
2010-05-24,4.029252052307129
2010-05-25,4.047483921051025
2010-05-26,3.9599733352661133
2010-05-27,4.244388103485107
2010-05-28,4.226157188415527
2010-06-01,4.105825901031494
2010-06-02,4.226157188415527
2010-06-03,4.280853271484375
2010-06-04,4.043837070465088
2010-06-07,3.9526779651641846
2010-06-08,4.018312931060791
2010-06-09,4.021960735321045
2010-06-10,4.244388103485107
2010-06-11,4.291790962219238
2010-06-14,4.3319010734558105
2010-06-15,4.441294193267822
2010-06-16,4.401183605194092
2010-06-17,4.37565803527832
2010-06-18,4.36836576461792
2010-06-21,4.324609279632568
2010-06-22,4.167815685272217
2010-06-23,4.189692974090576
2010-06-24,4.127703666687012
2010-06-25,4.200631618499756
2010-06-28,4.1422905921936035
2010-06-29,3.930800437927246
2010-06-30,3.919862985610962
2010-07-01,3.9531426429748535
2010-07-02,3.882880687713623
2010-07-06,3.697981595993042
2010-07-07,3.794128656387329
2010-07-08,3.749753952026367
2010-07-09,3.893975257873535
2010-07-12,3.88657808303833
2010-07-13,3.9494454860687256
2010-07-14,3.9124650955200195
2010-07-15,3.8606925010681152
2010-07-16,3.7645459175109863
2010-07-19,3.827411413192749
2010-07-20,3.9309561252593994
2010-07-21,3.801525115966797
2010-07-22,3.9864251613616943
2010-07-23,4.00121545791626
2010-07-26,4.09366512298584
2010-07-27,4.112154006958008
2010-07-28,4.064080238342285
2010-07-29,4.1787190437316895
2010-07-30,4.2009077072143555
2010-08-02,4.337733268737793
2010-08-03,4.278564929962158
2010-08-04,4.267471790313721
2010-08-05,4.197210788726807
2010-08-06,4.256377696990967
2010-08-09,4.3340349197387695
