Date,CBOE
2010-06-15,25.995990753173828
2010-06-16,25.659927368164062
2010-06-17,25.203872680664062
2010-06-18,24.811805725097656
2010-06-21,25.635936737060547
2010-06-22,26.15601348876953
2010-06-23,26.78811264038086
2010-06-24,26.636091232299805
2010-06-25,25.659927368164062
2010-06-28,26.2280216217041
2010-06-29,25.411895751953125
2010-06-30,26.043991088867188
2010-07-01,24.25172233581543
2010-07-02,24.69178581237793
2010-07-06,23.84365463256836
2010-07-07,23.387588500976562
2010-07-08,23.211559295654297
2010-07-09,23.179553985595703
2010-07-12,21.443288803100586
2010-07-13,22.283414840698242
2010-07-14,21.875356674194336
2010-07-15,21.203248977661133
2010-07-16,21.163238525390625
2010-07-19,21.195253372192383
2010-07-20,20.86719512939453
2010-07-21,21.291263580322266
2010-07-22,21.6273193359375
2010-07-23,21.723325729370117
2010-07-26,21.203248977661133
2010-07-27,21.755329132080078
2010-07-28,21.723325729370117
2010-07-29,21.33927345275879
2010-07-30,21.283260345458984
2010-08-02,22.035381317138672
2010-08-03,21.803342819213867
2010-08-04,21.371273040771484
2010-08-05,19.84303855895996
2010-08-06,19.04292869567871
2010-08-09,19.17894744873047
2010-08-10,18.40282440185547
2010-08-11,18.362815856933594
2010-08-12,18.65086555480957
2010-08-13,18.40282440185547
2010-08-16,18.23479652404785
2010-08-17,18.49883460998535
2010-08-18,18.490840911865234
2010-08-19,18.40282440185547
2010-08-20,18.29880714416504
2010-08-23,18.40282440185547
2010-08-24,17.434677124023438
2010-08-25,17.338665008544922
2010-08-26,17.02660369873047
2010-08-27,16.698562622070312
2010-08-30,16.49852752685547
2010-08-31,16.730567932128906
2010-09-01,17.381784439086914
2010-09-02,17.421977996826172
2010-09-03,17.823957443237305
2010-09-07,17.872196197509766
2010-09-08,17.727479934692383
2010-09-09,17.526487350463867
2010-09-10,17.63905143737793
2010-09-13,17.550613403320312
2010-09-14,17.823957443237305
2010-09-15,17.960636138916016
2010-09-16,17.92847442626953
2010-09-17,18.057113647460938
2010-09-20,17.574735641479492
2010-09-21,17.301389694213867
2010-09-22,17.148630142211914
2010-09-23,16.545656204223633
2010-09-24,16.569774627685547
2010-09-27,16.939590454101562
2010-09-28,17.132551193237305
2010-09-29,16.706449508666992
2010-09-30,16.24014663696289
2010-10-01,16.56173324584961
2010-10-04,16.392894744873047
2010-10-05,16.74663734436035
2010-10-06,16.74663734436035
2010-10-07,16.56173324584961
2010-10-08,16.762727737426758
2010-10-11,16.93155860900879
2010-10-12,17.872196197509766
2010-10-13,17.856121063232422
2010-10-14,18.193782806396484
2010-10-15,18.073184967041016
2010-10-18,18.652055740356445
2010-10-19,18.59577178955078
2010-10-20,19.078149795532227
2010-10-21,19.22286605834961
2010-10-22,19.7293643951416
2010-10-25,19.592693328857422
2010-10-26,19.48012924194336
2010-10-27,19.431896209716797
2010-10-28,19.295228958129883
2010-10-29,19.303260803222656
2010-11-01,18.96559715270996
2010-11-02,19.3836612701416
2010-11-03,19.295228958129883
2010-11-04,19.303260803222656
2010-11-05,19.81780242919922
2010-11-08,19.99467658996582
2010-11-09,20.034870147705078
2010-11-10,19.970556259155273
2010-11-11,19.866039276123047
2010-11-12,19.415817260742188
2010-11-15,19.568567276000977
2010-11-16,19.777612686157227
2010-11-17,19.61681365966797
2010-11-18,19.866039276123047
2010-11-19,20.115270614624023
2010-11-22,19.938400268554688
2010-11-23,19.849960327148438
2010-11-24,19.198741912841797
2010-11-26,18.89322853088379
2010-11-29,18.99774932861328
2010-11-30,19.12639045715332
2010-12-01,19.304012298583984
2010-12-02,19.65117073059082
2010-12-03,19.699613571166992
2010-12-06,20.038711547851562
2010-12-07,20.014488220214844
2010-12-08,19.56235694885254
2010-12-09,18.99720573425293
2010-12-10,18.54508399963379
2010-12-13,18.577383041381836
2010-12-14,18.528945922851562
2010-12-15,18.456281661987305
2010-12-16,17.79424285888672
2010-12-17,17.850759506225586
