Date,BLK
2010-01-04,159.10459899902344
2010-01-05,159.79148864746094
2010-01-06,156.49708557128906
2010-01-07,158.21763610839844
2010-01-08,159.33135986328125
2010-01-11,161.92555236816406
2010-01-12,159.03123474121094
2010-01-13,159.6647491455078
2010-01-14,158.65115356445312
2010-01-15,158.77786254882812
2010-01-19,160.05821228027344
2010-01-20,158.8911895751953
2010-01-21,153.54286193847656
2010-01-22,150.04832458496094
2010-01-25,151.02203369140625
2010-01-26,149.85501098632812
2010-01-27,151.22879028320312
2010-01-28,146.47389221191406
2010-01-29,142.59266662597656
2010-02-01,144.4265594482422
2010-02-02,144.0464324951172
2010-02-03,147.14071655273438
2010-02-04,140.87879943847656
2010-02-05,139.2382354736328
2010-02-08,136.48399353027344
2010-02-09,139.2982635498047
2010-02-10,140.7987060546875
2010-02-11,138.24461364746094
2010-02-12,138.15122985839844
2010-02-16,140.31854248046875
2010-02-17,142.10580444335938
2010-02-18,142.5325927734375
2010-02-19,143.7196502685547
2010-02-22,144.86663818359375
2010-02-23,143.29286193847656
2010-02-24,145.6202850341797
2010-02-25,145.58026123046875
2010-02-26,145.91372680664062
2010-03-01,145.38015747070312
2010-03-02,144.31985473632812
2010-03-03,144.09983825683594
2010-03-04,144.60897827148438
2010-03-05,147.28213500976562
2010-03-08,146.1365203857422
2010-03-09,145.3660430908203
2010-03-10,144.51519775390625
2010-03-11,140.9709930419922
2010-03-12,140.69627380371094
2010-03-15,142.150146484375
2010-03-16,142.27073669433594
2010-03-17,149.27207946777344
2010-03-18,151.188232421875
2010-03-19,150.31056213378906
2010-03-22,151.21495056152344
2010-03-23,152.08595275878906
2010-03-24,150.74598693847656
2010-03-25,151.02066040039062
2010-03-26,146.90699768066406
2010-03-29,147.42958068847656
2010-03-30,146.81317138671875
2010-03-31,145.8953399658203
2010-04-01,141.39974975585938
2010-04-05,138.01638793945312
2010-04-06,133.02496337890625
2010-04-07,133.33993530273438
2010-04-08,137.0515899658203
2010-04-09,138.090087890625
2010-04-12,137.88233947753906
2010-04-13,138.6193389892578
2010-04-14,141.62086486816406
2010-04-15,138.48533630371094
2010-04-16,134.49891662597656
2010-04-19,135.7450714111328
2010-04-20,136.12698364257812
2010-04-21,134.80039978027344
2010-04-22,139.21559143066406
2010-04-23,141.37966918945312
2010-04-26,129.27308654785156
2010-04-27,124.2817153930664
2010-04-28,123.57148742675781
2010-04-29,127.557861328125
2010-04-30,123.27674865722656
2010-05-03,124.4559097290039
2010-05-04,119.04248046875
2010-05-05,117.11288452148438
2010-05-06,114.9823989868164
2010-05-07,115.31735229492188
2010-05-10,118.2988052368164
2010-05-11,114.56026458740234
2010-05-12,116.55679321289062
2010-05-13,115.48484802246094
2010-05-14,113.7093734741211
2010-05-17,114.56695556640625
2010-05-18,112.88529968261719
2010-05-19,112.52349853515625
2010-05-20,107.26416015625
2010-05-21,111.5319595336914
2010-05-24,108.51031494140625
2010-05-25,108.83191680908203
2010-05-26,109.9039077758789
2010-05-27,115.49824523925781
2010-05-28,112.47665405273438
2010-06-01,109.34111785888672
2010-06-02,110.39299011230469
2010-06-03,110.4401626586914
2010-06-04,107.50794982910156
2010-06-07,106.16653442382812
2010-06-08,105.48574829101562
2010-06-09,104.42066955566406
2010-06-10,105.81595611572266
2010-06-11,107.27201080322266
2010-06-14,107.02261352539062
2010-06-15,110.06270599365234
2010-06-16,108.87637329101562
2010-06-17,107.42704010009766
2010-06-18,107.02261352539062
2010-06-21,106.44965362548828
2010-06-22,105.04756164550781
2010-06-23,104.51508331298828
2010-06-24,101.60980224609375
2010-06-25,102.68830108642578
2010-06-28,102.5534896850586
2010-06-29,98.14508819580078
2010-06-30,96.66209411621094
2010-07-01,94.58596801757812
2010-07-02,96.25090789794922
2010-07-06,97.88218688964844
2010-07-07,100.0864028930664
2010-07-08,102.62767791748047
2010-07-09,104.46109771728516
2010-07-12,103.90838623046875
2010-07-13,105.76213836669922
2010-07-14,104.64986419677734
2010-07-15,103.80055236816406
2010-07-16,100.5312728881836
2010-07-19,99.8504867553711
2010-07-20,100.6795883178711
2010-07-21,96.61492156982422
2010-07-22,101.9266128540039
2010-07-23,104.13753509521484
2010-07-26,107.61579132080078
2010-07-27,106.2204818725586
2010-07-28,105.82952117919922
2010-07-29,106.6653060913086
2010-07-30,106.15978240966797
2010-08-02,109.77287292480469
2010-08-03,108.41791534423828
2010-08-04,108.14157104492188
2010-08-05,108.20223999023438
2010-08-06,105.93734741210938
2010-08-09,107.61579132080078
2010-08-10,107.45401000976562
2010-08-11,103.09950256347656
2010-08-12,100.77394104003906
2010-08-13,102.1760025024414
2010-08-16,101.66374969482422
2010-08-17,102.39169311523438
2010-08-18,101.43451690673828
2010-08-19,99.3111801147461
2010-08-20,98.01024627685547
2010-08-23,96.49358367919922
2010-08-24,95.30720520019531
2010-08-25,95.17916107177734
2010-08-26,93.99280548095703
2010-08-27,95.14543151855469
2010-08-30,95.8329849243164
2010-08-31,96.36250305175781
2010-09-01,99.49876403808594
2010-09-02,101.35204315185547
2010-09-03,102.8794174194336
2010-09-07,102.356689453125
2010-09-08,103.14418029785156
2010-09-09,102.32955932617188
2010-09-10,102.61470031738281
2010-09-13,102.29561614990234
2010-09-14,108.31026458740234
2010-09-15,111.94207000732422
2010-09-16,110.33999633789062
2010-09-17,112.04388427734375
2010-09-20,116.54463958740234
2010-09-21,113.87677764892578
2010-09-22,112.51227569580078
2010-09-23,109.7493896484375
2010-09-24,113.52377319335938
2010-09-27,112.62090301513672
2010-09-28,114.5013198852539
2010-09-29,114.56243133544922
2010-09-30,115.57392120361328
2010-10-01,116.31388854980469
2010-10-04,116.02192687988281
2010-10-05,116.29349517822266
2010-10-06,116.32062530517578
