Date,SEG
2024-12-18,28.0
2024-12-19,26.1200008392334
2024-12-20,27.309999465942383
2024-12-23,27.360000610351562
2024-12-24,27.520000457763672
2024-12-26,27.809999465942383
2024-12-27,27.520000457763672
2024-12-30,27.950000762939453
2024-12-31,27.950000762939453
2025-01-02,26.93000030517578
2025-01-03,27.670000076293945
2025-01-06,27.729999542236328
2025-01-07,27.010000228881836
2025-01-08,26.469999313354492
2025-01-10,26.670000076293945
2025-01-13,27.25
2025-01-14,25.56999969482422
2025-01-15,26.549999237060547
2025-01-16,26.600000381469727
2025-01-17,26.510000228881836
2025-01-21,26.729999542236328
2025-01-22,27.049999237060547
2025-01-23,26.5
2025-01-24,25.93000030517578
2025-01-27,25.8700008392334
2025-01-28,26.459999084472656
2025-01-29,26.459999084472656
2025-01-30,26.600000381469727
2025-01-31,26.610000610351562
2025-02-03,26.690000534057617
2025-02-04,26.59000015258789
2025-02-05,26.5
2025-02-06,27.0
2025-02-07,26.34000015258789
2025-02-10,25.809999465942383
2025-02-11,25.440000534057617
2025-02-12,25.5
2025-02-13,26.530000686645508
2025-02-14,25.950000762939453
2025-02-18,27.649999618530273
2025-02-19,25.579999923706055
2025-02-20,25.15999984741211
2025-02-21,23.65999984741211
2025-02-24,23.290000915527344
2025-02-25,23.030000686645508
2025-02-26,23.690000534057617
2025-02-27,23.309999465942383
2025-02-28,23.420000076293945
2025-03-03,23.06999969482422
2025-03-04,22.940000534057617
2025-03-05,23.40999984741211
2025-03-06,23.1299991607666
2025-03-07,22.700000762939453
2025-03-10,22.110000610351562
2025-03-11,22.149999618530273
2025-03-12,21.6299991607666
2025-03-13,20.729999542236328
2025-03-14,20.670000076293945
2025-03-17,20.200000762939453
2025-03-18,20.93000030517578
2025-03-19,19.90999984741211
2025-03-20,20.06999969482422
2025-03-21,20.0
2025-03-24,21.309999465942383
2025-03-25,21.809999465942383
2025-03-26,21.3799991607666
2025-03-27,21.579999923706055
2025-03-28,20.81999969482422
2025-03-31,21.469999313354492
2025-04-01,20.8799991607666
2025-04-02,21.260000228881836
2025-04-03,19.6299991607666
2025-04-04,18.170000076293945
2025-04-07,18.43000030517578
2025-04-08,17.799999237060547
2025-04-09,19.110000610351562
2025-04-10,18.09000015258789
2025-04-11,18.200000762939453
2025-04-14,18.739999771118164
2025-04-15,18.90999984741211
2025-04-16,17.920000076293945
2025-04-17,18.469999313354492
2025-04-21,19.389999389648438
2025-04-22,19.0
2025-04-23,18.15999984741211
2025-04-24,18.68000030517578
2025-04-25,19.030000686645508
2025-04-28,19.040000915527344
2025-04-29,19.639999389648438
2025-04-30,19.149999618530273
2025-05-01,19.489999771118164
2025-05-02,19.90999984741211
2025-05-05,19.639999389648438
2025-05-06,19.170000076293945
2025-05-07,18.829999923706055
2025-05-08,19.790000915527344
2025-05-09,19.110000610351562
2025-05-12,19.229999542236328
2025-05-13,19.440000534057617
2025-05-14,19.25
2025-05-15,18.899999618530273
2025-05-16,18.540000915527344
2025-05-19,18.25
2025-05-20,18.229999542236328
2025-05-21,17.610000610351562
2025-05-22,17.6299991607666
2025-05-23,18.1299991607666
2025-05-27,19.459999084472656
2025-05-28,19.8700008392334
2025-05-29,20.1299991607666
2025-05-30,19.540000915527344
2025-06-02,19.850000381469727
2025-06-03,19.860000610351562
2025-06-04,20.270000457763672
2025-06-05,20.09000015258789
2025-06-06,20.559999465942383
2025-06-09,20.170000076293945
2025-06-10,20.579999923706055
2025-06-11,20.65999984741211
2025-06-12,20.399999618530273
2025-06-13,19.559999465942383
2025-06-16,19.81999969482422
2025-06-17,19.56999969482422
2025-06-18,19.549999237060547
2025-06-20,19.459999084472656
2025-06-23,19.389999389648438
2025-06-24,19.010000228881836
2025-06-25,17.989999771118164
2025-06-26,18.149999618530273
2025-06-27,17.93000030517578
2025-06-30,18.649999618530273
2025-07-01,18.68000030517578
2025-07-02,19.229999542236328
2025-07-03,19.920000076293945
2025-07-07,20.1200008392334
2025-07-08,20.829999923706055
2025-07-09,21.010000228881836
2025-07-10,21.979999542236328
2025-07-11,21.270000457763672
2025-07-14,21.729999542236328
2025-07-15,21.729999542236328
2025-07-16,22.219999313354492
2025-07-17,22.049999237060547
2025-07-18,20.889999389648438
2025-07-21,21.299999237060547
2025-07-22,22.25
2025-07-23,23.420000076293945
2025-07-24,23.149999618530273
2025-07-25,22.559999465942383
2025-07-28,22.600000381469727
2025-07-29,22.59000015258789
2025-07-30,22.5
2025-07-31,23.06999969482422
2025-08-01,22.479999542236328
2025-08-04,22.450000762939453
2025-08-05,22.8700008392334
2025-08-06,22.81999969482422
2025-08-07,23.09000015258789
2025-08-08,23.520000457763672
2025-08-11,24.0
2025-08-12,23.5
2025-08-13,25.020000457763672
2025-08-14,25.889999389648438
2025-08-15,26.399999618530273
2025-08-18,26.149999618530273
2025-08-19,26.450000762939453
2025-08-20,26.079999923706055
2025-08-21,26.209999084472656
2025-08-22,26.860000610351562
2025-08-25,25.40999984741211
2025-08-26,26.06999969482422
2025-08-27,24.6299991607666
2025-08-28,24.889999389648438
2025-08-29,24.959999084472656
2025-09-02,24.100000381469727
2025-09-03,24.489999771118164
2025-09-04,23.84000015258789
2025-09-05,24.31999969482422
2025-09-08,24.110000610351562
2025-09-09,24.040000915527344
2025-09-10,24.469999313354492
2025-09-11,25.420000076293945
2025-09-12,26.0
2025-09-15,25.06999969482422
2025-09-16,24.959999084472656
2025-09-17,24.459999084472656
2025-09-18,24.68000030517578
2025-09-19,24.139999389648438
