Date,AKBA
2014-03-20,26.69499969482422
2014-03-21,23.700000762939453
2014-03-24,20.200000762939453
2014-03-25,20.0
2014-03-26,18.959999084472656
2014-03-27,19.3700008392334
2014-03-28,20.0
2014-03-31,19.559999465942383
2014-04-01,20.559999465942383
2014-04-02,21.8799991607666
2014-04-03,19.149999618530273
2014-04-04,18.510000228881836
2014-04-07,18.0
2014-04-08,18.309999465942383
2014-04-09,18.889999389648438
2014-04-10,18.479999542236328
2014-04-11,16.860000610351562
2014-04-14,21.139999389648438
2014-04-15,22.260000228881836
2014-04-16,24.700000762939453
2014-04-17,26.09000015258789
2014-04-21,27.040000915527344
2014-04-22,25.489999771118164
2014-04-23,24.770000457763672
2014-04-24,22.790000915527344
2014-04-25,23.0
2014-04-28,23.0
2014-04-29,24.15999984741211
2014-04-30,24.3700008392334
2014-05-01,24.860000610351562
2014-05-02,24.010000228881836
2014-05-05,23.729999542236328
2014-05-06,22.989999771118164
2014-05-07,23.040000915527344
2014-05-08,22.8799991607666
2014-05-09,22.209999084472656
2014-05-12,22.389999389648438
2014-05-13,23.030000686645508
2014-05-14,22.799999237060547
2014-05-15,21.520000457763672
2014-05-16,21.530000686645508
2014-05-19,21.139999389648438
2014-05-20,21.34000015258789
2014-05-21,22.229999542236328
2014-05-22,22.93000030517578
2014-05-23,22.760000228881836
2014-05-27,22.8799991607666
2014-05-28,23.020000457763672
2014-05-29,23.610000610351562
2014-05-30,24.299999237060547
2014-06-02,24.649999618530273
2014-06-03,26.309999465942383
2014-06-04,26.3700008392334
2014-06-05,26.729999542236328
2014-06-06,26.850000381469727
2014-06-09,28.309999465942383
2014-06-10,28.059999465942383
2014-06-11,27.56999969482422
2014-06-12,27.5
2014-06-13,27.65999984741211
2014-06-16,26.979999542236328
2014-06-17,26.920000076293945
2014-06-18,27.799999237060547
2014-06-19,27.280000686645508
2014-06-20,29.170000076293945
2014-06-23,28.68000030517578
2014-06-24,27.190000534057617
2014-06-25,28.6200008392334
2014-06-26,29.059999465942383
2014-06-27,28.59000015258789
2014-06-30,27.790000915527344
2014-07-01,28.020000457763672
2014-07-02,27.770000457763672
2014-07-03,28.049999237060547
2014-07-07,25.479999542236328
2014-07-08,24.239999771118164
2014-07-09,23.600000381469727
2014-07-10,24.270000457763672
2014-07-11,24.770000457763672
2014-07-14,25.260000228881836
2014-07-15,24.329999923706055
2014-07-16,23.950000762939453
2014-07-17,23.489999771118164
2014-07-18,23.56999969482422
2014-07-21,23.110000610351562
2014-07-22,23.270000457763672
2014-07-23,23.190000534057617
2014-07-24,23.639999389648438
2014-07-25,23.360000610351562
2014-07-28,22.329999923706055
2014-07-29,23.239999771118164
2014-07-30,22.84000015258789
2014-07-31,22.139999389648438
2014-08-01,21.440000534057617
2014-08-04,20.84000015258789
2014-08-05,20.8799991607666
2014-08-06,21.56999969482422
2014-08-07,21.030000686645508
2014-08-08,21.690000534057617
2014-08-11,22.600000381469727
2014-08-12,22.15999984741211
2014-08-13,22.56999969482422
2014-08-14,24.010000228881836
2014-08-15,25.799999237060547
2014-08-18,25.969999313354492
2014-08-19,24.270000457763672
2014-08-20,23.420000076293945
2014-08-21,22.309999465942383
2014-08-22,22.360000610351562
2014-08-25,22.920000076293945
2014-08-26,23.309999465942383
2014-08-27,22.649999618530273
2014-08-28,21.850000381469727
2014-08-29,22.510000228881836
2014-09-02,22.6200008392334
2014-09-03,23.420000076293945
2014-09-04,22.59000015258789
2014-09-05,22.5
2014-09-08,22.299999237060547
2014-09-09,22.110000610351562
2014-09-10,21.799999237060547
2014-09-11,21.760000228881836
2014-09-12,21.079999923706055
2014-09-15,20.459999084472656
2014-09-16,21.440000534057617
2014-09-17,22.530000686645508
2014-09-18,22.489999771118164
2014-09-19,21.8700008392334
2014-09-22,20.75
2014-09-23,20.25
2014-09-24,20.860000610351562
2014-09-25,21.520000457763672
2014-09-26,22.829999923706055
2014-09-29,22.75
2014-09-30,22.1299991607666
2014-10-01,20.700000762939453
2014-10-02,20.719999313354492
2014-10-03,20.700000762939453
2014-10-06,21.34000015258789
2014-10-07,20.889999389648438
2014-10-08,21.270000457763672
2014-10-09,20.75
2014-10-10,20.809999465942383
2014-10-13,20.139999389648438
2014-10-14,19.950000762939453
2014-10-15,20.670000076293945
2014-10-16,20.600000381469727
2014-10-17,20.489999771118164
2014-10-20,20.43000030517578
2014-10-21,20.170000076293945
2014-10-22,19.540000915527344
2014-10-23,19.270000457763672
2014-10-24,19.719999313354492
2014-10-27,13.970000267028809
2014-10-28,12.75
2014-10-29,12.989999771118164
2014-10-30,13.109999656677246
2014-10-31,12.960000038146973
2014-11-03,12.199999809265137
2014-11-04,11.0
2014-11-05,10.720000267028809
2014-11-06,10.369999885559082
2014-11-07,10.699999809265137
2014-11-10,8.994999885559082
2014-11-11,10.359999656677246
2014-11-12,12.210000038146973
2014-11-13,11.300000190734863
2014-11-14,11.979999542236328
2014-11-17,12.949999809265137
2014-11-18,14.079999923706055
2014-11-19,15.239999771118164
2014-11-20,14.8100004196167
2014-11-21,14.3100004196167
2014-11-24,13.729999542236328
2014-11-25,13.119999885559082
2014-11-26,13.119999885559082
2014-11-28,12.079999923706055
2014-12-01,11.550000190734863
2014-12-02,11.430000305175781
2014-12-03,10.699999809265137
2014-12-04,10.289999961853027
2014-12-05,10.449999809265137
2014-12-08,11.539999961853027
2014-12-09,12.140000343322754
2014-12-10,11.449999809265137
2014-12-11,11.079999923706055
