Date,MCRI
2010-01-04,7.647226333618164
2010-01-05,7.44929838180542
2010-01-06,7.341337203979492
2010-01-07,7.422307968139648
2010-01-08,7.197390079498291
2010-01-11,7.071435928344727
2010-01-12,6.837520599365234
2010-01-13,6.936484336853027
2010-01-14,7.008458137512207
2010-01-15,6.873507022857666
2010-01-19,7.215384006500244
2010-01-20,6.981468677520752
2010-01-21,6.972470760345459
2010-01-22,6.7205634117126465
2010-01-25,6.675580024719238
2010-01-26,6.351696491241455
2010-01-27,6.378687381744385
2010-01-28,6.360692501068115
2010-01-29,6.4326677322387695
2010-02-01,6.270725727081299
2010-02-02,6.315709590911865
2010-02-03,6.261729717254639
2010-02-04,5.856875896453857
2010-02-05,6.1267781257629395
2010-02-08,5.901860237121582
2010-02-09,6.225742816925049
2010-02-10,6.045807838439941
2010-02-11,6.216745376586914
2010-02-12,6.414673328399658
2010-02-16,6.378687381744385
2010-02-17,6.378687381744385
2010-02-18,6.2977166175842285
2010-02-19,6.486647605895996
2010-02-22,6.657586097717285
2010-02-23,6.756551265716553
2010-02-24,6.675580024719238
2010-02-25,6.5856122970581055
2010-02-26,6.702569961547852
2010-03-01,6.729559421539307
2010-03-02,6.945480823516846
2010-03-03,7.017455577850342
2010-03-04,7.143409252166748
2010-03-05,7.503279685974121
2010-03-08,7.575253486633301
2010-03-09,7.521272659301758
2010-03-10,7.422307968139648
2010-03-11,7.1883931159973145
2010-03-12,7.170400142669678
2010-03-15,7.125416278839111
2010-03-16,7.116419792175293
2010-03-17,7.386321544647217
2010-03-18,7.539267063140869
2010-03-19,7.773181915283203
2010-03-22,8.29499340057373
2010-03-23,8.429943084716797
2010-03-24,8.321982383728027
2010-03-25,8.285996437072754
2010-03-26,8.33997631072998
2010-03-29,7.971107482910156
2010-03-30,7.971107482910156
2010-03-31,7.647226333618164
2010-04-01,7.899135112762451
2010-04-05,8.142047882080078
2010-04-06,8.070072174072266
2010-04-07,8.124053955078125
2010-04-08,8.232013702392578
2010-04-09,8.37596321105957
2010-04-12,8.33997631072998
2010-04-13,8.38495922088623
2010-04-14,8.717838287353516
2010-04-15,8.564895629882812
2010-04-16,8.44793701171875
2010-04-19,8.393956184387207
2010-04-20,8.834796905517578
2010-04-21,9.14068603515625
2010-04-22,10.040356636047363
2010-04-23,10.51718521118164
2010-04-26,10.661133766174316
2010-04-27,10.292267799377441
2010-04-28,10.841069221496582
2010-04-29,10.949028968811035
2010-04-30,10.472203254699707
2010-05-03,11.065987586975098
2010-05-04,10.670130729675293
2010-05-05,10.805081367492676
2010-05-06,9.986377716064453
2010-05-07,9.653499603271484
2010-05-10,10.229290962219238
2010-05-11,10.661133766174316
2010-05-12,10.823076248168945
2010-05-13,10.976020812988281
2010-05-14,10.949028968811035
2010-05-17,11.092977523803711
2010-05-18,10.985015869140625
2010-05-19,10.832071304321289
2010-05-20,10.094338417053223
2010-05-21,10.193302154541016
2010-05-24,10.184305191040039
2010-05-25,9.842430114746094
2010-05-26,9.941394805908203
