Date,PNR
2010-01-04,16.88581085205078
2010-01-05,16.567115783691406
2010-01-06,16.617694854736328
2010-01-07,17.067914962768555
2010-01-08,17.19438934326172
2010-01-11,17.13874053955078
2010-01-12,16.820045471191406
2010-01-13,16.906047821044922
2010-01-14,16.95157241821289
2010-01-15,16.55699348449707
2010-01-19,16.84028434753418
2010-01-20,16.501352310180664
2010-01-21,16.369829177856445
2010-01-22,16.030895233154297
2010-01-25,15.884193420410156
2010-01-26,15.783016204833984
2010-01-27,15.752484321594238
2010-01-28,15.671040534973145
2010-01-29,15.54380989074707
2010-02-01,15.956070899963379
2010-02-02,15.788108825683594
2010-02-03,15.900079727172852
2010-02-04,15.518360137939453
2010-02-05,15.431829452514648
2010-02-08,15.421658515930176
2010-02-09,15.671040534973145
2010-02-10,15.452190399169922
2010-02-11,15.625242233276367
2010-02-12,15.84409236907959
2010-02-16,16.1087646484375
2010-02-17,16.15965461730957
2010-02-18,16.251266479492188
2010-02-19,16.485387802124023
2010-02-22,16.6075439453125
2010-02-23,16.383594512939453
2010-02-24,16.49048614501953
2010-02-25,16.505754470825195
2010-02-26,16.571918487548828
2010-03-01,17.467693328857422
2010-03-02,17.421890258789062
2010-03-03,17.34046745300293
2010-03-04,17.38626480102539
2010-03-05,17.477882385253906
2010-03-08,17.3251895904541
2010-03-09,17.426977157592773
2010-03-10,17.47279167175293
2010-03-11,17.45751953125
2010-03-12,17.38626480102539
2010-03-15,17.610210418701172
2010-03-16,17.92067527770996
2010-03-17,17.97666358947754
2010-03-18,17.98683738708496
2010-03-19,17.37099838256836
2010-03-22,17.43206214904785
2010-03-23,18.002119064331055
2010-03-24,17.676368713378906
2010-03-25,17.594932556152344
2010-03-26,17.630563735961914
2010-03-29,17.80361557006836
2010-03-30,18.11917495727539
2010-03-31,18.129343032836914
2010-04-01,18.363479614257812
2010-04-05,18.561969757080078
2010-04-06,18.46526527404785
2010-04-07,18.287126541137695
2010-04-08,18.38892936706543
2010-04-09,18.628135681152344
2010-04-12,18.394014358520508
2010-04-13,18.38892936706543
2010-04-14,18.577239990234375
2010-04-15,18.709575653076172
2010-04-16,18.556888580322266
2010-04-19,18.4398193359375
2010-04-20,18.71974754333496
2010-04-21,19.081119537353516
2010-04-22,19.264341354370117
2010-04-23,19.69187355041504
2010-04-26,19.839473724365234
2010-04-27,18.67902946472168
2010-04-28,18.632993698120117
2010-04-29,19.00135612487793
2010-04-30,18.499971389770508
2010-05-03,18.909257888793945
2010-05-04,17.97812271118164
2010-05-05,17.584177017211914
2010-05-06,16.888385772705078
2010-05-07,16.392118453979492
2010-05-10,17.379531860351562
2010-05-11,17.5023136138916
2010-05-12,18.182771682739258
2010-05-13,18.121379852294922
2010-05-14,17.691617965698242
2010-05-17,17.666027069091797
2010-05-18,17.47673988342285
2010-05-19,17.113489151000977
2010-05-20,16.19770622253418
2010-05-21,16.62235450744629
2010-05-24,16.693971633911133
2010-05-25,16.78606414794922
2010-05-26,16.857688903808594
2010-05-27,17.717195510864258
2010-05-28,17.579063415527344
2010-06-01,17.144189834594727
2010-06-02,17.47673988342285
2010-06-03,17.410226821899414
2010-06-04,16.816757202148438
2010-06-07,16.177242279052734
2010-06-08,16.294910430908203
2010-06-09,16.26421356201172
2010-06-10,16.990711212158203
2010-06-11,17.128841400146484
2010-06-14,17.30278968811035
2010-06-15,17.81440544128418
2010-06-16,17.63022232055664
2010-06-17,17.471628189086914
2010-06-18,17.55348014831543
2010-06-21,17.410226821899414
2010-06-22,16.995820999145508
2010-06-23,17.00605583190918
2010-06-24,16.658159255981445
2010-06-25,17.07767677307129
2010-06-28,17.205591201782227
2010-06-29,16.555835723876953
2010-06-30,16.473979949951172
2010-07-01,16.20793342590332
2010-07-02,16.15166473388672
2010-07-06,16.06468391418457
2010-07-07,16.54560089111328
2010-07-08,16.85256576538086
2010-07-09,16.90885353088379
2010-07-12,16.586530685424805
2010-07-13,17.05721092224121
2010-07-14,16.995820999145508
2010-07-15,16.811641693115234
2010-07-16,16.33072853088379
2010-07-19,16.576303482055664
2010-07-20,16.693971633911133
2010-07-21,16.627464294433594
2010-07-22,17.195354461669922
2010-07-23,17.579063415527344
2010-07-26,17.65068817138672
2010-07-27,17.53302001953125
2010-07-28,17.491863250732422
2010-07-29,17.440412521362305
2010-07-30,17.594749450683594
2010-08-02,18.006324768066406
2010-08-03,17.841697692871094
2010-08-04,17.898292541503906
2010-08-05,17.759387969970703
2010-08-06,17.481571197509766
2010-08-09,17.507293701171875
2010-08-10,17.193471908569336
2010-08-11,16.468074798583984
2010-08-12,16.36518096923828
2010-08-13,16.267433166503906
2010-08-16,16.334308624267578
2010-08-17,16.699583053588867
2010-08-18,16.612119674682617
2010-08-19,15.9741792678833
2010-08-20,16.005056381225586
2010-08-23,15.788978576660156
2010-08-24,15.413420677185059
2010-08-25,15.614059448242188
2010-08-26,15.588336944580078
2010-08-27,15.958751678466797
2010-08-30,15.665505409240723
2010-08-31,15.485437393188477
2010-09-01,15.969038009643555
2010-09-02,16.154245376586914
2010-09-03,16.370325088500977
2010-09-07,16.12853240966797
2010-09-08,16.360034942626953
2010-09-09,16.601837158203125
2010-09-10,16.612119674682617
2010-09-13,16.838485717773438
2010-09-14,16.79732322692871
2010-09-15,16.843637466430664
2010-09-16,16.833343505859375
2010-09-17,16.889928817749023
2010-09-20,17.14202308654785
2010-09-21,17.028846740722656
2010-09-22,16.89508056640625
2010-09-23,16.730449676513672
2010-09-24,17.080289840698242
2010-09-27,16.99283218383789
2010-09-28,16.997976303100586
2010-09-29,17.260347366333008
2010-09-30,17.301511764526367
2010-10-01,17.270641326904297
2010-10-04,16.96196174621582
2010-10-05,17.66678237915039
2010-10-06,17.738800048828125
2010-10-07,17.70279312133789
2010-10-08,17.836549758911133
2010-10-11,17.862279891967773
2010-10-12,17.594749450683594
2010-10-13,17.965173721313477
2010-10-14,17.851987838745117
2010-10-15,17.851987838745117
2010-10-18,18.001188278198242
2010-10-19,17.533021926879883
2010-10-20,17.75423240661621
2010-10-21,17.795392990112305
2010-10-22,17.69249725341797
2010-10-25,18.237831115722656
2010-10-26,17.08543586730957
2010-10-27,16.925031661987305
2010-10-28,16.764629364013672
2010-10-29,16.935375213623047
2010-11-01,16.857763290405273
2010-11-02,17.152692794799805
2010-11-03,17.2872257232666
2010-11-04,17.561466217041016
2010-11-05,17.525249481201172
2010-11-08,17.390716552734375
2010-11-09,17.044029235839844
2010-11-10,17.132001876831055
2010-11-11,17.1268310546875
2010-11-12,16.98194694519043
2010-11-15,16.997474670410156
2010-11-16,16.800838470458984
2010-11-17,16.72323989868164
2010-11-18,16.852588653564453
2010-11-19,16.831893920898438
2010-11-22,16.88363265991211
2010-11-23,16.821548461914062
2010-11-24,17.121646881103516
2010-11-26,17.132001876831055
2010-11-29,16.9664249420166
2010-11-30,17.023344039916992
2010-12-01,17.33896827697754
2010-12-02,17.582162857055664
2010-12-03,17.613208770751953
2010-12-06,17.73221778869629
2010-12-07,18.03232192993164
2010-12-08,18.109933853149414
2010-12-09,18.213417053222656
2010-12-10,18.368661880493164
2010-12-13,18.565269470214844
2010-12-14,18.513532638549805
2010-12-15,18.415220260620117
2010-12-16,18.823986053466797
2010-12-17,18.829160690307617
2010-12-20,18.8498592376709
2010-12-21,19.222402572631836
2010-12-22,18.886072158813477
2010-12-23,18.917125701904297
2010-12-27,18.932645797729492
2010-12-28,19.015438079833984
2010-12-29,18.948163986206055
2010-12-30,19.02060890197754
2010-12-31,18.89124298095703
2011-01-03,19.134435653686523
2011-01-04,18.829160690307617
2011-01-05,18.83951187133789
2011-01-06,18.927471160888672
2011-01-07,18.896425247192383
2011-01-10,18.653234481811523
2011-01-11,18.89124298095703
2011-01-12,19.093050003051758
2011-01-13,19.17066192626953
2011-01-14,19.134435653686523
2011-01-18,19.212053298950195
2011-01-19,18.88089942932129
2011-01-20,18.534229278564453
2011-01-21,18.404869079589844
2011-01-24,18.860204696655273
2011-01-25,18.958520889282227
2011-01-26,19.072969436645508
2011-01-27,18.948110580444336
2011-01-28,18.60993766784668
2011-01-31,18.81804656982422
2011-02-01,19.395544052124023
2011-02-02,19.593236923217773
2011-02-03,19.61925506591797
2011-02-04,19.863779067993164
2011-02-07,19.832565307617188
2011-02-08,19.811748504638672
2011-02-09,19.62445640563965
2011-02-10,19.74932289123535
2011-02-11,19.84296989440918
2011-02-14,19.85857391357422
2011-02-15,19.796146392822266
2011-02-16,19.796146392822266
2011-02-17,20.05107879638672
2011-02-18,20.071889877319336
2011-02-22,19.40594482421875
2011-02-23,19.151018142700195
2011-02-24,19.00534439086914
2011-02-25,19.35911750793457
2011-02-28,19.291481018066406
2011-03-01,18.953319549560547
2011-03-02,19.00534439086914
2011-03-03,19.43195915222168
2011-03-04,19.09378433227539
2011-03-07,18.75041389465332
2011-03-08,19.301897048950195
2011-03-09,19.192638397216797
2011-03-10,18.698381423950195
2011-03-11,18.812837600708008
2011-03-14,18.719186782836914
2011-03-15,18.58393096923828
2011-03-16,18.438243865966797
2011-03-17,18.6723690032959
2011-03-18,18.792037963867188
2011-03-21,19.291481018066406
2011-03-22,19.291481018066406
