Date,SPR
2010-01-04,20.252225875854492
2010-01-05,20.682504653930664
2010-01-06,21.01498794555664
2010-01-07,20.917194366455078
2010-01-08,20.97587013244629
2010-01-11,21.01498794555664
2010-01-12,20.379352569580078
2010-01-13,20.516260147094727
2010-01-14,20.506479263305664
2010-01-15,20.35979461669922
2010-01-19,20.516260147094727
2010-01-20,20.20332908630371
2010-01-21,19.743724822998047
2010-01-22,19.792613983154297
2010-01-25,19.94907569885254
2010-01-26,20.173995971679688
2010-01-27,21.132335662841797
2010-01-28,21.3963623046875
2010-01-29,20.97587013244629
2010-02-01,21.00520896911621
2010-02-02,21.543045043945312
2010-02-03,21.89508819580078
2010-02-04,18.012845993041992
2010-02-05,16.634016036987305
2010-02-08,16.135284423828125
2010-02-09,16.311311721801758
2010-02-10,16.84914779663086
2010-02-11,17.494556427001953
2010-02-12,17.54345703125
2010-02-16,18.13997459411621
2010-02-17,18.286657333374023
2010-02-18,18.47245979309082
2010-02-19,18.550687789916992
2010-02-22,18.286657333374023
2010-02-23,17.80748748779297
2010-02-24,18.345325469970703
2010-02-25,18.296438217163086
2010-02-26,18.697376251220703
2010-03-01,19.137422561645508
2010-03-02,19.55791664123535
2010-03-03,19.587261199951172
2010-03-04,19.46013641357422
2010-03-05,19.509033203125
2010-03-08,19.55791664123535
2010-03-09,19.46013641357422
2010-03-10,20.496700286865234
2010-03-11,20.310897827148438
2010-03-12,20.379352569580078
2010-03-15,20.30112075805664
2010-03-16,20.838964462280273
2010-03-17,20.829187393188477
2010-03-18,21.063879013061523
2010-03-19,21.904874801635742
2010-03-22,22.12978744506836
2010-03-23,22.442718505859375
2010-03-24,22.315587997436523
2010-03-25,22.12978744506836
2010-03-26,22.21779441833496
2010-03-29,22.882766723632812
2010-03-30,22.882766723632812
2010-03-31,22.863208770751953
2010-04-01,23.166358947753906
2010-04-05,23.049009323120117
2010-04-06,22.54050064086914
2010-04-07,22.423158645629883
2010-04-08,22.56005859375
2010-04-09,22.9218807220459
2010-04-12,22.872989654541016
2010-04-13,22.814319610595703
2010-04-14,22.3840389251709
2010-04-15,22.442718505859375
2010-04-16,22.012441635131836
2010-04-19,21.91464614868164
2010-04-20,22.462270736694336
2010-04-21,22.62851333618164
2010-04-22,23.088123321533203
2010-04-23,22.902328491210938
2010-04-26,23.352161407470703
2010-04-27,22.736082077026367
2010-04-28,22.882766723632812
2010-04-29,21.709291458129883
2010-04-30,21.67995834350586
2010-05-03,21.983104705810547
2010-05-04,20.60427474975586
2010-05-05,20.516260147094727
2010-05-06,19.94907569885254
2010-05-07,19.51880645751953
2010-05-10,20.917194366455078
2010-05-11,21.455041885375977
2010-05-12,21.934207916259766
2010-05-13,22.031999588012695
2010-05-14,21.279014587402344
2010-05-17,21.26923942565918
2010-05-18,20.672725677490234
2010-05-19,20.28156089782715
2010-05-20,18.52135467529297
2010-05-21,18.863611221313477
2010-05-24,18.697376251220703
2010-05-25,18.315990447998047
2010-05-26,18.511571884155273
2010-05-27,19.362342834472656
2010-05-28,19.04941749572754
2010-06-01,18.18886947631836
2010-06-02,18.707151412963867
2010-06-03,18.707151412963867
2010-06-04,17.76837158203125
2010-06-07,16.87848663330078
2010-06-08,17.1816349029541
2010-06-09,17.748811721801758
2010-06-10,18.13997459411621
2010-06-11,18.33555030822754
2010-06-14,18.79515838623047
2010-06-15,19.57748031616211
2010-06-16,19.73394012451172
2010-06-17,19.94907569885254
2010-06-18,20.213111877441406
2010-06-21,20.252225875854492
2010-06-22,20.252225875854492
2010-06-23,20.18377685546875
2010-06-24,19.92951774597168
2010-06-25,19.92951774597168
2010-06-28,19.792613983154297
2010-06-29,18.345325469970703
2010-06-30,18.638696670532227
2010-07-01,18.658260345458984
2010-07-02,18.159528732299805
2010-07-06,18.384441375732422
2010-07-07,19.909957885742188
