Date,ALEX
2012-06-14,12.534387588500977
2012-06-15,12.21899700164795
2012-06-18,12.21899700164795
2012-06-19,12.21899700164795
2012-06-20,12.21899700164795
2012-06-21,12.21899700164795
2012-06-22,12.21899700164795
2012-06-25,12.228556632995605
2012-06-26,12.868892669677734
2012-06-27,12.892784118652344
2012-06-28,13.332419395446777
2012-06-29,12.027852058410645
2012-07-02,13.298970222473145
2012-07-03,13.146053314208984
2012-07-05,14.8902587890625
2012-07-06,16.142263412475586
2012-07-09,15.310781478881836
2012-07-10,15.33945369720459
2012-07-11,11.922718048095703
2012-07-12,11.903606414794922
2012-07-13,11.86059856414795
2012-07-16,16.323850631713867
2012-07-17,16.247392654418945
2012-07-18,16.276065826416016
2012-07-19,16.276065826416016
2012-07-20,16.056243896484375
2012-07-23,15.602280616760254
2012-07-24,15.415909767150879
2012-07-25,15.35378646850586
2012-07-26,15.435026168823242
2012-07-27,15.54015827178955
2012-07-30,15.415909767150879
2012-07-31,15.382306098937988
2012-08-01,15.387100219726562
2012-08-02,15.598352432250977
2012-08-03,15.415915489196777
2012-08-06,15.4063138961792
2012-08-07,15.377503395080566
2012-08-08,15.348697662353516
2012-08-09,15.252678871154785
2012-08-10,15.123052597045898
2012-08-13,14.93581485748291
2012-08-14,14.724570274353027
2012-08-15,14.052433013916016
2012-08-16,14.527738571166992
2012-08-17,14.441315650939941
2012-08-20,14.484526634216309
2012-08-21,14.426910400390625
2012-08-22,14.398099899291992
2012-08-23,14.398099899291992
2012-08-24,14.398099899291992
2012-08-27,14.196459770202637
2012-08-28,14.383706092834473
2012-08-29,14.210868835449219
2012-08-30,14.134052276611328
2012-08-31,14.22046947479248
2012-09-04,14.22046947479248
2012-09-05,14.268479347229004
2012-09-06,14.508526802062988
2012-09-07,14.388504981994629
2012-09-10,14.460518836975098
2012-09-11,14.45091724395752
2012-09-12,14.489324569702148
2012-09-13,14.542135238647461
2012-09-14,14.662160873413086
2012-09-17,14.350098609924316
2012-09-18,14.22046947479248
2012-09-19,14.143654823303223
2012-09-20,14.25407886505127
2012-09-21,14.177263259887695
2012-09-24,14.05723762512207
2012-09-25,14.321285247802734
2012-09-26,14.311690330505371
2012-09-27,14.282882690429688
2012-09-28,14.177263259887695
2012-10-01,13.773979187011719
2012-10-02,13.903603553771973
2012-10-03,13.793184280395508
2012-10-04,13.778780937194824
2012-10-05,13.63475227355957
2012-10-08,13.605950355529785
2012-10-09,13.476320266723633
2012-10-10,13.385099411010742
2012-10-11,13.423507690429688
2012-10-12,13.221867561340332
2012-10-15,13.188261985778809
2012-10-16,13.289080619812012
2012-10-17,13.433112144470215
2012-10-18,13.260276794433594
2012-10-19,12.929007530212402
2012-10-22,12.823386192321777
2012-10-23,12.669754028320312
2012-10-24,12.957817077636719
2012-10-25,13.077840805053711
2012-10-26,13.577139854431152
2012-10-31,13.889204978942871
2012-11-01,14.350098609924316
2012-11-02,14.182064056396484
2012-11-05,14.090845108032227
2012-11-06,14.249276161193848
2012-11-07,14.12445068359375
2012-11-08,14.014030456542969
2012-11-09,14.081238746643066
2012-11-12,13.778780937194824
2012-11-13,13.817190170288086
2012-11-14,13.145051956176758
2012-11-15,13.135451316833496
2012-11-16,13.159457206726074
2012-11-19,13.39470100402832
2012-11-20,13.63955307006836
2012-11-21,13.730770111083984
2012-11-23,13.956414222717285
2012-11-26,14.119649887084961
2012-11-27,14.100448608398438
2012-11-28,14.086045265197754
2012-11-29,14.249276161193848
2012-11-30,14.335691452026367
2012-12-03,13.908408164978027
2012-12-04,14.076436042785645
2012-12-05,13.884404182434082
2012-12-06,13.913208961486816
2012-12-07,13.83159065246582
2012-12-10,13.994827270507812
2012-12-11,14.009227752685547
2012-12-12,13.918009757995605
2012-12-13,13.721172332763672
2012-12-14,13.658754348754883
2012-12-17,13.740374565124512
2012-12-18,13.682765007019043
2012-12-19,13.529130935668945
2012-12-20,13.73556900024414
2012-12-21,13.716370582580566
2012-12-24,13.754776954650879
2012-12-26,13.63955307006836
2012-12-27,13.850794792175293
2012-12-28,13.730770111083984
2012-12-31,14.100448608398438
2013-01-02,14.335691452026367
2013-01-03,14.138854026794434
2013-01-04,14.182064056396484
2013-01-07,14.023628234863281
2013-01-08,14.311690330505371
2013-01-09,14.302083969116211
2013-01-10,14.268479347229004
2013-01-11,14.306886672973633
2013-01-14,14.36929988861084
2013-01-15,14.470114707946777
2013-01-16,14.556535720825195
2013-01-17,14.791786193847656
2013-01-18,14.90700912475586
2013-01-22,15.3631010055542
2013-01-23,15.39190673828125
2013-01-24,15.535932540893555
2013-01-25,15.987228393554688
2013-01-28,15.920013427734375
2013-01-29,16.03042984008789
2013-01-30,15.963223457336426
2013-01-31,16.131248474121094
2013-02-01,16.16966438293457
2013-02-04,16.203269958496094
2013-02-05,16.630552291870117
2013-02-06,17.000234603881836
2013-02-07,16.8418025970459
2013-02-08,16.90900993347168
2013-02-11,16.587345123291016
2013-02-12,16.881481170654297
2013-02-13,16.997207641601562
2013-02-14,16.944175720214844
2013-02-15,16.93453025817871
2013-02-19,16.97310447692871
2013-02-20,17.030961990356445
2013-02-21,16.678964614868164
2013-02-22,16.982744216918945
2013-02-25,16.73682975769043
2013-02-26,16.977924346923828
2013-02-27,17.165979385375977
2013-02-28,16.987567901611328
2013-03-01,17.098464965820312
2013-03-04,17.431180953979492
2013-03-05,17.609586715698242
2013-03-06,17.464933395385742
2013-03-07,17.609586715698242
2013-03-08,17.20937156677246
2013-03-11,17.117752075195312
2013-03-12,17.112934112548828
2013-03-13,17.146684646606445
2013-03-14,17.426355361938477
2013-03-15,17.262413024902344
2013-03-18,17.12257194519043
2013-03-19,17.17079734802246
2013-03-20,17.276874542236328
2013-03-21,17.117752075195312
2013-03-22,17.14185905456543
2013-03-25,17.05989646911621
2013-03-26,17.10329246520996
2013-03-27,17.132221221923828
2013-03-28,17.238304138183594
2013-04-01,17.05989646911621
2013-04-02,16.65485191345215
2013-04-03,16.298032760620117
2013-04-04,16.49091148376465
2013-04-05,16.529481887817383
2013-04-08,16.62592124938965
2013-04-09,16.59698486328125
2013-04-10,16.87184715270996
2013-04-11,16.992393493652344
2013-04-12,17.214195251464844
2013-04-15,16.3800106048584
2013-04-16,16.495729446411133
2013-04-17,16.172670364379883
2013-04-18,16.19194793701172
2013-04-19,16.24017333984375
2013-04-22,16.109981536865234
2013-04-23,16.172670364379883
2013-04-24,15.994253158569336
2013-04-25,16.273923873901367
2013-04-26,16.2064151763916
2013-04-29,16.302860260009766
2013-04-30,16.42340087890625
2013-05-01,15.941215515136719
2013-05-02,15.859238624572754
2013-05-03,16.052112579345703
2013-05-06,16.047292709350586
2013-05-07,16.216821670532227
2013-05-08,16.134475708007812
2013-05-09,16.47354507446289
2013-05-10,16.333080291748047
2013-05-13,16.056983947753906
2013-05-14,16.260414123535156
2013-05-15,16.43479347229004
2013-05-16,16.846513748168945
2013-05-17,17.098386764526367
2013-05-20,17.31151580810547
2013-05-21,17.500410079956055
2013-05-22,17.606971740722656
2013-05-23,17.20979118347168
2013-05-24,17.180727005004883
2013-05-28,16.982131958007812
2013-05-29,16.880414962768555
2013-05-30,17.09354591369629
2013-05-31,17.09354591369629
2013-06-03,17.32603645324707
2013-06-04,17.4616641998291
2013-06-05,17.389013290405273
2013-06-06,17.912132263183594
2013-06-07,17.214630126953125
2013-06-10,17.432598114013672
2013-06-11,17.016048431396484
2013-06-12,16.986980438232422
2013-06-13,18.120407104492188
2013-06-14,17.887907028198242
2013-06-17,18.808223724365234
2013-06-18,19.796342849731445
2013-06-19,18.987449645996094
2013-06-20,19.186031341552734
2013-06-21,19.297439575195312
2013-06-24,19.33618927001953
