Date,MCHB
2012-02-10,10.236465454101562
2012-02-13,10.827197074890137
2012-02-14,10.652323722839355
2012-02-15,10.684313774108887
2012-02-16,10.718433380126953
2012-02-17,10.820799827575684
2012-02-21,10.929560661315918
2012-02-22,10.72696590423584
2012-02-23,10.886909484863281
2012-02-24,11.068181991577148
2012-02-27,11.068181991577148
2012-02-28,11.185474395751953
2012-02-29,11.302766799926758
2012-03-01,11.409396171569824
2012-03-02,11.537352561950684
2012-03-05,11.415792465209961
2012-03-06,11.196136474609375
2012-03-07,11.142823219299316
2012-03-08,11.138556480407715
2012-03-09,11.37100887298584
2012-03-12,11.797528266906738
2012-03-13,11.729284286499023
2012-03-14,11.882832527160645
2012-03-15,12.369064331054688
2012-03-16,11.818855285644531
2012-03-19,11.916954040527344
2012-03-20,12.010788917541504
2012-03-21,11.878567695617676
2012-03-22,11.520289421081543
2012-03-23,11.533088684082031
2012-03-26,11.861506462097168
2012-03-27,11.618390083312988
2012-03-28,11.77193832397461
2012-03-29,11.503231048583984
2012-03-30,11.857240676879883
2012-04-02,11.9297513961792
2012-04-03,11.857240676879883
2012-04-04,11.916954040527344
2012-04-05,11.784734725952148
2012-04-09,11.921219825744629
2012-04-10,11.618390083312988
2012-04-11,11.916954040527344
2012-04-12,11.985198974609375
2012-04-13,12.104622840881348
2012-04-16,12.897951126098633
2012-04-17,13.853351593017578
2012-04-18,14.522987365722656
2012-04-19,14.548582077026367
2012-04-20,14.493130683898926
2012-04-23,13.75951862335205
2012-04-24,14.049551010131836
2012-04-25,14.113531112670898
2012-04-26,14.045286178588867
2012-04-27,14.288403511047363
2012-04-30,14.894060134887695
2012-05-01,14.830083847045898
2012-05-02,14.885529518127441
2012-05-03,14.629617691040039
2012-05-04,14.437684059143066
2012-05-07,14.714922904968262
2012-05-08,14.586966514587402
2012-05-09,14.804491996765137
2012-05-10,14.859939575195312
2012-05-11,14.842879295349121
2012-05-14,14.76610279083252
2012-05-15,14.484601020812988
2012-05-16,14.130592346191406
2012-05-17,14.181774139404297
2012-05-18,14.267074584960938
2012-05-21,14.156179428100586
2012-05-22,14.164711952209473
2012-05-23,14.27560806274414
2012-05-24,14.714922904968262
2012-05-25,14.723451614379883
2012-05-29,14.719188690185547
2012-05-30,14.168976783752441
2012-05-31,14.075140953063965
2012-06-01,13.832027435302734
2012-06-04,13.904532432556152
2012-06-05,13.925861358642578
2012-06-06,14.075140953063965
2012-06-07,13.878945350646973
2012-06-08,14.075140953063965
2012-06-11,13.985573768615723
2012-06-12,14.075140953063965
2012-06-13,13.95145034790039
2012-06-14,13.742459297180176
2012-06-15,13.699804306030273
2012-06-18,13.529197692871094
2012-06-19,13.9727783203125
2012-06-20,13.746724128723145
2012-06-21,13.691272735595703
2012-06-22,14.087940216064453
2012-06-25,13.806435585021973
2012-06-26,13.533464431762695
2012-06-27,13.426833152770996
2012-06-28,13.375651359558105
2012-06-29,13.644356727600098
2012-07-02,13.708337783813477
2012-07-03,13.733928680419922
2012-07-05,13.550522804260254
2012-07-06,13.375651359558105
2012-07-09,13.465218544006348
2012-07-10,13.849090576171875
2012-07-11,14.463276863098145
2012-07-12,14.911120414733887
2012-07-13,16.00301170349121
2012-07-16,16.054195404052734
2012-07-17,15.836669921875
2012-07-18,15.994483947753906
2012-07-19,15.764162063598633
2012-07-20,15.226747512817383
2012-07-23,15.196890830993652
2012-07-24,15.094525337219238
2012-07-25,15.231011390686035
2012-07-26,15.167035102844238
2012-07-27,15.35470199584961
2012-07-30,15.469861030578613
2012-07-31,15.636204719543457
2012-08-01,14.501662254333496
2012-08-02,14.322525024414062
2012-08-03,14.911120414733887
2012-08-06,15.397354125976562
2012-08-07,15.755629539489746
2012-08-08,15.776955604553223
2012-08-09,15.542370796203613
2012-08-10,15.043342590332031
2012-08-13,14.646679878234863
2012-08-14,15.28646183013916
2012-08-15,15.550897598266602
2012-08-16,15.384562492370605
2012-08-17,15.704447746276855
2012-08-20,15.37602710723877
2012-08-21,15.538106918334961
2012-08-22,15.294990539550781
2012-08-23,14.93244457244873
2012-08-24,15.0817289352417
2012-08-27,15.235278129577637
2012-08-28,14.949508666992188
2012-08-29,14.889798164367676
2012-08-30,14.770367622375488
2012-08-31,15.115849494934082
2012-09-04,15.124381065368652
2012-09-05,15.341907501220703
2012-09-06,15.414414405822754
2012-09-07,15.184098243713379
2012-09-10,14.970831871032715
2012-09-11,14.778900146484375
2012-09-12,14.821552276611328
2012-09-13,14.911120414733887
2012-09-14,15.073200225830078
2012-09-17,15.269396781921387
2012-09-18,15.879317283630371
2012-09-19,15.72150993347168
2012-09-20,15.86652946472168
2012-09-21,16.13949966430664
2012-09-24,15.968891143798828
2012-09-25,15.794015884399414
2012-09-26,15.892111778259277
2012-09-27,16.26318359375
2012-09-28,16.23332977294922
2012-10-01,16.105371475219727
2012-10-02,16.113906860351562
2012-10-03,16.212005615234375
2012-10-04,16.484981536865234
2012-10-05,16.911500930786133
2012-10-08,16.915760040283203
2012-10-09,16.96693992614746
2012-10-10,17.384929656982422
2012-10-11,17.568336486816406
2012-10-12,17.529949188232422
2012-10-15,17.184473037719727
2012-10-16,17.628055572509766
2012-10-17,18.114282608032227
2012-10-18,18.677288055419922
2012-10-19,18.617578506469727
2012-10-22,18.694355010986328
2012-10-23,18.75832748413086
2012-10-24,18.749797821044922
2012-10-25,19.08674430847168
2012-10-26,19.10807228088379
2012-10-31,19.099544525146484
2012-11-01,19.206172943115234
2012-11-02,19.99949836730957
2012-11-05,20.101863861083984
2012-11-06,20.02082061767578
2012-11-07,19.619892120361328
2012-11-08,19.32986068725586
2012-11-09,18.818037033081055
2012-11-12,18.76685905456543
2012-11-13,19.167787551879883
2012-11-14,18.331809997558594
2012-11-15,19.22749900817871
2012-11-16,19.577245712280273
2012-11-19,20.12318992614746
2012-11-20,19.867280960083008
2012-11-21,19.98670196533203
2012-11-23,20.012298583984375
2012-11-26,20.012298583984375
2012-11-27,20.174373626708984
2012-11-28,19.71373176574707
2012-11-29,20.0634765625
2012-11-30,20.9932918548584
2012-12-03,21.343036651611328
2012-12-04,21.343036651611328
2012-12-05,21.75249481201172
2012-12-06,22.008403778076172
2012-12-07,22.187541961669922
2012-12-10,22.750545501708984
2012-12-11,21.982812881469727
2012-12-12,22.161954879760742
2012-12-13,21.129777908325195
2012-12-14,21.05300521850586
2012-12-17,21.24066925048828
2012-12-18,21.198020935058594
2012-12-19,21.59894561767578
2012-12-20,21.59894561767578
2012-12-21,21.07859230041504
2012-12-24,20.626482009887695
2012-12-26,20.413225173950195
2012-12-27,20.76296615600586
2012-12-28,21.53923797607422
2012-12-31,21.795146942138672
2013-01-02,22.306968688964844
2013-01-03,22.383747100830078
2013-01-04,21.45393180847168
2013-01-07,21.701311111450195
2013-01-08,21.90604019165039
2013-01-09,22.170480728149414
2013-01-10,22.08517837524414
2013-01-11,21.37715721130371
2013-01-14,21.92310333251953
2013-01-15,22.537288665771484
2013-01-16,23.00646209716797
2013-01-17,22.97234535217285
2013-01-18,23.415918350219727
2013-01-22,23.18560028076172
2013-01-23,23.142946243286133
2013-01-24,21.940160751342773
2013-01-25,21.479520797729492
2013-01-28,21.360095977783203
2013-01-29,21.795146942138672
2013-01-30,21.360095977783203
2013-01-31,21.513641357421875
2013-02-01,21.556297302246094
2013-02-04,21.76955795288086
2013-02-05,22.40080451965332
2013-02-06,23.21118927001953
2013-02-07,23.10029411315918
2013-02-08,23.842439651489258
2013-02-11,23.987455368041992
2013-02-12,23.509748458862305
2013-02-13,22.946752548217773
2013-02-14,22.80173110961914
2013-02-15,22.136363983154297
2013-02-19,22.204601287841797
2013-02-20,21.718372344970703
2013-02-21,20.694726943969727
2013-02-22,20.9250431060791
2013-02-25,21.368627548217773
2013-02-26,21.96575355529785
2013-02-27,21.86338996887207
2013-02-28,21.30890655517578
2013-03-01,21.163898468017578
2013-03-04,21.428342819213867
2013-03-05,22.051057815551758
2013-03-06,22.409332275390625
2013-03-07,21.718372344970703
2013-03-08,21.684255599975586
2013-03-11,21.351564407348633
2013-03-12,21.04446792602539
2013-03-13,21.163898468017578
2013-03-14,21.27479362487793
2013-03-15,21.368627548217773
2013-03-18,21.180957794189453
2013-03-19,21.24066925048828
2013-03-20,21.189485549926758
2013-03-21,20.805620193481445
2013-03-22,19.94405174255371
2013-03-25,19.747852325439453
2013-03-26,19.824626922607422
2013-03-27,19.534595489501953
2013-03-28,19.056896209716797
2013-04-01,19.244558334350586
2013-04-02,19.244558334350586
2013-04-03,18.68155288696289
2013-04-04,18.553600311279297
2013-04-05,18.579191207885742
2013-04-08,18.570659637451172
2013-04-09,18.68211555480957
2013-04-10,18.9393253326416
2013-04-11,19.10222816467285
2013-04-12,18.896461486816406
2013-04-15,18.270580291748047
2013-04-16,18.459197998046875
2013-04-17,18.219135284423828
2013-04-18,18.124828338623047
2013-04-19,18.219135284423828
2013-04-22,18.296300888061523
2013-04-23,18.62209701538086
2013-04-24,18.4334774017334
2013-04-25,18.785001754760742
2013-04-26,18.5792293548584
2013-04-29,18.68211555480957
2013-04-30,18.4334774017334
2013-05-01,18.219135284423828
2013-05-02,18.347742080688477
2013-05-03,18.67354393005371
2013-05-06,19.290847778320312
2013-05-07,20.60262680053711
2013-05-08,20.69693946838379
2013-05-09,20.876985549926758
2013-05-10,20.739809036254883
2013-05-13,20.35399055480957
2013-05-14,20.328271865844727
2013-05-15,20.16537094116211
2013-05-16,20.37114143371582
2013-05-17,20.38828468322754
2013-05-20,20.431154251098633
2013-05-21,20.431154251098633
2013-05-22,20.08820915222168
2013-05-23,20.199663162231445
2013-05-24,19.98531723022461
2013-05-28,20.23395538330078
2013-05-29,19.916728973388672
2013-05-30,19.642372131347656
2013-05-31,19.599504470825195
2013-06-03,18.98219871520996
2013-06-04,18.57065773010254
2013-06-05,18.124828338623047
2013-06-06,18.407756805419922
2013-06-07,18.459197998046875
2013-06-10,18.459197998046875
2013-06-11,18.322019577026367
2013-06-12,17.953351974487305
2013-06-13,18.004796981811523
2013-06-14,17.790447235107422
2013-06-17,17.790447235107422
2013-06-18,17.627552032470703
2013-06-19,17.601829528808594
2013-06-20,17.456079483032227
2013-06-21,16.941652297973633
2013-06-24,16.941652297973633
2013-06-25,17.14742088317871
2013-06-26,17.636125564575195
2013-06-27,18.176265716552734
2013-06-28,18.390609741210938
2013-07-01,18.699260711669922
2013-07-02,18.330591201782227
2013-07-03,18.390609741210938
2013-07-05,18.47634506225586
2013-07-08,18.604951858520508
2013-07-09,19.27370262145996
2013-07-10,18.79357147216797
2013-07-11,19.153671264648438
2013-07-12,18.98219871520996
2013-07-15,18.896461486816406
2013-07-16,19.402305603027344
2013-07-17,19.290847778320312
2013-07-18,19.462324142456055
2013-07-19,19.710960388183594
2013-07-22,19.60807991027832
2013-07-23,19.77954864501953
