Date,AHH
2013-05-08,5.559617042541504
2013-05-09,5.545215129852295
2013-05-10,5.569216251373291
2013-05-13,5.5932230949401855
2013-05-14,5.535612106323242
2013-05-15,5.569216251373291
2013-05-16,5.636434555053711
2013-05-17,5.646035671234131
2013-05-20,5.631631374359131
2013-05-21,5.679643630981445
2013-05-22,5.641236782073975
2013-05-23,5.574019432067871
2013-05-24,5.617230415344238
2013-05-28,5.559617042541504
2013-05-29,5.401181697845459
2013-05-30,5.545215129852295
2013-05-31,5.506802082061768
2013-06-03,5.5308098793029785
2013-06-04,5.526008605957031
2013-06-05,5.545215129852295
2013-06-06,5.578821182250977
2013-06-07,5.569216251373291
2013-06-10,5.5932230949401855
2013-06-11,5.550014495849609
2013-06-12,5.516408920288086
2013-06-13,5.516408920288086
2013-06-14,5.497204303741455
2013-06-17,5.545215129852295
2013-06-18,5.526008605957031
2013-06-19,5.425187587738037
2013-06-20,5.343570232391357
2013-06-21,5.4107842445373535
2013-06-24,5.386778354644775
2013-06-25,5.463595867156982
2013-06-26,5.463595867156982
2013-06-27,5.540957450866699
2013-06-28,5.695676326751709
2013-07-01,5.642493724822998
2013-07-02,5.661832332611084
2013-07-03,5.6763386726379395
2013-07-05,5.715017318725586
2013-07-08,5.5457892417907715
2013-07-09,5.410409927368164
2013-07-10,5.333049774169922
2013-07-11,5.38623571395874
2013-07-12,5.38623571395874
2013-07-15,5.371729850769043
2013-07-16,5.492605686187744
2013-07-17,5.3765668869018555
2013-07-18,5.424914360046387
2013-07-19,5.44909143447876
2013-07-22,5.415245532989502
2013-07-23,5.429749965667725
2013-07-24,5.405576705932617
2013-07-25,5.420080184936523
2013-07-26,5.299205303192139
2013-07-29,5.352391242980957
2013-07-30,5.347557067871094
2013-07-31,5.255690097808838
2013-08-01,5.226678848266602
2013-08-02,5.226678848266602
2013-08-05,5.2460198402404785
2013-08-06,5.2218451499938965
2013-08-07,5.168659210205078
2013-08-08,5.038113117218018
2013-08-09,5.004269123077393
2013-08-12,5.144482612609863
2013-08-13,4.989761829376221
2013-08-14,4.936575889587402
2013-08-15,4.709329128265381
2013-08-16,4.544939041137695
2013-08-19,4.375713348388672
2013-08-20,4.453071594238281
2013-08-21,4.57878303527832
2013-08-22,4.651310443878174
2013-08-23,4.680319309234619
2013-08-26,4.777019500732422
2013-08-27,4.7286696434021
2013-08-28,4.540103912353516
2013-08-29,4.544939041137695
2013-08-30,4.540103912353516
2013-09-03,4.486917495727539
2013-09-04,4.520763397216797
2013-09-05,4.525598049163818
2013-09-06,4.564278602600098
2013-09-09,4.75284481048584
2013-09-10,4.598124980926514
2013-09-11,4.549773216247559
2013-09-12,4.60779333114624
2013-09-13,4.60779333114624
2013-09-16,4.5884528160095215
2013-09-17,4.651310443878174
2013-09-18,4.781853675842285
2013-09-19,4.893060684204102
2013-09-20,5.265359878540039
2013-09-23,5.2218451499938965
2013-09-24,5.212174892425537
2013-09-25,5.052617073059082
2013-09-26,5.1251420974731445
2013-09-27,4.94350528717041
2013-09-30,4.864958763122559
2013-10-01,4.683319568634033
2013-10-02,4.742230415344238
2013-10-03,4.712777137756348
2013-10-04,4.781503677368164
2013-10-07,4.77168607711792
2013-10-08,4.77168607711792
2013-10-09,4.712777137756348
2013-10-10,4.874777793884277
2013-10-11,5.017143726348877
2013-10-14,5.012233257293701
2013-10-15,4.938596725463867
2013-10-16,5.002414226531982
2013-10-17,5.022049903869629
2013-10-18,5.14478063583374
2013-10-21,5.169327259063721
2013-10-22,5.2135090827941895
2013-10-23,5.242961883544922
2013-10-24,5.110416412353516
2013-10-25,5.159506797790527
2013-10-28,5.2135090827941895
2013-10-29,4.972960472106934
2013-10-30,4.884593963623047
2013-10-31,4.722593307495117
2013-11-01,4.722593307495117
2013-11-04,4.722593307495117
2013-11-05,4.66368293762207
2013-11-06,4.702956676483154
2013-11-07,4.58022928237915
2013-11-08,4.658773422241211
2013-11-11,4.747138977050781
2013-11-12,4.776595115661621
2013-11-13,4.756957530975342
2013-11-14,4.766775608062744
2013-11-15,4.8796868324279785
2013-11-18,4.982778549194336
2013-11-19,4.835504531860352
2013-11-20,4.860048770904541
2013-11-21,4.958233833312988
2013-11-22,5.169327259063721
2013-11-25,5.012233257293701
2013-11-26,5.056416034698486
2013-11-27,5.031869411468506
2013-11-29,5.026960372924805
2013-12-02,4.850230693817139
2013-12-03,4.9533233642578125
2013-12-04,4.92877721786499
2013-12-05,4.889503479003906
2013-12-06,4.9533233642578125
2013-12-09,5.134961128234863
2013-12-10,4.923870086669922
2013-12-11,4.752047538757324
2013-12-12,4.639138221740723
2013-12-13,4.712777137756348
2013-12-16,4.732412338256836
2013-12-17,4.66368293762207
2013-12-18,4.653865337371826
2013-12-19,4.570410251617432
2013-12-20,4.673501491546631
2013-12-23,4.648956298828125
2013-12-24,4.66368293762207
2013-12-26,4.688650608062744
2013-12-27,4.673669338226318
2013-12-30,4.5438456535339355
2013-12-31,4.633724212646484
2014-01-02,4.758555889129639
2014-01-03,4.748568534851074
2014-01-06,4.843439102172852
2014-01-07,4.888378620147705
2014-01-08,4.9133453369140625
2014-01-09,4.968271255493164
2014-01-10,4.873400688171387
2014-01-13,4.853427410125732
2014-01-14,4.983251094818115
2014-01-15,5.043171405792236
2014-01-16,4.858420372009277
2014-01-17,4.743575096130371
2014-01-21,4.713616371154785
2014-01-22,4.758555889129639
2014-01-23,4.828461170196533
2014-01-24,4.698636531829834
2014-01-27,4.658690929412842
2014-01-28,4.638717174530029
2014-01-29,4.533858299255371
2014-01-30,4.5837931632995605
2014-01-31,4.5438456535339355
2014-02-03,4.443981170654297
2014-02-04,4.538852691650391
2014-02-05,4.43898868560791
2014-02-06,4.463954448699951
2014-02-07,4.419014930725098
2014-02-10,4.443981170654297
2014-02-11,4.523872375488281
2014-02-12,4.498908519744873
2014-02-13,4.50390100479126
2014-02-14,4.538852691650391
2014-02-18,4.6487040519714355
2014-02-19,4.653698444366455
2014-02-20,4.753561973571777
2014-02-21,4.818475723266602
2014-02-24,4.843439102172852
2014-02-25,4.853427410125732
2014-02-26,4.923332214355469
2014-02-27,4.928325653076172
2014-02-28,4.888378620147705
2014-03-03,4.963278293609619
2014-03-04,4.9932379722595215
2014-03-05,5.0931010246276855
2014-03-06,5.028190612792969
2014-03-07,5.0182037353515625
2014-03-10,5.038177490234375
2014-03-11,4.973265647888184
2014-03-12,5.043171405792236
2014-03-13,5.068134307861328
2014-03-14,5.19796085357666
2014-03-17,5.19796085357666
2014-03-18,5.277851581573486
2014-03-19,5.212940692901611
2014-03-20,5.1879730224609375
2014-03-21,5.133047580718994
2014-03-24,4.998231410980225
2014-03-25,5.068134307861328
2014-03-26,4.998231410980225
2014-03-27,5.063141822814941
2014-03-28,5.063142776489258
2014-03-31,5.0935845375061035
2014-04-01,5.098654747009277
2014-04-02,5.113875865936279
2014-04-03,5.113875865936279
2014-04-04,5.058069705963135
2014-04-07,5.032703399658203
2014-04-08,5.022556304931641
2014-04-09,5.047922611236572
