Date,FMAO
2010-01-04,5.065321445465088
2010-01-05,5.065321445465088
2010-01-06,5.065321445465088
2010-01-07,5.065321445465088
2010-01-08,5.065321445465088
2010-01-11,5.065321445465088
2010-01-12,4.966003894805908
2010-01-13,4.966003894805908
2010-01-14,5.012557029724121
2010-01-15,4.997040271759033
2010-01-19,5.198783874511719
2010-01-20,5.198783874511719
2010-01-21,5.353971481323242
2010-01-22,5.353971481323242
2010-01-25,5.276378154754639
2010-01-26,5.431565284729004
2010-01-27,5.431565284729004
2010-01-28,5.431565284729004
2010-01-29,5.431565284729004
2010-02-01,5.431565284729004
2010-02-02,5.431565284729004
2010-02-03,5.431565284729004
2010-02-04,5.431565284729004
2010-02-05,5.276378154754639
2010-02-08,5.276378154754639
2010-02-09,5.276378154754639
2010-02-10,5.043598175048828
2010-02-11,5.043598175048828
2010-02-12,5.043598175048828
2010-02-16,5.043598175048828
2010-02-17,5.043598175048828
2010-02-18,5.198783874511719
2010-02-19,5.198783874511719
2010-02-22,5.276378154754639
2010-02-23,5.276378154754639
2010-02-24,5.276378154754639
2010-02-25,5.276378154754639
2010-02-26,5.276378154754639
2010-03-01,5.431565284729004
2010-03-02,5.741940021514893
2010-03-03,5.66124153137207
2010-03-04,5.66124153137207
2010-03-05,5.431565284729004
2010-03-08,5.897129535675049
2010-03-09,5.897129535675049
2010-03-10,5.586752414703369
2010-03-11,5.509159564971924
2010-03-12,5.509159564971924
2010-03-15,5.586752414703369
2010-03-16,5.276378154754639
2010-03-17,5.276378154754639
2010-03-18,5.276378154754639
2010-03-19,5.509159564971924
2010-03-22,5.276378154754639
2010-03-23,5.175995826721191
2010-03-24,5.175995826721191
2010-03-25,5.175995826721191
2010-03-26,5.175995826721191
2010-03-29,5.332843780517578
2010-03-30,5.332843780517578
2010-03-31,5.332843780517578
2010-04-01,5.332843780517578
2010-04-05,5.615169525146484
2010-04-06,5.615169525146484
2010-04-07,5.615169525146484
2010-04-08,5.615169525146484
2010-04-09,5.724966049194336
2010-04-12,5.724966049194336
2010-04-13,5.724966049194336
2010-04-14,5.332843780517578
2010-04-15,5.332843780517578
2010-04-16,5.332843780517578
2010-04-19,5.787703037261963
2010-04-20,5.724966049194336
2010-04-21,5.724966049194336
2010-04-22,5.724966049194336
2010-04-23,5.724966049194336
2010-04-26,5.724966049194336
2010-04-27,5.724966049194336
2010-04-28,5.724966049194336
2010-04-29,5.724966049194336
2010-04-30,5.724966049194336
2010-05-03,5.724966049194336
2010-05-04,5.724966049194336
2010-05-05,5.724966049194336
2010-05-06,5.724966049194336
2010-05-07,5.724966049194336
2010-05-10,5.724966049194336
2010-05-11,5.756333827972412
2010-05-12,5.756333827972412
2010-05-13,5.6779093742370605
2010-05-14,5.6779093742370605
2010-05-17,5.6779093742370605
2010-05-18,5.6779093742370605
2010-05-19,6.273932456970215
2010-05-20,6.273932456970215
2010-05-21,6.273932456970215
2010-05-24,5.6779093742370605
2010-05-25,5.6779093742370605
2010-05-26,5.6779093742370605
2010-05-27,6.1170830726623535
2010-05-28,5.991605281829834
2010-06-01,5.991605281829834
2010-06-02,5.991605281829834
2010-06-03,5.991605281829834
2010-06-04,5.960237979888916
2010-06-07,6.101398944854736
2010-06-08,6.101398944854736
2010-06-09,6.101398944854736
2010-06-10,6.101398944854736
2010-06-11,6.101398944854736
2010-06-14,6.038660526275635
2010-06-15,6.038660526275635
2010-06-16,6.038660526275635
2010-06-17,6.038660526275635
2010-06-18,6.038660526275635
2010-06-21,6.022976398468018
2010-06-22,6.079976558685303
2010-06-23,5.810809135437012
2010-06-24,5.984976291656494
2010-06-25,5.984976291656494
2010-06-28,5.984976291656494
2010-06-29,5.810809135437012
2010-06-30,5.810809135437012
2010-07-01,5.810809135437012
2010-07-02,5.810809135437012
