Date,RF
2010-01-04,3.566128730773926
2010-01-05,3.6845598220825195
2010-01-06,3.7306172847747803
2010-01-07,4.059596061706543
2010-01-08,4.066176414489746
2010-01-11,4.158289909362793
2010-01-12,4.1122331619262695
2010-01-13,4.184607982635498
2010-01-14,4.309619426727295
2010-01-15,4.289880752563477
2010-01-19,4.283301830291748
2010-01-20,4.428053379058838
2010-01-21,4.513585567474365
2010-01-22,4.342516899108887
2010-01-25,4.309619426727295
2010-01-26,4.0003790855407715
2010-01-27,4.059596061706543
2010-01-28,4.230665683746338
2010-01-29,4.178029537200928
2010-02-01,4.368836402893066
2010-02-02,4.329359531402588
2010-02-03,4.204347133636475
2010-02-04,4.026698112487793
2010-02-05,4.066176414489746
2010-02-08,4.09907341003418
2010-02-09,4.138552188873291
2010-02-10,4.184607982635498
2010-02-11,4.197768211364746
2010-02-12,4.178029537200928
2010-02-16,4.355677604675293
2010-02-17,4.25040340423584
2010-02-18,4.224085807800293
2010-02-19,4.322778701782227
2010-02-22,4.48068904876709
2010-02-23,4.296461582183838
2010-02-24,4.368836402893066
2010-02-25,4.303040981292725
2010-02-26,4.441211223602295
2010-03-01,4.375416278839111
2010-03-02,4.34909725189209
2010-03-03,4.355677604675293
2010-03-04,4.38857364654541
2010-03-05,4.50042724609375
2010-03-08,4.592540740966797
2010-03-09,4.546485900878906
2010-03-10,4.796507358551025
2010-03-11,4.8557257652282715
2010-03-12,4.829405307769775
2010-03-15,4.757031440734863
2010-03-16,4.948102951049805
2010-03-17,5.073288440704346
2010-03-18,4.94151496887207
2010-03-19,4.86245059967041
2010-03-22,5.020578384399414
2010-03-23,5.093054294586182
2010-03-24,5.172119617462158
2010-03-25,5.0666985511779785
2010-03-26,5.027167320251465
2010-03-29,5.033754825592041
2010-03-30,5.020578384399414
2010-03-31,5.172119617462158
2010-04-01,5.119409561157227
2010-04-05,5.396133899688721
2010-04-06,5.633325576782227
2010-04-07,5.514730453491211
2010-04-08,5.6662702560424805
2010-04-09,5.659682273864746
2010-04-12,5.758511543273926
2010-04-13,5.494965076446533
2010-04-14,5.811219215393066
2010-04-15,5.620149612426758
2010-04-16,5.468608379364014
2010-04-19,5.488374710083008
2010-04-20,5.798041820526123
2010-04-21,5.7914533615112305
2010-04-22,5.857343673706055
2010-04-23,5.8968729972839355
2010-04-26,5.725569248199463
2010-04-27,5.554261207580566
2010-04-28,5.593793869018555
2010-04-29,5.699211597442627
2010-04-30,5.824397563934326
2010-05-03,5.824397563934326
2010-05-04,5.653092384338379
2010-05-05,5.712391376495361
2010-05-06,5.409309387207031
2010-05-07,5.2643585205078125
2010-05-10,5.6069722175598145
2010-05-11,5.712391376495361
2010-05-12,5.804631233215332
2010-05-13,5.758511543273926
2010-05-14,5.442254543304443
2010-05-17,5.448843955993652
2010-05-18,5.218240261077881
2010-05-19,5.152351379394531
2010-05-20,4.776795387268066
2010-05-21,4.921748161315918
2010-05-24,4.74385404586792
2010-05-25,4.908569812774658
2010-05-26,4.87562894821167
2010-05-27,5.191884517669678
2010-05-28,5.027167320251465
2010-06-01,4.86245059967041
2010-06-02,5.0666985511779785
2010-06-03,5.033754825592041
2010-06-04,4.6977314949035645
2010-06-07,4.552783489227295
2010-06-08,4.6779656410217285
2010-06-09,4.473716735839844
2010-06-10,4.717499256134033
2010-06-11,4.651612281799316
2010-06-14,4.717499256134033
2010-06-15,4.842857837677002
2010-06-16,4.72409725189209
2010-06-17,4.717499732971191
2010-06-18,4.717499732971191
2010-06-21,4.7306928634643555
2010-06-22,4.6185302734375
2010-06-23,4.664715766906738
2010-06-24,4.493170738220215
2010-06-25,4.611931800842285
2010-06-28,4.6713128089904785
2010-06-29,4.4601826667785645
2010-06-30,4.341418266296387
2010-07-01,4.216059684753418
2010-07-02,4.117089748382568
2010-07-06,4.229255199432373
2010-07-07,4.367809772491455
2010-07-08,4.5063652992248535
2010-07-09,4.717499732971191
2010-07-12,4.776879787445068
2010-07-13,4.869250774383545
2010-07-14,4.717499732971191
2010-07-15,4.631725311279297
2010-07-16,4.321624279022217
2010-07-19,4.4073944091796875
2010-07-20,4.328222274780273
2010-07-21,4.090697288513184
2010-07-22,4.354615211486816
2010-07-23,4.387602806091309
2010-07-26,4.677909851074219
2010-07-27,4.757086753845215
2010-07-28,4.803269386291504
2010-07-29,4.875847816467285
2010-07-30,4.836259841918945
2010-08-02,5.080383777618408
2010-08-03,5.001208305358887
2010-08-04,5.014404773712158
2010-08-05,4.928630828857422
2010-08-06,4.882446765899658
2010-08-09,5.007807731628418
2010-08-10,5.06058931350708
2010-08-11,4.7306928634643555
2010-08-12,4.710900783538818
2010-08-13,4.717499732971191
2010-08-16,4.737292289733887
2010-08-17,4.717499732971191
2010-08-18,4.757086753845215
2010-08-19,4.578943252563477
2010-08-20,4.499768257141113
2010-08-23,4.51296329498291
2010-08-24,4.328222274780273
2010-08-25,4.275437831878662
2010-08-26,4.189667701721191
2010-08-27,4.354615211486816
2010-08-30,4.222655773162842
2010-08-31,4.24245023727417
2010-09-01,4.519562721252441
2010-09-02,4.572344779968262
2010-09-03,4.545952320098877
2010-09-07,4.334820747375488
2010-09-08,4.539355754852295
2010-09-09,4.5591511726379395
2010-09-10,4.545952320098877
2010-09-13,4.803269386291504
2010-09-14,4.710900783538818
2010-09-15,4.618400573730469
2010-09-16,4.5919718742370605
2010-09-17,4.512686729431152
2010-09-20,4.664652347564697
2010-09-21,4.684472560882568
2010-09-22,4.5655436515808105
2010-09-23,4.46643590927124
2010-09-24,4.5919718742370605
2010-09-27,4.605185508728027
2010-09-28,4.691080093383789
2010-09-29,4.763758659362793
2010-09-30,4.803400993347168
2010-10-01,4.743937015533447
2010-10-04,4.7835798263549805
2010-10-05,4.981794357299805
2010-10-06,4.9553656578063965
2010-10-07,4.862863540649414
2010-10-08,4.9025068283081055
2010-10-11,4.836436748504639
2010-10-12,4.935545444488525
2010-10-13,4.8232221603393555
2010-10-14,4.7373270988464355
2010-10-15,4.664652347564697
2010-10-18,4.856258392333984
2010-10-19,4.849650859832764
2010-10-20,4.810007095336914
2010-10-21,4.810007095336914
2010-10-22,4.717508316040039
2010-10-25,4.644829750061035
2010-10-26,4.281434535980225
2010-10-27,4.208756446838379
2010-10-28,4.155900955200195
2010-10-29,4.162507057189941
2010-11-01,4.1162567138671875
2010-11-02,4.043577671051025
2010-11-03,4.162507057189941
2010-11-04,4.321079254150391
2010-11-05,4.2616167068481445
2010-11-08,4.18893575668335
2010-11-09,4.096435546875
2010-11-10,4.1294732093811035
2010-11-11,4.235187530517578
2010-11-12,4.063399314880371
2010-11-15,4.096435546875
2010-11-16,3.9114363193511963
2010-11-17,3.66036319732666
2010-11-18,3.508399486541748
2010-11-19,3.6339356899261475
2010-11-22,3.53482723236084
2010-11-23,3.4423272609710693
2010-11-24,3.4621493816375732
2010-11-26,3.4687557220458984
2010-11-29,3.5480422973632812
2010-11-30,3.554649829864502
2010-12-01,3.7462546825408936
2010-12-02,4.003937721252441
2010-12-03,4.017148971557617
2010-12-06,4.0105438232421875
2010-12-07,3.9708995819091797
2010-12-08,4.182328701019287
2010-12-09,4.294650077819824
