Date,FLEX
2010-01-04,5.546345233917236
2010-01-05,5.493595123291016
2010-01-06,5.478522777557373
2010-01-07,5.448379993438721
2010-01-08,5.470986843109131
2010-01-11,5.380558013916016
2010-01-12,5.305200099945068
2010-01-13,5.463450908660889
2010-01-14,5.4408440589904785
2010-01-15,5.335342884063721
2010-01-19,5.470986843109131
2010-01-20,5.305200099945068
2010-01-21,5.357950210571289
2010-01-22,5.139411926269531
2010-01-25,5.207233905792236
2010-01-26,4.951016902923584
2010-01-27,5.350413799285889
2010-01-28,4.973625183105469
2010-01-29,4.777694225311279
2010-02-01,4.958552837371826
2010-02-02,5.146947860717773
2010-02-03,5.184627056121826
2010-02-04,4.973625183105469
2010-02-05,4.920874118804932
2010-02-08,4.883194923400879
2010-02-09,5.003767967224121
2010-02-10,5.056518077850342
2010-02-11,5.177091121673584
2010-02-12,5.116805076599121
2010-02-16,5.207233905792236
2010-02-17,5.305200099945068
2010-02-18,5.4408440589904785
2010-02-19,5.478522777557373
2010-02-22,5.425772190093994
2010-02-23,5.305200099945068
2010-02-24,5.373022079467773
2010-02-25,5.244913101196289
2010-02-26,5.244913101196289
2010-03-01,5.395628929138184
2010-03-02,5.350413799285889
2010-03-03,5.388092994689941
2010-03-04,5.433308124542236
2010-03-05,5.486059188842773
2010-03-08,5.448379993438721
2010-03-09,5.4408440589904785
2010-03-10,5.621703147888184
2010-03-11,5.606630802154541
2010-03-12,5.568953037261963
2010-03-15,5.606630802154541
2010-03-16,5.77995491027832
2010-03-17,5.832705020904541
2010-03-18,5.7874908447265625
2010-03-19,5.840240955352783
2010-03-22,5.908062934875488
2010-03-23,6.201959133148193
2010-03-24,6.051242828369141
2010-03-25,5.960813999176025
2010-03-26,5.923134803771973
2010-03-29,5.990956783294678
2010-03-30,5.990956783294678
2010-03-31,5.908062934875488
2010-04-01,5.885456085205078
2010-04-05,6.00602912902832
2010-04-06,5.9834208488464355
2010-04-07,5.908062934875488
2010-04-08,5.960813999176025
2010-04-09,5.968349933624268
2010-04-12,6.11152982711792
2010-04-13,5.975884914398193
2010-04-14,6.134137153625488
2010-04-15,6.043707847595215
2010-04-16,5.968349933624268
2010-04-19,5.855312824249268
2010-04-20,5.930671215057373
2010-04-21,5.885456085205078
2010-04-22,6.0286359786987305
2010-04-23,6.217031002044678
2010-04-26,6.11906623840332
2010-04-27,5.9834208488464355
2010-04-28,5.960813999176025
2010-04-29,6.088922023773193
2010-04-30,5.832705020904541
2010-05-03,5.945742130279541
2010-05-04,5.644309997558594
2010-05-05,5.629239082336426
2010-05-06,5.350413799285889
2010-05-07,5.252449035644531
2010-05-10,5.463450908660889
2010-05-11,5.4408440589904785
2010-05-12,5.538808822631836
2010-05-13,5.4408440589904785
2010-05-14,5.237378120422363
2010-05-17,5.259984970092773
2010-05-18,5.116805076599121
2010-05-19,5.026374816894531
2010-05-20,4.792766094207764
2010-05-21,4.837979793548584
2010-05-24,4.845516204833984
2010-05-25,4.822908878326416
2010-05-26,4.822908878326416
2010-05-27,5.079125881195068
2010-05-28,4.943481922149658
2010-06-01,4.7852301597595215
2010-06-02,4.920874118804932
2010-06-03,5.124341011047363
2010-06-04,4.807837009429932
2010-06-07,4.634513854980469
2010-06-08,4.762621879577637
2010-06-09,4.875658988952637
2010-06-10,4.981161117553711
2010-06-11,5.026374816894531
2010-06-14,4.996232032775879
2010-06-15,5.207233905792236
2010-06-16,5.071589946746826
2010-06-17,5.033911228179932
2010-06-18,5.064054012298584
2010-06-21,4.981161117553711
2010-06-22,4.777694225311279
2010-06-23,4.860588073730469
2010-06-24,4.732479095458984
2010-06-25,4.740015029907227
2010-06-28,4.649586200714111
2010-06-29,4.159759044647217
2010-06-30,4.22004508972168
2010-07-01,4.302938938140869
2010-07-02,4.280332088470459
2010-07-06,4.302938938140869
2010-07-07,4.431046962738037
2010-07-08,4.483798027038574
2010-07-09,4.574227809906006
2010-07-12,4.634513854980469
2010-07-13,4.9133381843566895
2010-07-14,5.056518077850342
2010-07-15,5.018838882446289
2010-07-16,4.822908878326416
2010-07-19,4.958552837371826
2010-07-20,4.724943161010742
2010-07-21,4.664657115936279
2010-07-22,4.943481922149658
2010-07-23,4.709871768951416
2010-07-26,4.7852301597595215
2010-07-27,4.755086898803711
2010-07-28,4.679728984832764
2010-07-29,4.679728984832764
2010-07-30,4.687264919281006
2010-08-02,4.747550964355469
2010-08-03,4.642049789428711
2010-08-04,4.581762790679932
2010-08-05,4.619441986083984
2010-08-06,4.649586200714111
2010-08-09,4.657121181488037
2010-08-10,4.408440113067627
2010-08-11,4.295403003692627
2010-08-12,4.009043216705322
2010-08-13,4.001506805419922
2010-08-16,3.9035420417785645
2010-08-17,4.031650066375732
2010-08-18,4.159759044647217
2010-08-19,4.046721935272217
2010-08-20,4.031650066375732
2010-08-23,4.039186000823975
2010-08-24,3.8131120204925537
2010-08-25,3.941220998764038
2010-08-26,3.7905049324035645
2010-08-27,3.8507909774780273
2010-08-30,3.7905049324035645
2010-08-31,3.715147018432617
2010-09-01,3.9035420417785645
2010-09-02,4.129615783691406
2010-09-03,4.122079849243164
2010-09-07,3.9638280868530273
2010-09-08,4.114543914794922
2010-09-09,4.189901828765869
2010-09-10,4.159759044647217
2010-09-13,4.242652893066406
2010-09-14,4.204974174499512
2010-09-15,4.302938938140869
