Date,ORI
2010-01-04,3.6933271884918213
2010-01-05,3.678786039352417
2010-01-06,3.6824216842651367
2010-01-07,3.758758544921875
2010-01-08,3.755124092102051
2010-01-11,3.762394666671753
2010-01-12,3.7224061489105225
2010-01-13,3.7987451553344727
2010-01-14,3.838732957839966
2010-01-15,3.7696635723114014
2010-01-19,3.860544204711914
2010-01-20,3.9223415851593018
2010-01-21,3.9259767532348633
2010-01-22,3.8678152561187744
2010-01-25,3.838732957839966
2010-01-26,3.8787193298339844
2010-01-27,3.9078009128570557
2010-01-28,3.846004009246826
2010-01-29,3.8496382236480713
2010-02-01,3.9078009128570557
2010-02-02,3.984138011932373
2010-02-03,3.911435127258301
2010-02-04,3.820556402206421
2010-02-05,3.7951104640960693
2010-02-08,3.7260427474975586
2010-02-09,3.7187716960906982
2010-02-10,3.7805705070495605
2010-02-11,3.7842061519622803
2010-02-12,3.80964994430542
2010-02-16,3.9296135902404785
2010-02-17,3.9623286724090576
2010-02-18,4.049572467803955
2010-02-19,4.104098320007324
2010-02-22,4.0895586013793945
2010-02-23,4.08228874206543
2010-02-24,4.053205966949463
2010-02-25,4.0895586013793945
2010-02-26,4.104098320007324
2010-03-01,4.169533729553223
2010-03-02,4.191343307495117
2010-03-03,4.295785427093506
2010-03-04,4.2219743728637695
2010-03-05,4.210903167724609
2010-03-08,4.214592456817627
2010-03-09,4.255189895629883
2010-03-10,4.329000473022461
2010-03-11,4.384358882904053
2010-03-12,4.4065022468566895
2010-03-15,4.436025619506836
2010-03-16,4.439716339111328
2010-03-17,4.535668849945068
2010-03-18,4.543053150177002
2010-03-19,4.520907878875732
2010-03-22,4.424952030181885
2010-03-23,4.458169460296631
2010-03-24,4.572576522827148
2010-03-25,4.5024566650390625
2010-03-26,4.579957485198975
2010-03-29,4.591028213500977
2010-03-30,4.543053150177002
2010-03-31,4.679601192474365
2010-04-01,4.734960079193115
2010-04-05,4.790316581726074
2010-04-06,4.867818832397461
2010-04-07,4.912103176116943
2010-04-08,4.878889560699463
2010-04-09,4.9084153175354
2010-04-12,4.941629886627197
2010-04-13,4.941629886627197
2010-04-14,5.25163459777832
2010-04-15,5.240564823150635
2010-04-16,5.067107200622559
2010-04-19,5.122466564178467
2010-04-20,5.166752815246582
2010-04-21,5.078179836273193
2010-04-22,5.480447292327881
2010-04-23,5.561639308929443
2010-04-26,5.5210442543029785
2010-04-27,5.347589015960693
2010-04-28,5.598544120788574
2010-04-29,5.642830848693848
2010-04-30,5.5394978523254395
2010-05-03,5.602236270904541
2010-05-04,5.402946949005127
2010-05-05,5.225801467895508
2010-05-06,5.074488639831543
2010-05-07,4.9305572509765625
2010-05-10,5.229490756988525
2010-05-11,5.188896179199219
2010-05-12,5.244253635406494
2010-05-13,5.185203552246094
2010-05-14,5.070797920227051
2010-05-17,5.126155853271484
2010-05-18,5.052346706390381
2010-05-19,5.115085124969482
2010-05-20,4.77186393737793
2010-05-21,4.9084153175354
2010-05-24,4.9084153175354
2010-05-25,4.9084153175354
2010-05-26,4.915794849395752
2010-05-27,5.255326271057129
2010-05-28,5.115085124969482
2010-06-01,4.94901180267334
2010-06-02,5.12211275100708
2010-06-03,5.170717716217041
2010-06-04,4.89778995513916
2010-06-07,4.755715370178223
2010-06-08,4.808058261871338
2010-06-09,4.82675313949585
2010-06-10,4.785627841949463
2010-06-11,4.9463911056518555
2010-06-14,4.957608222961426
2010-06-15,5.09220552444458
2010-06-16,4.983781814575195
2010-06-17,4.950131416320801
2010-06-18,4.95387077331543
2010-06-21,4.90526819229126
2010-06-22,4.837967872619629
2010-06-23,4.808058261871338
2010-06-24,4.740760803222656
2010-06-25,4.7968430519104
2010-06-28,4.785627841949463
2010-06-29,4.613643169403076
2010-06-30,4.535129547119141
2010-07-01,4.5239129066467285
2010-07-02,4.5014801025390625
2010-07-06,4.508957386016846
2010-07-07,4.714589595794678
2010-07-08,4.729545593261719
2010-07-09,4.804320335388184
2010-07-12,4.725805282592773
2010-07-13,4.849184036254883
2010-07-14,4.85292387008667
2010-07-15,4.834229469299316
2010-07-16,4.703374862670898
2010-07-19,4.7220659255981445
2010-07-20,4.804320335388184
2010-07-21,4.737021446228027
2010-07-22,4.707112789154053
2010-07-23,4.7220659255981445
2010-07-26,4.778148651123047
2010-07-27,4.82675313949585
2010-07-28,4.744500637054443
2010-07-29,4.665984630584717
2010-07-30,4.677201747894287
2010-08-02,4.737021446228027
2010-08-03,4.64729118347168
2010-08-04,4.729545593261719
2010-08-05,4.830491065979004
2010-08-06,4.856664180755615
2010-08-09,4.882833003997803
2010-08-10,4.81179666519165
2010-08-11,4.673462867736816
2010-08-12,4.651030540466309
2010-08-13,4.654768466949463
2010-08-16,4.654768466949463
2010-08-17,4.658507823944092
2010-08-18,4.707112789154053
2010-08-19,4.654768466949463
2010-08-20,4.669724941253662
2010-08-23,4.639815807342529
2010-08-24,4.572514533996582
2010-08-25,4.613643169403076
2010-08-26,4.658507823944092
2010-08-27,4.7706732749938965
2010-08-30,4.714589595794678
2010-08-31,4.778148651123047
2010-09-01,4.896778583526611
2010-09-02,4.91193962097168
2010-09-03,4.949838638305664
2010-09-07,4.8399271965026855
2010-09-08,4.900568008422852
2010-09-09,4.938468933105469
2010-09-10,4.94605016708374
2010-09-13,5.048380374908447
2010-09-14,5.059751510620117
2010-09-15,5.0900702476501465
2010-09-16,5.11281156539917
2010-09-17,5.097651481628418
2010-09-20,5.105230331420898
2010-09-21,5.082492351531982
2010-09-22,5.086282730102539
2010-09-23,5.063540458679199
2010-09-24,5.165872573852539
2010-09-27,5.177244186401367
2010-09-28,5.222726821899414
2010-09-29,5.24925422668457
2010-09-30,5.24925422668457
2010-10-01,5.18103551864624
2010-10-04,5.203773498535156
2010-10-05,5.192403793334961
2010-10-06,5.218935966491699
2010-10-07,5.154504299163818
2010-10-08,5.146923065185547
2010-10-11,5.158294200897217
2010-10-12,5.1848225593566895
2010-10-13,5.256836414337158
2010-10-14,5.24925422668457
2010-10-15,5.275784492492676
2010-10-18,5.347797393798828
2010-10-19,5.290946006774902
2010-10-20,5.271993637084961
2010-10-21,5.275784492492676
2010-10-22,5.298524856567383
2010-10-25,5.271993637084961
2010-10-26,5.2833662033081055
2010-10-27,5.256836414337158
2010-10-28,4.927098274230957
2010-10-29,5.00290060043335
2010-11-01,4.91193962097168
2010-11-02,4.908149242401123
2010-11-03,4.93467903137207
2010-11-04,4.972580432891846
2010-11-05,4.94605016708374
2010-11-08,4.889196872711182
2010-11-09,4.832345008850098
2010-11-10,4.889196872711182
2010-11-11,4.866458892822266
2010-11-12,4.813397407531738
2010-11-15,4.798235893249512
2010-11-16,4.745175361633301
2010-11-17,4.767917156219482
2010-11-18,4.847507476806641
2010-11-19,4.8399271965026855
2010-11-22,4.858877658843994
2010-11-23,4.752755641937256
2010-11-24,4.851299285888672
2010-11-26,4.7754950523376465
2010-11-29,4.805816650390625
2010-11-30,4.798235893249512
