Date,ADC
2010-01-04,10.809492111206055
2010-01-05,10.736610412597656
2010-01-06,10.595396995544434
2010-01-07,10.640947341918945
2010-01-08,10.536181449890137
2010-01-11,10.540733337402344
2010-01-12,10.563511848449707
2010-01-13,10.70471477508545
2010-01-14,10.709274291992188
2010-01-15,10.549847602844238
2010-01-19,10.814045906066895
2010-01-20,10.74116325378418
2010-01-21,10.590839385986328
2010-01-22,10.454182624816895
2010-01-25,10.504291534423828
2010-01-26,9.816458702087402
2010-01-27,9.151391983032227
2010-01-28,8.90997314453125
2010-01-29,8.923636436462402
2010-02-01,9.260720252990723
2010-02-02,9.702576637268066
2010-02-03,9.201508522033691
2010-02-04,8.950970649719238
2010-02-05,9.169617652893066
2010-02-08,9.051183700561523
2010-02-09,9.05573844909668
2010-02-10,9.12862491607666
2010-02-11,9.347270965576172
2010-02-12,9.56592082977295
2010-02-16,9.629692077636719
2010-02-17,10.144433975219727
2010-02-18,9.975886344909668
2010-02-19,9.989554405212402
2010-02-22,9.989554405212402
2010-02-23,9.798235893249512
2010-02-24,9.8893404006958
2010-02-25,9.930337905883789
2010-02-26,10.048768043518066
2010-03-01,10.353972434997559
2010-03-02,9.975886344909668
2010-03-03,9.688908576965332
2010-03-04,9.857453346252441
2010-03-05,10.162649154663086
2010-03-08,10.326642990112305
2010-03-09,10.299309730529785
2010-03-10,10.203649520874023
2010-03-11,10.158095359802246
2010-03-12,10.230978012084961
2010-03-15,10.244646072387695
2010-03-16,10.312972068786621
2010-03-17,10.431413650512695
2010-03-18,10.558958053588867
2010-03-19,10.62728214263916
2010-03-22,10.686501502990723
2010-03-23,10.927921295166016
2010-03-24,11.096465110778809
2010-03-25,11.123802185058594
2010-03-26,11.237683296203613
2010-03-29,10.912079811096191
2010-03-30,10.926039695739746
2010-03-31,10.633008003234863
2010-04-01,10.898133277893066
2010-04-05,11.084186553955078
2010-04-06,11.414433479309082
2010-04-07,11.470251083374023
2010-04-08,11.44234848022461
2010-04-09,11.326054573059082
2010-04-12,11.470251083374023
2010-04-13,11.01441764831543
2010-04-14,10.912079811096191
2010-04-15,10.912079811096191
2010-04-16,10.712075233459473
2010-04-19,10.637655258178711
2010-04-20,10.674867630004883
2010-04-21,10.930688858032227
2010-04-22,11.38652229309082
2010-04-23,11.57258129119873
2010-04-26,11.577227592468262
2010-04-27,11.423733711242676
2010-04-28,11.437685012817383
2010-04-29,11.674914360046387
2010-04-30,11.921428680419922
2010-05-03,12.465638160705566
2010-05-04,11.907477378845215
2010-05-05,11.609789848327637
2010-05-06,11.098137855529785
2010-05-07,11.163256645202637
2010-05-10,11.809794425964355
2010-05-11,11.865612983703613
2010-05-12,12.367959976196289
2010-05-13,12.116780281066895
2010-05-14,11.772591590881348
2010-05-17,11.563272476196289
2010-05-18,11.139996528625488
2010-05-19,10.879524230957031
2010-05-20,10.10739803314209
2010-05-21,10.609745979309082
2010-05-24,10.516718864440918
2010-05-25,10.6283540725708
2010-05-26,10.688817024230957
2010-05-27,11.228374481201172
2010-05-28,11.07487964630127
2010-06-01,10.991155624389648
2010-06-02,11.293490409851074
2010-06-03,11.353961944580078
2010-06-04,10.730682373046875
2010-06-07,10.819058418273926
2010-06-08,10.926039695739746
2010-06-09,11.195812225341797
2010-06-10,11.591179847717285
2010-06-11,11.688863754272461
2010-06-14,11.340009689331055
2010-06-15,11.577227592468262
2010-06-16,11.791193962097168
2010-06-17,11.860960960388184
2010-06-18,11.674914360046387
