Date,SYNA
2010-01-04,32.34000015258789
2010-01-05,33.15999984741211
2010-01-06,32.220001220703125
2010-01-07,32.0
2010-01-08,32.400001525878906
2010-01-11,32.16999816894531
2010-01-12,30.639999389648438
2010-01-13,30.5
2010-01-14,30.420000076293945
2010-01-15,30.469999313354492
2010-01-19,30.1200008392334
2010-01-20,29.579999923706055
2010-01-21,30.350000381469727
2010-01-22,26.709999084472656
2010-01-25,26.280000686645508
2010-01-26,26.219999313354492
2010-01-27,26.299999237060547
2010-01-28,25.969999313354492
2010-01-29,25.309999465942383
2010-02-01,26.450000762939453
2010-02-02,26.8799991607666
2010-02-03,26.8799991607666
2010-02-04,26.239999771118164
2010-02-05,25.979999542236328
2010-02-08,25.920000076293945
2010-02-09,26.09000015258789
2010-02-10,25.84000015258789
2010-02-11,26.040000915527344
2010-02-12,26.559999465942383
2010-02-16,27.010000228881836
2010-02-17,27.719999313354492
2010-02-18,27.459999084472656
2010-02-19,28.0
2010-02-22,27.649999618530273
2010-02-23,27.030000686645508
2010-02-24,26.959999084472656
2010-02-25,26.709999084472656
2010-02-26,26.700000762939453
2010-03-01,27.020000457763672
2010-03-02,27.010000228881836
2010-03-03,26.479999542236328
2010-03-04,26.459999084472656
2010-03-05,26.670000076293945
2010-03-08,26.200000762939453
2010-03-09,26.059999465942383
2010-03-10,25.989999771118164
2010-03-11,27.0
2010-03-12,27.350000381469727
2010-03-15,27.579999923706055
2010-03-16,27.700000762939453
2010-03-17,27.5
2010-03-18,27.65999984741211
2010-03-19,26.280000686645508
2010-03-22,26.549999237060547
2010-03-23,25.149999618530273
2010-03-24,25.06999969482422
2010-03-25,25.059999465942383
2010-03-26,25.399999618530273
2010-03-29,26.309999465942383
2010-03-30,27.479999542236328
2010-03-31,27.610000610351562
2010-04-01,28.450000762939453
2010-04-05,29.059999465942383
2010-04-06,28.940000534057617
2010-04-07,28.989999771118164
2010-04-08,29.850000381469727
2010-04-09,29.0
2010-04-12,28.479999542236328
2010-04-13,27.899999618530273
2010-04-14,28.450000762939453
2010-04-15,29.3700008392334
2010-04-16,29.540000915527344
2010-04-19,29.209999084472656
2010-04-20,30.579999923706055
2010-04-21,30.049999237060547
2010-04-22,30.5
2010-04-23,33.349998474121094
2010-04-26,32.20000076293945
2010-04-27,31.760000228881836
2010-04-28,31.530000686645508
2010-04-29,31.700000762939453
2010-04-30,30.6200008392334
2010-05-03,30.649999618530273
2010-05-04,29.350000381469727
2010-05-05,29.600000381469727
2010-05-06,27.940000534057617
2010-05-07,27.639999389648438
2010-05-10,28.59000015258789
2010-05-11,28.81999969482422
2010-05-12,28.959999084472656
2010-05-13,28.309999465942383
2010-05-14,28.059999465942383
2010-05-17,28.56999969482422
2010-05-18,28.25
2010-05-19,28.489999771118164
2010-05-20,28.700000762939453
2010-05-21,29.18000030517578
2010-05-24,28.829999923706055
2010-05-25,28.690000534057617
2010-05-26,28.850000381469727
2010-05-27,30.469999313354492
2010-05-28,29.920000076293945
2010-06-01,28.760000228881836
2010-06-02,29.200000762939453
2010-06-03,29.559999465942383
2010-06-04,28.190000534057617
2010-06-07,27.440000534057617
2010-06-08,27.790000915527344
2010-06-09,27.639999389648438
2010-06-10,28.020000457763672
2010-06-11,27.729999542236328
2010-06-14,27.34000015258789
2010-06-15,27.899999618530273
2010-06-16,28.1299991607666
2010-06-17,28.209999084472656
2010-06-18,28.040000915527344
2010-06-21,29.270000457763672
2010-06-22,28.920000076293945
2010-06-23,28.829999923706055
2010-06-24,28.1200008392334
2010-06-25,28.280000686645508
2010-06-28,28.239999771118164
2010-06-29,27.540000915527344
2010-06-30,27.5
2010-07-01,27.420000076293945
2010-07-02,27.690000534057617
2010-07-06,27.690000534057617
2010-07-07,28.440000534057617
2010-07-08,28.739999771118164
2010-07-09,29.059999465942383
2010-07-12,28.829999923706055
2010-07-13,29.229999542236328
2010-07-14,29.450000762939453
2010-07-15,29.979999542236328
2010-07-16,29.200000762939453
2010-07-19,29.829999923706055
2010-07-20,30.040000915527344
2010-07-21,29.75
2010-07-22,30.34000015258789
2010-07-23,31.479999542236328
2010-07-26,33.0
2010-07-27,32.4900016784668
2010-07-28,31.780000686645508
2010-07-29,31.450000762939453
2010-07-30,31.299999237060547
2010-08-02,31.729999542236328
2010-08-03,30.700000762939453
2010-08-04,30.65999984741211
2010-08-05,29.790000915527344
2010-08-06,29.760000228881836
2010-08-09,29.690000534057617
2010-08-10,29.149999618530273
2010-08-11,28.639999389648438
2010-08-12,28.280000686645508
2010-08-13,28.049999237060547
2010-08-16,28.299999237060547
2010-08-17,28.440000534057617
2010-08-18,28.5
2010-08-19,28.020000457763672
2010-08-20,28.040000915527344
2010-08-23,27.6299991607666
2010-08-24,28.329999923706055
2010-08-25,28.149999618530273
2010-08-26,28.06999969482422
2010-08-27,28.010000228881836
2010-08-30,26.979999542236328
2010-08-31,26.3700008392334
2010-09-01,26.110000610351562
2010-09-02,26.350000381469727
2010-09-03,26.530000686645508
2010-09-07,26.489999771118164
2010-09-08,25.780000686645508
2010-09-09,25.610000610351562
2010-09-10,25.170000076293945
2010-09-13,25.790000915527344
2010-09-14,25.81999969482422
2010-09-15,26.43000030517578
2010-09-16,26.5
2010-09-17,27.0
2010-09-20,27.739999771118164
2010-09-21,27.829999923706055
2010-09-22,27.43000030517578
2010-09-23,27.030000686645508
2010-09-24,27.739999771118164
2010-09-27,27.68000030517578
2010-09-28,27.979999542236328
2010-09-29,28.469999313354492
2010-09-30,28.139999389648438
2010-10-01,27.0
2010-10-04,26.68000030517578
2010-10-05,27.15999984741211
2010-10-06,26.59000015258789
2010-10-07,26.110000610351562
2010-10-08,26.06999969482422
2010-10-11,25.829999923706055
2010-10-12,25.059999465942383
2010-10-13,25.549999237060547
2010-10-14,25.850000381469727
2010-10-15,25.56999969482422
