Date,TPC
2010-01-04,17.825632095336914
2010-01-05,18.198993682861328
2010-01-06,18.629793167114258
2010-01-07,19.721160888671875
2010-01-08,20.1998291015625
2010-01-11,20.161535263061523
2010-01-12,19.42438507080078
2010-01-13,19.42438507080078
2010-01-14,19.309505462646484
2010-01-15,18.82126235961914
2010-01-19,18.95528793334961
2010-01-20,19.02230453491211
2010-01-21,19.223344802856445
2010-01-22,18.725528717041016
2010-01-25,18.677661895751953
2010-01-26,18.371313095092773
2010-01-27,18.10325813293457
2010-01-28,17.816057205200195
2010-01-29,18.246858596801758
2010-02-01,18.60107421875
2010-02-02,19.31907844543457
2010-02-03,19.443531036376953
2010-02-04,18.620222091674805
2010-02-05,18.54363441467285
2010-02-08,18.05539321899414
2010-02-09,18.342592239379883
2010-02-10,18.390459060668945
2010-02-11,18.90742301940918
2010-02-12,19.20419692993164
2010-02-16,19.357370376586914
2010-02-17,19.472251892089844
2010-02-18,19.893482208251953
2010-02-19,20.209402084350586
2010-02-22,20.39129638671875
2010-02-23,20.123241424560547
2010-02-24,20.372150421142578
2010-02-25,20.47745704650879
2010-02-26,18.92656898498535
2010-03-01,19.060596466064453
2010-03-02,19.089317321777344
2010-03-03,19.108463287353516
2010-03-04,19.386091232299805
2010-03-05,19.625425338745117
2010-03-08,19.49139976501465
2010-03-09,19.366945266723633
2010-03-10,19.23291778564453
2010-03-11,19.280784606933594
2010-03-12,19.472251892089844
2010-03-15,19.433958053588867
2010-03-16,19.48182487487793
2010-03-17,19.56798553466797
2010-03-18,19.912626266479492
2010-03-19,20.190256118774414
2010-03-22,21.233753204345703
2010-03-23,21.68370246887207
2010-03-24,21.453941345214844
2010-03-25,21.453941345214844
2010-03-26,21.38692855834961
2010-03-29,21.85602378845215
2010-03-30,21.453941345214844
2010-03-31,20.822097778320312
2010-04-01,21.061431884765625
2010-04-05,21.530529022216797
2010-04-06,21.78900909423828
2010-04-07,21.3486328125
2010-04-08,20.936979293823242
2010-04-09,21.205032348632812
2010-04-12,21.32948875427246
2010-04-13,21.511381149291992
2010-04-14,22.29640007019043
2010-04-15,22.22938346862793
2010-04-16,22.057065963745117
2010-04-19,21.731569290161133
2010-04-20,22.334692001342773
2010-04-21,22.50701332092285
2010-04-22,22.822935104370117
2010-04-23,23.53136444091797
2010-04-26,23.454776763916016
2010-04-27,23.03354835510254
2010-04-28,23.349470138549805
2010-04-29,24.10576820373535
2010-04-30,23.234590530395508
2010-05-03,24.182353973388672
2010-05-04,23.03354835510254
2010-05-05,22.899520874023438
2010-05-06,21.894317626953125
2010-05-07,19.883907318115234
2010-05-10,21.205032348632812
2010-05-11,21.520954132080078
2010-05-12,22.583600997924805
2010-05-13,22.602746963500977
2010-05-14,21.84644889831543
2010-05-17,22.085784912109375
2010-05-18,21.96133041381836
2010-05-19,21.453941345214844
2010-05-20,20.104095458984375
2010-05-21,20.17110824584961
2010-05-24,19.78817367553711
2010-05-25,19.75945281982422
2010-05-26,20.1998291015625
2010-05-27,21.243328094482422
2010-05-28,21.3486328125
2010-06-01,18.9840087890625
2010-06-02,19.194623947143555
2010-06-03,18.725528717041016
2010-06-04,17.52885627746582
2010-06-07,16.7534122467041
2010-06-08,16.523651123046875
2010-06-09,16.45663833618164
2010-06-10,16.581090927124023
2010-06-11,16.466211318969727
2010-06-14,16.54279899597168
2010-06-15,17.787336349487305
2010-06-16,17.988378524780273
2010-06-17,17.921363830566406
2010-06-18,18.170272827148438
2010-06-21,17.835203170776367
2010-06-22,17.33738899230957
2010-06-23,17.165067672729492
2010-06-24,16.619386672973633
2010-06-25,16.992746353149414
2010-06-28,17.01189422607422
2010-06-29,15.910956382751465
2010-06-30,15.77692699432373
2010-07-01,15.384419441223145
2010-07-02,15.346126556396484
2010-07-06,15.20252513885498
2010-07-07,15.86308765411377
2010-07-08,16.39919662475586
2010-07-09,17.01189422607422
2010-07-12,16.533226013183594
2010-07-13,17.490562438964844
2010-07-14,17.576723098754883
2010-07-15,17.500137329101562
2010-07-16,16.638530731201172
2010-07-19,17.040613174438477
2010-07-20,17.548002243041992
2010-07-21,17.433120727539062
2010-07-22,18.18941879272461
2010-07-23,18.562780380249023
2010-07-26,18.754249572753906
2010-07-27,18.811689376831055
2010-07-28,18.591501235961914
2010-07-29,18.61064910888672
2010-07-30,18.457473754882812
2010-08-02,18.754249572753906
2010-08-03,18.534061431884766
2010-08-04,18.763822555541992
2010-08-05,18.198993682861328
2010-08-06,19.864761352539062
2010-08-09,20.151960372924805
2010-08-10,20.065799713134766
2010-08-11,19.09889030456543
2010-08-12,18.95528793334961
2010-08-13,18.782970428466797
2010-08-16,18.888275146484375
2010-08-17,19.04144859313965
2010-08-18,19.18505096435547
2010-08-19,18.87870216369629
2010-08-20,18.79254150390625
2010-08-23,18.677661895751953
2010-08-24,18.476619720458984
2010-08-25,18.9840087890625
2010-08-26,18.763822555541992
2010-08-27,19.242490768432617
2010-08-30,18.79254150390625
2010-08-31,18.916996002197266
2010-09-01,19.003156661987305
2010-09-02,19.003156661987305
2010-09-03,19.003156661987305
2010-09-07,18.92656898498535
2010-09-08,19.003156661987305
2010-09-09,18.802114486694336
2010-09-10,18.916996002197266
2010-09-13,18.725528717041016
2010-09-14,18.715953826904297
2010-09-15,18.65851402282715
2010-09-16,18.52448844909668
2010-09-17,18.46704864501953
2010-09-20,18.639368057250977
2010-09-21,18.763822555541992
2010-09-22,18.763822555541992
2010-09-23,18.677661895751953
2010-09-24,19.051023483276367
2010-09-27,18.974435806274414
2010-09-28,19.003156661987305
2010-09-29,19.280784606933594
2010-09-30,19.23291778564453
2010-10-01,19.414812088012695
2010-10-04,19.089317321777344
2010-10-05,19.644573211669922
2010-10-06,20.276416778564453
2010-10-07,20.104095458984375
2010-10-08,20.458311080932617
2010-10-11,20.3338565826416
2010-10-12,20.44873809814453
2010-10-13,20.69764518737793
2010-10-14,20.860393524169922
2010-10-15,20.735937118530273
2010-10-18,21.35820770263672
2010-10-19,20.99441909790039
2010-10-20,21.501808166503906
2010-10-21,22.104930877685547
2010-10-22,22.037918090820312
2010-10-25,22.17194366455078
2010-10-26,22.191091537475586
2010-10-27,21.817729949951172
2010-10-28,22.037918090820312
2010-10-29,22.219810485839844
2010-11-01,22.440000534057617
2010-11-02,22.899999618530273
2010-11-03,23.049999237060547
2010-11-04,23.510000228881836
2010-11-05,22.43000030517578
2010-11-08,23.030000686645508
2010-11-09,22.479999542236328
2010-11-10,22.8700008392334
2010-11-11,22.600000381469727
2010-11-12,22.190000534057617
2010-11-15,22.229999542236328
2010-11-16,21.850000381469727
2010-11-17,21.920000076293945
2010-11-18,21.989999771118164
2010-11-19,22.18000030517578
2010-11-22,22.049999237060547
2010-11-23,19.979999542236328
2010-11-24,19.229999542236328
2010-11-26,19.059999465942383
2010-11-29,19.1200008392334
2010-11-30,19.049999237060547
2010-12-01,19.290000915527344
2010-12-02,19.850000381469727
2010-12-03,19.850000381469727
2010-12-06,20.280000686645508
2010-12-07,20.479999542236328
2010-12-08,20.6299991607666
2010-12-09,20.729999542236328
2010-12-10,20.920000076293945
2010-12-13,20.5
2010-12-14,20.940000534057617
2010-12-15,21.079999923706055
2010-12-16,21.389999389648438
2010-12-17,21.639999389648438
2010-12-20,21.459999084472656
2010-12-21,21.530000686645508
2010-12-22,21.459999084472656
2010-12-23,21.290000915527344
2010-12-27,21.270000457763672
2010-12-28,21.1299991607666
2010-12-29,21.239999771118164
2010-12-30,21.190000534057617
2010-12-31,21.40999984741211
2011-01-03,21.780000686645508
2011-01-04,21.540000915527344
2011-01-05,21.770000457763672
2011-01-06,21.940000534057617
2011-01-07,21.770000457763672
2011-01-10,22.020000457763672
2011-01-11,22.399999618530273
2011-01-12,22.860000610351562
2011-01-13,23.0
2011-01-14,23.020000457763672
2011-01-18,22.75
2011-01-19,22.670000076293945
2011-01-20,22.670000076293945
2011-01-21,22.700000762939453
2011-01-24,23.31999969482422
2011-01-25,23.549999237060547
2011-01-26,23.479999542236328
2011-01-27,23.3799991607666
2011-01-28,22.329999923706055
2011-01-31,22.709999084472656
2011-02-01,23.229999542236328
2011-02-02,23.399999618530273
2011-02-03,23.350000381469727
2011-02-04,23.260000228881836
2011-02-07,23.700000762939453
2011-02-08,23.940000534057617
2011-02-09,24.059999465942383
2011-02-10,24.170000076293945
2011-02-11,24.549999237060547
2011-02-14,24.950000762939453
2011-02-15,24.549999237060547
2011-02-16,25.0
2011-02-17,25.06999969482422
2011-02-18,25.15999984741211
2011-02-22,24.030000686645508
2011-02-23,23.579999923706055
2011-02-24,23.760000228881836
2011-02-25,23.43000030517578
2011-02-28,23.81999969482422
2011-03-01,23.229999542236328
2011-03-02,23.56999969482422
2011-03-03,24.889999389648438
2011-03-04,24.469999313354492
2011-03-07,23.799999237060547
2011-03-08,24.489999771118164
2011-03-09,24.610000610351562
2011-03-10,23.739999771118164
2011-03-11,24.059999465942383
2011-03-14,23.610000610351562
2011-03-15,23.15999984741211
2011-03-16,22.479999542236328
2011-03-17,22.530000686645508
2011-03-18,23.15999984741211
2011-03-21,23.93000030517578
