Date,IRMD
2014-07-16,9.1149263381958
2014-07-17,8.286295890808105
2014-07-18,8.102158546447754
2014-07-21,8.092950820922852
2014-07-22,8.056121826171875
2014-07-23,8.27708911895752
2014-07-24,8.488851547241211
2014-07-25,8.479643821716309
2014-07-28,8.516471862792969
2014-07-29,8.608541488647461
2014-07-30,8.562505722045898
2014-07-31,8.405988693237305
2014-08-01,8.626954078674316
2014-08-04,8.682197570800781
2014-08-05,8.608541488647461
2014-08-06,8.636163711547852
2014-08-07,8.7466459274292
2014-08-08,10.155317306518555
2014-08-11,10.16452407836914
2014-08-12,9.639726638793945
2014-08-13,10.127695083618164
2014-08-14,9.980384826660156
2014-08-15,9.897521018981934
2014-08-18,10.026418685913086
2014-08-19,10.109282493591309
2014-08-20,10.201350212097168
2014-08-21,10.394698143005371
2014-08-22,10.219766616821289
2014-08-25,10.265800476074219
2014-08-26,10.219766616821289
2014-08-27,10.08166217803955
2014-08-28,10.008005142211914
2014-08-29,9.943556785583496
2014-09-02,9.575275421142578
2014-09-03,6.583003044128418
2014-09-04,7.070972919464111
2014-09-05,7.0893874168396
2014-09-08,7.282734394073486
2014-09-09,7.052558422088623
2014-09-10,7.043352127075195
2014-09-11,7.18145751953125
2014-09-12,7.047956466674805
2014-09-15,6.785555839538574
2014-09-16,6.610622406005859
2014-09-17,6.744124889373779
2014-09-18,6.592208385467529
2014-09-19,6.214723110198975
2014-09-22,6.509346961975098
2014-09-23,6.400703430175781
2014-09-24,6.5553812980651855
2014-09-25,6.389655590057373
2014-09-26,6.573795795440674
2014-09-29,6.536966800689697
2014-09-30,6.454104900360107
2014-10-01,6.486329555511475
2014-10-02,6.60141658782959
2014-10-03,6.629036903381348
2014-10-06,6.7303147315979
2014-10-07,6.5553812980651855
2014-10-08,6.564589023590088
2014-10-09,6.675073623657227
2014-10-10,6.629036903381348
2014-10-13,6.675073623657227
2014-10-14,6.711899757385254
2014-10-15,6.444897174835205
2014-10-16,6.463311672210693
2014-10-17,6.656659126281738
2014-10-20,6.610622406005859
2014-10-21,6.665864944458008
2014-10-22,6.629036903381348
2014-10-23,6.721107482910156
2014-10-24,6.638245105743408
2014-10-27,6.882229328155518
2014-10-28,6.762538433074951
2014-10-29,6.822384357452393
2014-10-30,6.5461745262146
2014-10-31,6.69348669052124
2014-11-03,6.686120510101318
2014-11-04,6.877625942230225
2014-11-05,6.896039962768555
2014-11-06,6.923661708831787
2014-11-07,6.813177585601807
2014-11-10,6.702693462371826
2014-11-11,6.914454936981201
2014-11-12,6.988110542297363
2014-11-13,7.278130531311035
2014-11-14,7.328768730163574
2014-11-17,7.844360828399658
2014-11-18,7.770705223083496
2014-11-19,7.5865631103515625
2014-11-20,7.6418070793151855
2014-11-21,7.871983051300049
2014-11-24,7.7338762283325195
2014-11-25,8.185019493103027
2014-11-26,8.111364364624023
2014-11-28,8.120570182800293
2014-12-01,8.231053352355957
2014-12-02,8.127015113830566
2014-12-03,8.332332611083984
2014-12-04,8.525678634643555
2014-12-05,8.516471862792969
2014-12-08,8.884751319885254
2014-12-09,9.096513748168945
2014-12-10,8.976820945739746
2014-12-11,9.206995010375977
2014-12-12,9.253030776977539
2014-12-15,9.059684753417969
2014-12-16,9.160962104797363
2014-12-17,9.225410461425781
2014-12-18,9.593689918518066
2014-12-19,9.713379859924316
2014-12-22,11.361433982849121
2014-12-23,11.508747100830078
2014-12-24,11.637643814086914
2014-12-26,11.729713439941406
2014-12-29,11.830989837646484
