Date,VYX
2010-01-04,6.938650131225586
2010-01-05,6.944785118103027
2010-01-06,7.092024803161621
2010-01-07,7.04294490814209
2010-01-08,7.159509181976318
2010-01-11,7.134969234466553
2010-01-12,7.312882900238037
2010-01-13,7.453988075256348
2010-01-14,7.588956832885742
2010-01-15,7.386503219604492
2010-01-19,7.67484712600708
2010-01-20,7.619631767272949
2010-01-21,7.662577152252197
2010-01-22,7.404908180236816
2010-01-25,7.509202003479004
2010-01-26,7.4662580490112305
2010-01-27,7.558281898498535
2010-01-28,7.337422847747803
2010-01-29,7.343557834625244
2010-02-01,7.441718101501465
2010-02-02,7.711656093597412
2010-02-03,7.582821846008301
2010-02-04,7.865030765533447
2010-02-05,7.963190078735352
2010-02-08,7.785275936126709
2010-02-09,7.877301216125488
2010-02-10,7.760735988616943
2010-02-11,8.012269973754883
2010-02-12,7.889571189880371
2010-02-16,8.04294490814209
2010-02-17,8.061349868774414
2010-02-18,8.024539947509766
2010-02-19,8.092024803161621
2010-02-22,8.030674934387207
2010-02-23,7.858895778656006
2010-02-24,7.871166229248047
2010-02-25,7.754601001739502
2010-02-26,7.742331027984619
2010-03-01,7.779140949249268
2010-03-02,7.91411018371582
2010-03-03,7.797545909881592
2010-03-04,7.828220844268799
2010-03-05,8.006134986877441
2010-03-08,8.153373718261719
2010-03-09,7.950920104980469
2010-03-10,8.141103744506836
2010-03-11,8.411043167114258
2010-03-12,8.46625804901123
2010-03-15,8.570551872253418
2010-03-16,8.687116622924805
2010-03-17,8.656441688537598
2010-03-18,8.680981636047363
2010-03-19,8.386503219604492
2010-03-22,8.404908180236816
2010-03-23,8.552146911621094
2010-03-24,8.484663009643555
2010-03-25,8.355828285217285
2010-03-26,8.478528022766113
2010-03-29,8.484663009643555
2010-03-30,8.447853088378906
2010-03-31,8.46625804901123
2010-04-01,8.638036727905273
2010-04-05,8.907975196838379
2010-04-06,9.26380443572998
2010-04-07,9.306748390197754
2010-04-08,9.337423324584961
2010-04-09,9.411043167114258
2010-04-12,9.38036823272705
2010-04-13,9.33128833770752
2010-04-14,9.478528022766113
2010-04-15,9.515336990356445
2010-04-16,9.276074409484863
2010-04-19,9.20245361328125
2010-04-20,9.37423324584961
2010-04-21,9.398773193359375
2010-04-22,9.773006439208984
2010-04-23,8.785276412963867
2010-04-26,8.773006439208984
2010-04-27,8.435583114624023
2010-04-28,8.33128833770752
2010-04-29,8.361963272094727
2010-04-30,8.073619842529297
2010-05-03,8.325153350830078
2010-05-04,8.11656379699707
2010-05-05,7.981595039367676
2010-05-06,7.619631767272949
2010-05-07,7.190184116363525
2010-05-10,7.484663009643555
2010-05-11,7.490797996520996
2010-05-12,7.723926067352295
2010-05-13,7.766870975494385
2010-05-14,7.619631767272949
2010-05-17,7.723926067352295
2010-05-18,7.773005962371826
2010-05-19,7.67484712600708
2010-05-20,7.429448127746582
2010-05-21,7.558281898498535
2010-05-24,7.539876937866211
2010-05-25,8.055214881896973
2010-05-26,7.907975196838379
2010-05-27,8.300613403320312
2010-05-28,8.147238731384277
2010-06-01,7.815950870513916
2010-06-02,7.840490818023682
2010-06-03,8.122698783874512
2010-06-04,7.7177910804748535
2010-06-07,7.386503219604492
2010-06-08,7.380368232727051
2010-06-09,7.361962795257568
2010-06-10,7.871166229248047
2010-06-11,7.8527607917785645
2010-06-14,7.871166229248047
2010-06-15,8.165643692016602
2010-06-16,8.282209396362305
2010-06-17,8.361963272094727
2010-06-18,8.067484855651855
2010-06-21,7.9325151443481445
2010-06-22,7.815950870513916
2010-06-23,7.871166229248047
2010-06-24,7.8957061767578125
2010-06-25,7.950920104980469
2010-06-28,7.858895778656006
2010-06-29,7.478528022766113
2010-06-30,7.435583114624023
2010-07-01,7.484663009643555
2010-07-02,7.380368232727051
2010-07-06,7.484663009643555
2010-07-07,7.779140949249268
2010-07-08,7.822085857391357
2010-07-09,8.012269973754883
2010-07-12,7.95705509185791
2010-07-13,8.26380443572998
2010-07-14,8.276074409484863
2010-07-15,8.177913665771484
2010-07-16,7.779140949249268
2010-07-19,7.828220844268799
2010-07-20,7.975460052490234
2010-07-21,7.773005962371826
2010-07-22,8.079754829406738
2010-07-23,8.5828218460083
2010-07-26,8.748465538024902
2010-07-27,8.687116622924805
2010-07-28,8.521471977233887
2010-07-29,8.46625804901123
2010-07-30,8.404908180236816
2010-08-02,8.61963176727295
2010-08-03,8.515336990356445
2010-08-04,8.650306701660156
2010-08-05,8.53374195098877
2010-08-06,8.361963272094727
2010-08-09,8.404908180236816
2010-08-10,7.907975196838379
2010-08-11,7.6503071784973145
2010-08-12,7.668712139129639
2010-08-13,7.601226806640625
2010-08-16,7.601226806640625
2010-08-17,7.766870975494385
2010-08-18,7.7484660148620605
2010-08-19,7.638037204742432
2010-08-20,7.736196041107178
2010-08-23,7.889571189880371
2010-08-24,7.699387073516846
2010-08-25,7.754601001739502
2010-08-26,7.754601001739502
2010-08-27,8.030674934387207
2010-08-30,7.828220844268799
2010-08-31,7.88343620300293
2010-09-01,8.177913665771484
2010-09-02,8.355828285217285
2010-09-03,8.42331314086914
2010-09-07,8.37423324584961
2010-09-08,8.38036823272705
2010-09-09,8.33128833770752
