Date,ANIK
2010-01-04,7.559999942779541
2010-01-05,7.900000095367432
2010-01-06,7.650000095367432
2010-01-07,7.659999847412109
2010-01-08,7.369999885559082
2010-01-11,6.940000057220459
2010-01-12,7.090000152587891
2010-01-13,7.360000133514404
2010-01-14,7.019999980926514
2010-01-15,7.099999904632568
2010-01-19,7.25
2010-01-20,7.139999866485596
2010-01-21,6.690000057220459
2010-01-22,6.53000020980835
2010-01-25,6.539999961853027
2010-01-26,6.360000133514404
2010-01-27,6.210000038146973
2010-01-28,6.489999771118164
2010-01-29,6.309999942779541
2010-02-01,6.210000038146973
2010-02-02,6.400000095367432
2010-02-03,6.480000019073486
2010-02-04,6.420000076293945
2010-02-05,6.400000095367432
2010-02-08,6.400000095367432
2010-02-09,6.489999771118164
2010-02-10,6.460000038146973
2010-02-11,6.650000095367432
2010-02-12,6.489999771118164
2010-02-16,6.519999980926514
2010-02-17,6.480000019073486
2010-02-18,6.670000076293945
2010-02-19,6.570000171661377
2010-02-22,6.650000095367432
2010-02-23,6.159999847412109
2010-02-24,6.21999979019165
2010-02-25,6.289999961853027
2010-02-26,6.260000228881836
2010-03-01,6.449999809265137
2010-03-02,6.300000190734863
2010-03-03,6.25
2010-03-04,6.360000133514404
2010-03-05,6.53000020980835
2010-03-08,6.550000190734863
2010-03-09,6.849999904632568
2010-03-10,6.53000020980835
2010-03-11,6.460000038146973
2010-03-12,6.639999866485596
2010-03-15,6.559999942779541
2010-03-16,6.449999809265137
2010-03-17,6.480000019073486
2010-03-18,6.550000190734863
2010-03-19,6.789999961853027
2010-03-22,6.840000152587891
2010-03-23,6.730000019073486
2010-03-24,6.75
2010-03-25,7.099999904632568
2010-03-26,7.260000228881836
2010-03-29,7.380000114440918
2010-03-30,7.139999866485596
2010-03-31,7.110000133514404
2010-04-01,7.119999885559082
2010-04-05,7.059999942779541
2010-04-06,7.059999942779541
2010-04-07,6.96999979019165
2010-04-08,6.96999979019165
2010-04-09,7.110000133514404
2010-04-12,7.139999866485596
2010-04-13,7.079999923706055
2010-04-14,7.079999923706055
2010-04-15,7.090000152587891
2010-04-16,7.159999847412109
2010-04-19,7.179999828338623
2010-04-20,7.199999809265137
2010-04-21,7.119999885559082
2010-04-22,7.21999979019165
2010-04-23,7.309999942779541
2010-04-26,7.300000190734863
2010-04-27,7.199999809265137
2010-04-28,7.0
2010-04-29,7.139999866485596
2010-04-30,7.050000190734863
2010-05-03,7.019999980926514
2010-05-04,7.099999904632568
2010-05-05,6.989999771118164
2010-05-06,6.909999847412109
2010-05-07,6.860000133514404
2010-05-10,6.849999904632568
2010-05-11,6.739999771118164
2010-05-12,6.769999980926514
2010-05-13,6.630000114440918
2010-05-14,6.559999942779541
2010-05-17,6.539999961853027
2010-05-18,6.340000152587891
2010-05-19,6.349999904632568
2010-05-20,6.090000152587891
2010-05-21,6.019999980926514
2010-05-24,6.039999961853027
2010-05-25,5.920000076293945
2010-05-26,5.949999809265137
2010-05-27,6.170000076293945
2010-05-28,6.159999847412109
2010-06-01,6.139999866485596
2010-06-02,6.110000133514404
2010-06-03,6.150000095367432
2010-06-04,6.0
2010-06-07,6.059999942779541
2010-06-08,5.989999771118164
2010-06-09,6.0
2010-06-10,5.960000038146973
2010-06-11,6.0
2010-06-14,6.0
2010-06-15,6.119999885559082
2010-06-16,6.010000228881836
2010-06-17,5.840000152587891
2010-06-18,5.829999923706055
2010-06-21,5.920000076293945
2010-06-22,5.949999809265137
2010-06-23,6.03000020980835
2010-06-24,6.139999866485596
2010-06-25,6.440000057220459
2010-06-28,6.5
2010-06-29,6.199999809265137
2010-06-30,5.889999866485596
2010-07-01,6.130000114440918
2010-07-02,6.139999866485596
2010-07-06,5.900000095367432
2010-07-07,5.949999809265137
2010-07-08,6.010000228881836
2010-07-09,5.829999923706055
2010-07-12,5.559999942779541
2010-07-13,5.789999961853027
2010-07-14,5.869999885559082
2010-07-15,5.960000038146973
2010-07-16,5.760000228881836
2010-07-19,5.75
2010-07-20,5.949999809265137
2010-07-21,5.940000057220459
2010-07-22,5.760000228881836
2010-07-23,5.739999771118164
2010-07-26,5.96999979019165
2010-07-27,6.0
2010-07-28,5.900000095367432
2010-07-29,5.929999828338623
2010-07-30,5.900000095367432
2010-08-02,6.079999923706055
2010-08-03,6.010000228881836
2010-08-04,5.949999809265137
2010-08-05,5.889999866485596
2010-08-06,5.809999942779541
2010-08-09,5.860000133514404
2010-08-10,5.599999904632568
2010-08-11,5.690000057220459
2010-08-12,5.53000020980835
2010-08-13,5.630000114440918
2010-08-16,5.539999961853027
2010-08-17,5.53000020980835
2010-08-18,5.199999809265137
2010-08-19,5.320000171661377
2010-08-20,5.210000038146973
2010-08-23,5.019999980926514
2010-08-24,5.070000171661377
2010-08-25,5.03000020980835
2010-08-26,5.0
2010-08-27,5.039999961853027
2010-08-30,4.960000038146973
2010-08-31,4.949999809265137
2010-09-01,4.960000038146973
2010-09-02,5.130000114440918
2010-09-03,5.099999904632568
2010-09-07,5.119999885559082
2010-09-08,5.099999904632568
2010-09-09,5.110000133514404
2010-09-10,5.139999866485596
2010-09-13,5.289999961853027
2010-09-14,5.289999961853027
2010-09-15,5.480000019073486
2010-09-16,5.599999904632568
2010-09-17,5.809999942779541
2010-09-20,5.730000019073486
2010-09-21,5.75
2010-09-22,5.820000171661377
2010-09-23,5.889999866485596
2010-09-24,5.900000095367432
2010-09-27,5.860000133514404
2010-09-28,5.800000190734863
2010-09-29,5.849999904632568
2010-09-30,6.010000228881836
2010-10-01,5.900000095367432
2010-10-04,5.789999961853027
2010-10-05,5.96999979019165
2010-10-06,5.920000076293945
2010-10-07,5.96999979019165
2010-10-08,5.900000095367432
2010-10-11,5.949999809265137
2010-10-12,6.0
2010-10-13,6.03000020980835
2010-10-14,5.989999771118164
2010-10-15,6.079999923706055
