Date,APG
2024-12-26,24.34000015258789
2024-12-27,24.0
2024-12-30,24.01333236694336
2024-12-31,23.979999542236328
2025-01-02,23.953332901000977
2025-01-03,24.433332443237305
2025-01-06,24.31999969482422
2025-01-07,24.65999984741211
2025-01-08,24.239999771118164
2025-01-10,23.780000686645508
2025-01-13,23.85333251953125
2025-01-14,24.746667861938477
2025-01-15,24.906667709350586
2025-01-16,24.926666259765625
2025-01-17,24.96666717529297
2025-01-21,25.573333740234375
2025-01-22,25.479999542236328
2025-01-23,25.426666259765625
2025-01-24,25.453332901000977
2025-01-27,24.65333366394043
2025-01-28,24.733333587646484
2025-01-29,24.99333381652832
