Date,IBM
2010-01-04,73.2833251953125
2010-01-05,72.39807891845703
2010-01-06,71.92778015136719
2010-01-07,71.67877960205078
2010-01-08,72.39807891845703
2010-01-11,71.64007568359375
2010-01-12,72.20994567871094
2010-01-13,72.05500793457031
2010-01-14,73.20587158203125
2010-01-15,72.91262817382812
2010-01-19,74.21839141845703
2010-01-20,72.06609344482422
2010-01-21,71.37448120117188
2010-01-22,69.4379653930664
2010-01-25,69.781005859375
2010-01-26,69.5762939453125
2010-01-27,69.89722442626953
2010-01-28,68.46968841552734
2010-01-29,67.71724700927734
2010-02-01,68.97874450683594
2010-02-02,69.45455169677734
2010-02-03,69.5264663696289
2010-02-04,68.05474853515625
2010-02-05,68.34242248535156
2010-02-08,67.73664855957031
2010-02-09,68.47584533691406
2010-02-10,68.25354766845703
2010-02-11,68.76481628417969
2010-02-12,68.91488647460938
2010-02-16,69.59848022460938
2010-02-17,70.20984649658203
2010-02-18,71.03235626220703
2010-02-19,70.68778228759766
2010-02-22,70.49883270263672
2010-02-23,70.28207397460938
2010-02-24,70.91006469726562
2010-02-25,70.6210708618164
2010-02-26,70.67110443115234
2010-03-01,71.4547119140625
2010-03-02,70.81560516357422
2010-03-03,70.51548767089844
2010-03-04,70.42656707763672
2010-03-05,70.72113800048828
2010-03-08,70.25428771972656
2010-03-09,69.77632904052734
2010-03-10,69.81522369384766
2010-03-11,70.91563415527344
2010-03-12,71.1046142578125
2010-03-15,71.04347229003906
2010-03-16,71.51031494140625
2010-03-17,71.00455474853516
2010-03-18,71.34915924072266
2010-03-19,70.97676086425781
2010-03-22,71.12681579589844
2010-03-23,71.89935302734375
2010-03-24,71.4324951171875
2010-03-25,71.82711029052734
2010-03-26,71.83820343017578
2010-03-29,71.4658203125
2010-03-30,71.56590270996094
2010-03-31,71.27690124511719
2010-04-01,71.27690124511719
2010-04-05,71.88823699951172
2010-04-06,71.65479278564453
2010-04-07,71.40473175048828
2010-04-08,70.92120361328125
2010-04-09,71.56031036376953
2010-04-12,71.33802032470703
2010-04-13,71.71038055419922
2010-04-14,72.9441909790039
2010-04-15,72.7441177368164
2010-04-16,72.59960174560547
2010-04-19,73.48884582519531
2010-04-20,72.07718658447266
2010-04-21,71.68814086914062
2010-04-22,71.76594543457031
2010-04-23,72.243896484375
2010-04-26,72.65519714355469
2010-04-27,71.59367370605469
2010-04-28,72.30504608154297
2010-04-29,72.50513458251953
2010-04-30,71.69373321533203
2010-05-03,72.02716827392578
2010-05-04,71.20462036132812
2010-05-05,70.83782196044922
2010-05-06,69.22344970703125
2010-05-07,68.20677947998047
2010-05-10,70.53617095947266
2010-05-11,70.88255310058594
2010-05-12,74.11688995361328
2010-05-13,73.44657135009766
2010-05-14,73.28456115722656
2010-05-17,72.86560821533203
2010-05-18,72.59188079833984
2010-05-19,71.98299407958984
2010-05-20,69.15641784667969
2010-05-21,70.06135559082031
2010-05-24,69.5195083618164
2010-05-25,69.55858612060547
2010-05-26,68.8379898071289
2010-05-27,70.60325622558594
2010-05-28,69.97197723388672
2010-06-01,69.45804595947266
2010-06-02,71.1729965209961
2010-06-03,71.48023986816406
2010-06-04,69.98313903808594
2010-06-07,69.34072875976562
2010-06-08,69.11167907714844
2010-06-09,69.21224975585938
2010-06-10,71.32380676269531
2010-06-11,71.75395202636719
2010-06-14,71.7818832397461
2010-06-15,72.50248718261719
2010-06-16,72.81534576416016
2010-06-17,73.16725158691406
2010-06-18,72.70362854003906
2010-06-21,72.98289489746094
2010-06-22,72.22879028320312
2010-06-23,72.68126678466797
2010-06-24,71.60868835449219
2010-06-25,71.0110092163086
2010-06-28,72.05004119873047
2010-06-29,69.87702941894531
2010-06-30,68.9776382446289
2010-07-01,68.4693374633789
2010-07-02,68.07269287109375
2010-07-06,68.96649169921875
2010-07-07,70.94397735595703
2010-07-08,71.48583221435547
2010-07-09,71.48023986816406
2010-07-12,71.87686157226562
2010-07-13,72.88795471191406
2010-07-14,73.02200317382812
