Date,KHC
2015-07-06,46.69077682495117
2015-07-07,47.759483337402344
2015-07-08,48.25225067138672
2015-07-09,47.868282318115234
2015-07-10,49.474544525146484
2015-07-13,50.44729232788086
2015-07-14,49.91613006591797
2015-07-15,49.09060287475586
2015-07-16,50.396095275878906
2015-07-17,50.95924377441406
2015-07-20,51.266422271728516
2015-07-21,51.336814880371094
2015-07-22,50.3256950378418
2015-07-23,49.4556770324707
2015-07-24,49.243011474609375
2015-07-27,49.868133544921875
2015-07-28,50.47392272949219
2015-07-29,50.20970153808594
2015-07-30,51.0474853515625
2015-07-31,51.21504592895508
2015-08-03,51.79506301879883
2015-08-04,51.43415069580078
2015-08-05,51.86595916748047
2015-08-06,51.40195083618164
2015-08-07,50.564151763916016
2015-08-10,50.789703369140625
2015-08-11,50.24835968017578
2015-08-12,49.4234619140625
2015-08-13,48.97233963012695
2015-08-14,49.249446868896484
2015-08-17,48.849891662597656
2015-08-18,48.456764221191406
2015-08-19,48.192535400390625
2015-08-20,47.85098648071289
2015-08-21,46.57493591308594
2015-08-24,45.67271423339844
2015-08-25,45.24736404418945
2015-08-26,47.63187026977539
2015-08-27,48.450321197509766
2015-08-28,48.1345329284668
2015-08-31,46.826297760009766
2015-09-01,45.18936538696289
2015-09-02,46.44606018066406
2015-09-03,46.50406265258789
2015-09-04,45.4793815612793
2015-09-08,47.7349739074707
2015-09-09,46.5105094909668
2015-09-10,46.50406265258789
2015-09-11,47.53519058227539
2015-09-14,48.04432678222656
2015-09-15,48.585670471191406
2015-09-16,49.21723175048828
2015-09-17,49.255889892578125
2015-09-18,48.61788558959961
2015-09-21,48.46321105957031
2015-09-22,47.889652252197266
2015-09-23,47.24519348144531
2015-09-24,46.99384307861328
2015-09-25,47.27096176147461
2015-09-28,45.105567932128906
2015-09-29,44.596466064453125
2015-09-30,45.485816955566406
2015-10-01,45.64692306518555
2015-10-02,46.02072525024414
2015-10-05,46.555625915527344
2015-10-06,46.703834533691406
2015-10-07,47.1420783996582
2015-10-08,47.96699523925781
2015-10-09,47.94121170043945
2015-10-12,47.50942611694336
2015-10-13,47.29029846191406
2015-10-14,47.54164123535156
2015-10-15,48.47609329223633
2015-10-16,49.87458801269531
2015-10-19,49.49435806274414
2015-10-20,49.539451599121094
2015-10-21,49.65546417236328
2015-10-22,51.51795959472656
2015-10-23,50.25481033325195
2015-10-26,49.500797271728516
2015-10-27,49.73278045654297
2015-10-28,51.028160095214844
2015-10-29,50.686588287353516
2015-10-30,50.24835968017578
2015-11-02,50.441688537597656
2015-11-03,49.255889892578125
2015-11-04,48.862770080566406
2015-11-05,48.60498809814453
2015-11-06,46.407386779785156
2015-11-09,45.91115188598633
2015-11-10,46.452510833740234
2015-11-11,46.47183609008789
2015-11-12,46.05930709838867
2015-11-13,45.9748649597168
2015-11-16,46.549800872802734
2015-11-17,46.41661834716797
2015-11-18,47.153953552246094
2015-11-19,47.644432067871094
2015-11-20,47.8458366394043
2015-11-23,48.11866760253906
2015-11-24,48.37853240966797
2015-11-25,48.488956451416016
2015-11-27,48.469451904296875
2015-11-30,47.87180709838867
2015-12-01,48.37853240966797
2015-12-02,47.449554443359375
2015-12-03,46.42311096191406
2015-12-04,46.916839599609375
2015-12-07,46.403629302978516
2015-12-08,46.468589782714844
2015-12-09,46.05930709838867
2015-12-10,46.02034378051758
2015-12-11,45.273250579833984
2015-12-14,46.108036041259766
2015-12-15,46.780418395996094
2015-12-16,47.430049896240234
2015-12-17,46.721946716308594
2015-12-18,45.90990447998047
2015-12-21,46.751529693603516
2015-12-22,47.766727447509766
2015-12-23,48.80158615112305
2015-12-24,48.44135665893555
2015-12-28,48.08765411376953
2015-12-29,48.91946029663086
2015-12-30,48.30379867553711
2015-12-31,47.65538787841797
2016-01-04,47.61606979370117
2016-01-05,48.06801986694336
2016-01-06,48.159698486328125
2016-01-07,47.09211349487305
2016-01-08,46.62053298950195
2016-01-11,47.33444595336914
2016-01-12,47.9632453918457
2016-01-13,46.378204345703125
