Date,KMI
2011-02-11,15.41976547241211
2011-02-14,15.245960235595703
2011-02-15,15.365140914916992
2011-02-16,15.255879402160645
2011-02-17,15.171463012695312
2011-02-18,15.578681945800781
2011-02-22,15.255879402160645
2011-02-23,15.106901168823242
2011-02-24,15.126770973205566
2011-02-25,15.146629333496094
2011-02-28,15.146629333496094
2011-03-01,15.121807098388672
2011-03-02,15.181392669677734
2011-03-03,15.280716896057129
2011-03-04,15.320446014404297
2011-03-07,15.345280647277832
2011-03-08,15.380035400390625
2011-03-09,15.270781517028809
2011-03-10,14.947988510131836
2011-03-11,14.947988510131836
2011-03-14,14.893352508544922
2011-03-15,14.838736534118652
2011-03-16,14.923154830932617
2011-03-17,14.972820281982422
2011-03-18,15.146629333496094
2011-03-21,15.305550575256348
2011-03-22,15.245960235595703
2011-03-23,14.908265113830566
2011-03-24,14.923154830932617
2011-03-25,14.659955024719238
2011-03-28,14.709610939025879
2011-03-29,14.794037818908691
2011-03-30,14.744379997253418
2011-03-31,14.719542503356934
2011-04-01,14.650022506713867
2011-04-04,14.620216369628906
2011-04-05,14.620216369628906
2011-04-06,14.630155563354492
2011-04-07,14.510970115661621
2011-04-08,14.565598487854004
2011-04-11,14.525867462158203
2011-04-12,14.267634391784668
2011-04-13,14.317292213439941
2011-04-14,14.461307525634766
2011-04-15,14.342123985290527
2011-04-18,14.163342475891113
2011-04-19,14.292463302612305
2011-04-20,14.625190734863281
2011-04-21,14.714577674865723
2011-04-25,14.580496788024902
2011-04-26,14.461307525634766
2011-04-27,14.332189559936523
2011-04-28,14.387085914611816
2011-04-29,14.262322425842285
2011-05-02,14.382091522216797
2011-05-03,14.067703247070312
2011-05-04,13.952925682067871
2011-05-05,13.962902069091797
2011-05-06,13.97288703918457
2011-05-09,14.117603302001953
2011-05-10,14.232381820678711
2011-05-11,14.127593994140625
2011-05-12,14.197452545166016
2011-05-13,13.937952995300293
2011-05-16,13.743334770202637
2011-05-17,13.723372459411621
2011-05-18,13.753316879272461
2011-05-19,14.117603302001953
2011-05-20,14.222403526306152
2011-05-23,14.137568473815918
2011-05-24,14.50185489654541
2011-05-25,14.481895446777344
2011-05-26,14.317217826843262
2011-05-27,14.561746597290039
2011-05-31,14.61663818359375
2011-06-01,14.471916198730469
2011-06-02,14.661552429199219
2011-06-03,14.84619426727295
2011-06-06,14.731419563293457
2011-06-07,14.866151809692383
2011-06-08,14.836212158203125
2011-06-09,14.816246032714844
2011-06-10,14.736406326293945
2011-06-13,14.696481704711914
2011-06-14,14.721436500549316
2011-06-15,14.651569366455078
2011-06-16,14.57672119140625
2011-06-17,14.821240425109863
2011-06-20,14.776328086853027
2011-06-21,14.781316757202148
2011-06-22,14.781316757202148
2011-06-23,14.521820068359375
2011-06-24,14.27230167388916
2011-06-27,14.10263442993164
2011-06-28,14.122599601745605
2011-06-29,14.172499656677246
2011-06-30,14.337181091308594
2011-07-01,14.606654167175293
2011-07-05,14.601667404174805
2011-07-06,14.526815414428711
2011-07-07,14.461936950683594
2011-07-08,14.431995391845703
2011-07-11,14.15254020690918
2011-07-12,14.057721138000488
2011-07-13,14.067703247070312
2011-07-14,13.987854957580566
2011-07-15,14.267313003540039
2011-07-18,14.067703247070312
2011-07-19,14.147551536560059
2011-07-20,14.222403526306152
2011-07-21,14.227396011352539
2011-07-22,14.15254020690918
2011-07-25,13.723372459411621
2011-07-26,13.75830364227295
2011-07-27,14.062715530395508
2011-07-28,14.203947067260742
2011-07-29,14.239252090454102
2011-08-01,14.239252090454102
2011-08-02,14.047579765319824
2011-08-03,13.982010841369629
2011-08-04,13.351509094238281
2011-08-05,13.074084281921387
2011-08-08,11.934135437011719
2011-08-09,13.074084281921387
2011-08-10,13.13966178894043
2011-08-11,13.84582233428955
2011-08-12,13.502827644348145
2011-08-15,13.659193992614746
2011-08-16,13.36663818359375
2011-08-17,13.255674362182617
2011-08-18,12.519243240356445
2011-08-19,12.014841079711914
2011-08-22,11.984578132629395
2011-08-23,12.378010749816895
2011-08-24,12.332616806030273
2011-08-25,12.332616806030273
2011-08-26,12.499064445495605
2011-08-29,12.766399383544922
2011-08-30,12.796663284301758
2011-08-31,13.038776397705078
2011-09-01,12.9732027053833
2011-09-02,12.705873489379883
2011-09-06,12.796663284301758
2011-09-07,12.831975936889648
2011-09-08,12.811792373657227
2011-09-09,12.53437614440918
2011-09-12,12.589862823486328
2011-09-13,12.594904899597168
2011-09-14,12.736133575439453
2011-09-15,12.882415771484375
2011-09-16,12.862237930297852
2011-09-19,13.45743179321289
2011-09-20,13.467516899108887
2011-09-21,13.391858100891113
2011-09-22,12.958070755004883
2011-09-23,12.872323036193848
2011-09-26,13.285934448242188
2011-09-27,13.633975982666016
2011-09-28,13.427167892456055
2011-09-29,13.275845527648926
2011-09-30,13.058951377868652
2011-10-03,12.852147102355957
2011-10-04,13.13966178894043
2011-10-05,13.412033081054688
2011-10-06,13.467516899108887
2011-10-07,13.285934448242188
2011-10-10,13.55327033996582
2011-10-11,13.543179512023926
2011-10-12,13.568401336669922
2011-10-13,13.578486442565918
2011-10-14,13.563355445861816
2011-10-17,14.219077110290527
2011-10-18,14.153505325317383
