Date,BBUC
2022-03-07,35.39542007446289
2022-03-08,35.39542007446289
2022-03-09,27.323453903198242
2022-03-10,27.323453903198242
2022-03-11,27.323453903198242
2022-03-14,27.323453903198242
2022-03-15,28.006542205810547
2022-03-16,31.700979232788086
2022-03-17,30.305940628051758
2022-03-18,29.430438995361328
2022-03-21,28.910905838012695
2022-03-22,29.055221557617188
2022-03-23,30.883197784423828
2022-03-24,31.585529327392578
2022-03-25,32.691932678222656
2022-03-28,31.662492752075195
2022-03-29,31.29689598083496
2022-03-30,31.835678100585938
2022-03-31,31.373863220214844
2022-04-01,31.24879264831543
2022-04-04,30.738887786865234
2022-04-05,30.488739013671875
2022-04-06,29.112947463989258
2022-04-07,29.10332489013672
2022-04-08,29.266881942749023
2022-04-11,29.844139099121094
2022-04-12,29.78641128540039
2022-04-13,30.20010757446289
2022-04-14,29.55550765991211
2022-04-18,29.95958709716797
2022-04-19,30.07503890991211
2022-04-20,30.286699295043945
2022-04-21,29.382335662841797
2022-04-22,26.92899513244629
2022-04-25,26.24591064453125
2022-04-26,26.919370651245117
2022-04-27,27.111793518066406
2022-04-28,27.26572608947754
2022-04-29,25.533964157104492
2022-05-02,26.370981216430664
2022-05-03,24.591106414794922
2022-05-04,24.523757934570312
2022-05-05,22.82085609436035
2022-05-06,24.648834228515625
2022-05-09,23.513565063476562
2022-05-10,23.321142196655273
2022-05-11,24.22551155090332
2022-05-12,23.41735076904297
2022-05-13,24.48527717590332
2022-05-16,24.41792869567871
2022-05-17,24.36981964111328
2022-05-18,23.19607162475586
2022-05-19,23.003650665283203
2022-05-20,22.74388885498047
2022-05-23,24.947084426879883
2022-05-24,23.186450958251953
2022-05-25,24.47565460205078
2022-05-26,25.649410247802734
2022-05-27,25.4377498626709
2022-05-31,24.81378746032715
2022-06-01,25.508146286010742
2022-06-02,26.212154388427734
2022-06-03,25.431001663208008
2022-06-06,27.436935424804688
2022-06-07,26.2314453125
2022-06-08,27.52372932434082
2022-06-09,26.5014705657959
2022-06-10,25.566011428833008
2022-06-13,23.91690444946289
2022-06-14,24.26408576965332
2022-06-15,25.633520126342773
2022-06-16,24.360523223876953
2022-06-17,25.52743911743164
2022-06-21,26.1350040435791
2022-06-22,24.842721939086914
2022-06-23,24.466609954833984
2022-06-24,23.569725036621094
2022-06-27,22.39316177368164
2022-06-28,22.479957580566406
2022-06-29,22.547468185424805
2022-06-30,22.190641403198242
2022-07-01,22.306365966796875
2022-07-05,21.51557159423828
2022-07-06,21.12017059326172
2022-07-07,21.67951774597168
2022-07-08,21.448060989379883
2022-07-11,20.68619728088379
2022-07-12,22.171354293823242
2022-07-13,21.380556106567383
2022-07-14,20.801918029785156
2022-07-15,21.448060989379883
2022-07-18,22.14242172241211
2022-07-19,22.219573974609375
2022-07-20,22.258148193359375
2022-07-21,22.441383361816406
2022-07-22,22.180999755859375
2022-07-25,22.354591369628906
2022-07-26,22.180999755859375
2022-07-27,22.200286865234375
2022-07-28,22.37388038635254
2022-07-29,22.036340713500977
2022-08-01,22.42209815979004
2022-08-02,22.14242172241211
2022-08-03,24.61126708984375
2022-08-04,24.987377166748047
2022-08-05,26.2796630859375
2022-08-08,26.665420532226562
2022-08-09,27.69731903076172
2022-08-10,26.761857986450195
2022-08-11,26.86794090270996
2022-08-12,27.64909553527832
2022-08-15,27.639455795288086
2022-08-16,28.218088150024414
2022-08-17,27.00295639038086
2022-08-18,26.366458892822266
2022-08-19,25.76853370666504
2022-08-22,25.006669998168945
2022-08-23,25.421354293823242
2022-08-24,25.045246124267578
2022-08-25,24.678770065307617
2022-08-26,24.14836311340332
2022-08-29,23.955480575561523
2022-08-30,23.610315322875977
2022-08-31,23.513633728027344
2022-09-01,23.46529197692871
