Date,MGM
2010-01-04,9.19008731842041
2010-01-05,9.91736125946045
2010-01-06,9.577336311340332
2010-01-07,10.200712203979492
2010-01-08,10.011811256408691
2010-01-11,10.295162200927734
2010-01-12,11.28689956665039
2010-01-13,11.702483177185059
2010-01-14,11.693037986755371
2010-01-15,11.4191312789917
2010-01-19,11.532474517822266
2010-01-20,11.24912166595459
2010-01-21,10.691859245300293
2010-01-22,10.975211143493652
2010-01-25,11.32468032836914
2010-01-26,11.4191312789917
2010-01-27,11.54191780090332
2010-01-28,11.107442855834961
2010-01-29,10.4462890625
2010-02-01,11.164113998413086
2010-02-02,11.220786094665527
2010-02-03,10.786311149597168
2010-02-04,10.19127082824707
2010-02-05,10.332942962646484
2010-02-08,10.134598731994629
2010-02-09,10.125154495239258
2010-02-10,9.822908401489258
2010-02-11,10.748529434204102
2010-02-12,10.417950630187988
2010-02-16,10.946879386901855
2010-02-17,10.984657287597656
2010-02-18,10.200712203979492
2010-02-19,10.25738525390625
2010-02-22,10.314054489135742
2010-02-23,9.851244926452637
2010-02-24,9.86069107055664
2010-02-25,9.870135307312012
2010-02-26,9.955141067504883
2010-03-01,10.068479537963867
2010-03-02,10.096816062927246
2010-03-03,10.247941017150879
2010-03-04,10.172378540039062
2010-03-05,10.644631385803223
2010-03-08,10.833536148071289
2010-03-09,10.899652481079102
2010-03-10,11.230231285095215
2010-03-11,11.022436141967773
2010-03-12,11.145225524902344
2010-03-15,10.748529434204102
2010-03-16,11.61748218536377
2010-03-17,11.579700469970703
2010-03-18,11.24912166595459
2010-03-19,11.09799861907959
2010-03-22,11.825271606445312
2010-03-23,11.806380271911621
2010-03-24,11.759154319763184
2010-03-25,11.305789947509766
2010-03-26,11.768601417541504
2010-03-29,11.787490844726562
2010-03-30,11.532474517822266
2010-03-31,11.334126472473145
2010-04-01,11.371906280517578
2010-04-05,12.439204216003418
2010-04-06,12.807564735412598
2010-04-07,12.60921573638916
2010-04-08,13.912641525268555
2010-04-09,13.978754997253418
2010-04-12,14.205439567565918
2010-04-13,14.554905891418457
2010-04-14,14.554905891418457
2010-04-15,13.761518478393555
2010-04-16,13.572617530822754
2010-04-19,13.251484870910645
2010-04-20,14.167658805847168
2010-04-21,14.252663612365723
2010-04-22,14.866597175598145
2010-04-23,15.008272171020508
2010-04-26,15.716653823852539
2010-04-27,14.706028938293457
2010-04-28,14.92326831817627
2010-04-29,15.546643257141113
2010-04-30,15.008272171020508
2010-05-03,15.49941635131836
2010-05-04,14.62102222442627
2010-05-05,14.110987663269043
2010-05-06,12.958685874938965
2010-05-07,12.391976356506348
2010-05-10,13.223148345947266
2010-05-11,13.449831008911133
2010-05-12,13.884306907653809
2010-05-13,13.563172340393066
2010-05-14,12.892566680908203
2010-05-17,12.580881118774414
2010-05-18,12.259746551513672
2010-05-19,12.061399459838867
2010-05-20,11.116888046264648
2010-05-21,11.730820655822754
2010-05-24,11.135780334472656
2010-05-25,11.28689956665039
2010-05-26,11.060218811035156
2010-05-27,12.108623504638672
2010-05-28,11.768601417541504
2010-06-01,11.4946928024292
2010-06-02,11.778048515319824
2010-06-03,12.042509078979492
2010-06-04,11.456913948059082
2010-06-07,10.39905834197998
2010-06-08,10.824090957641602
2010-06-09,10.47462272644043
2010-06-10,10.824090957641602
2010-06-11,10.956321716308594
2010-06-14,11.28689956665039
2010-06-15,11.872499465942383
2010-06-16,11.674150466918945
2010-06-17,11.50413703918457
2010-06-18,11.36246109008789
2010-06-21,11.55136489868164
2010-06-22,11.230231285095215
2010-06-23,11.296345710754395
2010-06-24,10.569071769714355
2010-06-25,10.880759239196777
2010-06-28,10.389616012573242
2010-06-29,9.492329597473145
2010-06-30,9.105084419250488
2010-07-01,9.16175365447998
2010-07-02,8.953957557678223
2010-07-06,8.755614280700684
2010-07-07,9.350651741027832
2010-07-08,9.275091171264648
2010-07-09,9.416769981384277
2010-07-12,9.275091171264648
2010-07-13,9.822908401489258
2010-07-14,9.841798782348633
2010-07-15,9.681231498718262
2010-07-16,9.095638275146484
2010-07-19,9.020072937011719
2010-07-20,9.473440170288086
2010-07-21,9.152304649353027
2010-07-22,9.58677864074707
2010-07-23,9.936248779296875
2010-07-26,10.351837158203125
2010-07-27,10.531291961669922
2010-07-28,10.484067916870117
2010-07-29,10.380172729492188
2010-07-30,10.25738525390625
2010-08-02,10.644631385803223
2010-08-03,10.55018424987793
2010-08-04,10.370725631713867
2010-08-05,10.134598731994629
2010-08-06,10.115708351135254
2010-08-09,10.455730438232422
2010-08-10,10.266828536987305
2010-08-11,9.577336311340332
2010-08-12,9.511220932006836
2010-08-13,9.530113220214844
2010-08-16,9.397878646850586
2010-08-17,9.719013214111328
2010-08-18,9.605670928955078
2010-08-19,9.388434410095215
2010-08-20,9.369544982910156
2010-08-23,9.133417129516602
2010-08-24,8.736721992492676
2010-08-25,8.868955612182617
2010-08-26,8.632827758789062
2010-08-27,8.878397941589355
2010-08-30,8.55726432800293
2010-08-31,8.510040283203125
2010-09-01,8.736721992492676
2010-09-02,8.982295989990234
2010-09-03,9.29398250579834
2010-09-07,9.038965225219727
2010-09-08,9.652896881103516
2010-09-09,9.700122833251953
2010-09-10,9.76623821258545
2010-09-13,9.955141067504883
2010-09-14,9.756793975830078
2010-09-15,9.879579544067383
2010-09-16,9.671788215637207
2010-09-17,9.520666122436523
2010-09-20,10.266828536987305
2010-09-21,10.134598731994629
