Date,RGEN
2010-01-04,4.039999961853027
2010-01-05,3.9600000381469727
2010-01-06,3.8299999237060547
2010-01-07,3.8499999046325684
2010-01-08,3.7899999618530273
2010-01-11,3.8299999237060547
2010-01-12,3.7100000381469727
2010-01-13,3.6500000953674316
2010-01-14,3.6500000953674316
2010-01-15,3.549999952316284
2010-01-19,3.609999895095825
2010-01-20,3.5399999618530273
2010-01-21,3.5899999141693115
2010-01-22,3.609999895095825
2010-01-25,3.619999885559082
2010-01-26,3.4100000858306885
2010-01-27,3.5399999618530273
2010-01-28,3.5799999237060547
2010-01-29,3.450000047683716
2010-02-01,3.5
2010-02-02,3.430000066757202
2010-02-03,3.430000066757202
2010-02-04,3.380000114440918
2010-02-05,3.5
2010-02-08,3.3499999046325684
2010-02-09,3.4000000953674316
2010-02-10,3.390000104904175
2010-02-11,3.5
2010-02-12,3.5
2010-02-16,3.6500000953674316
2010-02-17,3.5199999809265137
2010-02-18,3.490000009536743
2010-02-19,3.4000000953674316
2010-02-22,3.390000104904175
2010-02-23,3.390000104904175
2010-02-24,3.369999885559082
2010-02-25,3.3499999046325684
2010-02-26,3.369999885559082
2010-03-01,3.5799999237060547
2010-03-02,3.6500000953674316
2010-03-03,3.7300000190734863
2010-03-04,3.7200000286102295
2010-03-05,3.740000009536743
2010-03-08,3.740000009536743
2010-03-09,3.7699999809265137
2010-03-10,3.7699999809265137
2010-03-11,3.7799999713897705
2010-03-12,3.7200000286102295
2010-03-15,3.640000104904175
2010-03-16,3.740000009536743
2010-03-17,3.7100000381469727
2010-03-18,3.7100000381469727
2010-03-19,3.75
2010-03-22,3.740000009536743
2010-03-23,3.7899999618530273
2010-03-24,3.690000057220459
2010-03-25,3.619999885559082
2010-03-26,3.5999999046325684
2010-03-29,3.619999885559082
2010-03-30,3.569999933242798
2010-03-31,4.059999942779541
2010-04-01,3.7100000381469727
2010-04-05,3.680000066757202
2010-04-06,3.619999885559082
2010-04-07,3.609999895095825
2010-04-08,3.5199999809265137
2010-04-09,3.5899999141693115
2010-04-12,3.5399999618530273
2010-04-13,3.609999895095825
2010-04-14,3.640000104904175
2010-04-15,3.9200000762939453
2010-04-16,3.6600000858306885
2010-04-19,3.7200000286102295
2010-04-20,3.759999990463257
2010-04-21,3.75
2010-04-22,3.700000047683716
2010-04-23,3.609999895095825
2010-04-26,3.5999999046325684
2010-04-27,3.559999942779541
2010-04-28,3.5899999141693115
2010-04-29,3.5999999046325684
2010-04-30,3.509999990463257
2010-05-03,3.5299999713897705
2010-05-04,3.5
2010-05-05,3.430000066757202
2010-05-06,3.2699999809265137
2010-05-07,3.1500000953674316
2010-05-10,3.299999952316284
2010-05-11,3.2799999713897705
2010-05-12,3.380000114440918
2010-05-13,3.359999895095825
2010-05-14,3.2899999618530273
2010-05-17,3.430000066757202
2010-05-18,3.5
2010-05-19,3.359999895095825
2010-05-20,3.200000047683716
2010-05-21,3.2100000381469727
2010-05-24,3.190000057220459
2010-05-25,3.2200000286102295
2010-05-26,3.190000057220459
2010-05-27,3.5
2010-05-28,3.549999952316284
2010-06-01,3.3299999237060547
2010-06-02,3.5299999713897705
2010-06-03,3.450000047683716
2010-06-04,3.309999942779541
2010-06-07,3.25
2010-06-08,3.2200000286102295
2010-06-09,3.2699999809265137
2010-06-10,3.359999895095825
2010-06-11,3.359999895095825
2010-06-14,3.3299999237060547
2010-06-15,3.450000047683716
2010-06-16,3.359999895095825
2010-06-17,3.3399999141693115
2010-06-18,3.299999952316284
2010-06-21,3.2799999713897705
2010-06-22,3.2300000190734863
2010-06-23,3.240000009536743
2010-06-24,3.1500000953674316
2010-06-25,3.130000114440918
2010-06-28,3.2100000381469727
2010-06-29,3.140000104904175
2010-06-30,3.2100000381469727
2010-07-01,3.200000047683716
2010-07-02,3.2200000286102295
2010-07-06,3.2200000286102295
2010-07-07,3.1500000953674316
2010-07-08,3.1700000762939453
2010-07-09,3.2899999618530273
2010-07-12,3.240000009536743
2010-07-13,3.4700000286102295
2010-07-14,3.390000104904175
2010-07-15,3.3299999237060547
2010-07-16,3.25
2010-07-19,3.259999990463257
2010-07-20,3.380000114440918
2010-07-21,3.240000009536743
2010-07-22,3.309999942779541
2010-07-23,3.2799999713897705
2010-07-26,3.299999952316284
2010-07-27,3.1600000858306885
2010-07-28,3.25
2010-07-29,3.240000009536743
2010-07-30,3.2300000190734863
2010-08-02,3.430000066757202
2010-08-03,3.4600000381469727
2010-08-04,3.5399999618530273
2010-08-05,3.5199999809265137
2010-08-06,3.4800000190734863
2010-08-09,3.380000114440918
2010-08-10,3.440000057220459
2010-08-11,3.3499999046325684
2010-08-12,3.3499999046325684
2010-08-13,3.2899999618530273
2010-08-16,3.4100000858306885
2010-08-17,3.369999885559082
2010-08-18,3.4000000953674316
2010-08-19,3.359999895095825
2010-08-20,3.450000047683716
2010-08-23,3.440000057220459
2010-08-24,3.2899999618530273
2010-08-25,3.509999990463257
2010-08-26,3.4000000953674316
2010-08-27,3.390000104904175
2010-08-30,3.2899999618530273
2010-08-31,3.390000104904175
2010-09-01,3.380000114440918
2010-09-02,3.559999942779541
2010-09-03,3.359999895095825
2010-09-07,3.309999942779541
2010-09-08,3.490000009536743
2010-09-09,3.450000047683716
2010-09-10,3.4600000381469727
2010-09-13,3.4200000762939453
2010-09-14,3.3399999141693115
2010-09-15,3.2899999618530273
2010-09-16,3.299999952316284
2010-09-17,3.4000000953674316
2010-09-20,3.4100000858306885
2010-09-21,3.4100000858306885
2010-09-22,3.309999942779541
2010-09-23,3.319999933242798
2010-09-24,3.309999942779541
2010-09-27,3.309999942779541
2010-09-28,3.309999942779541
2010-09-29,3.309999942779541
2010-09-30,3.380000114440918
2010-10-01,3.3399999141693115
2010-10-04,3.3499999046325684
2010-10-05,3.369999885559082
2010-10-06,3.3499999046325684
2010-10-07,3.2899999618530273
2010-10-08,3.359999895095825
2010-10-11,3.3299999237060547
2010-10-12,3.380000114440918
2010-10-13,3.380000114440918
2010-10-14,3.3499999046325684
2010-10-15,3.4000000953674316
2010-10-18,3.359999895095825
2010-10-19,3.4200000762939453
2010-10-20,3.5299999713897705
2010-10-21,3.440000057220459
2010-10-22,3.559999942779541
2010-10-25,3.740000009536743
2010-10-26,3.9000000953674316
2010-10-27,3.9000000953674316
2010-10-28,3.869999885559082
2010-10-29,3.880000114440918
2010-11-01,3.869999885559082
2010-11-02,3.819999933242798
2010-11-03,3.6700000762939453
2010-11-04,3.5799999237060547
2010-11-05,3.7100000381469727
2010-11-08,3.619999885559082
2010-11-09,3.5199999809265137
2010-11-10,3.7799999713897705
2010-11-11,3.7699999809265137
2010-11-12,3.8399999141693115
2010-11-15,3.9800000190734863
2010-11-16,3.8499999046325684
2010-11-17,3.7100000381469727
2010-11-18,3.7899999618530273
2010-11-19,3.9200000762939453
2010-11-22,3.940000057220459
2010-11-23,3.9600000381469727
2010-11-24,3.7200000286102295
2010-11-26,3.799999952316284
2010-11-29,3.700000047683716
2010-11-30,3.7200000286102295
2010-12-01,3.799999952316284
2010-12-02,3.8499999046325684
2010-12-03,3.9600000381469727
2010-12-06,4.0
2010-12-07,3.9000000953674316
2010-12-08,3.880000114440918
2010-12-09,3.940000057220459
2010-12-10,3.930000066757202
2010-12-13,3.9200000762939453
2010-12-14,3.9700000286102295
2010-12-15,3.9600000381469727
2010-12-16,3.990000009536743
2010-12-17,3.950000047683716
2010-12-20,4.019999980926514
2010-12-21,4.110000133514404
2010-12-22,4.210000038146973
2010-12-23,4.28000020980835
2010-12-27,4.670000076293945
2010-12-28,4.75
2010-12-29,4.650000095367432
2010-12-30,4.730000019073486
2010-12-31,4.690000057220459
2011-01-03,4.519999980926514
2011-01-04,4.400000095367432
2011-01-05,4.449999809265137
2011-01-06,4.46999979019165
2011-01-07,4.369999885559082
2011-01-10,4.440000057220459
2011-01-11,4.5
2011-01-12,4.619999885559082
2011-01-13,4.650000095367432
2011-01-14,4.519999980926514
2011-01-18,4.739999771118164
2011-01-19,4.78000020980835
2011-01-20,5.039999961853027
2011-01-21,4.800000190734863
2011-01-24,5.159999847412109
2011-01-25,5.210000038146973
2011-01-26,5.25
2011-01-27,5.25
2011-01-28,5.099999904632568
2011-01-31,5.170000076293945
2011-02-01,5.199999809265137
2011-02-02,5.21999979019165
2011-02-03,5.28000020980835
2011-02-04,5.340000152587891
2011-02-07,5.210000038146973
2011-02-08,5.159999847412109
2011-02-09,5.050000190734863
2011-02-10,4.96999979019165
2011-02-11,4.760000228881836
2011-02-14,4.880000114440918
2011-02-15,4.849999904632568
2011-02-16,4.78000020980835
2011-02-17,4.789999961853027
2011-02-18,4.78000020980835
2011-02-22,4.710000038146973
2011-02-23,4.690000057220459
2011-02-24,4.849999904632568
2011-02-25,4.840000152587891
2011-02-28,4.820000171661377
2011-03-01,4.900000095367432
2011-03-02,4.889999866485596
2011-03-03,4.849999904632568
2011-03-04,4.909999847412109
2011-03-07,3.5399999618530273
2011-03-08,3.450000047683716
2011-03-09,3.359999895095825
2011-03-10,3.490000009536743
2011-03-11,3.6500000953674316
2011-03-14,3.640000104904175
2011-03-15,3.559999942779541
2011-03-16,3.5299999713897705
2011-03-17,3.7100000381469727
2011-03-18,3.680000066757202
2011-03-21,3.75
2011-03-22,3.799999952316284
2011-03-23,3.869999885559082
2011-03-24,3.9100000858306885
2011-03-25,3.740000009536743
2011-03-28,3.7100000381469727
2011-03-29,3.7100000381469727
2011-03-30,3.700000047683716
2011-03-31,3.740000009536743
2011-04-01,3.880000114440918
2011-04-04,3.890000104904175
2011-04-05,3.890000104904175
2011-04-06,3.9000000953674316
2011-04-07,3.9800000190734863
2011-04-08,4.059999942779541
2011-04-11,4.010000228881836
2011-04-12,4.010000228881836
2011-04-13,4.0
2011-04-14,4.119999885559082
2011-04-15,4.099999904632568
2011-04-18,4.019999980926514
2011-04-19,4.03000020980835
2011-04-20,4.070000171661377
2011-04-21,3.990000009536743
2011-04-25,3.9600000381469727
2011-04-26,3.819999933242798
2011-04-27,4.010000228881836
2011-04-28,4.03000020980835
2011-04-29,4.0
2011-05-02,4.050000190734863
2011-05-03,4.019999980926514
2011-05-04,3.990000009536743
2011-05-05,4.0
2011-05-06,4.03000020980835
2011-05-09,3.880000114440918
2011-05-10,3.8299999237060547
2011-05-11,3.809999942779541
2011-05-12,3.880000114440918
2011-05-13,3.8299999237060547
2011-05-16,3.7699999809265137
2011-05-17,3.700000047683716
2011-05-18,3.690000057220459
2011-05-19,3.7899999618530273
2011-05-20,3.7699999809265137
2011-05-23,3.7799999713897705
2011-05-24,3.7100000381469727
2011-05-25,3.7200000286102295
2011-05-26,3.7100000381469727
2011-05-27,3.8299999237060547
2011-05-31,3.809999942779541
2011-06-01,3.7799999713897705
2011-06-02,3.799999952316284
2011-06-03,3.7899999618530273
2011-06-06,3.7200000286102295
2011-06-07,3.7100000381469727
2011-06-08,3.759999990463257
2011-06-09,3.6600000858306885
2011-06-10,3.6600000858306885
2011-06-13,3.569999933242798
2011-06-14,3.549999952316284
2011-06-15,3.5199999809265137
2011-06-16,3.5299999713897705
2011-06-17,3.559999942779541
2011-06-20,3.509999990463257
2011-06-21,3.5
2011-06-22,3.390000104904175
2011-06-23,3.559999942779541
2011-06-24,3.549999952316284
2011-06-27,3.5799999237060547
2011-06-28,3.5999999046325684
2011-06-29,3.619999885559082
2011-06-30,3.640000104904175
2011-07-01,3.5999999046325684
2011-07-05,3.5299999713897705
2011-07-06,3.509999990463257
2011-07-07,3.5
2011-07-08,3.5299999713897705
2011-07-11,3.559999942779541
2011-07-12,3.5999999046325684
2011-07-13,3.7100000381469727
2011-07-14,3.7100000381469727
2011-07-15,3.7100000381469727
2011-07-18,3.700000047683716
2011-07-19,3.680000066757202
2011-07-20,3.6500000953674316
2011-07-21,3.690000057220459
2011-07-22,3.700000047683716
2011-07-25,3.690000057220459
2011-07-26,3.75
2011-07-27,3.7200000286102295
2011-07-28,3.609999895095825
2011-07-29,3.5299999713897705
2011-08-01,3.4800000190734863
2011-08-02,3.430000066757202
2011-08-03,3.4000000953674316
2011-08-04,3.4100000858306885
2011-08-05,3.509999990463257
2011-08-08,3.380000114440918
2011-08-09,3.319999933242798
2011-08-10,3.450000047683716
2011-08-11,3.319999933242798
2011-08-12,3.440000057220459
2011-08-15,3.5
2011-08-16,3.430000066757202
2011-08-17,3.369999885559082
