Date,VTS
2023-01-10,13.691766738891602
2023-01-11,13.88736343383789
2023-01-12,12.901554107666016
2023-01-13,11.962691307067871
2023-01-17,11.266366004943848
2023-01-18,12.173933982849121
2023-01-19,11.696678161621094
2023-01-20,12.12699031829834
2023-01-23,11.806212425231934
2023-01-24,11.790565490722656
2023-01-25,12.009634971618652
2023-01-26,11.829683303833008
2023-01-27,12.009634971618652
2023-01-30,12.009634971618652
2023-01-31,12.48689079284668
2023-02-01,12.870259284973145
2023-02-02,12.745077133178711
2023-02-03,12.666839599609375
2023-02-06,12.776373863220215
2023-02-07,13.300572395324707
2023-02-08,13.198860168457031
2023-02-09,13.065855026245117
2023-02-10,13.543110847473145
2023-02-13,13.582230567932129
2023-02-14,14.62280559539795
2023-02-15,14.552388191223145
2023-02-16,13.94212818145752
2023-02-17,13.480521202087402
2023-02-21,13.347515106201172
2023-02-22,13.770003318786621
2023-02-23,13.730883598327637
2023-02-24,14.067310333251953
2023-02-27,14.020366668701172
2023-02-28,13.605703353881836
2023-03-01,14.435032844543457
2023-03-02,14.630630493164062
2023-03-03,15.874622344970703
2023-03-06,15.139179229736328
2023-03-07,15.725970268249512
2023-03-08,15.42083740234375
2023-03-09,15.65555477142334
2023-03-10,15.280010223388672
2023-03-13,13.918658256530762
2023-03-14,13.991109848022461
2023-03-15,13.39539909362793
2023-03-16,13.77375602722168
2023-03-17,13.886453628540039
2023-03-20,13.290746688842773
2023-03-21,13.814004898071289
2023-03-22,13.37929916381836
2023-03-23,13.387348175048828
2023-03-24,13.765706062316895
2023-03-27,14.353363037109375
2023-03-28,14.78001880645752
2023-03-29,15.496480941772461
2023-03-30,15.359626770019531
2023-03-31,15.319376945495605
2023-04-03,15.907034873962402
2023-04-04,15.737981796264648
2023-04-05,15.971439361572266
2023-04-06,15.77823543548584
2023-04-10,16.301490783691406
2023-04-11,16.623497009277344
2023-04-12,15.134224891662598
2023-04-13,15.689680099487305
2023-04-14,15.593085289001465
2023-04-17,15.633331298828125
2023-04-18,15.238877296447754
2023-04-19,15.238877296447754
2023-04-20,15.102022171020508
2023-04-21,15.118124961853027
2023-04-24,15.383776664733887
2023-04-25,14.458014488220215
2023-04-26,14.087709426879883
2023-04-27,14.36141300201416
2023-04-28,14.81221866607666
2023-05-01,14.949071884155273
2023-05-02,13.9428071975708
2023-05-03,13.991109848022461
2023-05-04,13.685202598571777
2023-05-05,14.288963317871094
2023-05-08,14.554615020751953
2023-05-09,15.061771392822266
2023-05-10,14.538516998291016
2023-05-11,14.264810562133789
2023-05-12,14.699519157409668
2023-05-15,15.319376945495605
2023-05-16,15.657485961914062
2023-05-17,16.04388999938965
2023-05-18,16.44639778137207
2023-05-19,17.042102813720703
2023-05-22,17.943716049194336
2023-05-23,18.16912269592285
2023-05-24,18.555524826049805
2023-05-25,17.782716751098633
2023-05-26,17.541210174560547
2023-05-30,18.941930770874023
2023-05-31,18.587726593017578
2023-06-01,18.531373977661133
2023-06-02,19.424936294555664
2023-06-05,19.143184661865234
2023-06-06,20.30240249633789
2023-06-07,20.447303771972656
2023-06-08,20.72905921936035
2023-06-09,20.342653274536133
2023-06-12,19.795242309570312
2023-06-13,20.254098892211914
2023-06-14,20.073408126831055
2023-06-15,20.221248626708984
2023-06-16,19.621671676635742
2023-06-20,18.65250015258789
2023-06-21,18.488231658935547
2023-06-22,17.99542999267578
2023-06-23,17.256229400634766
2023-06-26,17.87223243713379
2023-06-27,17.625831604003906
2023-06-28,18.061138153076172
2023-06-29,18.22540283203125
2023-06-30,18.397884368896484
2023-07-03,18.57036781311035
2023-07-05,18.069351196289062
2023-07-06,17.56012535095215
2023-07-07,18.12684440612793
2023-07-10,18.907114028930664
2023-07-11,19.10423469543457
2023-07-12,19.284923553466797
2023-07-13,19.202791213989258
2023-07-14,18.63607406616211
2023-07-17,19.358844757080078
2023-07-18,19.482046127319336
2023-07-19,19.564178466796875
2023-07-20,19.703805923461914
2023-07-21,19.27671241760254
2023-07-24,19.851646423339844
2023-07-25,20.089834213256836
2023-07-26,20.106260299682617
2023-07-27,19.89271354675293
2023-07-28,20.401939392089844
2023-07-31,20.689407348632812
2023-08-01,20.147329330444336
2023-08-02,19.268497467041016
2023-08-03,19.75308609008789
2023-08-04,19.761301040649414
2023-08-07,20.180179595947266
2023-08-08,20.37729835510254
2023-08-09,19.933780670166016
2023-08-10,19.785938262939453
2023-08-11,20.37729835510254
2023-08-14,20.032339096069336
2023-08-15,19.408124923706055
2023-08-16,19.252073287963867
2023-08-17,19.21100616455078
2023-08-18,19.235645294189453
2023-08-21,19.12065887451172
2023-08-22,18.66892433166504
2023-08-23,18.767488479614258
2023-08-24,18.89889907836914
2023-08-25,19.022096633911133
2023-08-28,18.948177337646484
2023-08-29,19.293140411376953
2023-08-30,19.646312713623047
2023-08-31,19.087806701660156
2023-09-01,19.309566497802734
2023-09-05,19.309566497802734
2023-09-06,20.015913009643555
2023-09-07,19.555967330932617
2023-09-08,20.196605682373047
2023-09-11,19.37527084350586
2023-09-12,19.835222244262695
2023-09-13,19.835222244262695
2023-09-14,19.05523109436035
2023-09-15,19.12232780456543
2023-09-18,19.15587043762207
2023-09-19,19.01329803466797
2023-09-20,18.778459548950195
2023-09-21,18.26685333251953
2023-09-22,18.593944549560547
2023-09-25,18.862327575683594
2023-09-26,18.887489318847656
2023-09-27,19.499736785888672
2023-09-28,19.42425537109375
2023-09-29,19.19780731201172
2023-10-02,18.62749481201172
2023-10-03,18.401046752929688
2023-10-04,17.637826919555664
2023-10-05,17.872663497924805
2023-10-06,18.141048431396484
2023-10-09,19.407482147216797
2023-10-10,19.046844482421875
2023-10-11,18.63587760925293
2023-10-12,18.677814483642578
2023-10-13,19.12232780456543
2023-10-16,19.759733200073242
2023-10-17,20.581663131713867
2023-10-18,20.875207901000977
