Date,NEM
2010-01-04,34.320953369140625
2010-01-05,34.413028717041016
2010-01-06,35.142662048339844
2010-01-07,34.91598129272461
2010-01-08,35.14974594116211
2010-01-11,35.54644012451172
2010-01-12,34.37053298950195
2010-01-13,34.53346252441406
2010-01-14,34.299686431884766
2010-01-15,33.725894927978516
2010-01-19,34.31385803222656
2010-01-20,32.875823974609375
2010-01-21,31.480331420898438
2010-01-22,31.4732666015625
2010-01-25,31.26074981689453
2010-01-26,31.33867835998535
2010-01-27,31.30324363708496
2010-01-28,31.16156578063965
2010-01-29,30.36110496520996
2010-02-01,32.259559631347656
2010-02-02,32.06830596923828
2010-02-03,32.49332046508789
2010-02-04,30.842811584472656
2010-02-05,32.74834060668945
2010-02-08,31.459091186523438
2010-02-09,32.457916259765625
2010-02-10,32.11079788208008
2010-02-11,33.123779296875
2010-02-12,32.960853576660156
2010-02-16,33.59131622314453
2010-02-17,33.46380615234375
2010-02-18,34.2926025390625
2010-02-19,34.38470458984375
2010-02-22,33.81090545654297
2010-02-23,32.99627685546875
2010-02-24,32.9254264831543
2010-02-25,34.72471237182617
2010-02-26,34.90889358520508
2010-03-01,35.61728286743164
2010-03-02,36.62318420410156
2010-03-03,36.793174743652344
2010-03-04,36.02814865112305
2010-03-05,36.516902923583984
2010-03-08,36.16981887817383
2010-03-09,36.247737884521484
2010-03-10,35.67991638183594
2010-03-11,35.786380767822266
2010-03-12,35.51667785644531
2010-03-15,35.29664611816406
2010-03-16,36.43937683105469
2010-03-17,36.36128616333008
2010-03-18,36.38968276977539
2010-03-19,36.0277099609375
2010-03-22,36.481964111328125
2010-03-23,36.5174560546875
2010-03-24,35.289554595947266
2010-03-25,34.317161560058594
2010-03-26,35.04823303222656
2010-03-29,35.75090408325195
2010-03-30,36.01350784301758
2010-03-31,36.14835739135742
2010-04-01,37.5537109375
2010-04-05,38.19248962402344
2010-04-06,37.80922317504883
2010-04-07,38.391231536865234
2010-04-08,38.25637435913086
2010-04-09,38.47639465332031
2010-04-12,38.007938385009766
2010-04-13,38.171207427978516
2010-04-14,38.007938385009766
2010-04-15,37.63887405395508
2010-04-16,37.01428985595703
2010-04-19,37.063968658447266
2010-04-20,36.57422637939453
2010-04-21,36.84395217895508
2010-04-22,37.22010803222656
2010-04-23,37.68856430053711
2010-04-26,37.75244140625
2010-04-27,37.8021240234375
2010-04-28,38.873863220214844
2010-04-29,39.60492706298828
2010-04-30,39.80366516113281
2010-05-03,38.9874382019043
2010-05-04,38.526092529296875
2010-05-05,37.98665237426758
2010-05-06,38.7816047668457
2010-05-07,37.894386291503906
2010-05-10,39.38490295410156
2010-05-11,41.3083610534668
2010-05-12,41.67033767700195
2010-05-13,40.54890823364258
2010-05-14,40.93928146362305
2010-05-17,40.48503875732422
2010-05-18,39.789466857910156
2010-05-19,38.68932342529297
2010-05-20,36.95750045776367
2010-05-21,37.14913558959961
2010-05-24,37.14913558959961
2010-05-25,38.000858306884766
2010-05-26,37.73114013671875
2010-05-27,38.9874382019043
2010-05-28,38.19956588745117
2010-06-01,38.7816047668457
2010-06-02,39.541046142578125
2010-06-03,38.554466247558594
2010-06-04,38.128597259521484
2010-06-07,39.15066909790039
2010-06-08,40.06626892089844
2010-06-09,39.5339469909668
2010-06-10,39.824954986572266
2010-06-11,39.9956169128418
2010-06-14,39.06413650512695
2010-06-15,40.052490234375
2010-06-16,41.47454833984375
2010-06-17,42.43444061279297
2010-06-18,43.55076599121094
2010-06-21,42.292232513427734
2010-06-22,42.320682525634766
2010-06-23,42.0078239440918
2010-06-24,41.91539001464844
2010-06-25,43.849403381347656
2010-06-28,43.700077056884766
2010-06-29,43.47968292236328
2010-06-30,43.899166107177734
2010-07-01,41.94383239746094
2010-07-02,41.780277252197266
2010-07-06,41.68073654174805
2010-07-07,42.65485763549805
2010-07-08,42.90372848510742
2010-07-09,44.03425979614258
