Date,LMNR
2010-01-04,11.708351135253906
2010-01-05,12.358907699584961
2010-01-06,11.708351135253906
2010-01-07,11.708351135253906
2010-01-08,11.707530975341797
2010-01-11,11.708351135253906
2010-01-12,11.625897407531738
2010-01-13,11.708351135253906
2010-01-14,11.708351135253906
2010-01-15,11.543445587158203
2010-01-19,11.543445587158203
2010-01-20,11.543445587158203
2010-01-21,11.543445587158203
2010-01-22,11.378538131713867
2010-01-25,11.217754364013672
2010-01-26,11.296083450317383
2010-01-27,11.296083450317383
2010-01-28,11.296083450317383
2010-01-29,11.296083450317383
2010-02-01,11.543445587158203
2010-02-02,11.543445587158203
2010-02-03,11.151792526245117
2010-02-04,11.13117790222168
2010-02-05,11.132009506225586
2010-02-08,11.048723220825195
2010-02-09,11.13117790222168
2010-02-10,10.306649208068848
2010-02-11,10.306649208068848
2010-02-12,10.71890926361084
2010-02-16,11.543445587158203
2010-02-17,11.213631629943848
2010-02-18,12.038166046142578
2010-02-19,11.543445587158203
2010-02-22,11.378538131713867
2010-02-23,11.543445587158203
2010-02-24,11.378538131713867
2010-02-25,11.378538131713867
2010-02-26,11.234245300292969
2010-03-01,11.378538131713867
2010-03-02,11.048723220825195
2010-03-03,10.883818626403809
2010-03-04,10.883818626403809
2010-03-05,10.96627140045166
2010-03-08,11.296083450317383
2010-03-09,11.048723220825195
2010-03-10,11.79080867767334
2010-03-11,11.873255729675293
2010-03-12,12.780240058898926
2010-03-15,11.955709457397461
2010-03-16,11.955709457397461
2010-03-17,12.367976188659668
2010-03-18,13.191682815551758
2010-03-19,13.110055923461914
2010-03-22,13.192509651184082
2010-03-23,13.191682815551758
2010-03-24,14.264397621154785
2010-03-25,14.264397621154785
2010-03-26,13.852133750915527
2010-03-29,14.017041206359863
2010-03-30,13.604777336120605
2010-03-31,14.017041206359863
2010-04-01,14.017041206359863
2010-04-05,14.017041206359863
2010-04-06,14.264397621154785
2010-04-07,13.604777336120605
2010-04-08,14.017041206359863
2010-04-09,14.429304122924805
2010-04-12,14.47053337097168
2010-04-13,14.388079643249512
2010-04-14,14.223172187805176
2010-04-15,14.231412887573242
2010-04-16,14.099494934082031
2010-04-19,14.223172187805176
2010-04-20,14.017041206359863
2010-04-21,13.852133750915527
2010-04-22,14.017041206359863
2010-04-23,14.017041206359863
2010-04-26,14.017041206359863
2010-04-27,14.017041206359863
2010-04-28,14.19019603729248
2010-04-29,14.223172187805176
2010-04-30,14.058259963989258
2010-05-03,14.017041206359863
2010-05-04,12.780240058898926
2010-05-05,13.604777336120605
2010-05-06,12.450429916381836
2010-05-07,13.192509651184082
2010-05-10,13.192509651184082
2010-05-11,13.110055923461914
2010-05-12,12.9121675491333
2010-05-13,12.862692832946777
2010-05-14,12.862692832946777
2010-05-17,13.027603149414062
2010-05-18,12.780240058898926
2010-05-19,12.780240058898926
2010-05-20,12.697792053222656
2010-05-21,12.53288459777832
2010-05-24,12.697792053222656
2010-05-25,12.367976188659668
2010-05-26,13.151281356811523
2010-05-27,15.253832817077637
2010-05-28,16.696765899658203
2010-06-01,16.490636825561523
2010-06-02,16.812196731567383
2010-06-03,17.504810333251953
2010-06-04,16.663787841796875
2010-06-07,17.89234161376953
2010-06-08,17.611997604370117
2010-06-09,18.17268180847168
2010-06-10,18.139694213867188
2010-06-11,18.131454467773438
2010-06-14,18.16443634033203
2010-06-15,18.634414672851562
2010-06-16,18.148099899291992
2010-06-17,18.445337295532227
