Date,BK
2010-01-04,19.70702362060547
2010-01-05,19.9160099029541
2010-01-06,19.61646270751953
2010-01-07,20.44542121887207
2010-01-08,20.570823669433594
2010-01-11,20.215543746948242
2010-01-12,20.250375747680664
2010-01-13,20.403635025024414
2010-01-14,20.375764846801758
2010-01-15,20.222515106201172
2010-01-19,20.570823669433594
2010-01-20,21.566965103149414
2010-01-21,21.364952087402344
2010-01-22,20.389698028564453
2010-01-25,20.73103904724121
2010-01-26,20.389698028564453
2010-01-27,20.73103904724121
2010-01-28,20.381681442260742
2010-01-29,20.325775146484375
2010-02-01,20.668155670166016
2010-02-02,20.44455909729004
2010-02-03,19.96245002746582
2010-02-04,19.068086624145508
2010-02-05,18.96327781677246
2010-02-08,18.767629623413086
2010-02-09,18.907379150390625
2010-02-10,19.137954711914062
2010-02-11,19.186861038208008
2010-02-12,18.90038299560547
2010-02-16,19.375526428222656
2010-02-17,19.361547470092773
2010-02-18,19.34757423400879
2010-02-19,20.025331497192383
2010-02-22,20.151105880737305
2010-02-23,19.64801788330078
2010-02-24,20.004365921020508
2010-02-25,19.83668327331543
2010-02-26,19.927518844604492
2010-03-01,19.857643127441406
2010-03-02,20.046293258666992
2010-03-03,20.046293258666992
2010-03-04,20.18603515625
2010-03-05,20.75200080871582
2010-03-08,20.696104049682617
2010-03-09,20.828853607177734
2010-03-10,20.696104049682617
2010-03-11,20.73103904724121
2010-03-12,20.765981674194336
2010-03-15,20.91969871520996
2010-03-16,21.13629913330078
2010-03-17,21.44373893737793
2010-03-18,21.534570693969727
2010-03-19,21.408796310424805
2010-03-22,21.541553497314453
2010-03-23,21.904890060424805
2010-03-24,21.43674659729004
2010-03-25,21.548545837402344
2010-03-26,21.59046745300293
2010-03-29,21.63238525390625
2010-03-30,21.464693069458008
2010-03-31,21.576488494873047
2010-04-01,21.841999053955078
2010-04-05,22.00969696044922
2010-04-06,22.149438858032227
2010-04-07,21.981746673583984
2010-04-08,22.25424575805664
2010-04-09,22.32412338256836
2010-04-12,22.736366271972656
2010-04-13,22.687456130981445
2010-04-14,22.48482322692871
2010-04-15,22.373029708862305
2010-04-16,22.058618545532227
2010-04-19,22.456880569458008
2010-04-20,22.463857650756836
2010-04-21,22.51276969909668
2010-04-22,22.652517318725586
2010-04-23,22.32412338256836
2010-04-26,22.114501953125
2010-04-27,21.569507598876953
2010-04-28,21.89185905456543
2010-04-29,22.403411865234375
2010-04-30,21.814775466918945
2010-05-03,21.95492172241211
2010-05-04,21.45037269592285
2010-05-05,21.849815368652344
2010-05-06,21.17707633972168
2010-05-07,21.064956665039062
2010-05-10,22.123109817504883
2010-05-11,21.709651947021484
2010-05-12,21.6676082611084
2010-05-13,21.00889778137207
2010-05-14,20.81267738342285
2010-05-17,20.88275146484375
2010-05-18,20.434261322021484
2010-05-19,20.167980194091797
2010-05-20,19.376115798950195
2010-05-21,19.495243072509766
2010-05-24,19.039749145507812
2010-05-25,19.05376434326172
2010-05-26,19.158872604370117
2010-05-27,19.64240837097168
2010-05-28,19.060760498046875
2010-06-01,18.57023811340332
2010-06-02,19.123838424682617
2010-06-03,19.11682891845703
2010-06-04,18.219850540161133
2010-06-07,17.953563690185547
2010-06-08,17.806398391723633
2010-06-09,17.750341415405273
2010-06-10,18.16379165649414
2010-06-11,18.353004455566406
2010-06-14,17.988603591918945
2010-06-15,18.57023811340332
2010-06-16,18.479137420654297
2010-06-17,18.437089920043945
2010-06-18,18.626298904418945
2010-06-21,18.514169692993164
2010-06-22,18.39504623413086
2010-06-23,18.303945541381836
2010-06-24,17.883487701416016
2010-06-25,18.13576316833496
2010-06-28,18.1848201751709
2010-06-29,17.596176147460938
2010-06-30,17.301855087280273
2010-07-01,17.35791778564453
2010-07-02,17.224767684936523
2010-07-06,17.336891174316406
2010-07-07,18.444103240966797
2010-07-08,18.191818237304688
2010-07-09,18.381025314331055
2010-07-12,18.409059524536133
2010-07-13,18.81550407409668
2010-07-14,18.64731216430664
2010-07-15,18.77345848083496
2010-07-16,18.030649185180664
2010-07-19,17.967575073242188
2010-07-20,17.89048957824707
2010-07-21,17.64522361755371
2010-07-22,18.009620666503906
2010-07-23,18.093721389770508
2010-07-26,18.437089920043945
2010-07-27,18.32497215270996
2010-07-28,17.78352165222168
2010-07-29,17.762420654296875
2010-07-30,17.628816604614258
2010-08-02,18.163236618041992
2010-08-03,18.078857421875
2010-08-04,18.106983184814453
2010-08-05,18.212453842163086
2010-08-06,18.092920303344727
2010-08-09,18.099945068359375
2010-08-10,17.888994216918945
2010-08-11,17.417865753173828
2010-08-12,17.43192481994629
2010-08-13,17.43896484375
2010-08-16,17.36863899230957
2010-08-17,17.762420654296875
2010-08-18,17.65694808959961
2010-08-19,17.29129409790039
2010-08-20,17.333477020263672
2010-08-23,17.23503875732422
2010-08-24,17.115495681762695
2010-08-25,16.988916397094727
2010-08-26,17.002981185913086
2010-08-27,17.333477020263672
2010-08-30,16.99595069885254
2010-08-31,17.059232711791992
2010-09-01,17.663969039916992
2010-09-02,17.769454956054688
2010-09-03,18.332002639770508
2010-09-07,17.910091400146484
2010-09-08,18.015567779541016
2010-09-09,17.98041534423828
2010-09-10,17.93117904663086
2010-09-13,18.332002639770508
2010-09-14,17.994470596313477
2010-09-15,18.057756423950195
2010-09-16,17.966344833374023
2010-09-17,17.8819637298584
2010-09-20,18.24058723449707
2010-09-21,18.015567779541016
2010-09-22,17.87493324279785
2010-09-23,17.671001434326172
2010-09-24,18.37419319152832
2010-09-27,18.0436954498291
2010-09-28,18.18433380126953
2010-09-29,18.13510513305664
2010-09-30,18.37419319152832
2010-10-01,18.521862030029297
2010-10-04,18.430450439453125
2010-10-05,18.60623550415039
2010-10-06,18.852352142333984
2010-10-07,18.60623550415039
2010-10-08,18.662494659423828
2010-10-11,18.67656135559082
2010-10-12,18.690624237060547
2010-10-13,18.725786209106445
2010-10-14,18.360132217407227
2010-10-15,18.170265197753906
2010-10-18,18.718753814697266
2010-10-19,18.27574348449707
2010-10-20,17.966344833374023
2010-10-21,17.93117904663086
2010-10-22,17.769454956054688
2010-10-25,17.530372619628906
2010-10-26,17.600690841674805
2010-10-27,17.798290252685547
2010-10-28,17.763004302978516
2010-10-29,17.685379028320312
2010-11-01,17.67831802368164
2010-11-02,17.699501037597656
2010-11-03,18.17938232421875
2010-11-04,18.701608657836914
2010-11-05,19.880172729492188
2010-11-08,19.809598922729492
2010-11-09,19.583768844604492
2010-11-10,19.562591552734375
2010-11-11,19.527307510375977
2010-11-12,19.40028190612793
2010-11-15,19.56964683532715
2010-11-16,19.541427612304688
2010-11-17,19.280311584472656
2010-11-18,19.788433074951172
2010-11-19,19.5908260345459
2010-11-22,19.27324676513672
2010-11-23,18.96979331970215
2010-11-24,19.37204933166504
2010-11-26,19.153278350830078
2010-11-29,19.188560485839844
2010-11-30,19.047420501708984
2010-12-01,19.315595626831055
2010-12-02,19.647281646728516
2010-12-03,19.760196685791016
2010-12-06,19.75313377380371
2010-12-07,19.85899543762207
2010-12-08,20.29654312133789
2010-12-09,20.451807022094727
2010-12-10,20.430639266967773
2010-12-13,20.69881248474121
2010-12-14,20.607065200805664
2010-12-15,20.578828811645508
2010-12-16,20.769376754760742
2010-12-17,20.74114418029785
2010-12-20,20.790544509887695
2010-12-21,21.023435592651367
2010-12-22,21.53860855102539
2010-12-23,21.235149383544922
2010-12-27,21.40452766418457
2010-12-28,21.446870803833008
2010-12-29,21.369243621826172
2010-12-30,21.29866600036621
2010-12-31,21.312780380249023
2011-01-03,21.743267059326172
2011-01-04,21.61623764038086
2011-01-05,22.364307403564453
2011-01-06,22.18787384033203
2011-01-07,21.707988739013672
2011-01-10,21.66564178466797
2011-01-11,21.658588409423828
2011-01-12,22.343137741088867
2011-01-13,22.32901954650879
2011-01-14,22.844205856323242
2011-01-18,22.597196578979492
2011-01-19,22.216102600097656
2011-01-20,22.32196617126465
2011-01-21,22.54779624938965
2011-01-24,22.32901954650879
2011-01-25,22.350194931030273
2011-01-26,22.378416061401367
2011-01-27,22.378421783447266
2011-01-28,21.854705810546875
2011-01-31,22.1024112701416
2011-02-01,22.711057662963867
2011-02-02,22.534120559692383
2011-02-03,22.265182495117188
2011-02-04,21.93962860107422
2011-02-07,22.534120559692383
2011-02-08,22.78890609741211
2011-02-09,22.427963256835938
2011-02-10,22.44211196899414
2011-02-11,22.753520965576172
2011-02-14,22.668588638305664
2011-02-15,21.97501564025879
2011-02-16,22.10948944091797
2011-02-17,22.081178665161133
2011-02-18,22.427963256835938
2011-02-22,21.87594223022461
2011-02-23,21.507915496826172
2011-02-24,21.323898315429688
2011-02-25,21.677762985229492
2011-02-28,21.507915496826172
2011-03-01,21.345138549804688
2011-03-02,21.25313377380371
2011-03-03,21.84054946899414
2011-03-04,21.274364471435547
2011-03-07,21.125734329223633
2011-03-08,21.649457931518555
2011-03-09,21.323898315429688
2011-03-10,20.389692306518555
2011-03-11,20.49586296081543
2011-03-14,20.375547409057617
2011-03-15,20.34723663330078
2011-03-16,19.957988739013672
2011-03-17,20.368467330932617
2011-03-18,20.439241409301758
2011-03-21,20.57370948791504
2011-03-22,20.623252868652344
2011-03-23,20.545406341552734
2011-03-24,20.708175659179688
2011-03-25,20.842653274536133
2011-03-28,20.736480712890625
2011-03-29,20.757720947265625
2011-03-30,20.99835205078125
2011-03-31,21.139890670776367
2011-04-01,21.422983169555664
2011-04-04,21.522066116333008
2011-04-05,21.514995574951172
2011-04-06,21.437145233154297
2011-04-07,21.529146194458008
2011-04-08,21.38759994506836
2011-04-11,21.330982208251953
2011-04-12,21.203590393066406
2011-04-13,20.970041275024414
2011-04-14,21.08327865600586
2011-04-15,21.03373146057129
2011-04-18,20.66571807861328
2011-04-19,20.06414031982422
2011-04-20,20.198619842529297
2011-04-21,20.099533081054688
2011-04-25,20.049991607666016
2011-04-26,20.311845779418945
2011-04-27,20.539358139038086
2011-04-28,20.318960189819336
2011-04-29,20.589120864868164
2011-05-02,20.48247528076172
2011-05-03,20.574899673461914
2011-05-04,20.439815521240234
2011-05-05,20.29763412475586
2011-05-06,20.326068878173828
2011-05-09,20.311843872070312
2011-05-10,20.518022537231445
2011-05-11,20.14832878112793
2011-05-12,20.254972457885742
2011-05-13,19.95638084411621
2011-05-16,19.991918563842773
2011-05-17,20.19809913635254
2011-05-18,20.418495178222656
2011-05-19,20.404277801513672
2011-05-20,20.04169273376465
2011-05-23,19.77153205871582
2011-05-24,19.544029235839844
2011-05-25,19.472929000854492
2011-05-26,19.52980613708496
2011-05-27,19.707542419433594
2011-05-31,19.984813690185547
2011-06-01,19.288082122802734
2011-06-02,19.43027114868164
2011-06-03,19.124568939208984
2011-06-06,18.904163360595703
2011-06-07,18.875728607177734
2011-06-08,18.641115188598633
2011-06-09,18.882837295532227
2011-06-10,18.676666259765625
2011-06-13,18.953933715820312
2011-06-14,19.138782501220703
2011-06-15,18.498929977416992
2011-06-16,18.64822769165039
2011-06-17,18.62689971923828
2011-06-20,18.527366638183594
2011-06-21,18.71221351623535
2011-06-22,18.513151168823242
2011-06-23,18.086572647094727
2011-06-24,17.517810821533203
2011-06-27,17.52492332458496
2011-06-28,17.40406036376953
2011-06-29,18.086572647094727
2011-06-30,18.21454620361328
2011-07-01,18.527366638183594
2011-07-05,18.271421432495117
2011-07-06,18.449159622192383
2011-07-07,18.761978149414062
2011-07-08,18.34251594543457
2011-07-11,17.823518753051758
2011-07-12,17.844846725463867
2011-07-13,17.887510299682617
2011-07-14,17.83774185180664
2011-07-15,17.844846725463867
2011-07-18,17.517810821533203
2011-07-19,17.581796646118164
2011-07-20,17.731096267700195
2011-07-21,18.392284393310547
2011-07-22,18.314071655273438
2011-07-25,18.271421432495117
2011-07-26,18.278535842895508
2011-07-27,17.9355411529541
2011-07-28,18.0284366607666
2011-07-29,17.94268798828125
2011-08-01,18.006999969482422
2011-08-02,17.299577713012695
2011-08-03,17.613985061645508
2011-08-04,16.949447631835938
2011-08-05,16.28489875793457
2011-08-08,14.698570251464844
2011-08-09,15.084429740905762
2011-08-10,13.905404090881348
2011-08-11,14.6556978225708
2011-08-12,14.284120559692383
2011-08-15,14.927230834960938
2011-08-16,14.870062828063965
2011-08-17,14.855779647827148
2011-08-18,13.984004020690918
2011-08-19,13.540973663330078
2011-08-22,13.498106956481934
2011-08-23,13.93398380279541
2011-08-24,14.541372299194336
2011-08-25,14.312708854675293
2011-08-26,14.441322326660156
2011-08-29,14.905790328979492
2011-08-30,14.877208709716797
2011-08-31,14.770020484924316
2011-09-01,14.74144458770752
2011-09-02,14.25554084777832
2011-09-06,13.955424308776855
2011-09-07,14.805750846862793
2011-09-08,14.369871139526367
2011-09-09,14.234105110168457
2011-09-12,14.276976585388184
2011-09-13,14.619964599609375
2011-09-14,14.855779647827148
2011-09-15,15.141599655151367
2011-09-16,15.105868339538574
2011-09-19,14.59138298034668
2011-09-20,14.441322326660156
2011-09-21,13.662454605102539
2011-09-22,13.319463729858398
2011-09-23,13.233719825744629
2011-09-26,13.433791160583496
2011-09-27,13.76963996887207
2011-09-28,13.455230712890625
2011-09-29,13.841089248657227
2011-09-30,13.283731460571289
2011-10-03,12.662062644958496
2011-10-04,13.44808292388916
2011-10-05,13.062216758728027
2011-10-06,13.105097770690918
2011-10-07,12.740666389465332
2011-10-10,13.469521522521973
2011-10-11,13.505245208740234
2011-10-12,13.812511444091797
2011-10-13,13.46237564086914
2011-10-14,13.555264472961426
2011-10-17,13.126529693603516
2011-10-18,14.126916885375977
2011-10-19,13.962571144104004
2011-10-20,14.441322326660156
2011-10-21,14.791461944580078
