Date,PANL
2013-12-19,7.265923976898193
2013-12-20,7.265923976898193
2013-12-23,7.265923976898193
2013-12-24,7.265923976898193
2013-12-26,7.265923976898193
2013-12-27,7.265923976898193
2013-12-30,7.265923976898193
2013-12-31,7.265923976898193
2014-01-02,7.265923976898193
2014-01-03,7.265923976898193
2014-01-06,7.265923976898193
2014-01-07,7.265923976898193
2014-01-08,7.265923976898193
2014-01-09,7.265923976898193
2014-01-10,7.265923976898193
2014-01-13,7.265923976898193
2014-01-14,7.265923976898193
2014-01-15,7.265923976898193
2014-01-16,7.265923976898193
2014-01-17,7.265923976898193
2014-01-21,7.265923976898193
2014-01-22,7.265923976898193
2014-01-23,7.250818729400635
2014-01-24,7.250818729400635
2014-01-27,7.469854831695557
2014-01-28,7.356559753417969
2014-01-29,7.356559753417969
2014-01-30,7.371667861938477
2014-01-31,7.356559753417969
2014-02-03,7.341453552246094
2014-02-04,7.341453552246094
2014-02-05,7.3490071296691895
2014-02-06,7.333901405334473
2014-02-07,7.341453552246094
2014-02-10,7.341453552246094
2014-02-11,7.341453552246094
2014-02-12,7.333901405334473
2014-02-13,7.341453552246094
2014-02-14,7.401878833770752
2014-02-18,7.3641133308410645
2014-02-19,7.341453552246094
2014-02-20,7.341453552246094
2014-02-21,7.341453552246094
2014-02-24,7.356559753417969
2014-02-25,7.341453552246094
2014-02-26,7.341453552246094
2014-02-27,7.341453552246094
2014-02-28,7.341453552246094
2014-03-03,7.341453552246094
2014-03-04,7.341453552246094
2014-03-05,7.341453552246094
2014-03-06,7.341453552246094
2014-03-07,7.341453552246094
2014-03-10,7.341453552246094
2014-03-11,7.341453552246094
2014-03-12,7.341453552246094
2014-03-13,7.341453552246094
2014-03-14,7.341453552246094
2014-03-17,7.341453552246094
2014-03-18,7.394322872161865
2014-03-19,7.341453552246094
2014-03-20,7.409430503845215
2014-03-21,7.356559753417969
2014-03-24,7.454747676849365
2014-03-25,7.394322872161865
2014-03-26,7.409430503845215
2014-03-27,7.371667861938477
2014-03-28,7.3641133308410645
2014-03-31,7.401878833770752
2014-04-01,7.371667861938477
2014-04-02,7.3641133308410645
2014-04-03,7.3641133308410645
2014-04-04,7.3641133308410645
2014-04-07,7.424537181854248
2014-04-08,7.401878833770752
2014-04-09,7.394322872161865
2014-04-10,7.386771202087402
2014-04-11,7.398101806640625
2014-04-14,7.398101806640625
2014-04-15,7.424537181854248
2014-04-16,7.432089328765869
2014-04-17,7.416983127593994
2014-04-21,7.4471964836120605
2014-04-22,7.439643383026123
2014-04-23,7.4471964836120605
2014-04-24,7.4471964836120605
2014-04-25,7.4471964836120605
2014-04-28,7.477406978607178
2014-04-29,7.454747676849365
2014-04-30,7.454747676849365
2014-05-01,7.537829875946045
2014-05-02,7.560489177703857
2014-05-05,7.583147048950195
2014-05-06,7.598257064819336
2014-05-07,7.598257064819336
2014-05-08,7.60580587387085
2014-05-09,7.60580587387085
2014-05-12,7.575593948364258
2014-05-13,7.628464698791504
2014-05-14,7.613361358642578
2014-05-15,7.613361358642578
2014-05-16,7.628464698791504
2014-05-19,7.628464698791504
2014-05-20,7.628464698791504
2014-05-21,7.628464698791504
2014-05-22,7.628464698791504
2014-05-23,7.628464698791504
2014-05-27,7.560489177703857
2014-05-28,7.560489177703857
2014-05-29,7.552937030792236
2014-05-30,7.568042278289795
2014-06-02,7.568042278289795
2014-06-03,7.560489177703857
2014-06-04,7.560489177703857
2014-06-05,7.568042278289795
2014-06-06,7.560489177703857
2014-06-09,7.598257064819336
2014-06-10,7.575593948364258
2014-06-11,7.60580587387085
2014-06-12,7.552937030792236
2014-06-13,7.583147048950195
2014-06-16,7.552937030792236
2014-06-17,7.552937030792236
2014-06-18,7.560489177703857
2014-06-19,7.590702056884766
2014-06-20,7.590702056884766
2014-06-23,7.568042278289795
2014-06-24,7.575593948364258
2014-06-25,7.628464698791504
2014-06-26,7.598257064819336
2014-06-27,7.590702056884766
2014-06-30,7.583147048950195
