Date,HRB
2010-01-04,12.616909980773926
2010-01-05,12.438737869262695
2010-01-06,12.143636703491211
2010-01-07,12.199320793151855
2010-01-08,12.249430656433105
2010-01-11,12.305106163024902
2010-01-12,12.23272705078125
2010-01-13,12.399763107299805
2010-01-14,12.845193862915039
2010-01-15,12.650320053100586
2010-01-19,12.756108283996582
2010-01-20,12.706002235412598
2010-01-21,12.622475624084473
2010-01-22,12.371918678283691
2010-01-25,12.383055686950684
2010-01-26,12.099098205566406
2010-01-27,12.260563850402832
2010-01-28,12.126932144165039
2010-01-29,11.982165336608887
2010-02-01,12.015575408935547
2010-02-02,12.076824188232422
2010-02-03,12.065685272216797
2010-02-04,11.748319625854492
2010-02-05,11.625819206237793
2010-02-08,11.670365333557129
2010-02-09,11.759448051452637
2010-02-10,11.581278800964355
2010-02-11,11.57014274597168
2010-02-12,11.609115600585938
2010-02-16,11.625819206237793
2010-02-17,11.714912414550781
2010-02-18,11.859671592712402
2010-02-19,11.759448051452637
2010-02-22,11.224931716918945
2010-02-23,10.985514640808105
2010-02-24,9.643641471862793
2010-02-25,9.654772758483887
2010-02-26,9.621369361877441
2010-03-01,9.548985481262207
2010-03-02,9.398652076721191
2010-03-03,9.41535472869873
2010-03-04,9.365245819091797
2010-03-05,9.292862892150879
2010-03-08,9.320699691772461
2010-03-09,9.371264457702637
2010-03-10,9.309465408325195
2010-03-11,9.472393035888672
2010-03-12,9.44430160522461
2010-03-15,9.461156845092773
2010-03-16,9.51734447479248
2010-03-17,9.478013038635254
2010-03-18,9.545433044433594
2010-03-19,9.500483512878418
2010-03-22,9.62408447265625
2010-03-23,9.899382591247559
2010-03-24,9.809488296508789
2010-03-25,9.753307342529297
2010-03-26,9.933091163635254
2010-03-29,9.989274978637695
2010-03-30,10.039837837219238
2010-03-31,10.000509262084961
2010-04-01,10.14096736907959
2010-04-05,10.191533088684082
2010-04-06,10.118501663208008
2010-04-07,10.169062614440918
2010-04-08,10.28142261505127
2010-04-09,10.298274040222168
2010-04-12,10.360081672668457
2010-04-13,10.27018928527832
2010-04-14,10.112874984741211
2010-04-15,10.011748313903809
2010-04-16,10.079167366027832
2010-04-19,10.112874984741211
2010-04-20,10.174681663513184
2010-04-21,9.955564498901367
2010-04-22,9.927472114562988
2010-04-23,10.152204513549805
2010-04-26,9.97803783416748
2010-04-27,10.152204513549805
2010-04-28,10.303895950317383
2010-04-29,10.624138832092285
2010-04-30,10.287044525146484
2010-05-03,10.629759788513184
2010-05-04,10.41626262664795
2010-05-05,10.303895950317383
2010-05-06,9.77578353881836
2010-05-07,9.652177810668945
2010-05-10,10.112874984741211
2010-05-11,9.742069244384766
2010-05-12,9.770160675048828
2010-05-13,9.702739715576172
2010-05-14,9.534194946289062
2010-05-17,9.573524475097656
2010-05-18,9.410592079162598
2010-05-19,9.455538749694824
2010-05-20,9.022933006286621
2010-05-21,9.197099685668945
2010-05-24,9.022933006286621
2010-05-25,8.927422523498535
2010-05-26,8.904951095581055
2010-05-27,9.12406063079834
2010-05-28,9.03416919708252
2010-06-01,8.893715858459473
2010-06-02,9.067878723144531
2010-06-03,9.174625396728516
2010-06-04,8.837529182434082
2010-06-07,8.736404418945312
2010-06-08,8.810152053833008
2010-06-09,8.605923652648926
2010-06-10,9.003032684326172
2010-06-11,8.997357368469238
2010-06-14,8.92928409576416
2010-06-15,9.071107864379883
2010-06-16,9.003032684326172
2010-06-17,9.037069320678711
2010-06-18,8.9633207321167
2010-06-21,8.906591415405273
2010-06-22,8.662652015686035
2010-06-23,8.719382286071777
2010-06-24,8.48679256439209
2010-06-25,8.821496963500977
2010-06-28,9.218605041503906
2010-06-29,8.912261962890625
2010-06-30,8.900917053222656
2010-07-01,8.810152053833008
2010-07-02,8.645631790161133
2010-07-06,8.679670333862305
2010-07-07,8.787458419799805
2010-07-08,8.066990852355957
2010-07-09,8.282563209533691
2010-07-12,8.152083396911621
2010-07-13,8.27121639251709
2010-07-14,8.203136444091797
2010-07-15,8.288236618041992
2010-07-16,7.930835723876953
2010-07-19,8.288236618041992
2010-07-20,8.3336181640625
2010-07-21,8.418716430664062
2010-07-22,8.537847518920898
2010-07-23,8.639960289001465
2010-07-26,8.804476737976074
2010-07-27,8.8668794631958
2010-07-28,8.781787872314453
2010-07-29,8.764766693115234
2010-07-30,8.895246505737305
2010-08-02,8.980340003967285
2010-08-03,8.83851432800293
2010-08-04,8.742074012756348
2010-08-05,8.515154838562012
2010-08-06,8.4357328414917
2010-08-09,8.384674072265625
2010-08-10,8.35630989074707
2010-08-11,8.06131362915039
2010-08-12,8.072662353515625
2010-08-13,8.0159330368042
2010-08-16,7.976219177246094
2010-08-17,7.947857856750488
2010-08-18,7.902472019195557
2010-08-19,7.783339023590088
2010-08-20,7.641513347625732
2010-08-23,7.749300479888916
2010-08-24,7.579108238220215
2010-08-25,7.601804733276367
2010-08-26,7.641513347625732
2010-08-27,7.709590435028076
2010-08-30,7.58478307723999
2010-08-31,7.278443813323975
2010-09-01,7.340848922729492
2010-09-02,7.130947589874268
2010-09-03,7.545073509216309
2010-09-07,7.09691047668457
2010-09-08,7.395483016967773
2010-09-09,7.424192905426025
2010-09-10,7.424192905426025
2010-09-13,7.389739513397217
2010-09-14,7.37251615524292
2010-09-15,7.556255340576172
2010-09-16,7.4471611976623535
2010-09-17,7.452902317047119
2010-09-20,7.596446990966797
2010-09-21,7.406967639923096
2010-09-22,7.412703990936279
2010-09-23,7.315096855163574
2010-09-24,7.504578113555908
2010-09-27,7.315096855163574
2010-09-28,7.343808174133301
2010-09-29,7.280646800994873
2010-09-30,7.435676574707031
2010-10-01,7.228971004486084
2010-10-04,7.125615119934082
