Date,WASH
2010-01-04,8.009044647216797
2010-01-05,7.727496147155762
2010-01-06,7.526392936706543
2010-01-07,7.7878289222717285
2010-01-08,7.672191143035889
2010-01-11,7.6319732666015625
2010-01-12,7.677220821380615
2010-01-13,7.672191143035889
2010-01-14,7.752636909484863
2010-01-15,7.621918201446533
2010-01-19,7.6319732666015625
2010-01-20,7.59677791595459
2010-01-21,7.516336441040039
2010-01-22,7.621918201446533
2010-01-25,7.667165279388428
2010-01-26,7.642025470733643
2010-01-27,8.00401782989502
2010-01-28,8.009044647216797
2010-01-29,8.592253684997559
2010-02-01,8.511809349060059
2010-02-02,8.466561317443848
2010-02-03,8.360980033874512
2010-02-04,8.05932331085205
2010-02-05,8.230259895324707
2010-02-08,7.948713779449463
2010-02-09,8.09451675415039
2010-02-10,8.089487075805664
2010-02-11,8.41125774383545
2010-02-12,8.3961763381958
2010-02-16,8.496726036071777
2010-02-17,8.547006607055664
2010-02-18,8.587226867675781
2010-02-19,8.547006607055664
2010-02-22,8.5721435546875
2010-02-23,8.617388725280762
2010-02-24,8.773249626159668
2010-02-25,8.632473945617676
2010-02-26,8.562085151672363
2010-03-01,8.652584075927734
2010-03-02,8.773249626159668
2010-03-03,8.702861785888672
2010-03-04,8.939160346984863
2010-03-05,9.190545082092285
2010-03-08,9.39668083190918
2010-03-09,9.27601146697998
2010-03-10,9.296125411987305
2010-03-11,9.316235542297363
2010-03-12,9.376567840576172
2010-03-15,9.39668083190918
2010-03-16,9.426841735839844
2010-03-17,9.492201805114746
2010-03-18,9.462035179138184
2010-03-19,9.632976531982422
2010-03-22,9.929606437683105
2010-03-23,9.939663887023926
2010-03-24,9.763699531555176
2010-03-25,9.778778076171875
2010-03-26,9.502259254455566
2010-03-29,9.792055130004883
2010-03-30,9.792055130004883
2010-03-31,9.476840019226074
2010-04-01,9.27855396270752
2010-04-05,9.548019409179688
2010-04-06,9.649699211120605
2010-04-07,9.695457458496094
2010-04-08,9.751383781433105
2010-04-09,9.542928695678711
2010-04-12,9.629365921020508
2010-04-13,9.720877647399902
2010-04-14,9.969998359680176
2010-04-15,10.025924682617188
2010-04-16,9.898821830749512
2010-04-19,10.031009674072266
2010-04-20,10.117440223693848
2010-04-21,10.188620567321777
2010-04-22,10.386897087097168
2010-04-23,10.112360000610352
2010-04-26,10.010675430297852
2010-04-27,9.832728385925293
2010-04-28,9.858148574829102
2010-04-29,10.188620567321777
2010-04-30,9.207376480102539
2010-05-03,9.619194984436035
2010-05-04,9.329401016235352
2010-05-05,9.222631454467773
2010-05-06,9.034515380859375
2010-05-07,9.227713584899902
2010-05-10,9.939496994018555
2010-05-11,10.061515808105469
2010-05-12,10.290301322937012
2010-05-13,10.173367500305176
2010-05-14,9.944578170776367
2010-05-17,9.908992767333984
2010-05-18,9.802223205566406
2010-05-19,9.817474365234375
2010-05-20,9.263301849365234
2010-05-21,9.344650268554688
2010-05-24,9.02942943572998
2010-05-25,8.968422889709473
2010-05-26,9.151453971862793
2010-05-27,9.629365921020508
2010-05-28,9.27855396270752
2010-06-01,8.907414436340332
2010-06-02,9.375154495239258
2010-06-03,9.436165809631348
2010-06-04,8.89216136932373
2010-06-07,8.85657024383545
2010-06-08,8.897247314453125
2010-06-09,8.861658096313477
2010-06-10,9.202292442321777
2010-06-11,9.293808937072754
2010-06-14,9.258218765258789
2010-06-15,9.43108081817627
2010-06-16,9.344650268554688
2010-06-17,9.329401016235352
2010-06-18,9.324311256408691
2010-06-21,9.054850578308105
2010-06-22,8.958257675170898
2010-06-23,9.004011154174805
2010-06-24,8.820981979370117
2010-06-25,9.354816436767578
2010-06-28,9.4679594039917
2010-06-29,9.185104370117188
2010-06-30,8.763394355773926
2010-07-01,8.68110466003418
2010-07-02,8.588540077209473
2010-07-06,8.850815773010254
2010-07-07,9.164534568786621
2010-07-08,9.25196361541748
2010-07-09,9.509102821350098
2010-07-12,9.27767562866211
2010-07-13,9.740534782409668
2010-07-14,9.550244331359863
2010-07-15,9.365102767944336
2010-07-16,9.107959747314453
2010-07-19,9.22110366821289
2010-07-20,9.519392967224121
2010-07-21,9.41139030456543
2010-07-22,9.843388557434082
2010-07-23,9.977099418640137
2010-07-26,10.331955909729004
2010-07-27,10.311382293701172
2010-07-28,10.095386505126953
2010-07-29,9.971959114074707
2010-07-30,9.956528663635254
2010-08-02,10.193099975585938
2010-08-03,10.018240928649902
2010-08-04,10.151959419250488
2010-08-05,9.90510368347168
2010-08-06,9.843388557434082
2010-08-09,10.115958213806152
2010-08-10,9.838242530822754
2010-08-11,9.586247444152832
2010-08-12,9.493671417236328
2010-08-13,9.457674980163574
2010-08-16,9.442246437072754
2010-08-17,9.617105484008789
2010-08-18,9.514243125915527
2010-08-19,9.385671615600586
2010-08-20,9.452533721923828
2010-08-23,9.385671615600586
2010-08-24,9.29310131072998
2010-08-25,9.509102821350098
2010-08-26,9.401103973388672
2010-08-27,9.735390663146973
2010-08-30,9.190250396728516
2010-08-31,9.303387641906738
2010-09-01,9.71995735168457
2010-09-02,9.658248901367188
2010-09-03,9.714818000793457
2010-09-07,9.43195915222168
2010-09-08,9.41139030456543
2010-09-09,9.442246437072754
2010-09-10,9.43195915222168
2010-09-13,9.925671577453613
2010-09-14,9.766243934631348
2010-09-15,9.884530067443848
2010-09-16,9.63253116607666
2010-09-17,9.529672622680664
2010-09-20,9.894814491271973
2010-09-21,9.714818000793457
2010-09-22,9.555389404296875
2010-09-23,9.421676635742188
2010-09-24,9.966814994812012
2010-09-27,9.586247444152832
2010-09-28,9.846318244934082
2010-09-29,9.898333549499512
2010-09-30,9.945145606994629
2010-10-01,10.033567428588867
2010-10-04,9.63825798034668
2010-10-05,10.132393836975098
2010-10-06,10.095987319946289
2010-10-07,9.872326850891113
2010-10-08,10.132393836975098
2010-10-11,10.106388092041016
2010-10-12,10.106388092041016
2010-10-13,10.298842430114746
2010-10-14,10.345660209655762
2010-10-15,10.116792678833008
2010-10-18,10.512099266052246
2010-10-19,10.158406257629395
2010-10-20,10.257231712341309
2010-10-21,9.986759185791016
2010-10-22,10.111591339111328
2010-10-25,10.12719440460205
2010-10-26,10.200016021728516
2010-10-27,9.945145606994629
2010-10-28,10.002364158630371
2010-10-29,10.44968318939209
2010-11-01,10.46008586883545
2010-11-02,10.621332168579102
2010-11-03,10.657743453979492
2010-11-04,11.157078742980957
2010-11-05,11.14668083190918
2010-11-08,11.209092140197754
2010-11-09,10.954224586486816
2010-11-10,11.136275291442871
2010-11-11,10.938615798950195
2010-11-12,10.808586120605469
2010-11-15,10.891803741455078
2010-11-16,10.673345565795898
2010-11-17,10.761771202087402
2010-11-18,10.949024200439453
2010-11-19,10.980229377746582
2010-11-22,10.975029945373535
2010-11-23,10.766973495483398
2010-11-24,10.96462631225586
2010-11-26,10.787778854370117
2010-11-29,10.912612915039062
2010-11-30,10.917814254760742
2010-12-01,11.105067253112793
2010-12-02,11.094661712646484
2010-12-03,11.09986400604248
2010-12-06,11.177889823913574
2010-12-07,11.287115097045898
2010-12-08,11.45356273651123
2010-12-09,11.547188758850098
2010-12-10,11.677226066589355
2010-12-13,11.552386283874512
2010-12-14,11.646015167236328
2010-12-15,11.620007514953613
2010-12-16,11.656416893005371
2010-12-17,11.469167709350586
2010-12-20,11.375542640686035
2010-12-21,11.583595275878906
2010-12-22,11.651215553283691
2010-12-23,11.53158187866211
2010-12-27,11.708434104919434
2010-12-28,11.61480712890625
2010-12-29,11.599204063415527
2010-12-30,11.593998908996582
2010-12-31,11.488986015319824
2011-01-03,11.77778434753418
2011-01-04,11.551994323730469
2011-01-05,11.772533416748047
2011-01-06,11.672765731811523
2011-01-07,11.541487693786621
2011-01-10,11.588751792907715
2011-01-11,11.678014755249023
2011-01-12,11.630758285522461
2011-01-13,11.257941246032715
2011-01-14,11.27369213104248
2011-01-18,11.352458953857422
2011-01-19,10.86412525177002
2011-01-20,10.79586124420166
2011-01-21,10.690845489501953
2011-01-24,10.853621482849121
2011-01-25,10.958640098571777
2011-01-26,11.200183868408203
2011-01-27,11.021652221679688
2011-01-28,10.87462329864502
2011-01-31,10.501811027526855
2011-02-01,10.79061508178711
2011-02-02,10.79586124420166
2011-02-03,10.81686782836914
2011-02-04,10.83261775970459
2011-02-07,11.084662437438965
2011-02-08,11.29995346069336
2011-02-09,11.173925399780273
2011-02-10,11.362959861755371
2011-02-11,11.657011985778809
2011-02-14,11.593999862670898
2011-02-15,11.741026878356934
2011-02-16,11.804035186767578
2011-02-17,11.788285255432129
2011-02-18,11.75152587890625
2011-02-22,11.762030601501465
2011-02-23,11.762030601501465
2011-02-24,11.930060386657715
2011-02-25,12.103339195251465
2011-02-28,12.066584587097168
2011-03-01,11.830288887023926
2011-03-02,11.87755012512207
2011-03-03,12.176848411560059
2011-03-04,11.856542587280273
2011-03-07,11.415471076965332
2011-03-08,11.699018478393555
2011-03-09,11.772533416748047
2011-03-10,11.34195613861084
2011-03-11,11.436470985412598
2011-03-14,11.173925399780273
2011-03-15,11.58349609375
2011-03-16,11.236940383911133
2011-03-17,11.483733177185059
2011-03-18,11.840791702270508
2011-03-21,12.329127311706543
2011-03-22,12.187353134155273
2011-03-23,12.397392272949219
2011-03-24,12.365884780883789
2011-03-25,12.628432273864746
2011-03-28,12.4183931350708
2011-03-29,12.428993225097656
2011-03-30,12.593299865722656
2011-03-31,12.582700729370117
2011-04-01,12.635700225830078
2011-04-04,12.603899955749512
2011-04-05,12.439594268798828
2011-04-06,12.444892883300781
2011-04-07,12.39719295501709
2011-04-08,12.031476974487305
2011-04-11,11.856573104858398
2011-04-12,11.639257431030273
2011-04-13,11.533256530761719
2011-04-14,11.665763854980469
2011-04-15,11.808868408203125
2011-04-18,11.718766212463379
2011-04-19,11.734664916992188
2011-04-20,11.920169830322266
2011-04-21,11.93077278137207
2011-04-25,11.787666320800781
2011-04-26,12.269987106323242
2011-04-27,12.301788330078125
2011-04-28,12.40248966217041
2011-04-29,12.4183931350708
2011-05-02,11.999673843383789
2011-05-03,12.110980987548828
2011-05-04,12.004972457885742
2011-05-05,11.925467491149902
2011-05-06,11.84597110748291
2011-05-09,11.909570693969727
2011-05-10,12.079181671142578
2011-05-11,11.978475570678711
2011-05-12,12.052677154541016
2011-05-13,11.994378089904785
2011-05-16,11.867170333862305
2011-05-17,11.729363441467285
2011-05-18,12.036775588989258
