Date,MNKD
2010-01-04,44.95000076293945
2010-01-05,39.599998474121094
2010-01-06,41.400001525878906
2010-01-07,41.599998474121094
2010-01-08,40.20000076293945
2010-01-11,41.04999923706055
2010-01-12,41.5
2010-01-13,44.5
2010-01-14,51.849998474121094
2010-01-15,50.04999923706055
2010-01-19,52.95000076293945
2010-01-20,53.95000076293945
2010-01-21,53.400001525878906
2010-01-22,51.349998474121094
2010-01-25,49.75
2010-01-26,50.599998474121094
2010-01-27,51.900001525878906
2010-01-28,51.70000076293945
2010-01-29,50.599998474121094
2010-02-01,50.70000076293945
2010-02-02,48.0
2010-02-03,47.04999923706055
2010-02-04,44.650001525878906
2010-02-05,43.75
2010-02-08,44.95000076293945
2010-02-09,46.0
2010-02-10,46.75
2010-02-11,47.900001525878906
2010-02-12,49.099998474121094
2010-02-16,49.04999923706055
2010-02-17,50.349998474121094
2010-02-18,50.5
2010-02-19,50.5
2010-02-22,50.650001525878906
2010-02-23,49.20000076293945
2010-02-24,49.54999923706055
2010-02-25,49.75
2010-02-26,49.95000076293945
2010-03-01,51.20000076293945
2010-03-02,52.25
2010-03-03,52.29999923706055
2010-03-04,51.25
2010-03-05,50.95000076293945
2010-03-08,51.0
2010-03-09,52.04999923706055
2010-03-10,52.400001525878906
2010-03-11,52.5
2010-03-12,52.400001525878906
2010-03-15,39.45000076293945
2010-03-16,37.95000076293945
2010-03-17,37.45000076293945
2010-03-18,37.5
2010-03-19,35.79999923706055
2010-03-22,32.099998474121094
2010-03-23,34.650001525878906
2010-03-24,35.20000076293945
2010-03-25,35.04999923706055
2010-03-26,34.54999923706055
2010-03-29,34.099998474121094
2010-03-30,32.900001525878906
2010-03-31,32.79999923706055
2010-04-01,32.79999923706055
2010-04-05,34.0
2010-04-06,35.150001525878906
2010-04-07,34.45000076293945
2010-04-08,34.599998474121094
2010-04-09,34.29999923706055
2010-04-12,34.75
2010-04-13,34.29999923706055
2010-04-14,34.25
2010-04-15,33.54999923706055
2010-04-16,32.650001525878906
2010-04-19,32.400001525878906
2010-04-20,32.45000076293945
2010-04-21,30.950000762939453
2010-04-22,31.299999237060547
2010-04-23,34.95000076293945
2010-04-26,34.95000076293945
2010-04-27,32.79999923706055
2010-04-28,34.45000076293945
2010-04-29,35.0
2010-04-30,34.75
2010-05-03,36.150001525878906
2010-05-04,35.650001525878906
2010-05-05,34.150001525878906
2010-05-06,32.5
2010-05-07,31.25
2010-05-10,32.599998474121094
2010-05-11,34.29999923706055
2010-05-12,34.0
2010-05-13,30.549999237060547
2010-05-14,29.149999618530273
2010-05-17,28.200000762939453
2010-05-18,27.549999237060547
2010-05-19,26.149999618530273
2010-05-20,24.700000762939453
2010-05-21,24.75
2010-05-24,25.299999237060547
2010-05-25,26.850000381469727
2010-05-26,25.799999237060547
2010-05-27,27.25
2010-05-28,27.799999237060547
2010-06-01,26.850000381469727
2010-06-02,28.5
2010-06-03,29.299999237060547
2010-06-04,27.350000381469727
2010-06-07,27.549999237060547
2010-06-08,28.200000762939453
2010-06-09,27.950000762939453
2010-06-10,31.25
2010-06-11,32.5
2010-06-14,32.150001525878906
2010-06-15,30.600000381469727
2010-06-16,29.600000381469727
2010-06-17,29.100000381469727
2010-06-18,29.399999618530273
2010-06-21,28.299999237060547
2010-06-22,28.299999237060547
2010-06-23,29.75
2010-06-24,32.79999923706055
2010-06-25,35.54999923706055
2010-06-28,34.25
2010-06-29,33.54999923706055
2010-06-30,31.950000762939453
2010-07-01,31.600000381469727
2010-07-02,30.200000762939453
2010-07-06,28.799999237060547
2010-07-07,30.950000762939453
2010-07-08,31.450000762939453
2010-07-09,32.29999923706055
2010-07-12,30.799999237060547
2010-07-13,32.650001525878906
2010-07-14,32.75
2010-07-15,32.25
2010-07-16,30.049999237060547
2010-07-19,31.049999237060547
2010-07-20,33.400001525878906
2010-07-21,31.950000762939453
2010-07-22,31.649999618530273
2010-07-23,32.45000076293945
2010-07-26,35.5
2010-07-27,35.95000076293945
2010-07-28,34.79999923706055
2010-07-29,34.29999923706055
2010-07-30,34.54999923706055
2010-08-02,35.099998474121094
2010-08-03,34.29999923706055
2010-08-04,34.95000076293945
2010-08-05,34.400001525878906
2010-08-06,34.5
2010-08-09,35.349998474121094
2010-08-10,35.75
2010-08-11,34.25
2010-08-12,33.70000076293945
2010-08-13,32.650001525878906
2010-08-16,34.099998474121094
2010-08-17,31.100000381469727
2010-08-18,29.850000381469727
2010-08-19,29.649999618530273
2010-08-20,29.700000762939453
2010-08-23,28.850000381469727
2010-08-24,28.549999237060547
2010-08-25,28.649999618530273
2010-08-26,28.600000381469727
2010-08-27,29.350000381469727
2010-08-30,28.350000381469727
2010-08-31,27.75
2010-09-01,28.5
2010-09-02,28.75
2010-09-03,29.049999237060547
2010-09-07,28.700000762939453
2010-09-08,29.299999237060547
2010-09-09,29.399999618530273
2010-09-10,29.549999237060547
2010-09-13,31.450000762939453
2010-09-14,31.299999237060547
2010-09-15,30.299999237060547
2010-09-16,29.649999618530273
2010-09-17,29.950000762939453
2010-09-20,30.149999618530273
2010-09-21,29.950000762939453
2010-09-22,30.049999237060547
2010-09-23,30.049999237060547
2010-09-24,30.299999237060547
2010-09-27,30.25
2010-09-28,30.399999618530273
2010-09-29,32.900001525878906
2010-09-30,33.79999923706055
2010-10-01,33.04999923706055
2010-10-04,31.399999618530273
2010-10-05,32.29999923706055
2010-10-06,32.900001525878906
2010-10-07,33.29999923706055
2010-10-08,33.79999923706055
2010-10-11,33.099998474121094
2010-10-12,33.400001525878906
2010-10-13,33.349998474121094
2010-10-14,32.5
2010-10-15,33.5
2010-10-18,33.79999923706055
2010-10-19,34.599998474121094
2010-10-20,32.849998474121094
2010-10-21,31.299999237060547
2010-10-22,32.5
2010-10-25,32.29999923706055
2010-10-26,32.29999923706055
2010-10-27,32.29999923706055
2010-10-28,32.0
2010-10-29,31.899999618530273
2010-11-01,31.25
2010-11-02,31.299999237060547
2010-11-03,30.950000762939453
2010-11-04,27.549999237060547
2010-11-05,27.700000762939453
2010-11-08,27.25
2010-11-09,27.0
2010-11-10,28.149999618530273
2010-11-11,27.649999618530273
2010-11-12,29.200000762939453
2010-11-15,30.299999237060547
2010-11-16,29.950000762939453
2010-11-17,30.200000762939453
2010-11-18,30.399999618530273
2010-11-19,30.049999237060547
2010-11-22,30.649999618530273
2010-11-23,31.600000381469727
2010-11-24,33.400001525878906
2010-11-26,33.45000076293945
2010-11-29,32.79999923706055
2010-11-30,31.399999618530273
2010-12-01,31.200000762939453
2010-12-02,31.299999237060547
2010-12-03,31.700000762939453
2010-12-06,32.79999923706055
2010-12-07,32.150001525878906
2010-12-08,33.54999923706055
2010-12-09,36.04999923706055
2010-12-10,37.54999923706055
2010-12-13,38.45000076293945
2010-12-14,42.29999923706055
2010-12-15,41.0
2010-12-16,42.04999923706055
2010-12-17,40.099998474121094
2010-12-20,41.29999923706055
2010-12-21,41.650001525878906
2010-12-22,42.599998474121094
2010-12-23,40.599998474121094
2010-12-27,39.849998474121094
2010-12-28,41.150001525878906
2010-12-29,40.04999923706055
2010-12-30,40.650001525878906
2010-12-31,40.29999923706055
2011-01-03,42.45000076293945
2011-01-04,41.849998474121094
2011-01-05,42.150001525878906
2011-01-06,41.900001525878906
2011-01-07,41.0
2011-01-10,42.0
2011-01-11,43.54999923706055
2011-01-12,45.20000076293945
2011-01-13,47.0
2011-01-14,48.20000076293945
2011-01-18,49.150001525878906
2011-01-19,45.54999923706055
2011-01-20,30.850000381469727
2011-01-21,28.799999237060547
2011-01-24,27.149999618530273
2011-01-25,27.049999237060547
2011-01-26,26.25
2011-01-27,25.649999618530273
2011-01-28,25.25
2011-01-31,23.850000381469727
2011-02-01,23.700000762939453
2011-02-02,25.75
2011-02-03,25.5
2011-02-04,25.75
2011-02-07,26.700000762939453
2011-02-08,26.600000381469727
2011-02-09,25.700000762939453
2011-02-10,25.299999237060547
2011-02-11,18.950000762939453
