Date,MAA
2010-01-04,26.731107711791992
2010-01-05,26.70892333984375
2010-01-06,26.797685623168945
2010-01-07,26.925275802612305
2010-01-08,26.747760772705078
2010-01-11,26.886438369750977
2010-01-12,26.67563819885254
2010-01-13,27.099870681762695
2010-01-14,27.03807258605957
2010-01-15,26.67845344543457
2010-01-19,27.026832580566406
2010-01-20,26.8863525390625
2010-01-21,26.161518096923828
2010-01-22,25.61086654663086
2010-01-25,25.700767517089844
2010-01-26,25.9423885345459
2010-01-27,26.139041900634766
2010-01-28,26.139041900634766
2010-01-29,26.36380386352539
2010-02-01,26.627883911132812
2010-02-02,26.920072555541992
2010-02-03,26.611032485961914
2010-02-04,26.268272399902344
2010-02-05,26.273906707763672
2010-02-08,25.959247589111328
2010-02-09,25.835628509521484
2010-02-10,25.83001136779785
2010-02-11,26.043521881103516
2010-02-12,26.116573333740234
2010-02-16,26.830167770385742
2010-02-17,27.386436462402344
2010-02-18,27.97641944885254
2010-02-19,27.830322265625
2010-02-22,28.279834747314453
2010-02-23,28.684404373168945
2010-02-24,29.049625396728516
2010-02-25,29.560943603515625
2010-02-26,29.184476852416992
2010-03-01,29.33619499206543
2010-03-02,29.223812103271484
2010-03-03,28.645063400268555
2010-03-04,28.892295837402344
2010-03-05,29.81940269470215
2010-03-08,29.99359703063965
2010-03-09,30.218341827392578
2010-03-10,30.01606559753418
2010-03-11,29.987974166870117
2010-03-12,30.15093231201172
2010-03-15,30.0722599029541
2010-03-16,30.589202880859375
2010-03-17,30.819568634033203
2010-03-18,30.690336227416992
2010-03-19,30.57234001159668
2010-03-22,30.84766960144043
2010-03-23,30.555496215820312
2010-03-24,30.409387588500977
2010-03-25,30.240829467773438
2010-03-26,30.139686584472656
2010-03-29,30.364450454711914
2010-03-30,29.920549392700195
2010-03-31,29.100189208984375
2010-04-01,28.79115104675293
2010-04-05,28.920392990112305
2010-04-06,29.212570190429688
2010-04-07,28.88667869567871
2010-04-08,28.7405948638916
2010-04-09,29.3418025970459
2010-04-12,29.235044479370117
2010-04-13,29.698463439941406
2010-04-14,29.698463439941406
2010-04-15,29.118478775024414
2010-04-16,28.726146697998047
2010-04-19,29.10710906982422
2010-04-20,29.385725021362305
2010-04-21,30.147666931152344
2010-04-22,30.37510108947754
2010-04-23,30.608243942260742
2010-04-26,30.949403762817383
2010-04-27,30.534317016601562
2010-04-28,30.721960067749023
2010-04-29,31.916038513183594
2010-04-30,31.42702865600586
2010-05-03,32.53581619262695
2010-05-04,32.012699127197266
2010-05-05,31.751144409179688
2010-05-06,30.704906463623047
2010-05-07,29.863372802734375
2010-05-10,31.409982681274414
2010-05-11,31.825056076049805
2010-05-12,32.27994155883789
2010-05-13,32.17759704589844
2010-05-14,31.762514114379883
2010-05-17,31.91035270690918
2010-05-18,31.108613967895508
2010-05-19,31.108613967895508
2010-05-20,29.596118927001953
2010-05-21,30.403535842895508
2010-05-24,29.664352416992188
2010-05-25,30.4831485748291
2010-05-26,30.50588035583496
2010-05-27,31.65447998046875
2010-05-28,31.063133239746094
2010-06-01,30.36373519897461
2010-06-02,30.625295639038086
2010-06-03,30.437646865844727
2010-06-04,29.03886604309082
2010-06-07,28.97633171081543
2010-06-08,29.311811447143555
2010-06-09,29.20945930480957
2010-06-10,29.971391677856445
2010-06-11,30.13629913330078
2010-06-14,30.278440475463867
2010-06-15,30.551372528076172
2010-06-16,30.477466583251953
2010-06-17,30.4831485748291
2010-06-18,30.511581420898438
2010-06-21,30.17608642578125
2010-06-22,29.60749053955078
2010-06-23,29.56769371032715
2010-06-24,29.408462524414062
2010-06-25,30.153348922729492
2010-06-28,29.63591957092285
2010-06-29,29.232206344604492
2010-06-30,29.26632308959961
2010-07-01,29.03318977355957
2010-07-02,28.76594352722168
2010-07-06,28.487323760986328
2010-07-07,29.675729751586914
2010-07-08,30.17040252685547
2010-07-09,30.289813995361328
2010-07-12,29.994142532348633
2010-07-13,30.64712905883789
2010-07-14,30.440013885498047
2010-07-15,30.382484436035156
2010-07-16,29.55402183532715
2010-07-19,29.86469841003418
2010-07-20,30.756425857543945
2010-07-21,30.244401931762695
2010-07-22,31.331754684448242
2010-07-23,31.45832061767578
2010-07-26,32.52266311645508
2010-07-27,32.620460510253906
2010-07-28,32.51690673828125
2010-07-29,32.436363220214844
2010-07-30,32.4939079284668
2010-08-02,33.40290451049805
2010-08-03,33.05195617675781
2010-08-04,33.27056121826172
2010-08-05,32.84483337402344
2010-08-06,32.63197326660156
2010-08-09,32.747032165527344
2010-08-10,32.64921951293945
2010-08-11,32.073909759521484
2010-08-12,31.573389053344727
2010-08-13,31.49858856201172
2010-08-16,31.45832061767578
2010-08-17,32.25801086425781
2010-08-18,32.50540542602539
2010-08-19,31.711456298828125
2010-08-20,31.475574493408203
2010-08-23,31.222444534301758
2010-08-24,31.325990676879883
2010-08-25,32.03939437866211
2010-08-26,31.987619400024414
2010-08-27,32.298282623291016
2010-08-30,32.131446838378906
2010-08-31,32.4881477355957
2010-09-01,33.656028747558594
2010-09-02,33.633018493652344
2010-09-03,33.782596588134766
2010-09-07,32.86210632324219
2010-09-08,32.793060302734375
2010-09-09,32.4996452331543
2010-09-10,32.798805236816406
2010-09-13,33.448909759521484
2010-09-14,33.20728302001953
2010-09-15,33.67329406738281
2010-09-16,33.679054260253906
2010-09-17,33.89766311645508
2010-09-20,34.94474411010742
2010-09-21,33.86891174316406
2010-09-22,33.47768020629883
2010-09-23,32.798805236816406
2010-09-24,33.822879791259766
2010-09-27,33.53522872924805
2010-09-28,33.58699417114258
2010-09-29,33.374122619628906
2010-09-30,33.52946090698242
2010-10-01,33.736576080322266
2010-10-04,33.891902923583984
2010-10-05,34.81817626953125
2010-10-06,34.74338150024414
2010-10-07,34.588035583496094
2010-10-08,34.61106491088867
2010-10-11,34.553524017333984
2010-10-12,34.76638412475586
2010-10-13,35.16453552246094
2010-10-14,35.0715446472168
2010-10-15,35.17034912109375
2010-10-18,35.73995590209961
2010-10-19,35.24590301513672
2010-10-20,36.059635162353516
2010-10-21,35.780643463134766
2010-10-22,35.89689636230469
2010-10-25,36.01895523071289
2010-10-26,35.53070831298828
2010-10-27,35.47840118408203
2010-10-28,35.12965774536133
2010-10-29,35.47258758544922
2010-11-01,35.76902389526367
2010-11-02,35.89689636230469
2010-11-03,35.844581604003906
2010-11-04,36.675743103027344
2010-11-05,36.8966064453125
2010-11-08,36.733863830566406
2010-11-09,35.3447380065918
2010-11-10,35.966636657714844
2010-11-11,35.75740051269531
2010-11-12,35.67022705078125
2010-11-15,35.28078079223633
2010-11-16,34.49031448364258
2010-11-17,34.902984619140625
2010-11-18,35.18777084350586
2010-11-19,35.33310317993164
2010-11-22,35.14710998535156
2010-11-23,35.118038177490234
2010-11-24,35.6585693359375
2010-11-26,35.45516586303711
2010-11-29,35.646949768066406
2010-11-30,35.67022705078125
2010-12-01,35.87944793701172
2010-12-02,36.44905090332031
2010-12-03,36.49556350708008
2010-12-06,36.338619232177734
2010-12-07,36.58855438232422
2010-12-08,36.14101028442383
2010-12-09,35.966636657714844
2010-12-10,36.54205322265625
2010-12-13,36.43745422363281
2010-12-14,36.19913864135742
2010-12-15,35.844581604003906
2010-12-16,36.01313400268555
2010-12-17,36.21656799316406
2010-12-20,36.29793167114258
2010-12-21,36.47230911254883
2010-12-22,36.63505935668945
2010-12-23,36.44324493408203
2010-12-27,37.100040435791016
2010-12-28,37.33253479003906
2010-12-29,37.210479736328125
2010-12-30,37.18141174316406
2010-12-31,36.90242004394531
2011-01-03,37.17559814453125
2011-01-04,36.10613250732422
2011-01-05,36.11194610595703
2011-01-06,36.29793167114258
2011-01-07,36.01313400268555
2011-01-10,35.95500946044922
2011-01-11,35.914329528808594
2011-01-12,36.24785232543945
2011-01-13,36.27135467529297
2011-01-14,36.25960159301758
2011-01-18,36.494483947753906
