Date,ATMU
2023-05-26,21.50230598449707
2023-05-30,21.52216911315918
2023-05-31,20.598512649536133
2023-06-01,19.853628158569336
2023-06-02,20.449535369873047
2023-06-05,21.055377960205078
2023-06-06,20.588581085205078
2023-06-07,20.370080947875977
2023-06-08,20.082059860229492
2023-06-09,19.784107208251953
2023-06-12,19.883424758911133
2023-06-13,19.813901901245117
2023-06-14,19.863563537597656
2023-06-15,19.803972244262695
2023-06-16,19.3868350982666
2023-06-20,19.813901901245117
2023-06-21,20.588581085205078
2023-06-22,21.363258361816406
2023-06-23,21.869781494140625
2023-06-26,22.813297271728516
2023-06-27,22.644460678100586
2023-06-28,21.691007614135742
2023-06-29,22.33657455444336
2023-06-30,21.810190200805664
2023-07-03,22.942411422729492
2023-07-05,22.962278366088867
2023-07-06,22.376300811767578
2023-07-07,22.65439224243164
2023-07-10,22.763641357421875
2023-07-11,22.882823944091797
2023-07-12,23.617774963378906
2023-07-13,23.935592651367188
2023-07-14,23.399276733398438
2023-07-17,23.48866081237793
2023-07-18,23.74688720703125
2023-07-19,23.895862579345703
2023-07-20,23.836273193359375
2023-07-21,24.1441593170166
2023-07-24,24.50170135498047
2023-07-25,24.332862854003906
2023-07-26,24.352725982666016
2023-07-27,24.173954010009766
2023-07-28,24.332862854003906
2023-07-31,23.687297821044922
2023-08-01,24.12429428100586
2023-08-02,23.79654312133789
2023-08-03,23.051664352416992
2023-08-04,22.128007888793945
2023-08-07,22.47562026977539
2023-08-08,22.79343605041504
2023-08-09,23.240365982055664
2023-08-10,23.160911560058594
2023-08-11,23.379411697387695
2023-08-14,23.53832244873047
2023-08-15,23.08145523071289
2023-08-16,22.704050064086914
2023-08-17,22.843095779418945
2023-08-18,22.27698516845703
2023-08-21,21.770463943481445
2023-08-22,21.810190200805664
2023-08-23,21.939302444458008
2023-08-24,21.889646530151367
2023-08-25,22.227323532104492
2023-08-28,22.197528839111328
2023-08-29,22.197528839111328
2023-08-30,22.823232650756836
2023-08-31,22.89275550842285
2023-09-01,23.11125373840332
2023-09-05,22.028690338134766
2023-09-06,22.604734420776367
2023-09-07,22.574935913085938
2023-09-08,22.525278091430664
2023-09-11,22.962278366088867
2023-09-12,23.15097999572754
2023-09-13,22.704050064086914
2023-09-14,22.286914825439453
2023-09-15,22.257122039794922
2023-09-18,22.306777954101562
2023-09-19,21.909507751464844
2023-09-20,21.810190200805664
2023-09-21,21.065305709838867
2023-09-22,20.876602172851562
2023-09-25,21.095104217529297
2023-09-26,20.548852920532227
2023-09-27,20.141651153564453
2023-09-28,20.99578285217285
2023-09-29,20.707761764526367
2023-10-02,20.449535369873047
2023-10-03,20.4892635345459
2023-10-04,20.76735496520996
2023-10-05,20.360149383544922
2023-10-06,20.32042121887207
2023-10-09,20.28069496154785
2023-10-10,20.548852920532227
2023-10-11,20.221105575561523
2023-10-12,20.439607620239258
2023-10-13,20.330354690551758
2023-10-16,20.707761764526367
2023-10-17,20.876602172851562
2023-10-18,20.350217819213867
2023-10-19,20.360149383544922
2023-10-20,20.131717681884766
2023-10-23,19.625200271606445
2023-10-24,20.03240203857422
2023-10-25,19.803972244262695
2023-10-26,19.078950881958008
2023-10-27,18.661815643310547
2023-10-30,19.049156188964844
2023-10-31,18.63201904296875
2023-11-01,18.373796463012695
2023-11-02,19.764244079589844
2023-11-03,20.17144775390625
2023-11-06,19.59540557861328
2023-11-07,19.277585983276367
2023-11-08,19.287519454956055
2023-11-09,18.731338500976562
2023-11-10,19.39676856994629
2023-11-13,19.56560707092285
2023-11-14,20.707761764526367
2023-11-15,20.88653564453125
2023-11-16,20.72762680053711
2023-11-17,20.568716049194336
2023-11-20,20.856739044189453
