Date,HPP
2010-06-24,10.724689483642578
2010-06-25,10.854129791259766
2010-06-28,10.712363243103027
2010-06-29,10.681543350219727
2010-06-30,10.63223648071289
2010-07-01,10.47814655303955
2010-07-02,10.471982955932617
2010-07-06,10.299402236938477
2010-07-07,10.188454627990723
2010-07-08,10.102166175842285
2010-07-09,10.169962882995605
2010-07-12,10.108325958251953
2010-07-13,10.330220222473145
2010-07-14,10.336384773254395
2010-07-15,10.293238639831543
2010-07-16,10.200784683227539
2010-07-19,9.861786842346191
2010-07-20,9.867947578430176
2010-07-21,9.775495529174805
2010-07-22,9.954239845275879
2010-07-23,9.954239845275879
2010-07-26,10.120656967163086
2010-07-27,10.022038459777832
2010-07-28,9.923420906066895
2010-07-29,10.046689987182617
2010-07-30,10.14531135559082
2010-08-02,10.324056625366211
2010-08-03,10.293238639831543
2010-08-04,10.336384773254395
2010-08-05,10.231603622436523
2010-08-06,10.256256103515625
2010-08-09,10.231603622436523
2010-08-10,10.256256103515625
2010-08-11,10.028203010559082
2010-08-12,10.028203010559082
2010-08-13,10.225436210632324
2010-08-16,10.169962882995605
2010-08-17,10.231603622436523
2010-08-18,10.126818656921387
2010-08-19,10.219276428222656
2010-08-20,10.268583297729492
2010-08-23,10.15764045715332
2010-08-24,10.07751178741455
2010-08-25,10.11449146270752
2010-08-26,10.07751178741455
2010-08-27,10.15764045715332
2010-08-30,10.046689987182617
2010-08-31,10.14531135559082
2010-09-01,10.169962882995605
2010-09-02,10.083674430847168
2010-09-03,10.231603622436523
2010-09-07,10.102166175842285
2010-09-08,10.15764045715332
2010-09-09,10.089837074279785
2010-09-10,10.11449146270752
2010-09-13,10.21311092376709
2010-09-14,10.219276428222656
2010-09-15,10.231603622436523
2010-09-16,10.435002326965332
2010-09-17,10.206948280334473
2010-09-20,10.435002326965332
2010-09-21,10.435002326965332
2010-09-22,10.293238639831543
2010-09-23,10.200784683227539
2010-09-24,9.985057830810547
2010-09-27,10.102166175842285
2010-09-28,9.970099449157715
2010-09-29,10.01350212097168
2010-09-30,10.149909019470215
2010-10-01,10.187108993530273
2010-10-04,10.149909019470215
2010-10-05,10.131312370300293
2010-10-06,10.242914199829102
2010-10-07,10.112706184387207
2010-10-08,10.162307739257812
2010-10-11,10.10650634765625
2010-10-12,10.02590274810791
2010-10-13,10.149909019470215
2010-10-14,10.100306510925293
2010-10-15,10.09410572052002
2010-10-18,10.075507164001465
2010-10-19,9.945301055908203
2010-10-20,10.00110149383545
2010-10-21,9.982500076293945
2010-10-22,9.994900703430176
2010-10-25,9.982500076293945
2010-10-26,9.93289852142334
2010-10-27,9.870892524719238
2010-10-28,9.877099990844727
2010-10-29,9.920498847961426
2010-11-01,9.901897430419922
2010-11-02,9.889497756958008
2010-11-03,9.920498847961426
2010-11-04,10.02590274810791
2010-11-05,9.90809440612793
2010-11-08,10.10650634765625
2010-11-09,9.771690368652344
2010-11-10,9.90809440612793
2010-11-11,9.920498847961426
2010-11-12,9.858494758605957
2010-11-15,9.90809440612793
2010-11-16,9.672487258911133
2010-11-17,9.734488487243652
2010-11-18,9.703486442565918
2010-11-19,9.616680145263672
2010-11-22,9.672487258911133
2010-11-23,9.740692138671875
2010-11-24,9.790290832519531
2010-11-26,9.858494758605957
2010-11-29,9.790290832519531
2010-11-30,9.461674690246582
2010-12-01,9.467875480651855
2010-12-02,9.554679870605469
2010-12-03,9.585680961608887
2010-12-06,9.492676734924316
2010-12-07,9.542280197143555
2010-12-08,9.523676872253418
2010-12-09,9.49887752532959
2010-12-10,9.548480033874512
2010-12-13,9.480279922485352
2010-12-14,9.412070274353027
2010-12-15,9.381070137023926
2010-12-16,9.359230995178223
2010-12-17,9.42162799835205
2010-12-20,9.35299301147461
2010-12-21,9.35299301147461
2010-12-22,9.365471839904785
2010-12-23,9.42162799835205
2010-12-27,9.42162799835205
2010-12-28,9.296839714050293
2010-12-29,9.165807723999023
2010-12-30,9.234444618225098
2010-12-31,9.390429496765137
2011-01-03,9.490264892578125
2011-01-04,9.42786693572998
2011-01-05,9.47778034210205
2011-01-06,9.465307235717773
2011-01-07,9.452826499938965
2011-01-10,9.452826499938965
2011-01-11,9.459065437316895
2011-01-12,9.490264892578125
2011-01-13,9.446586608886719
2011-01-14,9.496502876281738
2011-01-18,9.47778034210205
2011-01-19,9.434106826782227
2011-01-20,9.315557479858398
2011-01-21,9.1221284866333
2011-01-24,9.215726852416992
2011-01-25,9.197007179260254
2011-01-26,9.271879196166992
2011-01-27,9.34051513671875
2011-01-28,9.103411674499512
2011-01-31,9.159571647644043
2011-02-01,9.172050476074219
2011-02-02,9.047257423400879
2011-02-03,9.109652519226074
2011-02-04,9.090933799743652
2011-02-07,9.028542518615723
2011-02-08,8.98486042022705
2011-02-09,8.903752326965332
2011-02-10,8.92870807647705
2011-02-11,9.265642166137695
2011-02-14,9.203243255615234
2011-02-15,9.215726852416992
2011-02-16,9.203243255615234
2011-02-17,9.271879196166992
2011-02-18,9.296839714050293
2011-02-22,9.20948600769043
2011-02-23,9.203243255615234
2011-02-24,9.359230995178223
2011-02-25,9.52769947052002
2011-02-28,9.390429496765137
2011-03-01,9.42162799835205
2011-03-02,9.434106826782227
2011-03-03,9.546417236328125
2011-03-04,9.465307235717773
2011-03-07,9.365471839904785
2011-03-08,9.48402214050293
2011-03-09,9.409150123596191
2011-03-10,9.097179412841797
2011-03-11,9.097179412841797
2011-03-14,8.966143608093262
2011-03-15,8.816399574279785
2011-03-16,9.184528350830078
2011-03-17,8.980009078979492
2011-03-18,9.055522918701172
2011-03-21,9.1373291015625
2011-03-22,9.118450164794922
2011-03-23,9.061814308166504
2011-03-24,9.024057388305664
2011-03-25,8.980009078979492
2011-03-28,8.923367500305176
2011-03-29,9.005179405212402
2011-03-30,9.030348777770996
2011-03-31,9.250602722167969
2011-04-01,9.269477844238281
2011-04-04,9.193965911865234
2011-04-05,9.03664493560791
2011-04-06,9.049230575561523
2011-04-07,9.03664493560791
2011-04-08,9.03664493560791
2011-04-11,9.017765045166016
2011-04-12,8.898198127746582
2011-04-13,8.967419624328613
2011-04-14,8.835270881652832
2011-04-15,9.03664493560791
2011-04-18,8.791216850280762
2011-04-19,8.791216850280762
2011-04-20,8.847856521606445
2011-04-21,8.986299514770508
2011-04-25,8.986299514770508
2011-04-26,8.929665565490723
2011-04-27,9.200260162353516
2011-04-28,9.40792465209961
2011-04-29,9.426803588867188
2011-05-02,9.426803588867188
2011-05-03,9.40792465209961
2011-05-04,9.401630401611328
2011-05-05,9.477147102355957
2011-05-06,9.565251350402832
2011-05-09,9.558959007263184
2011-05-10,9.829553604125977
2011-05-11,9.691110610961914
2011-05-12,9.754035949707031
2011-05-13,9.65964412689209
2011-05-16,9.835844039916992
2011-05-17,9.691110610961914
2011-05-18,9.835844039916992
2011-05-19,9.942827224731445
2011-05-20,9.747746467590332
2011-05-23,9.785500526428223
2011-05-24,9.709986686706543
2011-05-25,9.942827224731445
2011-05-26,10.056097030639648
2011-05-27,10.112735748291016
2011-05-31,10.100147247314453
2011-06-01,9.741450309753418
2011-06-02,9.603008270263672
2011-06-03,9.59671401977539
2011-06-06,9.458267211914062
2011-06-07,9.892480850219727
2011-06-08,9.703696250915527
2011-06-09,9.590421676635742
2011-06-10,9.533787727355957
2011-06-13,9.508612632751465
2011-06-14,9.546371459960938
2011-06-15,9.508612632751465
2011-06-16,9.651385307312012
2011-06-17,9.651385307312012
2011-06-20,9.886167526245117
2011-06-21,10.013071060180664
2011-06-22,9.892507553100586
2011-06-23,9.797330856323242
2011-06-24,10.146327018737793
2011-06-27,10.01941967010498
2011-06-28,9.930583953857422
2011-06-29,9.810019493103027
2011-06-30,9.854438781738281
2011-07-01,9.867130279541016
2011-07-05,9.936929702758789
2011-07-06,10.06383991241455
2011-07-07,10.152673721313477
2011-07-08,10.139982223510742
2011-07-11,9.835400581359863
2011-07-12,9.962309837341309
2011-07-13,9.962309837341309
2011-07-14,9.797330856323242
2011-07-15,9.975001335144043
2011-07-18,9.80367374420166
2011-07-19,9.854438781738281
2011-07-20,9.80367374420166
2011-07-21,9.829058647155762
2011-07-22,9.797330856323242
2011-07-25,9.77194881439209
2011-07-26,9.733875274658203
2011-07-27,9.606966018676758
2011-07-28,9.676764488220215
2011-07-29,9.676764488220215
2011-08-01,9.581583976745605
2011-08-02,9.518131256103516
2011-08-03,9.530821800231934
2011-08-04,9.346805572509766
2011-08-05,8.991459846496582
2011-08-08,7.957156658172607
2011-08-09,8.623425483703613
2011-08-10,8.045995712280273
2011-08-11,8.312500953674316
2011-08-12,8.31884765625
2011-08-15,8.52824592590332
2011-08-16,8.680535316467285
2011-08-17,8.820134162902832
2011-08-18,8.509210586547852
2011-08-19,8.407682418823242
2011-08-22,8.280771255493164
2011-08-23,8.509210586547852
2011-08-24,8.553624153137207
2011-08-25,8.509210586547852
2011-08-26,8.490175247192383
2011-08-29,8.98511791229248
2011-08-30,8.921662330627441
2011-08-31,8.839171409606934
2011-09-01,8.629772186279297
2011-09-02,8.337882995605469
2011-09-06,8.299808502197266
2011-09-07,8.471137046813965
2011-09-08,8.350576400756836
2011-09-09,8.05234146118164
2011-09-12,8.045995712280273
2011-09-13,8.166555404663086
2011-09-14,8.103103637695312
2011-09-15,8.166555404663086
2011-09-16,8.490142822265625
2011-09-19,8.182577133178711
2011-09-20,8.041608810424805
2011-09-21,7.682778835296631
2011-09-22,7.490548610687256
2011-09-23,7.561033248901367
2011-09-26,7.503364562988281
2011-09-27,7.702001571655273
2011-09-28,7.343170642852783
2011-09-29,7.503364562988281
2011-09-30,7.452105522155762
2011-10-03,6.952302932739258
2011-10-04,7.695594310760498
2011-10-05,7.554624080657959
2011-10-06,7.6507415771484375
2011-10-07,7.388027191162109
2011-10-10,7.695594310760498
2011-10-11,7.6058855056762695
2011-10-12,7.702001571655273
2011-10-13,7.682778835296631
2011-10-14,7.8493757247924805
2011-10-17,7.8173370361328125
2011-10-18,8.022383689880371
2011-10-19,7.823747158050537
2011-10-20,8.003158569335938
2011-10-21,8.329951286315918
2011-10-24,8.541404724121094
2011-10-25,8.163351058959961
2011-10-26,8.265874862670898
2011-10-27,8.586257934570312
2011-10-28,8.534995079040527
2011-10-31,8.560626983642578
2011-11-01,8.06082820892334
2011-11-02,8.304320335388184
2011-11-03,8.304320335388184
2011-11-04,8.15694522857666
2011-11-07,8.163351058959961
2011-11-08,8.195389747619629
2011-11-09,7.830156326293945
2011-11-10,8.00956916809082
2011-11-11,8.163351058959961
2011-11-14,7.919859886169434
2011-11-15,7.990344047546387
2011-11-16,7.855783939361572
2011-11-17,7.977529525756836
2011-11-18,7.983936309814453
2011-11-21,7.855783939361572
2011-11-22,7.881417751312256
2011-11-23,7.567440032958984
2011-11-25,7.509772777557373
2011-11-28,7.586660385131836
2011-11-29,7.554624080657959
2011-11-30,8.227431297302246
2011-12-01,8.188982963562012
2011-12-02,8.31072998046875
2011-12-05,8.490142822265625
2011-12-06,8.52858829498291
2011-12-07,8.6887788772583
2011-12-08,8.374807357788086
2011-12-09,8.554219245910645
2011-12-12,8.432476043701172
2011-12-13,8.368396759033203
2011-12-14,8.490142822265625
2011-12-15,8.470921516418457
2011-12-16,8.44180965423584
2011-12-19,8.454748153686523
2011-12-20,8.784656524658203
2011-12-21,8.745844841003418
2011-12-22,8.862284660339355
2011-12-23,8.836405754089355
2011-12-27,8.823470115661621
2011-12-28,8.655280113220215
2011-12-29,8.77818775177002
2011-12-30,9.159847259521484
2012-01-03,9.146913528442383
