Date,ZD
2010-01-04,14.963471412658691
2010-01-05,14.927289962768555
2010-01-06,14.782573699951172
2010-01-07,14.753632545471191
2010-01-08,14.543802261352539
2010-01-11,14.536561012268066
2010-01-12,14.239896774291992
2010-01-13,14.30501651763916
2010-01-14,14.203718185424805
2010-01-15,13.979412078857422
2010-01-19,14.008353233337402
2010-01-20,13.776811599731445
2010-01-21,13.718925476074219
2010-01-22,14.254369735717773
2010-01-25,14.297781944274902
2010-01-26,14.594447135925293
2010-01-27,15.43379020690918
2010-01-28,14.92005729675293
2010-01-29,14.862171173095703
2010-02-01,15.100946426391602
2010-02-02,15.086479187011719
2010-02-03,15.267372131347656
2010-02-04,14.999646186828613
2010-02-05,14.92005729675293
2010-02-08,14.60168170928955
2010-02-09,14.645098686218262
2010-02-10,14.572738647460938
2010-02-11,14.695747375488281
2010-02-12,14.905580520629883
2010-02-16,14.992413520812988
2010-02-17,15.072004318237305
2010-02-18,15.289077758789062
2010-02-19,15.58574390411377
2010-02-22,15.592976570129395
2010-02-23,15.542328834533691
2010-02-24,15.99094295501709
2010-02-25,15.701515197753906
2010-02-26,15.701515197753906
2010-03-01,15.95476245880127
2010-03-02,16.085010528564453
2010-03-03,16.092243194580078
2010-03-04,16.106714248657227
2010-03-05,16.548093795776367
2010-03-08,16.511913299560547
2010-03-09,16.562564849853516
2010-03-10,16.989471435546875
2010-03-11,17.235488891601562
2010-03-12,17.184831619262695
2010-03-15,17.213777542114258
2010-03-16,17.29337501525879
2010-03-17,17.380199432373047
2010-03-18,17.62621307373047
2010-03-19,17.35125732421875
2010-03-22,17.34402084350586
2010-03-23,17.199304580688477
2010-03-24,16.888172149658203
2010-03-25,16.873695373535156
2010-03-26,16.70728302001953
2010-03-29,16.909879684448242
2010-03-30,17.018413543701172
2010-03-31,16.90264129638672
2010-04-01,17.126949310302734
2010-04-05,17.29337501525879
2010-04-06,17.26443099975586
2010-04-07,17.098005294799805
2010-04-08,16.967761993408203
2010-04-09,17.199304580688477
2010-04-12,17.228248596191406
2010-04-13,17.300607681274414
2010-04-14,17.799867630004883
2010-04-15,18.024181365966797
2010-04-16,17.684097290039062
2010-04-19,17.416378021240234
2010-04-20,17.307838439941406
2010-04-21,17.126949310302734
2010-04-22,17.524917602539062
2010-04-23,17.51044273376465
2010-04-26,17.42361831665039
2010-04-27,17.307838439941406
2010-04-28,17.271663665771484
2010-04-29,17.814342498779297
2010-04-30,17.42361831665039
2010-05-03,17.452560424804688
2010-05-04,16.67110252380371
2010-05-05,16.692808151245117
2010-05-06,16.584266662597656
2010-05-07,16.38166618347168
2010-05-10,16.895410537719727
2010-05-11,16.772397994995117
2010-05-12,17.163122177124023
2010-05-13,17.0762939453125
2010-05-14,17.11247444152832
2010-05-17,17.358497619628906
2010-05-18,17.322317123413086
2010-05-19,17.148658752441406
2010-05-20,16.94605827331543
2010-05-21,16.888172149658203
2010-05-24,16.815814971923828
2010-05-25,16.562564849853516
2010-05-26,16.656625747680664
2010-05-27,17.025651931762695
2010-05-28,16.74346160888672
2010-06-01,16.374433517456055
2010-06-02,16.837520599365234
2010-06-03,17.011180877685547
2010-06-04,16.446794509887695
2010-06-07,16.157363891601562
2010-06-08,16.05606460571289
2010-06-09,16.03435516357422
2010-06-10,16.352725982666016
2010-06-11,16.63492774963379
2010-06-14,16.374433517456055
2010-06-15,16.721752166748047
2010-06-16,16.613216400146484
2010-06-17,16.490209579467773
2010-06-18,16.50467872619629
2010-06-21,16.359968185424805
2010-06-22,16.135652542114258
2010-06-23,16.02712059020996
2010-06-24,15.81728458404541
2010-06-25,16.215253829956055
2010-06-28,16.22248077392578
2010-06-29,15.846227645874023
2010-06-30,15.802812576293945
2010-07-01,15.571272850036621
2010-07-02,15.564033508300781
2010-07-06,15.281838417053223
2010-07-07,15.542328834533691
2010-07-08,15.810050010681152
2010-07-09,15.969233512878418
2010-07-12,15.969233512878418
2010-07-13,16.79410743713379
2010-07-14,16.772397994995117
2010-07-15,16.446794509887695
2010-07-16,15.875170707702637
2010-07-19,16.05606460571289
2010-07-20,16.27313804626465
2010-07-21,15.947529792785645
2010-07-22,16.497438430786133
2010-07-23,17.090768814086914
2010-07-26,17.54662322998047
2010-07-27,17.452560424804688
2010-07-28,17.221012115478516
2010-07-29,17.05459213256836
2010-07-30,17.025651931762695
2010-08-02,17.807106018066406
2010-08-03,17.886699676513672
2010-08-04,18.067596435546875
2010-08-05,17.749221801757812
2010-08-06,17.54662322998047
2010-08-09,17.633447647094727
2010-08-10,17.561086654663086
2010-08-11,16.880935668945312
2010-08-12,16.78687286376953
2010-08-13,16.38166618347168
2010-08-16,16.359968185424805
2010-08-17,16.663864135742188
2010-08-18,16.577035903930664
2010-08-19,16.048828125
2010-08-20,15.998177528381348
2010-08-23,15.6942777633667
2010-08-24,15.397614479064941
2010-08-25,15.542328834533691
2010-08-26,15.325254440307617
2010-08-27,15.853461265563965
2010-08-30,15.846227645874023
2010-08-31,15.54956340789795
2010-09-01,15.962002754211426
2010-09-02,16.05606460571289
2010-09-03,16.287609100341797
2010-09-07,16.019886016845703
2010-09-08,15.911345481872559
2010-09-09,15.672574996948242
2010-09-10,15.9041166305542
2010-09-13,16.374433517456055
2010-09-14,16.403377532958984
2010-09-15,16.63492774963379
2010-09-16,16.50467872619629
2010-09-17,16.48297119140625
2010-09-20,16.989471435546875
2010-09-21,17.119718551635742
2010-09-22,16.888172149658203
2010-09-23,16.73621940612793
2010-09-24,17.271663665771484
2010-09-27,17.199304580688477
2010-09-28,17.416378021240234
2010-09-29,17.445314407348633
2010-09-30,17.213777542114258
2010-10-01,17.93735122680664
2010-10-04,17.749221801757812
