Date,PRGS
2010-01-04,17.546634674072266
2010-01-05,17.783344268798828
2010-01-06,17.65315818786621
2010-01-07,17.753761291503906
2010-01-08,17.77151107788086
2010-01-11,17.63539695739746
2010-01-12,17.440109252929688
2010-01-13,17.3868465423584
2010-01-14,17.511123657226562
2010-01-15,17.28624153137207
2010-01-19,17.48745346069336
2010-01-20,17.16196632385254
2010-01-21,17.16196632385254
2010-01-22,16.8068904876709
2010-01-25,17.019939422607422
2010-01-26,16.98442268371582
2010-01-27,17.209308624267578
2010-01-28,17.008100509643555
2010-01-29,16.647106170654297
2010-02-01,16.759546279907227
2010-02-02,16.71811866760254
2010-02-03,16.741796493530273
2010-02-04,16.457735061645508
2010-02-05,16.20918083190918
2010-02-08,16.09674072265625
2010-02-09,16.404470443725586
2010-02-10,16.20918083190918
2010-02-11,16.26244354248047
2010-02-12,16.286117553710938
2010-02-16,16.487321853637695
2010-02-17,16.564254760742188
2010-02-18,16.670774459838867
2010-02-19,16.647106170654297
2010-02-22,16.55242347717285
2010-02-23,16.57608413696289
2010-02-24,16.771385192871094
2010-02-25,16.724037170410156
2010-02-26,16.582014083862305
2010-03-01,16.824644088745117
2010-03-02,16.97850799560547
2010-03-03,17.0909481048584
2010-03-04,17.138296127319336
2010-03-05,18.381059646606445
2010-03-08,18.446157455444336
2010-03-09,18.724294662475586
2010-03-10,18.813068389892578
2010-03-11,18.605941772460938
2010-03-12,18.65328025817871
2010-03-15,18.801227569580078
2010-03-16,18.919591903686523
2010-03-17,19.168140411376953
2010-03-18,19.197729110717773
2010-03-19,19.38710594177246
2010-03-22,19.48179054260254
2010-03-23,19.52321434020996
2010-03-24,19.393024444580078
2010-03-25,19.197729110717773
2010-03-26,18.878162384033203
2010-03-29,18.795310974121094
2010-03-30,18.93734359741211
2010-03-31,18.600019454956055
2010-04-01,18.558597564697266
2010-04-05,18.789390563964844
2010-04-06,18.8663272857666
2010-04-07,18.765722274780273
2010-04-08,18.724294662475586
2010-04-09,18.860410690307617
2010-04-12,19.085290908813477
2010-04-13,18.901836395263672
2010-04-14,19.20364761352539
2010-04-15,19.07937240600586
2010-04-16,18.848567962646484
2010-04-19,18.813068389892578
2010-04-20,18.99652671813965
2010-04-21,19.026113510131836
2010-04-22,19.168140411376953
2010-04-23,19.085290908813477
2010-04-26,19.073455810546875
2010-04-27,18.925508499145508
2010-04-28,19.085290908813477
2010-04-29,19.2628173828125
2010-04-30,19.085290908813477
2010-05-03,19.185895919799805
2010-05-04,18.919591903686523
2010-05-05,19.4107723236084
2010-05-06,18.901836395263672
2010-05-07,18.949172973632812
2010-05-10,19.191818237304688
2010-05-11,19.07937240600586
2010-05-12,19.552806854248047
2010-05-13,20.399065017700195
2010-05-14,19.961149215698242
2010-05-17,20.18010711669922
2010-05-18,19.92563247680664
2010-05-19,19.907880783081055
2010-05-20,18.943260192871094
2010-05-21,18.789390563964844
2010-05-24,18.564516067504883
2010-05-25,18.529003143310547
2010-05-26,18.540836334228516
2010-05-27,19.06753921508789
2010-05-28,18.901836395263672
2010-06-01,18.712461471557617
2010-06-02,19.097124099731445
2010-06-03,19.819114685058594
2010-06-04,19.233238220214844
2010-06-07,19.091205596923828
2010-06-08,18.540836334228516
2010-06-09,18.185766220092773
2010-06-10,18.534921646118164
2010-06-11,18.611858367919922
2010-06-14,18.783477783203125
2010-06-15,19.25691032409668
2010-06-16,19.339763641357422
2010-06-17,19.659324645996094
2010-06-18,19.62973976135254
2010-06-21,19.677080154418945
2010-06-22,18.64144515991211
2010-06-23,17.984560012817383
2010-06-24,17.872114181518555
2010-06-25,18.144346237182617
2010-06-28,18.446157455444336
2010-06-29,17.931297302246094
2010-06-30,17.777441024780273
2010-07-01,17.64723014831543
2010-07-02,17.511123657226562
2010-07-06,17.392757415771484
2010-07-07,17.74192237854004
2010-07-08,17.883949279785156
2010-07-09,17.990476608276367
2010-07-12,17.883949279785156
2010-07-13,18.315961837768555
2010-07-14,18.20943260192871
2010-07-15,18.173934936523438
2010-07-16,17.605806350708008
2010-07-19,17.8306884765625
2010-07-20,17.984560012817383
2010-07-21,17.913541793823242
2010-07-22,18.280452728271484
2010-07-23,18.546762466430664
2010-07-26,18.588184356689453
2010-07-27,18.534921646118164
2010-07-28,18.10883140563965
2010-07-29,17.937210083007812
2010-07-30,17.694581985473633
2010-08-02,17.943134307861328
2010-08-03,17.765592575073242
2010-08-04,17.990476608276367
2010-08-05,17.73008918762207
2010-08-06,17.682748794555664
2010-08-09,18.03189468383789
2010-08-10,17.818851470947266
2010-08-11,17.12646484375
2010-08-12,16.907493591308594
2010-08-13,16.445903778076172
2010-08-16,16.374881744384766
2010-08-17,16.653032302856445
2010-08-18,16.605684280395508
2010-08-19,16.36896514892578
2010-08-20,16.463651657104492
2010-08-23,16.20326042175293
2010-08-24,15.895529747009277
2010-08-25,15.960625648498535
2010-08-26,15.978376388549805
2010-08-27,16.445903778076172
2010-08-30,16.12041473388672
2010-08-31,15.806760787963867
2010-09-01,16.132247924804688
2010-09-02,16.688535690307617
2010-09-03,16.966670989990234
2010-09-07,16.795055389404297
2010-09-08,16.901575088500977
2010-09-09,16.789138793945312
2010-09-10,16.765460968017578
2010-09-13,16.777305603027344
2010-09-14,16.80097198486328
2010-09-15,16.854236602783203
2010-09-16,16.72995948791504
2010-09-17,17.037687301635742
2010-09-20,17.52296257019043
2010-09-21,17.73008918762207
2010-09-22,19.179973602294922
2010-09-23,18.89591407775879
2010-09-24,19.570558547973633
2010-09-27,19.54688835144043
