Date,WSBF
2010-01-04,1.2300509214401245
2010-01-05,1.2508989572525024
2010-01-06,1.162293791770935
2010-01-07,1.2404745817184448
2010-01-08,1.2925957441329956
2010-01-11,1.2717475891113281
2010-01-12,1.2300509214401245
2010-01-13,1.2456876039505005
2010-01-14,1.2665349245071411
2010-01-15,1.2248390913009644
2010-01-19,1.2300509214401245
2010-01-20,1.2196259498596191
2010-01-21,1.2248390913009644
2010-01-22,1.2039903402328491
2010-01-25,1.2352626323699951
2010-01-26,1.256110668182373
2010-01-27,1.1987780332565308
2010-01-28,1.151869773864746
2010-01-29,1.1466574668884277
2010-02-01,1.157080888748169
2010-02-02,1.1205968856811523
2010-02-03,1.052840232849121
2010-02-04,1.0267796516418457
2010-02-05,1.078899621963501
2010-02-08,1.0111430883407593
2010-02-09,1.0424162149429321
2010-02-10,1.0319921970367432
2010-02-11,1.0319921970367432
2010-02-12,1.0059311389923096
2010-02-16,1.1153842210769653
2010-02-17,1.1727173328399658
2010-02-18,1.2039903402328491
2010-02-19,1.1831421852111816
2010-02-22,1.157080888748169
2010-02-23,1.209202527999878
2010-02-24,1.2404745817184448
2010-02-25,1.2352626323699951
2010-02-26,1.26132333278656
2010-03-01,1.2925957441329956
2010-03-02,1.3186557292938232
2010-03-03,1.3916248083114624
2010-03-04,1.3551398515701294
2010-03-05,1.3551398515701294
2010-03-08,1.4072610139846802
2010-03-09,1.501078724861145
2010-03-10,1.5375632047653198
2010-03-11,1.5844719409942627
2010-03-12,1.5740476846694946
2010-03-15,1.4958664178848267
2010-03-16,1.45938241481781
2010-03-17,1.5167148113250732
2010-03-18,1.4958664178848267
2010-03-19,1.501078724861145
2010-03-22,1.7356218099594116
2010-03-23,1.9388927221298218
2010-03-24,1.7668949365615845
2010-03-25,1.6574413776397705
2010-03-26,1.9284696578979492
2010-03-29,2.074406623840332
2010-03-30,2.0170741081237793
2010-03-31,1.8867722749710083
2010-04-01,1.8190157413482666
2010-04-05,1.9232566356658936
2010-04-06,2.0952563285827637
2010-04-07,2.126528024673462
2010-04-08,2.173436164855957
2010-04-09,2.209921360015869
2010-04-12,2.063983678817749
2010-04-13,1.891984462738037
2010-04-14,1.9805898666381836
2010-04-15,2.032709836959839
2010-04-16,1.9076207876205444
2010-04-19,2.0170741081237793
2010-04-20,1.9805898666381836
2010-04-21,2.011862277984619
2010-04-22,2.084831953048706
2010-04-23,2.0796189308166504
2010-04-26,2.1213157176971436
2010-04-27,1.9910142421722412
2010-04-28,2.074406623840332
2010-04-29,2.0535597801208496
2010-04-30,2.011862277984619
2010-05-03,2.0379221439361572
2010-05-04,1.9701660871505737
2010-05-05,1.933681845664978
2010-05-06,1.949317455291748
2010-05-07,1.912832260131836
2010-05-10,2.0900444984436035
2010-05-11,1.9910142421722412
2010-05-12,2.1004676818847656
2010-05-13,2.069195032119751
2010-05-14,1.9962265491485596
2010-05-17,1.9858019351959229
2010-05-18,1.9962265491485596
2010-05-19,1.975378155708313
2010-05-20,1.912832260131836
2010-05-21,1.9649535417556763
2010-05-24,1.8867722749710083
2010-05-25,1.8294395208358765
2010-05-26,1.8346513509750366
2010-05-27,2.0170741081237793
2010-05-28,1.912832260131836
2010-06-01,1.7877428531646729
2010-06-02,1.9597415924072266
2010-06-03,1.8138036727905273
2010-06-04,1.9076207876205444
2010-06-07,1.7721068859100342
2010-06-08,1.7460455894470215
2010-06-09,1.7460455894470215
2010-06-10,1.8502880334854126
2010-06-11,1.8346513509750366
2010-06-14,1.839863896369934
2010-06-15,1.8346513509750366
2010-06-16,1.74083411693573
2010-06-17,1.8294395208358765
2010-06-18,1.8711358308792114
2010-06-21,1.8190157413482666
2010-06-22,1.8607121706008911
2010-06-23,1.8815603256225586
2010-06-24,1.8867722749710083
2010-06-25,1.9805898666381836
2010-06-28,1.8138036727905273
2010-06-29,1.7981668710708618
2010-06-30,1.7773191928863525
2010-07-01,1.7460455894470215
2010-07-02,1.7356218099594116
2010-07-06,1.7147741317749023
2010-07-07,1.9076207876205444
2010-07-08,1.949317455291748
2010-07-09,1.9232566356658936
2010-07-12,1.902408242225647
2010-07-13,2.1213157176971436
2010-07-14,2.084831953048706
2010-07-15,2.105680465698242
2010-07-16,2.011862277984619
2010-07-19,2.1473770141601562
2010-07-20,2.3193743228912354
2010-07-21,2.1369524002075195
2010-07-22,2.1161036491394043
2010-07-23,2.2151336669921875
2010-07-26,2.2724661827087402
2010-07-27,2.1890738010406494
2010-07-28,2.1838600635528564
2010-07-29,2.1942853927612305
2010-07-30,2.0796189308166504
2010-08-02,2.168224811553955
2010-08-03,2.1890738010406494
2010-08-04,2.2151336669921875
2010-08-05,2.2620418071746826
2010-08-06,2.1838600635528564
2010-08-09,2.1161036491394043
2010-08-10,2.063983678817749
2010-08-11,1.891984462738037
2010-08-12,2.069195032119751
2010-08-13,1.855499505996704
2010-08-16,1.9441057443618774
2010-08-17,2.0587716102600098
2010-08-18,2.163013458251953
2010-08-19,1.9910142421722412
2010-08-20,2.048346996307373
2010-08-23,1.8815603256225586
2010-08-24,1.855499505996704
2010-08-25,2.084831953048706
2010-08-26,1.912832260131836
2010-08-27,2.011862277984619
2010-08-30,1.975378155708313
2010-08-31,2.0014381408691406
2010-09-01,2.032709836959839
2010-09-02,1.9962265491485596
2010-09-03,2.043135404586792
2010-09-07,1.9180445671081543
2010-09-08,2.027498960494995
2010-09-09,2.048346996307373
2010-09-10,2.043135404586792
2010-09-13,2.084831953048706
2010-09-14,2.0587716102600098
2010-09-15,2.048346996307373
2010-09-16,1.9858019351959229
2010-09-17,1.95452880859375
2010-09-20,2.0587716102600098
2010-09-21,2.069195032119751
2010-09-22,1.975378155708313
2010-09-23,2.069195032119751
2010-09-24,2.043135404586792
2010-09-27,1.9858019351959229
2010-09-28,2.1004676818847656
2010-09-29,2.0900444984436035
2010-09-30,2.0796189308166504
2010-10-01,2.074406623840332
2010-10-04,2.0066511631011963
2010-10-05,2.069195032119751
2010-10-06,2.069195032119751
2010-10-07,2.0014381408691406
2010-10-08,2.043135404586792
2010-10-11,2.048346996307373
2010-10-12,2.043135404586792
2010-10-13,2.0952563285827637
2010-10-14,2.110891819000244
2010-10-15,2.074406623840332
2010-10-18,2.110891819000244
2010-10-19,1.975378155708313
2010-10-20,1.9805898666381836
2010-10-21,1.9649535417556763
2010-10-22,1.9910142421722412
2010-10-25,2.011862277984619
2010-10-26,2.0066511631011963
2010-10-27,1.975378155708313
2010-10-28,1.949317455291748
2010-10-29,1.949317455291748
2010-11-01,1.933681845664978
2010-11-02,1.9649535417556763
2010-11-03,2.0796189308166504
2010-11-04,2.069195032119751
2010-11-05,2.084831953048706
2010-11-08,2.0222861766815186
2010-11-09,2.032709836959839
2010-11-10,2.0170741081237793
2010-11-11,1.9858019351959229
2010-11-12,1.95452880859375
2010-11-15,1.95452880859375
2010-11-16,1.9441057443618774
2010-11-17,1.95452880859375
2010-11-18,1.949317455291748
2010-11-19,1.9388927221298218
2010-11-22,1.9284696578979492
2010-11-23,1.9180445671081543
2010-11-24,1.933681845664978
2010-11-26,1.933681845664978
2010-11-29,1.9962265491485596
2010-11-30,1.902408242225647
2010-12-01,1.975378155708313
2010-12-02,1.9597415924072266
2010-12-03,1.933681845664978
2010-12-06,1.933681845664978
2010-12-07,1.8294395208358765
2010-12-08,1.8502880334854126
2010-12-09,1.8607121706008911
2010-12-10,1.9649535417556763
2010-12-13,1.9284696578979492
2010-12-14,1.8971971273422241
2010-12-15,1.902408242225647
2010-12-16,1.9180445671081543
2010-12-17,1.9232566356658936
2010-12-20,1.839863896369934
2010-12-21,1.8502880334854126
2010-12-22,1.8190157413482666
2010-12-23,1.7668949365615845
2010-12-27,1.8502880334854126
2010-12-28,1.7773191928863525
2010-12-29,1.7721068859100342
2010-12-30,1.74083411693573
2010-12-31,1.693925380706787
2011-01-03,1.6991376876831055
2011-01-04,1.6626540422439575
2011-01-05,1.6574413776397705
2011-01-06,1.5896838903427124
2011-01-07,1.5115032196044922
2011-01-10,1.4906548261642456
2011-01-11,1.5427758693695068
2011-01-12,1.501078724861145
2011-01-13,1.4645942449569702
2011-01-14,1.501078724861145
2011-01-18,1.45938241481781
2011-01-19,1.3864129781723022
2011-01-20,1.4072610139846802
2011-01-21,1.3759888410568237
2011-01-24,1.3759888410568237
2011-01-25,1.417686104774475
2011-01-26,1.4750186204910278
2011-01-27,1.4489578008651733
2011-01-28,1.3759888410568237
2011-01-31,1.4072610139846802
2011-02-01,1.480230450630188
2011-02-02,1.4020488262176514
2011-02-03,1.3759888410568237
2011-02-04,1.3655645847320557
2011-02-07,1.3655645847320557
2011-02-08,1.344716191291809
2011-02-09,1.2925957441329956
2011-02-10,1.2508989572525024
2011-02-11,1.2717475891113281
2011-02-14,1.26132333278656
2011-02-15,1.360352635383606
2011-02-16,1.4541696310043335
2011-02-17,1.4750186204910278
2011-02-18,1.417686104774475
2011-02-22,1.381201148033142
2011-02-23,1.381201148033142
2011-02-24,1.4489578008651733
2011-02-25,1.4698060750961304
2011-02-28,1.5271391868591309
2011-03-01,1.4958664178848267
2011-03-02,1.485442876815796
2011-03-03,1.5844719409942627
2011-03-04,1.5688356161117554
2011-03-07,1.521926999092102
2011-03-08,1.5636240243911743
2011-03-09,1.5584111213684082
2011-03-10,1.45938241481781
2011-03-11,1.4750186204910278
2011-03-14,1.45938241481781
2011-03-15,1.4072610139846802
2011-03-16,1.381201148033142
2011-03-17,1.3864129781723022
2011-03-18,1.4281095266342163
2011-03-21,1.5688356161117554
2011-03-22,1.5167148113250732
2011-03-23,1.5062905550003052
2011-03-24,1.45938241481781
2011-03-25,1.4228976964950562
2011-03-28,1.3968368768692017
2011-03-29,1.4645942449569702
2011-03-30,1.5479871034622192
2011-03-31,1.6001077890396118
2011-04-01,1.5584111213684082
2011-04-04,1.5271391868591309
2011-04-05,1.579259991645813
2011-04-06,1.6001077890396118
2011-04-07,1.5896838903427124
2011-04-08,1.5479871034622192
2011-04-11,1.6209566593170166
2011-04-12,1.6157443523406982
2011-04-13,1.6053204536437988
2011-04-14,1.6105329990386963
2011-04-15,1.6365927457809448
2011-04-18,1.6001077890396118
2011-04-19,1.5896838903427124
2011-04-20,1.6105329990386963
2011-04-21,1.6209566593170166
2011-04-25,1.647017240524292
2011-04-26,1.6522287130355835
2011-04-27,1.6782894134521484
2011-04-28,1.6782894134521484
2011-04-29,1.6678653955459595
2011-05-02,1.6365927457809448
