Date,DLR
2010-01-04,26.82720375061035
2010-01-05,27.00373077392578
2010-01-06,26.63997459411621
2010-01-07,26.875354766845703
2010-01-08,27.17490577697754
2010-01-11,27.041179656982422
2010-01-12,26.725570678710938
2010-01-13,26.85395050048828
2010-01-14,27.01442527770996
2010-01-15,26.74696922302246
2010-01-19,27.308652877807617
2010-01-20,26.987680435180664
2010-01-21,26.99839210510254
2010-01-22,26.2655086517334
2010-01-25,26.099672317504883
2010-01-26,25.94455337524414
2010-01-27,26.01409339904785
2010-01-28,25.666383743286133
2010-01-29,25.677093505859375
2010-02-01,25.837566375732422
2010-02-02,26.516937255859375
2010-02-03,26.372499465942383
2010-02-04,25.618234634399414
2010-02-05,26.131778717041016
2010-02-08,25.152841567993164
2010-02-09,25.013750076293945
2010-02-10,24.976314544677734
2010-02-11,25.249130249023438
2010-02-12,25.495206832885742
2010-02-16,25.90709686279297
2010-02-17,26.131778717041016
2010-02-18,26.661361694335938
2010-02-19,26.784399032592773
2010-02-22,27.16420555114746
2010-02-23,27.089324951171875
2010-02-24,27.34609031677246
2010-02-25,27.4102840423584
2010-02-26,27.592164993286133
2010-03-01,28.04151153564453
2010-03-02,28.255496978759766
2010-03-03,28.17523765563965
2010-03-04,28.346426010131836
2010-03-05,29.036500930786133
2010-03-08,29.41095542907715
2010-03-09,29.437707901000977
2010-03-10,29.10069465637207
2010-03-11,29.861661911010742
2010-03-12,29.9695987701416
2010-03-15,29.942625045776367
2010-03-16,30.190893173217773
2010-03-17,30.20167350769043
2010-03-18,30.18548011779785
2010-03-19,30.2232723236084
2010-03-22,30.471529006958008
2010-03-23,29.88325309753418
2010-03-24,29.9695987701416
2010-03-25,29.92103385925293
2010-03-26,29.419118881225586
2010-03-29,29.65658950805664
2010-03-30,29.38673973083496
2010-03-31,29.251800537109375
2010-04-01,29.365140914916992
2010-04-05,30.061363220214844
2010-04-06,30.368993759155273
2010-04-07,29.780723571777344
2010-04-08,29.899457931518555
2010-04-09,30.530895233154297
2010-04-12,30.395977020263672
2010-04-13,31.30268669128418
2010-04-14,30.676612854003906
2010-04-15,30.034372329711914
2010-04-16,29.645788192749023
2010-04-19,29.532459259033203
2010-04-20,30.363595962524414
2010-04-21,30.676612854003906
2010-04-22,31.534748077392578
2010-04-23,32.02588653564453
2010-04-26,32.46302795410156
2010-04-27,31.615703582763672
2010-04-28,31.448394775390625
2010-04-29,32.49542236328125
2010-04-30,31.680477142333984
2010-05-03,32.333492279052734
2010-05-04,31.702062606811523
2010-05-05,31.43219757080078
2010-05-06,30.5039119720459
2010-05-07,29.996597290039062
2010-05-10,32.382076263427734
2010-05-11,32.34970474243164
2010-05-12,32.30113220214844
2010-05-13,31.88555145263672
2010-05-14,31.0112361907959
2010-05-17,30.97344970703125
2010-05-18,30.18548011779785
2010-05-19,29.850881576538086
2010-05-20,28.560993194580078
2010-05-21,29.413713455200195
2010-05-24,29.12767791748047
2010-05-25,29.516252517700195
2010-05-26,30.082950592041016
2010-05-27,31.248708724975586
2010-05-28,30.714391708374023
2010-06-01,30.395977020263672
2010-06-02,31.793794631958008
2010-06-03,32.490013122558594
2010-06-04,31.47538948059082
2010-06-07,31.52933692932129
2010-06-08,32.333492279052734
2010-06-09,32.72209167480469
2010-06-10,33.56940841674805
2010-06-11,34.02627944946289
2010-06-14,33.819602966308594
2010-06-15,34.1785774230957
2010-06-16,33.901206970214844
2010-06-17,33.8087272644043
2010-06-18,34.06979751586914
2010-06-21,33.6890754699707
2010-06-22,32.07912826538086
2010-06-23,32.41091537475586
2010-06-24,31.905092239379883
2010-06-25,32.19335174560547
2010-06-28,31.82349967956543
2010-06-29,31.149070739746094
2010-06-30,31.372072219848633
2010-07-01,31.486297607421875
2010-07-02,30.980472564697266
2010-07-06,30.95326042175293
2010-07-07,32.280372619628906
2010-07-08,32.67741775512695
2010-07-09,32.922176361083984
2010-07-12,33.438873291015625
2010-07-13,34.129634857177734
2010-07-14,34.08067321777344
2010-07-15,34.08067321777344
2010-07-16,33.07990264892578
2010-07-19,33.16694259643555
2010-07-20,33.5639762878418
2010-07-21,32.8297233581543
2010-07-22,34.03173065185547
2010-07-23,33.07990264892578
2010-07-26,33.80329513549805
2010-07-27,33.8087272644043
2010-07-28,33.629249572753906
2010-07-29,33.72170639038086
2010-07-30,34.385257720947266
2010-08-02,34.776878356933594
