Date,MTB
2010-01-04,42.724300384521484
2010-01-05,43.48938751220703
2010-01-06,44.94306564331055
2010-01-07,46.61991882324219
2010-01-08,47.078975677490234
2010-01-11,46.63267517089844
2010-01-12,45.70817184448242
2010-01-13,46.93871307373047
2010-01-14,48.03533935546875
2010-01-15,46.64543914794922
2010-01-19,47.627288818359375
2010-01-20,49.533668518066406
2010-01-21,50.10749816894531
2010-01-22,48.19474411010742
2010-01-25,47.818572998046875
2010-01-26,47.00884246826172
2010-01-27,48.647430419921875
2010-01-28,48.27763366699219
2010-01-29,47.02159881591797
2010-02-01,47.754825592041016
2010-02-02,47.818572998046875
2010-02-03,46.01422882080078
2010-02-04,45.03868865966797
2010-02-05,46.333003997802734
2010-02-08,45.45314025878906
2010-02-09,45.89944839477539
2010-02-10,46.333003997802734
2010-02-11,46.16086196899414
2010-02-12,45.950469970703125
2010-02-16,47.89506530761719
2010-02-17,47.493408203125
2010-02-18,48.092735290527344
2010-02-19,48.83871078491211
2010-02-22,49.7886962890625
2010-02-23,49.233985900878906
2010-02-24,50.31493377685547
2010-02-25,49.272613525390625
2010-02-26,49.819496154785156
2010-03-01,50.05755615234375
2010-03-02,50.48222732543945
2010-03-03,49.285484313964844
2010-03-04,49.00236892700195
2010-03-05,50.540130615234375
2010-03-08,50.65595626831055
2010-03-09,50.69456100463867
2010-03-10,51.18998718261719
2010-03-11,51.66609573364258
2010-03-12,51.473079681396484
2010-03-15,51.672542572021484
2010-03-16,52.40604019165039
2010-03-17,53.26820755004883
2010-03-18,54.04671859741211
2010-03-19,53.583465576171875
2010-03-22,53.564178466796875
2010-03-23,53.53843307495117
2010-03-24,53.42904281616211
2010-03-25,53.04945755004883
2010-03-26,51.994224548339844
2010-03-29,52.08431625366211
2010-03-30,51.318660736083984
2010-03-31,51.07417297363281
2010-04-01,51.196434020996094
2010-04-05,52.50899124145508
2010-04-06,54.34272384643555
2010-04-07,53.62850570678711
2010-04-08,54.1303596496582
2010-04-09,54.90890884399414
2010-04-12,54.88960266113281
2010-04-13,54.63865661621094
2010-04-14,55.84185028076172
2010-04-15,55.42366027832031
2010-04-16,54.20758819580078
2010-04-19,54.11107635498047
2010-04-20,54.690155029296875
2010-04-21,55.51371383666992
2010-04-22,56.50458908081055
2010-04-23,56.93564987182617
2010-04-26,54.97969436645508
2010-04-27,54.104652404785156
2010-04-28,54.9668083190918
2010-04-29,57.54691696166992
2010-04-30,56.20217514038086
2010-05-03,57.360321044921875
2010-05-04,56.05418014526367
2010-05-05,56.24077224731445
2010-05-06,54.220458984375
2010-05-07,54.09177780151367
2010-05-10,56.9163703918457
2010-05-11,57.11579895019531
2010-05-12,58.35117721557617
2010-05-13,58.04875946044922
2010-05-14,56.1378288269043
2010-05-17,56.517433166503906
2010-05-18,53.79578399658203
2010-05-19,53.65424728393555
2010-05-20,51.280059814453125
2010-05-21,54.04671859741211
2010-05-24,52.373863220214844
2010-05-25,51.994224548339844
2010-05-26,51.67896270751953
2010-05-27,52.886268615722656
2010-05-28,51.43232345581055
2010-06-01,50.32242202758789
2010-06-02,51.71143341064453
2010-06-03,51.2505989074707
2010-06-04,48.91393280029297
2010-06-07,48.18696975708008
2010-06-08,49.712310791015625
2010-06-09,49.49810028076172
2010-06-10,51.04288101196289
2010-06-11,50.88062286376953
2010-06-14,50.32242202758789
2010-06-15,51.51021957397461
2010-06-16,53.17833709716797
2010-06-17,57.98793411254883
2010-06-18,58.8771858215332
2010-06-21,61.30469512939453
2010-06-22,60.82435989379883
2010-06-23,59.078392028808594
2010-06-24,56.267887115478516
2010-06-25,57.358341217041016
2010-06-28,57.923030853271484
2010-06-29,56.008262634277344
2010-06-30,55.13850784301758
2010-07-01,56.59892654418945
2010-07-02,55.09958267211914
2010-07-06,55.79407501220703
2010-07-07,57.91653060913086
2010-07-08,57.52059555053711
2010-07-09,58.56561279296875
2010-07-12,57.84514236450195
