Date,FTRE
2024-01-04,33.0
2024-01-05,32.900001525878906
2024-01-08,33.290000915527344
2024-01-09,32.349998474121094
2024-01-10,31.049999237060547
2024-01-11,29.989999771118164
2024-01-12,30.729999542236328
2024-01-16,31.219999313354492
2024-01-17,30.0
2024-01-18,30.0
2024-01-19,30.670000076293945
2024-01-22,31.399999618530273
2024-01-23,31.81999969482422
2024-01-24,31.010000228881836
2024-01-25,31.100000381469727
2024-01-26,30.920000076293945
2024-01-29,32.22999954223633
2024-01-30,31.479999542236328
2024-01-31,30.959999084472656
2024-02-01,31.020000457763672
2024-02-02,30.540000915527344
2024-02-05,30.90999984741211
2024-02-06,31.239999771118164
2024-02-07,31.59000015258789
2024-02-08,31.479999542236328
2024-02-09,31.799999237060547
2024-02-12,32.779998779296875
2024-02-13,32.400001525878906
2024-02-14,34.0099983215332
2024-02-15,34.97999954223633
2024-02-16,35.61000061035156
2024-02-20,35.38999938964844
2024-02-21,36.369998931884766
2024-02-22,36.9900016784668
2024-02-23,36.56999969482422
2024-02-26,36.5
2024-02-27,37.380001068115234
2024-02-28,37.45000076293945
2024-02-29,37.540000915527344
2024-03-01,37.720001220703125
2024-03-04,36.70000076293945
2024-03-05,36.540000915527344
2024-03-06,36.380001068115234
2024-03-07,36.68000030517578
2024-03-08,36.83000183105469
2024-03-11,36.40999984741211
2024-03-12,38.0099983215332
2024-03-13,38.90999984741211
2024-03-14,39.150001525878906
2024-03-15,39.29999923706055
2024-03-18,39.880001068115234
2024-03-19,39.63999938964844
2024-03-20,40.0099983215332
2024-03-21,40.13999938964844
2024-03-22,38.93000030517578
2024-03-25,38.4900016784668
2024-03-26,38.849998474121094
2024-03-27,40.08000183105469
2024-03-28,40.13999938964844
2024-04-01,40.0099983215332
2024-04-02,39.400001525878906
2024-04-03,38.619998931884766
2024-04-04,38.040000915527344
2024-04-05,39.040000915527344
2024-04-08,39.380001068115234
2024-04-09,40.279998779296875
2024-04-10,39.04999923706055
2024-04-11,39.290000915527344
2024-04-12,39.04999923706055
2024-04-15,38.040000915527344
2024-04-16,36.810001373291016
2024-04-17,36.5099983215332
2024-04-18,36.0
2024-04-19,35.5
2024-04-22,35.52000045776367
2024-04-23,36.939998626708984
2024-04-24,37.25
2024-04-25,36.349998474121094
2024-04-26,36.349998474121094
2024-04-29,37.540000915527344
2024-04-30,36.59000015258789
2024-05-01,37.13999938964844
2024-05-02,36.650001525878906
2024-05-03,37.40999984741211
2024-05-06,36.34000015258789
2024-05-07,36.470001220703125
2024-05-08,35.5
2024-05-09,35.810001373291016
2024-05-10,33.029998779296875
2024-05-13,28.110000610351562
2024-05-14,28.84000015258789
2024-05-15,28.770000457763672
2024-05-16,27.809999465942383
2024-05-17,27.549999237060547
2024-05-20,26.90999984741211
2024-05-21,26.309999465942383
2024-05-22,26.3799991607666
2024-05-23,25.700000762939453
2024-05-24,25.549999237060547
2024-05-28,25.200000762939453
2024-05-29,24.709999084472656
2024-05-30,24.219999313354492
2024-05-31,25.389999389648438
2024-06-03,24.850000381469727
2024-06-04,24.8799991607666
2024-06-05,27.350000381469727
2024-06-06,27.610000610351562
2024-06-07,26.510000228881836
2024-06-10,25.40999984741211
2024-06-11,25.280000686645508
2024-06-12,24.829999923706055
2024-06-13,24.700000762939453
2024-06-14,23.969999313354492
2024-06-17,24.059999465942383
2024-06-18,23.34000015258789
2024-06-20,23.93000030517578
2024-06-21,23.149999618530273
2024-06-24,23.0
2024-06-25,22.479999542236328
2024-06-26,22.68000030517578
2024-06-27,22.8799991607666
2024-06-28,23.34000015258789
2024-07-01,23.860000610351562
2024-07-02,23.799999237060547
2024-07-03,23.469999313354492
2024-07-05,23.350000381469727
2024-07-08,23.200000762939453
2024-07-09,23.200000762939453
2024-07-10,23.489999771118164
2024-07-11,24.75
2024-07-12,26.0
2024-07-15,26.989999771118164
2024-07-16,27.920000076293945
2024-07-17,26.969999313354492
2024-07-18,25.850000381469727
2024-07-19,26.030000686645508
2024-07-22,26.809999465942383
2024-07-23,25.809999465942383
2024-07-24,25.530000686645508
2024-07-25,26.219999313354492
2024-07-26,26.920000076293945
2024-07-29,27.290000915527344
2024-07-30,27.8799991607666
2024-07-31,27.59000015258789
2024-08-01,27.850000381469727
2024-08-02,26.479999542236328
2024-08-05,25.59000015258789
2024-08-06,26.209999084472656
2024-08-07,24.56999969482422
2024-08-08,24.6200008392334
2024-08-09,25.15999984741211
2024-08-12,20.040000915527344
2024-08-13,22.219999313354492
2024-08-14,23.200000762939453
2024-08-15,22.420000076293945
2024-08-16,22.280000686645508
2024-08-19,22.389999389648438
2024-08-20,22.40999984741211
2024-08-21,22.149999618530273
2024-08-22,21.40999984741211
2024-08-23,22.030000686645508
2024-08-26,22.479999542236328
2024-08-27,22.829999923706055
2024-08-28,22.6299991607666
2024-08-29,23.149999618530273
2024-08-30,23.059999465942383
2024-09-03,22.149999618530273
2024-09-04,21.290000915527344
2024-09-05,20.799999237060547
2024-09-06,20.09000015258789
2024-09-09,20.260000228881836
2024-09-10,19.90999984741211
2024-09-11,20.530000686645508
2024-09-12,20.610000610351562
2024-09-13,21.389999389648438
2024-09-16,21.690000534057617
2024-09-17,22.149999618530273
2024-09-18,22.979999542236328
2024-09-19,23.860000610351562
2024-09-20,23.899999618530273
2024-09-23,22.5
2024-09-24,22.209999084472656
2024-09-25,19.479999542236328
2024-09-26,19.799999237060547
2024-09-27,19.84000015258789
2024-09-30,20.0
2024-10-01,19.639999389648438
2024-10-02,19.149999618530273
2024-10-03,19.079999923706055
2024-10-04,18.790000915527344
2024-10-07,18.450000762939453
2024-10-08,18.670000076293945
2024-10-09,19.149999618530273
2024-10-10,18.639999389648438
2024-10-11,18.93000030517578
2024-10-14,18.43000030517578
2024-10-15,18.969999313354492
2024-10-16,19.56999969482422
2024-10-17,19.399999618530273
2024-10-18,19.889999389648438
2024-10-21,18.93000030517578
2024-10-22,17.799999237060547
2024-10-23,18.510000228881836
2024-10-24,17.3700008392334
2024-10-25,17.329999923706055
2024-10-28,17.6200008392334
2024-10-29,17.729999542236328
2024-10-30,17.149999618530273
2024-10-31,16.81999969482422
2024-11-01,16.850000381469727
2024-11-04,16.8700008392334
2024-11-05,17.100000381469727
2024-11-06,18.09000015258789
2024-11-07,18.049999237060547
2024-11-08,23.5
2024-11-11,22.75
2024-11-12,21.950000762939453
2024-11-13,21.280000686645508
2024-11-14,20.200000762939453
2024-11-15,19.34000015258789
2024-11-18,18.860000610351562
2024-11-19,18.68000030517578
2024-11-20,19.149999618530273
2024-11-21,19.5
2024-11-22,19.729999542236328
2024-11-25,20.889999389648438
2024-11-26,20.690000534057617
2024-11-27,21.549999237060547
2024-11-29,21.049999237060547
2024-12-02,21.75
2024-12-03,21.579999923706055
2024-12-04,23.729999542236328
2024-12-05,23.56999969482422
2024-12-06,21.670000076293945
2024-12-09,22.530000686645508
2024-12-10,21.149999618530273
2024-12-11,19.450000762939453
2024-12-12,20.270000457763672
2024-12-13,20.0
2024-12-16,20.309999465942383
2024-12-17,19.790000915527344
2024-12-18,18.3700008392334
2024-12-19,18.5
2024-12-20,19.260000228881836
2024-12-23,18.770000457763672
2024-12-24,18.75
2024-12-26,19.170000076293945
2024-12-27,19.360000610351562
2024-12-30,18.43000030517578
2024-12-31,18.649999618530273
2025-01-02,18.649999618530273
2025-01-03,19.280000686645508
2025-01-06,19.729999542236328
2025-01-07,19.309999465942383
2025-01-08,18.40999984741211
2025-01-10,18.190000534057617
2025-01-13,18.309999465942383
2025-01-14,17.639999389648438
2025-01-15,17.81999969482422
2025-01-16,17.809999465942383
2025-01-17,17.690000534057617
2025-01-21,18.700000762939453
2025-01-22,18.5
2025-01-23,18.450000762939453
2025-01-24,17.780000686645508
2025-01-27,17.860000610351562
2025-01-28,17.149999618530273
2025-01-29,16.5
2025-01-30,16.75
2025-01-31,16.809999465942383
2025-02-03,15.670000076293945
2025-02-04,15.800000190734863
2025-02-05,15.5600004196167
2025-02-06,15.399999618530273
2025-02-07,14.90999984741211
2025-02-10,15.069999694824219
2025-02-11,15.069999694824219
2025-02-12,14.6899995803833
2025-02-13,14.979999542236328
2025-02-14,14.970000267028809
2025-02-18,15.220000267028809
2025-02-19,15.390000343322754
2025-02-20,15.609999656677246
2025-02-21,14.880000114440918
2025-02-24,15.1899995803833
2025-02-25,14.710000038146973
2025-02-26,15.079999923706055
2025-02-27,14.050000190734863
2025-02-28,13.850000381469727
2025-03-03,10.380000114440918
2025-03-04,10.960000038146973
2025-03-05,10.890000343322754
2025-03-06,10.6899995803833
2025-03-07,10.680000305175781
2025-03-10,10.229999542236328
2025-03-11,10.050000190734863
2025-03-12,9.920000076293945
2025-03-13,9.579999923706055
2025-03-14,9.65999984741211
2025-03-17,9.979999542236328
2025-03-18,9.640000343322754
2025-03-19,9.260000228881836
2025-03-20,8.770000457763672
2025-03-21,8.770000457763672
2025-03-24,9.399999618530273
2025-03-25,8.739999771118164
2025-03-26,8.449999809265137
2025-03-27,8.359999656677246
2025-03-28,8.029999732971191
2025-03-31,7.550000190734863
2025-04-01,7.050000190734863
2025-04-02,7.510000228881836
2025-04-03,6.789999961853027
2025-04-04,6.460000038146973
2025-04-07,6.269999980926514
2025-04-08,5.699999809265137
2025-04-09,6.449999809265137
2025-04-10,5.210000038146973
2025-04-11,5.179999828338623
2025-04-14,5.360000133514404
2025-04-15,4.860000133514404
2025-04-16,5.019999980926514
2025-04-17,5.289999961853027
2025-04-21,5.199999809265137
2025-04-22,5.5
2025-04-23,5.320000171661377
2025-04-24,5.860000133514404
2025-04-25,5.920000076293945
2025-04-28,6.079999923706055
2025-04-29,6.329999923706055
2025-04-30,6.230000019073486
2025-05-01,6.079999923706055
2025-05-02,6.260000228881836
2025-05-05,5.929999828338623
2025-05-06,5.510000228881836
2025-05-07,5.630000114440918
2025-05-08,5.949999809265137
2025-05-09,6.150000095367432
2025-05-12,5.190000057220459
2025-05-13,5.0
2025-05-14,4.78000020980835
2025-05-15,4.75
2025-05-16,4.440000057220459
2025-05-19,4.449999809265137
2025-05-20,4.690000057220459
2025-05-21,4.199999809265137
2025-05-22,4.239999771118164
2025-05-23,4.059999942779541
2025-05-27,4.150000095367432
2025-05-28,4.179999828338623
2025-05-29,4.179999828338623
2025-05-30,4.300000190734863
2025-06-02,4.130000114440918
2025-06-03,4.630000114440918
2025-06-04,5.230000019073486
2025-06-05,5.119999885559082
2025-06-06,5.28000020980835
2025-06-09,5.5
2025-06-10,5.409999847412109
2025-06-11,5.429999828338623
2025-06-12,6.269999980926514
2025-06-13,5.909999847412109
2025-06-16,5.789999961853027
2025-06-17,5.460000038146973
2025-06-18,5.449999809265137
2025-06-20,5.320000171661377
2025-06-23,5.099999904632568
2025-06-24,5.309999942779541
2025-06-25,5.184999942779541
2025-06-26,5.199999809265137
2025-06-27,4.980000019073486
2025-06-30,4.940000057220459
2025-07-01,5.210000038146973
2025-07-02,5.170000076293945
2025-07-03,5.21999979019165
2025-07-07,4.449999809265137
2025-07-08,4.789999961853027
2025-07-09,5.039999961853027
2025-07-10,5.269999980926514
2025-07-11,5.110000133514404
2025-07-14,5.010000228881836
2025-07-15,4.71999979019165
2025-07-16,4.900000095367432
2025-07-17,4.949999809265137
2025-07-18,4.690000057220459
2025-07-21,4.659999847412109
2025-07-22,5.800000190734863
2025-07-23,6.309999942779541
2025-07-24,6.510000228881836
2025-07-25,6.800000190734863
2025-07-28,6.869999885559082
2025-07-29,6.360000133514404
2025-07-30,6.199999809265137
2025-07-31,5.739999771118164
2025-08-01,5.460000038146973
2025-08-04,6.420000076293945
2025-08-05,6.559999942779541
2025-08-06,6.579999923706055
2025-08-07,7.239999771118164
2025-08-08,6.579999923706055
2025-08-11,6.389999866485596
2025-08-12,7.309999942779541
2025-08-13,7.840000152587891
2025-08-14,7.900000095367432
2025-08-15,8.039999961853027
2025-08-18,7.920000076293945
2025-08-19,7.889999866485596
2025-08-20,7.730000019073486
2025-08-21,7.744999885559082
2025-08-22,8.335000038146973
2025-08-25,8.859999656677246
2025-08-26,8.979999542236328
2025-08-27,9.029999732971191
2025-08-28,9.649999618530273
2025-08-29,9.850000381469727
2025-09-02,10.010000228881836
2025-09-03,10.6899995803833
2025-09-04,10.510000228881836
2025-09-05,11.630000114440918
2025-09-08,10.319999694824219
2025-09-09,10.069999694824219
2025-09-10,10.010000228881836
2025-09-11,10.229999542236328
2025-09-12,10.100000381469727
2025-09-15,10.199999809265137
2025-09-16,10.0600004196167
2025-09-17,10.3100004196167
2025-09-18,10.649999618530273
2025-09-19,10.130000114440918
