Date,HG
2024-09-24,18.59000015258789
2024-09-25,20.360000610351562
2024-09-26,19.850000381469727
2024-09-27,19.799999237060547
2024-09-30,19.34000015258789
2024-10-01,18.729999542236328
2024-10-02,18.799999237060547
2024-10-03,18.6200008392334
2024-10-04,18.75
2024-10-07,17.540000915527344
2024-10-08,17.940000534057617
2024-10-09,18.110000610351562
2024-10-10,18.739999771118164
2024-10-11,18.5
2024-10-14,18.600000381469727
2024-10-15,18.559999465942383
2024-10-16,18.760000228881836
2024-10-17,19.139999389648438
2024-10-18,18.700000762939453
2024-10-21,18.3799991607666
2024-10-22,17.979999542236328
2024-10-23,17.780000686645508
2024-10-24,17.719999313354492
2024-10-25,17.530000686645508
2024-10-28,17.690000534057617
2024-10-29,17.3700008392334
2024-10-30,17.649999618530273
2024-10-31,17.420000076293945
2024-11-01,17.040000915527344
2024-11-04,17.549999237060547
2024-11-05,17.90999984741211
2024-11-06,18.56999969482422
2024-11-07,18.1299991607666
2024-11-08,17.799999237060547
2024-11-11,17.850000381469727
2024-11-12,17.809999465942383
2024-11-13,18.15999984741211
2024-11-14,18.170000076293945
2024-11-15,18.149999618530273
2024-11-18,18.459999084472656
2024-11-19,18.479999542236328
2024-11-20,18.6200008392334
2024-11-21,18.549999237060547
2024-11-22,19.0
2024-11-25,19.15999984741211
2024-11-26,19.239999771118164
2024-11-27,19.010000228881836
2024-11-29,19.079999923706055
2024-12-02,18.969999313354492
2024-12-03,19.079999923706055
2024-12-04,19.3799991607666
2024-12-05,19.270000457763672
2024-12-06,19.15999984741211
2024-12-09,19.149999618530273
2024-12-10,18.989999771118164
2024-12-11,19.200000762939453
2024-12-12,18.860000610351562
2024-12-13,18.729999542236328
2024-12-16,18.510000228881836
2024-12-17,18.93000030517578
2024-12-18,18.3700008392334
2024-12-19,18.959999084472656
2024-12-20,19.170000076293945
2024-12-23,19.229999542236328
2024-12-24,18.950000762939453
2024-12-26,18.959999084472656
2024-12-27,18.68000030517578
2024-12-30,18.899999618530273
2024-12-31,19.030000686645508
2025-01-02,18.690000534057617
2025-01-03,18.530000686645508
2025-01-06,18.510000228881836
2025-01-07,18.860000610351562
2025-01-08,18.860000610351562
2025-01-10,18.6299991607666
2025-01-13,18.309999465942383
2025-01-14,18.260000228881836
2025-01-15,18.709999084472656
2025-01-16,19.389999389648438
2025-01-17,19.389999389648438
2025-01-21,19.75
2025-01-22,19.09000015258789
2025-01-23,19.110000610351562
2025-01-24,19.030000686645508
2025-01-27,19.739999771118164
2025-01-28,19.719999313354492
2025-01-29,19.719999313354492
2025-01-30,19.3700008392334
2025-01-31,19.1299991607666
2025-02-03,18.799999237060547
2025-02-04,18.520000457763672
2025-02-05,18.739999771118164
2025-02-06,18.959999084472656
2025-02-07,18.889999389648438
2025-02-10,18.790000915527344
2025-02-11,19.059999465942383
2025-02-12,18.799999237060547
2025-02-13,18.899999618530273
2025-02-14,18.6299991607666
2025-02-18,18.549999237060547
2025-02-19,18.280000686645508
2025-02-20,18.149999618530273
2025-02-21,17.829999923706055
2025-02-24,17.739999771118164
2025-02-25,18.260000228881836
2025-02-26,18.40999984741211
2025-02-27,19.360000610351562
2025-02-28,19.559999465942383
2025-03-03,19.600000381469727
2025-03-04,19.8700008392334
2025-03-05,20.940000534057617
2025-03-06,21.030000686645508
2025-03-07,20.90999984741211
2025-03-10,20.670000076293945
2025-03-11,20.709999084472656
2025-03-12,20.389999389648438
2025-03-13,20.219999313354492
2025-03-14,19.969999313354492
2025-03-17,20.309999465942383
2025-03-18,20.719999313354492
2025-03-19,21.030000686645508
2025-03-20,21.170000076293945
2025-03-21,20.739999771118164
2025-03-24,21.34000015258789
2025-03-25,21.43000030517578
2025-03-26,21.239999771118164
2025-03-27,21.579999923706055
2025-03-28,21.34000015258789
2025-03-31,20.729999542236328
2025-04-01,21.25
2025-04-02,21.15999984741211
2025-04-03,21.06999969482422
2025-04-04,19.239999771118164
2025-04-07,18.3799991607666
2025-04-08,18.0
2025-04-09,18.450000762939453
2025-04-10,17.68000030517578
2025-04-11,17.459999084472656
2025-04-14,18.25
2025-04-15,18.530000686645508
2025-04-16,18.350000381469727
2025-04-17,18.559999465942383
2025-04-21,17.899999618530273
2025-04-22,18.469999313354492
2025-04-23,18.229999542236328
2025-04-24,18.139999389648438
2025-04-25,18.15999984741211
2025-04-28,18.3799991607666
2025-04-29,18.700000762939453
2025-04-30,18.5
2025-05-01,18.170000076293945
2025-05-02,18.850000381469727
2025-05-05,19.059999465942383
2025-05-06,19.079999923706055
2025-05-07,19.209999084472656
2025-05-08,20.280000686645508
2025-05-09,20.639999389648438
2025-05-12,20.479999542236328
2025-05-13,20.670000076293945
2025-05-14,20.40999984741211
2025-05-15,20.8700008392334
2025-05-16,21.079999923706055
2025-05-19,21.25
2025-05-20,21.260000228881836
2025-05-21,21.18000030517578
2025-05-22,20.65999984741211
2025-05-23,20.610000610351562
2025-05-27,20.899999618530273
2025-05-28,20.889999389648438
2025-05-29,21.670000076293945
2025-05-30,21.760000228881836
2025-06-02,22.31999969482422
2025-06-03,22.020000457763672
2025-06-04,22.079999923706055
2025-06-05,21.06999969482422
2025-06-06,21.459999084472656
2025-06-09,21.059999465942383
2025-06-10,20.950000762939453
2025-06-11,20.90999984741211
2025-06-12,21.389999389648438
2025-06-13,21.100000381469727
2025-06-16,21.399999618530273
2025-06-17,20.850000381469727
2025-06-18,20.809999465942383
2025-06-20,20.90999984741211
2025-06-23,21.190000534057617
2025-06-24,21.360000610351562
2025-06-25,20.979999542236328
2025-06-26,21.649999618530273
2025-06-27,21.440000534057617
2025-06-30,21.6200008392334
2025-07-01,21.719999313354492
2025-07-02,21.100000381469727
2025-07-03,21.389999389648438
2025-07-07,21.190000534057617
2025-07-08,21.09000015258789
2025-07-09,21.049999237060547
2025-07-10,20.610000610351562
2025-07-11,20.530000686645508
2025-07-14,20.93000030517578
2025-07-15,20.739999771118164
2025-07-16,21.170000076293945
2025-07-17,21.280000686645508
2025-07-18,21.1200008392334
2025-07-21,21.030000686645508
2025-07-22,21.610000610351562
2025-07-23,21.709999084472656
2025-07-24,21.280000686645508
2025-07-25,21.549999237060547
2025-07-28,21.329999923706055
2025-07-29,21.6299991607666
2025-07-30,21.350000381469727
2025-07-31,21.489999771118164
2025-08-01,21.149999618530273
2025-08-04,21.3799991607666
2025-08-05,21.18000030517578
2025-08-06,21.549999237060547
2025-08-07,22.290000915527344
2025-08-08,22.3799991607666
2025-08-11,22.670000076293945
2025-08-12,23.309999465942383
2025-08-13,23.959999084472656
2025-08-14,24.399999618530273
2025-08-15,23.350000381469727
2025-08-18,23.020000457763672
2025-08-19,23.200000762939453
2025-08-20,23.81999969482422
2025-08-21,24.09000015258789
2025-08-22,24.100000381469727
2025-08-25,23.459999084472656
2025-08-26,23.360000610351562
2025-08-27,24.260000228881836
2025-08-28,23.959999084472656
2025-08-29,23.84000015258789
2025-09-02,23.700000762939453
2025-09-03,24.34000015258789
2025-09-04,24.59000015258789
2025-09-05,24.420000076293945
2025-09-08,24.010000228881836
2025-09-09,23.75
2025-09-10,23.579999923706055
2025-09-11,24.270000457763672
2025-09-12,24.290000915527344
2025-09-15,24.15999984741211
2025-09-16,23.469999313354492
2025-09-17,23.559999465942383
2025-09-18,24.43000030517578
2025-09-19,24.3799991607666
