Date,SAIL
2025-02-13,22.0
2025-02-14,24.549999237060547
2025-02-18,25.700000762939453
2025-02-19,24.75
2025-02-20,24.530000686645508
2025-02-21,23.559999465942383
2025-02-24,23.350000381469727
2025-02-25,23.709999084472656
2025-02-26,24.059999465942383
2025-02-27,23.600000381469727
2025-02-28,24.0
2025-03-03,23.56999969482422
2025-03-04,23.270000457763672
2025-03-05,23.40999984741211
2025-03-06,23.0
2025-03-07,22.049999237060547
2025-03-10,19.739999771118164
2025-03-11,19.270000457763672
2025-03-12,19.270000457763672
2025-03-13,18.1200008392334
2025-03-14,18.700000762939453
2025-03-17,19.81999969482422
2025-03-18,19.739999771118164
2025-03-19,19.950000762939453
2025-03-20,19.8799991607666
2025-03-21,20.25
2025-03-24,21.229999542236328
2025-03-25,21.799999237060547
2025-03-26,21.540000915527344
2025-03-27,20.520000457763672
2025-03-28,19.540000915527344
2025-03-31,18.75
2025-04-01,18.290000915527344
2025-04-02,18.950000762939453
2025-04-03,17.549999237060547
2025-04-04,15.960000038146973
2025-04-07,16.510000228881836
2025-04-08,16.34000015258789
2025-04-09,17.81999969482422
2025-04-10,17.1200008392334
2025-04-11,17.559999465942383
2025-04-14,17.219999313354492
2025-04-15,17.40999984741211
2025-04-16,16.889999389648438
2025-04-17,17.079999923706055
2025-04-21,15.649999618530273
2025-04-22,16.049999237060547
2025-04-23,16.329999923706055
2025-04-24,17.0
2025-04-25,17.1200008392334
2025-04-28,17.06999969482422
2025-04-29,17.31999969482422
2025-04-30,17.15999984741211
2025-05-01,17.469999313354492
2025-05-02,18.700000762939453
2025-05-05,19.389999389648438
2025-05-06,17.84000015258789
2025-05-07,18.3799991607666
2025-05-08,18.790000915527344
2025-05-09,18.6200008392334
2025-05-12,19.829999923706055
2025-05-13,19.579999923706055
2025-05-14,18.989999771118164
2025-05-15,18.6299991607666
2025-05-16,18.6299991607666
2025-05-19,18.350000381469727
2025-05-20,17.790000915527344
2025-05-21,17.18000030517578
2025-05-22,17.239999771118164
2025-05-23,17.09000015258789
2025-05-27,17.540000915527344
2025-05-28,17.610000610351562
2025-05-29,17.3700008392334
2025-05-30,17.6200008392334
2025-06-02,17.34000015258789
2025-06-03,17.780000686645508
2025-06-04,18.049999237060547
2025-06-05,18.020000457763672
2025-06-06,19.06999969482422
2025-06-09,19.18000030517578
2025-06-10,19.649999618530273
2025-06-11,22.530000686645508
2025-06-12,23.299999237060547
2025-06-13,22.610000610351562
2025-06-16,23.399999618530273
2025-06-17,22.950000762939453
2025-06-18,22.950000762939453
2025-06-20,22.600000381469727
2025-06-23,23.520000457763672
2025-06-24,24.260000228881836
2025-06-25,23.190000534057617
2025-06-26,23.610000610351562
2025-06-27,22.770000457763672
2025-06-30,22.860000610351562
2025-07-01,21.709999084472656
2025-07-02,21.729999542236328
2025-07-03,22.15999984741211
2025-07-07,21.969999313354492
2025-07-08,21.90999984741211
2025-07-09,21.90999984741211
2025-07-10,20.920000076293945
2025-07-11,20.18000030517578
2025-07-14,20.6299991607666
2025-07-15,20.360000610351562
2025-07-16,20.600000381469727
2025-07-17,20.43000030517578
2025-07-18,21.31999969482422
2025-07-21,20.649999618530273
2025-07-22,20.68000030517578
2025-07-23,20.790000915527344
2025-07-24,20.469999313354492
2025-07-25,20.239999771118164
2025-07-28,20.510000228881836
2025-07-29,21.68000030517578
2025-07-30,21.84000015258789
2025-07-31,22.34000015258789
2025-08-01,20.6200008392334
2025-08-04,20.600000381469727
2025-08-05,19.5
2025-08-06,20.239999771118164
2025-08-07,20.030000686645508
2025-08-08,19.190000534057617
2025-08-11,18.34000015258789
2025-08-12,18.950000762939453
2025-08-13,19.899999618530273
2025-08-14,19.829999923706055
2025-08-15,20.469999313354492
2025-08-18,20.329999923706055
2025-08-19,19.65999984741211
2025-08-20,19.59000015258789
2025-08-21,19.510000228881836
2025-08-22,20.5
2025-08-25,20.34000015258789
2025-08-26,20.110000610351562
2025-08-27,20.3700008392334
2025-08-28,20.770000457763672
2025-08-29,20.639999389648438
2025-09-02,20.979999542236328
2025-09-03,21.030000686645508
2025-09-04,21.059999465942383
2025-09-05,21.979999542236328
2025-09-08,22.389999389648438
2025-09-09,20.65999984741211
2025-09-10,19.809999465942383
2025-09-11,20.84000015258789
2025-09-12,21.610000610351562
2025-09-15,21.690000534057617
2025-09-16,21.610000610351562
2025-09-17,21.110000610351562
2025-09-18,22.43000030517578
2025-09-19,22.739999771118164
