Date,AWR
2010-01-04,12.675261497497559
2010-01-05,12.388298988342285
2010-01-06,12.314811706542969
2010-01-07,12.241318702697754
2010-01-08,12.188824653625488
2010-01-11,12.143330574035645
2010-01-12,12.160828590393066
2010-01-13,12.174826622009277
2010-01-14,12.25881290435791
2010-01-15,12.069841384887695
2010-01-19,12.080337524414062
2010-01-20,11.950860977172852
2010-01-21,11.786382675170898
2010-01-22,11.730389595031738
2010-01-25,11.768885612487793
2010-01-26,11.628900527954102
2010-01-27,11.740884780883789
2010-01-28,11.649898529052734
2010-01-29,11.625402450561523
2010-02-01,11.674397468566895
2010-02-02,11.677895545959473
2010-02-03,11.593908309936523
2010-02-04,11.390933990478516
2010-02-05,11.457428932189941
2010-02-08,11.226459503173828
2010-02-09,11.250956535339355
2010-02-10,11.20509147644043
2010-02-11,11.250956535339355
2010-02-12,11.307403564453125
2010-02-16,11.46263599395752
2010-02-17,11.497919082641602
2010-02-18,11.617874145507812
2010-02-19,11.75546646118164
2010-02-22,11.75546646118164
2010-02-23,11.787217140197754
2010-02-24,11.81897258758545
2010-02-25,11.75899600982666
2010-02-26,11.346213340759277
2010-03-01,11.444995880126953
2010-03-02,11.536730766296387
2010-03-03,11.826026916503906
2010-03-04,12.027125358581543
2010-03-05,12.214113235473633
2010-03-08,12.111801147460938
2010-03-09,11.963624954223633
2010-03-10,11.924809455871582
2010-03-11,11.903646469116211
2010-03-12,11.466167449951172
2010-03-15,11.480278015136719
2010-03-16,11.660209655761719
2010-03-17,12.044770240783691
2010-03-18,12.115326881408691
2010-03-19,12.055350303649902
2010-03-22,12.020071983337402
2010-03-23,12.18236255645752
2010-03-24,12.03418254852295
2010-03-25,12.020071983337402
2010-03-26,12.020071983337402
2010-03-29,12.168246269226074
2010-03-30,12.36935043334961
2010-03-31,12.24233627319336
2010-04-01,12.418743133544922
2010-04-05,12.683342933654785
2010-04-06,12.891499519348145
2010-04-07,13.036148071289062
2010-04-08,13.039678573608398
2010-04-09,13.343088150024414
2010-04-12,13.067901611328125
2010-04-13,13.067901611328125
2010-04-14,13.170212745666504
2010-04-15,13.381897926330566
2010-04-16,13.272531509399414
2010-04-19,13.276056289672852
2010-04-20,13.494792938232422
2010-04-21,13.71353530883789
2010-04-22,13.424233436584473
2010-04-23,13.438353538513184
2010-04-26,13.265475273132324
2010-04-27,13.14905071258545
2010-04-28,13.152572631835938
2010-04-29,13.413652420043945
2010-04-30,13.166683197021484
2010-05-03,13.544190406799316
2010-05-04,13.357203483581543
2010-05-05,13.191381454467773
2010-05-06,12.91619873046875
2010-05-07,12.743317604064941
2010-05-10,13.084468841552734
2010-05-11,13.663712501525879
2010-05-12,13.784540176391602
2010-05-13,13.81296443939209
2010-05-14,13.88048267364502
2010-05-17,13.589080810546875
2010-05-18,13.3900785446167
2010-05-19,12.874807357788086
2010-05-20,12.114322662353516
2010-05-21,12.03614616394043
2010-05-24,11.997058868408203
2010-05-25,11.986395835876465
2010-05-26,12.03614616394043
2010-05-27,12.338205337524414
2010-05-28,12.213828086853027
2010-06-01,12.057466506958008
2010-06-02,12.30978012084961
2010-06-03,12.466133117675781
2010-06-04,11.744750022888184
2010-06-07,11.350296974182129
2010-06-08,11.577730178833008
2010-06-09,11.3787260055542
2010-06-10,11.50310230255127
2010-06-11,11.613264083862305
2010-06-14,11.684340476989746
2010-06-15,11.780288696289062
2010-06-16,11.826486587524414
2010-06-17,11.979291915893555
2010-06-18,12.124987602233887
2010-06-21,12.164079666137695
2010-06-22,12.011272430419922
2010-06-23,11.965070724487305
2010-06-24,11.94019889831543
2010-06-25,12.178295135498047
2010-06-28,12.139203071594238
2010-06-29,11.755414962768555
2010-06-30,11.776737213134766
2010-07-01,11.606160163879395
2010-07-02,11.652355194091797
2010-07-06,11.780288696289062
2010-07-07,12.188955307006836
2010-07-08,12.377293586730957
2010-07-09,12.419937133789062
2010-07-12,12.110774993896484
2010-07-13,12.391511917114258
2010-07-14,12.44126033782959
2010-07-15,12.40572452545166
2010-07-16,11.94019889831543
2010-07-19,12.110774993896484
2010-07-20,12.373741149902344
2010-07-21,12.050366401672363
2010-07-22,12.44836711883545
2010-07-23,12.633160591125488
2010-07-26,12.899678230285645
2010-07-27,13.045378684997559
2010-07-28,12.874807357788086
2010-07-29,12.75753402709961
2010-07-30,12.537210464477539
2010-08-02,12.72199821472168
2010-08-03,12.69001579284668
2010-08-04,12.817944526672363
2010-08-05,12.442107200622559
2010-08-06,11.898035049438477
2010-08-09,11.966042518615723
2010-08-10,11.851499557495117
2010-08-11,11.618836402893066
2010-08-12,11.81928825378418
2010-08-13,11.740537643432617
2010-08-16,11.790648460388184
2010-08-17,11.905196189880371
2010-08-18,11.715481758117676
2010-08-19,11.353961944580078
