Date,MTG
2010-01-04,5.374870777130127
2010-01-05,5.634527206420898
2010-01-06,5.426801681518555
2010-01-07,5.850904941558838
2010-01-08,6.075940132141113
2010-01-11,6.0499749183654785
2010-01-12,5.556630611419678
2010-01-13,5.781663417816162
2010-01-14,5.790319919586182
2010-01-15,5.444112777709961
2010-01-19,5.617214679718018
2010-01-20,5.807629108428955
2010-01-21,5.487389087677002
2010-01-22,5.322939872741699
2010-01-25,5.2450432777404785
2010-01-26,5.747043132781982
2010-01-27,5.7124223709106445
2010-01-28,5.643181324005127
2010-01-29,5.236388206481934
2010-02-01,5.573939323425293
2010-02-02,5.894181728363037
2010-02-03,5.729732036590576
2010-02-04,5.296973705291748
2010-02-05,5.444112777709961
2010-02-08,5.175800323486328
2010-02-09,5.366215229034424
2010-02-10,5.305629730224609
2010-02-11,5.522008895874023
2010-02-12,5.721077919006348
2010-02-16,5.963422775268555
2010-02-17,5.885526180267334
2010-02-18,6.179802894592285
2010-02-19,6.439458847045898
2010-02-22,6.517356872558594
2010-02-23,6.6991143226623535
2010-02-24,6.621217250823975
2010-02-25,6.915492534637451
2010-02-26,6.6298723220825195
2010-03-01,6.577940464019775
2010-03-02,6.86356258392334
2010-03-03,6.74238920211792
2010-03-04,6.9241485595703125
2010-03-05,7.201114177703857
2010-03-08,7.114563465118408
2010-03-09,7.339598178863525
2010-03-10,7.426149368286133
2010-03-11,7.408839225769043
2010-03-12,7.279011249542236
2010-03-15,7.097251892089844
2010-03-16,7.348252296447754
2010-03-17,7.313633441925049
2010-03-18,7.348252296447754
2010-03-19,7.322287082672119
2010-03-22,7.599252700805664
2010-03-23,7.729079723358154
2010-03-24,8.222426414489746
2010-03-25,7.720426559448242
2010-03-26,8.71577262878418
2010-03-29,8.767704010009766
2010-03-30,8.767704010009766
2010-03-31,9.494738578796387
2010-04-01,9.641878128051758
2010-04-05,10.52470588684082
2010-04-06,10.29967212677002
2010-04-07,9.962119102478027
2010-04-08,10.342947959899902
2010-04-09,10.481429100036621
2010-04-12,10.723777770996094
2010-04-13,10.490086555480957
2010-04-14,11.251742362976074
2010-04-15,11.355603218078613
2010-04-16,10.905532836914062
2010-04-19,10.827640533447266
2010-04-20,9.572636604309082
2010-04-21,9.73708438873291
2010-04-22,10.04001522064209
2010-04-23,9.892877578735352
2010-04-26,9.918842315673828
2010-04-27,8.897528648376465
2010-04-28,8.871566772460938
2010-04-29,9.468771934509277
2010-04-30,9.027356147766113
2010-05-03,9.676497459411621
2010-05-04,8.845599174499512
2010-05-05,8.222426414489746
2010-05-06,7.555978298187256
2010-05-07,7.434803009033203
2010-05-10,8.300323486328125
2010-05-11,8.109910011291504
2010-05-12,8.542668342590332
2010-05-13,8.386877059936523
2010-05-14,7.772355079650879
2010-05-17,7.798322677612305
2010-05-18,7.339598178863525
2010-05-19,7.755046844482422
2010-05-20,7.114563465118408
2010-05-21,7.521357536315918
2010-05-24,7.123218059539795
2010-05-25,7.443460941314697
2010-05-26,7.41749382019043
2010-05-27,7.980079650878906
2010-05-28,8.101253509521484
2010-06-01,7.3742194175720215
2010-06-02,7.400184154510498
2010-06-03,7.512702465057373
2010-06-04,6.958767890930176
2010-06-07,6.439458847045898
2010-06-08,6.422147750854492
2010-06-09,6.422147750854492
2010-06-10,7.019355297088623
2010-06-11,7.105907917022705
2010-06-14,7.296322345733643
2010-06-15,7.850254535675049
2010-06-16,7.564633846282959
2010-06-17,7.5040459632873535
2010-06-18,7.651183128356934
2010-06-21,7.408839225769043
2010-06-22,7.088597774505615
2010-06-23,6.655838489532471
2010-06-24,6.837596416473389
2010-06-25,6.941458225250244
2010-06-28,6.6991143226623535
2010-06-29,6.205768585205078
2010-06-30,5.963422775268555
2010-07-01,6.058629512786865
2010-07-02,6.119215965270996
2010-07-06,6.110561370849609
2010-07-07,6.491389274597168
2010-07-08,6.733734607696533
2010-07-09,6.889527320861816
2010-07-12,6.802977085113525
2010-07-13,7.019355297088623
2010-07-14,6.993389129638672
2010-07-15,7.114563465118408
2010-07-16,6.586596965789795
2010-07-19,6.768355369567871
2010-07-20,7.400184154510498
2010-07-21,7.123218059539795
2010-07-22,7.452115058898926
2010-07-23,7.841598987579346
2010-07-26,7.729079723358154
2010-07-27,7.581942558288574
2010-07-28,7.68580436706543
2010-07-29,7.5905985832214355
2010-07-30,7.434803009033203
2010-08-02,7.668493270874023
2010-08-03,7.279011249542236
2010-08-04,7.201114177703857
2010-08-05,7.5040459632873535
2010-08-06,7.0539751052856445
2010-08-09,7.105907917022705
