Date,WAB
2010-01-04,19.46588706970215
2010-01-05,19.470556259155273
2010-01-06,19.591876983642578
2010-01-07,19.610532760620117
2010-01-08,19.927797317504883
2010-01-11,19.73651123046875
2010-01-12,19.57320213317871
2010-01-13,19.74583625793457
2010-01-14,19.44256591796875
2010-01-15,19.00864028930664
2010-01-19,19.00397300720215
2010-01-20,18.79867172241211
2010-01-21,18.588708877563477
2010-01-22,18.430070877075195
2010-01-25,18.308761596679688
2010-01-26,18.089468002319336
2010-01-27,18.089468002319336
2010-01-28,17.636877059936523
2010-01-29,17.88417625427246
2010-02-01,17.944820404052734
2010-02-02,18.024141311645508
2010-02-03,17.744190216064453
2010-02-04,17.212289810180664
2010-02-05,17.263608932495117
2010-02-08,17.27294158935547
2010-02-09,17.403579711914062
2010-02-10,17.277572631835938
2010-02-11,17.599599838256836
2010-02-12,17.571609497070312
2010-02-16,17.767621994018555
2010-02-17,17.926305770874023
2010-02-18,18.248327255249023
2010-02-19,18.308998107910156
2010-02-22,18.36967658996582
2010-02-23,18.047651290893555
2010-02-24,17.613603591918945
2010-02-25,17.81429100036621
2010-02-26,17.8002872467041
2010-03-01,18.15499496459961
2010-03-02,18.267005920410156
2010-03-03,18.36034393310547
2010-03-04,18.43035316467285
2010-03-05,18.72904396057129
2010-03-08,18.80371856689453
2010-03-09,19.16307830810547
2010-03-10,19.419767379760742
2010-03-11,19.58312225341797
2010-03-12,19.881818771362305
2010-03-15,19.96115493774414
2010-03-16,20.222511291503906
2010-03-17,20.3858642578125
2010-03-18,20.199172973632812
2010-03-19,19.895816802978516
2010-03-22,20.133834838867188
2010-03-23,20.59588623046875
2010-03-24,20.47453498840332
2010-03-25,20.311180114746094
2010-03-26,20.25518035888672
2010-03-29,20.26451301574707
2010-03-30,19.956480026245117
2010-03-31,19.657787322998047
2010-04-01,19.9051513671875
2010-04-05,20.399858474731445
2010-04-06,20.23184585571289
2010-04-07,19.359100341796875
2010-04-08,19.69513702392578
2010-04-09,19.881818771362305
2010-04-12,20.045166015625
2010-04-13,20.259859085083008
2010-04-14,21.57596778869629
2010-04-15,22.00067138671875
2010-04-16,22.13602066040039
2010-04-19,22.201358795166016
2010-04-20,22.178020477294922
2010-04-21,22.584064483642578
2010-04-22,22.83608627319336
2010-04-23,23.400802612304688
2010-04-26,23.531482696533203
2010-04-27,22.64473533630371
2010-04-28,22.248023986816406
2010-04-29,22.616737365722656
2010-04-30,22.20602798461914
2010-05-03,22.766077041625977
2010-05-04,22.052013397216797
2010-05-05,21.65530776977539
2010-05-06,21.095256805419922
2010-05-07,20.58187484741211
2010-05-10,21.89333152770996
2010-05-11,22.00067138671875
2010-05-12,23.092777252197266
2010-05-13,22.79869270324707
2010-05-14,21.897756576538086
2010-05-17,21.68303108215332
2010-05-18,21.332927703857422
2010-05-19,20.82878303527832
2010-05-20,20.04454231262207
2010-05-21,20.287281036376953
2010-05-24,20.007204055786133
2010-05-25,19.750463485717773
2010-05-26,19.736452102661133
2010-05-27,20.600048065185547
2010-05-28,20.235937118530273
2010-06-01,19.587078094482422
2010-06-02,20.09122657775879
2010-06-03,20.572036743164062
2010-06-04,19.587078094482422
2010-06-07,19.045589447021484
2010-06-08,19.241640090942383
2010-06-09,19.419038772583008
2010-06-10,20.22193145751953
2010-06-11,20.217262268066406
2010-06-14,20.333969116210938
2010-06-15,20.908130645751953
2010-06-16,20.856786727905273
2010-06-17,20.674732208251953
2010-06-18,20.553369522094727
2010-06-21,20.380640029907227
2010-06-22,19.741121292114258
2010-06-23,19.57307243347168
2010-06-24,19.07826042175293
2010-06-25,19.246313095092773
2010-06-28,19.33966827392578
2010-06-29,18.709497451782227
2010-06-30,18.620792388916016
2010-07-01,18.527429580688477
2010-07-02,18.4947566986084
2010-07-06,18.06529998779297
2010-07-07,18.35471534729004
2010-07-08,18.78883934020996
2010-07-09,19.138944625854492
2010-07-12,18.86353874206543
2010-07-13,19.741121292114258
2010-07-14,19.94184684753418
2010-07-15,20.506689071655273
2010-07-16,19.79247283935547
2010-07-19,20.011863708496094
2010-07-20,20.259275436401367
2010-07-21,20.09589385986328
2010-07-22,20.74941635131836
2010-07-23,21.094860076904297
2010-07-26,21.388938903808594
2010-07-27,20.987489700317383
2010-07-28,20.707408905029297
2010-07-29,20.712074279785156
2010-07-30,20.824106216430664
2010-08-02,21.183549880981445
2010-08-03,20.945470809936523
2010-08-04,21.16488265991211
2010-08-05,21.066850662231445
2010-08-06,20.786760330200195
2010-08-09,21.062170028686523
2010-08-10,20.861448287963867
2010-08-11,19.834487915039062
2010-08-12,19.624427795410156
2010-08-13,19.43766975402832
2010-08-16,19.577730178833008
2010-08-17,20.394826889038086
2010-08-18,20.450857162475586
2010-08-19,19.9559383392334
2010-08-20,19.92790985107422
