Date,SILA
2024-06-13,20.948043823242188
2024-06-14,21.141836166381836
2024-06-17,20.745023727416992
2024-06-18,20.163644790649414
2024-06-20,19.73914909362793
2024-06-21,19.51767349243164
2024-06-24,19.10240364074707
2024-06-25,19.25005340576172
2024-06-26,18.963977813720703
2024-06-27,18.908611297607422
2024-06-28,19.5361270904541
2024-07-01,19.148880004882812
2024-07-02,19.176738739013672
2024-07-03,19.455333709716797
2024-07-05,19.873228073120117
2024-07-08,19.873228073120117
2024-07-09,19.882516860961914
2024-07-10,20.105392456054688
2024-07-11,20.513999938964844
2024-07-12,20.88546371459961
2024-07-15,20.94118309020996
2024-07-16,21.071195602416992
2024-07-17,21.089767456054688
2024-07-18,20.93189811706543
2024-07-19,21.00619125366211
2024-07-22,21.498376846313477
2024-07-23,21.879127502441406
2024-07-24,22.009138107299805
2024-07-25,22.0277099609375
2024-07-26,22.07414436340332
2024-07-29,22.259870529174805
2024-07-30,22.04628562927246
2024-07-31,21.79693603515625
2024-08-01,21.824951171875
2024-08-02,22.319913864135742
2024-08-05,21.30197525024414
2024-08-06,22.133136749267578
2024-08-07,20.872386932373047
2024-08-08,20.5642032623291
2024-08-09,20.508169174194336
2024-08-12,19.985193252563477
2024-08-13,20.143957138061523
2024-08-14,20.872386932373047
2024-08-15,21.059162139892578
2024-08-16,20.732303619384766
2024-08-19,21.031147003173828
2024-08-20,21.30197525024414
2024-08-21,21.43271827697754
2024-08-22,21.63817596435547
2024-08-23,22.151809692382812
2024-08-26,22.67479133605957
2024-08-27,22.57206153869629
2024-08-28,22.656112670898438
2024-08-29,22.23586082458496
2024-08-30,22.172941207885742
2024-09-03,22.304418563842773
2024-09-04,23.008769989013672
2024-09-05,23.929119110107422
2024-09-06,24.088773727416992
2024-09-09,23.074508666992188
2024-09-10,23.572248458862305
2024-09-11,23.5628604888916
2024-09-12,23.403207778930664
2024-09-13,23.60042381286621
2024-09-16,23.525293350219727
2024-09-17,23.45955467224121
2024-09-18,23.38442039489746
2024-09-19,23.60981559753418
2024-09-20,23.66616439819336
2024-09-23,24.47381591796875
2024-09-24,24.746166229248047
2024-09-25,24.013643264770508
2024-09-26,23.825817108154297
2024-09-27,23.882164001464844
2024-09-30,23.87555694580078
2024-10-01,24.10213279724121
2024-10-02,23.979402542114258
2024-10-03,24.10213279724121
2024-10-04,23.74338722229004
2024-10-07,23.84723472595215
2024-10-08,23.488487243652344
2024-10-09,23.365758895874023
2024-10-10,23.507366180419922
2024-10-11,23.969961166381836
2024-10-14,24.10213279724121
2024-10-15,24.49864387512207
2024-10-16,24.272066116333008
2024-10-17,24.630813598632812
2024-10-18,24.640256881713867
2024-10-21,24.460880279541016
2024-10-22,24.281505584716797
2024-10-23,24.45143699645996
2024-10-24,24.31926727294922
2024-10-25,23.800029754638672
2024-10-28,23.790590286254883
2024-10-29,23.951082229614258
2024-10-30,24.309831619262695
2024-10-31,23.895126342773438
2024-11-01,23.638904571533203
2024-11-04,23.95206642150879
2024-11-05,24.094409942626953
2024-11-06,22.775341033935547
2024-11-07,23.487070083618164
2024-11-08,23.468090057373047
2024-11-11,23.42064094543457
2024-11-12,23.06951904296875
2024-11-13,23.097991943359375
2024-11-14,22.946155548095703
2024-11-15,23.173908233642578
2024-11-18,23.610435485839844
2024-11-19,24.094409942626953
2024-11-20,24.151351928710938
2024-11-21,24.28420639038086
2024-11-22,23.914108276367188
2024-11-25,24.606855392456055
2024-11-26,24.834611892700195
2024-11-27,24.929508209228516
2024-11-29,25.380657196044922
2024-12-02,25.113590240478516
2024-12-03,24.569923400878906
2024-12-04,24.369625091552734
2024-12-05,24.169328689575195
2024-12-06,24.455469131469727
2024-12-09,24.44593048095703
2024-12-10,24.22655487060547
2024-12-11,24.02625846862793
2024-12-12,23.98810577392578
2024-12-13,24.217016220092773
2024-12-16,24.302858352661133
2024-12-17,23.74965476989746
2024-12-18,22.996152877807617
2024-12-19,22.85308074951172
2024-12-20,23.329980850219727
2024-12-23,23.215526580810547
2024-12-24,23.51120376586914
2024-12-26,23.15829849243164
2024-12-27,22.96753692626953
2024-12-30,22.948461532592773
2024-12-31,23.19645118713379
2025-01-02,22.881696701049805
2025-01-03,23.053380966186523
2025-01-06,22.586017608642578
2025-01-07,22.175884246826172
2025-01-08,22.051889419555664
2025-01-10,22.099578857421875
2025-01-13,22.2617244720459
2025-01-14,22.471561431884766
2025-01-15,22.87215805053711
2025-01-16,23.215526580810547
2025-01-17,23.09153175354004
2025-01-21,23.139223098754883
2025-01-22,22.63370704650879
2025-01-23,22.96753692626953
2025-01-24,23.17737579345703
2025-01-27,23.587509155273438
2025-01-28,23.453977584838867
2025-01-29,22.757701873779297
2025-01-30,23.282291412353516
2025-01-31,23.711503982543945
2025-02-03,23.730579376220703
2025-02-04,23.883190155029297
2025-02-05,24.217016220092773
2025-02-06,24.255170822143555
2025-02-07,24.083486557006836
2025-02-10,23.854572296142578
2025-02-11,23.997644424438477
2025-02-12,23.949954986572266
2025-02-13,24.503158569335938
2025-02-14,24.188404083251953
2025-02-18,24.07394790649414
2025-02-19,23.68288803100586
2025-02-20,23.883190155029297
2025-02-21,23.349056243896484
2025-02-24,23.02476692199707
2025-02-25,23.368135452270508
2025-02-26,23.358596801757812
2025-02-27,23.78780746459961
2025-02-28,24.24563217163086
2025-03-03,24.33147621154785
2025-03-04,23.70196533203125
2025-03-05,24.33147621154785
2025-03-06,23.978567123413086
2025-03-07,24.283782958984375
2025-03-10,24.255170822143555
2025-03-11,24.236093521118164
2025-03-12,24.623716354370117
2025-03-13,23.838781356811523
2025-03-14,24.87567138671875
2025-03-17,25.369890213012695
2025-03-18,25.709060668945312
2025-03-19,25.495864868164062
2025-03-20,25.476486206054688
2025-03-21,25.108243942260742
2025-03-24,25.369890213012695
2025-03-25,25.05010223388672
2025-03-26,25.108243942260742
2025-03-27,25.27298355102539
2025-03-28,25.650915145874023
2025-03-31,25.88348960876465
2025-04-01,25.8447265625
2025-04-02,26.36801528930664
2025-04-03,26.16451644897461
2025-04-04,24.555883407592773
2025-04-07,24.17795181274414
2025-04-08,23.984140396118164
2025-04-09,25.234222412109375
2025-04-10,24.546192169189453
2025-04-11,24.672168731689453
2025-04-14,25.117935180664062
2025-04-15,25.524940490722656
2025-04-16,25.5927734375
2025-04-17,25.8447265625
2025-04-21,24.846599578857422
2025-04-22,25.14700698852539
2025-04-23,25.360200881958008
