Date,SILA
2025-04-24,25.40865135192871
2025-04-25,25.13731575012207
2025-04-28,25.195459365844727
2025-04-29,24.846599578857422
2025-04-30,24.9628849029541
2025-05-01,24.74969482421875
2025-05-02,25.28267478942871
2025-05-05,25.224533081054688
2025-05-06,25.0404109954834
2025-05-07,24.778764724731445
2025-05-08,24.536500930786133
2025-05-09,24.856290817260742
2025-05-12,24.56557273864746
2025-05-13,24.31361961364746
2025-05-14,23.829090118408203
2025-05-15,24.662479400634766
2025-05-16,25.234222412109375
2025-05-19,25.205150604248047
2025-05-20,25.31174659729004
2025-05-21,24.55396842956543
2025-05-22,23.97333335876465
2025-05-23,24.012697219848633
2025-05-27,24.54412841796875
2025-05-28,24.43587303161621
2025-05-29,24.386667251586914
2025-05-30,24.524444580078125
2025-06-02,24.386667251586914
2025-06-03,24.130794525146484
2025-06-04,24.258729934692383
2025-06-05,24.120952606201172
2025-06-06,23.98317527770996
2025-06-09,23.96349334716797
2025-06-10,24.327617645263672
2025-06-11,23.766666412353516
2025-06-12,23.97333335876465
2025-06-13,23.72730255126953
2025-06-16,23.560001373291016
2025-06-17,23.78635025024414
2025-06-18,23.66825294494629
2025-06-20,23.835554122924805
2025-06-23,23.865079879760742
2025-06-24,23.71746063232422
2025-06-25,23.4714298248291
2025-06-26,23.894603729248047
2025-06-27,23.64857292175293
2025-06-30,23.294286727905273
2025-07-01,23.09745979309082
2025-07-02,23.65841293334961
2025-07-03,23.638731002807617
2025-07-07,23.550159454345703
2025-07-08,23.14666748046875
2025-07-09,23.0285701751709
2025-07-10,23.28444480895996
2025-07-11,23.333650588989258
2025-07-14,23.99301528930664
2025-07-15,23.451745986938477
2025-07-16,24.002857208251953
2025-07-17,24.278411865234375
2025-07-18,24.160316467285156
2025-07-21,24.534286499023438
2025-07-22,25.213335037231445
2025-07-23,25.13460350036621
2025-07-24,25.19365119934082
2025-07-25,24.93777847290039
2025-07-28,24.406349182128906
2025-07-29,24.760635375976562
2025-07-30,24.071744918823242
2025-07-31,24.052064895629883
2025-08-01,24.55396842956543
2025-08-04,24.859046936035156
2025-08-05,24.888572692871094
2025-08-06,25.00666618347168
2025-08-07,24.82952308654785
2025-08-08,24.986984252929688
2025-08-11,25.016508102416992
2025-08-12,24.957460403442383
2025-08-13,24.4260311126709
2025-08-14,24.120952606201172
2025-08-15,24.2193660736084
2025-08-18,23.943809509277344
2025-08-19,24.366985321044922
2025-08-20,24.80000114440918
2025-08-21,24.860000610351562
2025-08-22,24.920000076293945
2025-08-25,24.75
2025-08-26,24.93000030517578
2025-08-27,25.06999969482422
2025-08-28,24.889999389648438
2025-08-29,24.940000534057617
2025-09-02,24.700000762939453
2025-09-03,24.93000030517578
2025-09-04,25.040000915527344
2025-09-05,25.459999084472656
2025-09-08,25.530000686645508
2025-09-09,25.469999313354492
2025-09-10,25.239999771118164
2025-09-11,25.290000915527344
2025-09-12,25.239999771118164
2025-09-15,25.309999465942383
2025-09-16,25.389999389648438
2025-09-17,25.450000762939453
2025-09-18,26.100000381469727
2025-09-19,25.829999923706055
