Date,THRY
2018-04-18,70.0
2018-04-19,70.0
2018-04-20,70.0
2018-04-23,70.0
2018-04-24,70.0
2018-04-25,70.4000015258789
2018-04-26,70.4000015258789
2018-04-27,68.80000305175781
2018-04-30,68.80000305175781
2018-05-01,68.80000305175781
2018-05-02,70.0
2018-05-03,70.0
2018-05-04,70.0
2018-05-07,70.0
2018-05-08,70.0
2018-05-09,70.0
2018-05-10,70.0
2018-05-11,69.5999984741211
2018-05-14,72.4000015258789
2018-05-15,74.0
2018-05-16,75.5999984741211
2018-05-17,75.5999984741211
2018-05-18,75.5999984741211
2018-05-21,75.5999984741211
2018-05-22,78.0
2018-05-23,78.0
2018-05-24,78.0
2018-05-25,78.4000015258789
2018-05-29,78.4000015258789
2018-05-30,78.4000015258789
2018-05-31,78.4000015258789
2018-06-01,78.4000015258789
2018-06-04,78.4000015258789
2018-06-05,78.4000015258789
2018-06-06,78.4000015258789
2018-06-07,76.87999725341797
2018-06-08,77.5999984741211
2018-06-11,77.5999984741211
2018-06-12,77.5999984741211
2018-06-13,77.5999984741211
2018-06-14,77.5999984741211
2018-06-15,78.4000015258789
2018-06-18,78.4000015258789
2018-06-19,78.4000015258789
2018-06-20,78.4000015258789
2018-06-21,78.4000015258789
2018-06-22,78.4000015258789
2018-06-25,78.4000015258789
2018-06-26,78.4000015258789
2018-06-27,84.0
2018-06-28,84.0
2018-06-29,84.0
2018-07-02,84.0
2018-07-03,84.0
2018-07-05,84.0
2018-07-06,84.0
2018-07-09,84.0
2018-07-10,84.0
2018-07-11,84.0
2018-07-12,84.0
2018-07-13,84.0
2018-07-16,84.0
2018-07-17,84.0
2018-07-18,84.0
2018-07-19,84.0
2018-07-20,84.0
2018-07-23,84.0
2018-07-24,84.0
2018-07-25,84.0
2018-07-26,84.0
2018-07-27,84.0
2018-07-30,84.0
2018-07-31,84.0
2018-08-01,84.0
2018-08-02,84.0
2018-08-03,84.0
2018-08-06,84.0
2018-08-07,84.0
2018-08-08,84.0
2018-08-09,84.0
2018-08-10,84.0
2018-08-13,84.0
2018-08-14,84.0
2018-08-15,84.0
2018-08-16,84.0
2018-08-17,84.0
2018-08-20,84.0
2018-08-21,84.0
2018-08-22,84.0
2018-08-23,84.0
2018-08-24,84.0
2018-08-27,84.0
2018-08-28,84.0
2018-08-29,84.0
2018-08-30,84.0
2018-08-31,84.0
2018-09-04,84.0
2018-09-05,84.0
2018-09-06,84.0
2018-09-07,84.0
2018-09-10,84.0
2018-09-11,84.0
2018-09-12,84.0
2018-09-13,84.0
2018-09-14,84.0
2018-09-17,84.0
2018-09-18,84.0
2018-09-19,84.0
2018-09-20,84.0
2018-09-21,84.0
2018-09-24,84.0
2018-09-25,84.0
2018-09-26,84.0
2018-09-27,84.0
2018-09-28,84.0
2018-10-01,84.0
2018-10-02,84.0
2018-10-03,84.0
2018-10-04,84.0
2018-10-05,84.0
2018-10-08,84.0
2018-10-09,84.0
2018-10-10,84.0
2018-10-11,84.0
2018-10-12,80.0
2018-10-15,80.0
2018-10-16,80.0
2018-10-17,80.0
2018-10-18,80.0
2018-10-19,80.0
2018-10-22,80.0
2018-10-23,80.0
2018-10-24,80.0
2018-10-25,80.0
2018-10-26,80.0
2018-10-29,80.0
2018-10-30,80.0
2018-10-31,80.0
2018-11-01,88.0
2018-11-02,86.0
2018-11-05,86.0
2018-11-06,86.0
2018-11-07,86.0
2018-11-08,86.0
2018-11-09,82.80000305175781
2018-11-12,82.80000305175781
2018-11-13,82.80000305175781
2018-11-14,82.80000305175781
2018-11-15,82.80000305175781
2018-11-16,82.80000305175781
2018-11-19,82.80000305175781
2018-11-20,82.80000305175781
2018-11-21,82.80000305175781
2018-11-23,82.80000305175781
2018-11-26,82.80000305175781
2018-11-27,82.80000305175781
2018-11-28,82.80000305175781
2018-11-29,82.80000305175781
2018-11-30,82.80000305175781
2018-12-03,82.80000305175781
2018-12-04,82.80000305175781
2018-12-06,82.80000305175781
2018-12-07,82.80000305175781
2018-12-10,82.80000305175781
2018-12-11,82.80000305175781
2018-12-12,82.80000305175781
2018-12-13,82.80000305175781
2018-12-14,82.80000305175781
2018-12-17,82.80000305175781
2018-12-18,82.80000305175781
2018-12-19,82.80000305175781
2018-12-20,82.80000305175781
2018-12-21,82.80000305175781
2018-12-24,82.80000305175781
2018-12-26,82.80000305175781
2018-12-27,82.80000305175781
2018-12-28,82.80000305175781
2018-12-31,82.80000305175781
2019-01-02,82.80000305175781
2019-01-03,82.80000305175781
2019-01-04,82.80000305175781
2019-01-07,82.80000305175781
2019-01-08,82.80000305175781
2019-01-09,82.80000305175781
2019-01-10,82.80000305175781
2019-01-11,82.80000305175781
2019-01-14,82.80000305175781
2019-01-15,82.80000305175781
2019-01-16,82.80000305175781
2019-01-17,82.80000305175781
2019-01-18,82.80000305175781
2019-01-22,82.80000305175781
2019-01-23,82.80000305175781
2019-01-24,82.80000305175781
2019-01-25,82.80000305175781
2019-01-28,82.80000305175781
2019-01-29,82.80000305175781
2019-01-30,82.80000305175781
2019-01-31,82.80000305175781
2019-02-01,82.80000305175781
2019-02-04,82.80000305175781
2019-02-05,82.80000305175781
2019-02-06,82.80000305175781
2019-02-07,82.80000305175781
2019-02-08,82.80000305175781
2019-02-11,82.80000305175781
2019-02-12,82.80000305175781
2019-02-13,82.80000305175781
2019-02-14,82.80000305175781
2019-02-15,82.80000305175781
2019-02-19,82.80000305175781
2019-02-20,82.80000305175781
2019-02-21,82.80000305175781
