Date,BMI
2010-01-04,16.93204116821289
2010-01-05,17.4360408782959
2010-01-06,17.411054611206055
2010-01-07,17.490203857421875
2010-01-08,17.444385528564453
2010-01-11,17.302753448486328
2010-01-12,17.261104583740234
2010-01-13,17.18195915222168
2010-01-14,17.11531639099121
2010-01-15,17.102827072143555
2010-01-19,17.044498443603516
2010-01-20,16.557165145874023
2010-01-21,15.986515998840332
2010-01-22,15.55331802368164
2010-01-25,15.68660831451416
2010-01-26,15.55331802368164
2010-01-27,15.828227996826172
2010-01-28,15.828227996826172
2010-01-29,15.74075698852539
2010-02-01,15.486672401428223
2010-02-02,15.628296852111816
2010-02-03,15.68660831451416
2010-02-04,15.253416061401367
2010-02-05,15.270079612731934
2010-02-08,14.670268058776855
2010-02-09,14.74941635131836
2010-02-10,14.770235061645508
2010-02-11,14.824386596679688
2010-02-12,14.74941635131836
2010-02-16,14.878539085388184
2010-02-17,15.115962028503418
2010-02-18,15.370048522949219
2010-02-19,15.136789321899414
2010-02-22,14.9993314743042
2010-02-23,14.841052055358887
2010-02-24,14.983149528503418
2010-02-25,15.133606910705566
2010-02-26,15.016582489013672
2010-03-01,15.317497253417969
2010-03-02,15.580801963806152
2010-03-03,15.793952941894531
2010-03-04,15.827390670776367
2010-03-05,16.291301727294922
2010-03-08,16.191001892089844
2010-03-09,16.583858489990234
2010-03-10,16.450122833251953
2010-03-11,16.72178077697754
2010-03-12,16.801183700561523
2010-03-15,16.46265411376953
2010-03-16,16.425045013427734
2010-03-17,16.362348556518555
2010-03-18,16.55460548400879
2010-03-19,16.236970901489258
2010-03-22,16.316368103027344
2010-03-23,16.55460548400879
2010-03-24,16.370708465576172
2010-03-25,16.236970901489258
2010-03-26,16.508630752563477
2010-03-29,16.592220306396484
2010-03-30,16.207714080810547
2010-03-31,16.09486961364746
2010-04-01,16.278766632080078
2010-04-05,17.026880264282227
2010-04-06,16.976715087890625
2010-04-07,16.725954055786133
2010-04-08,16.508630752563477
2010-04-09,16.412506103515625
2010-04-12,16.45847511291504
2010-04-13,16.533710479736328
2010-04-14,16.659086227416992
2010-04-15,16.5504207611084
2010-04-16,16.5671443939209
2010-04-19,16.366531372070312
2010-04-20,16.366531372070312
2010-04-21,18.12605857849121
2010-04-22,17.858572006225586
2010-04-23,18.422801971435547
2010-04-26,17.766626358032227
2010-04-27,17.52840805053711
2010-04-28,17.39466094970703
2010-04-29,17.979782104492188
2010-04-30,17.285999298095703
2010-05-03,17.494970321655273
2010-05-04,17.047767639160156
2010-05-05,16.976715087890625
2010-05-06,16.508630752563477
2010-05-07,16.053071975708008
2010-05-10,16.968360900878906
2010-05-11,17.44899559020996
2010-05-12,17.84185028076172
2010-05-13,17.94216537475586
2010-05-14,17.611989974975586
2010-05-17,17.511688232421875
2010-05-18,17.13970947265625
2010-05-19,16.692523956298828
2010-05-20,15.986202239990234
2010-05-21,16.274580001831055
2010-05-24,16.01545524597168
2010-05-25,16.132478713989258
2010-05-26,15.851593971252441
2010-05-27,16.64815330505371
2010-05-28,16.589466094970703
2010-06-01,16.161828994750977
2010-06-02,17.09674835205078
2010-06-03,17.381826400756836
2010-06-04,16.36726188659668
2010-06-07,16.26245880126953
2010-06-08,16.363067626953125
2010-06-09,16.358884811401367
2010-06-10,16.920656204223633
2010-06-11,17.105127334594727
2010-06-14,16.95839500427246
2010-06-15,17.826231002807617
2010-06-16,18.010692596435547
2010-06-17,17.650142669677734
2010-06-18,17.36505889892578
2010-06-21,17.36925506591797
2010-06-22,16.82842445373535
2010-06-23,16.887115478515625
2010-06-24,16.610431671142578
2010-06-25,16.513992309570312
2010-06-28,16.384023666381836
2010-06-29,16.010910034179688
2010-06-30,16.220521926879883
2010-07-01,16.06121826171875
2010-07-02,16.040252685546875
2010-07-06,15.918673515319824
2010-07-07,16.388219833374023
2010-07-08,16.333721160888672
2010-07-09,16.6146183013916
2010-07-12,16.13248062133789
2010-07-13,16.90808868408203
2010-07-14,16.899702072143555
2010-07-15,16.589466094970703
2010-07-16,16.09894371032715
2010-07-19,16.321142196655273
2010-07-20,16.526575088500977
2010-07-21,16.748767852783203
2010-07-22,16.761341094970703
2010-07-23,17.000324249267578
2010-07-26,16.77811622619629
2010-07-27,16.84939193725586
2010-07-28,16.639766693115234
2010-07-29,16.664926528930664
2010-07-30,16.417570114135742
2010-08-02,16.727807998657227
2010-08-03,16.773929595947266
2010-08-04,17.14705467224121
2010-08-05,16.950002670288086
2010-08-06,16.895511627197266
2010-08-09,17.054824829101562
2010-08-10,16.593647003173828
2010-08-11,15.721623420715332
2010-08-12,15.637777328491211
2010-08-13,15.629404067993164
2010-08-16,15.717440605163574
2010-08-17,16.06121826171875
2010-08-18,15.989934921264648
2010-08-19,15.834819793701172
2010-08-20,15.730009078979492
2010-08-23,15.834819793701172
2010-08-24,15.692276954650879
2010-08-25,15.80966567993164
2010-08-26,15.63358211517334
2010-08-27,16.134363174438477
2010-08-30,15.608332633972168
2010-08-31,15.696703910827637
2010-09-01,16.298484802246094
2010-09-02,16.466814041137695
2010-09-03,16.5004825592041
2010-09-07,16.045997619628906
2010-09-08,16.336360931396484
2010-09-09,16.357402801513672
2010-09-10,16.471027374267578
2010-09-13,16.78664207458496
2010-09-14,16.677228927612305
2010-09-15,16.75718116760254
2010-09-16,16.42894172668457
2010-09-17,16.382652282714844
2010-09-20,16.811891555786133
2010-09-21,16.487857818603516
2010-09-22,16.62251853942871
2010-09-23,16.189077377319336
2010-09-24,16.938138961791992
2010-09-27,16.883424758911133
2010-09-28,17.169597625732422
2010-09-29,17.266380310058594
2010-09-30,17.034921646118164
2010-10-01,17.12750816345215
2010-10-04,16.72772216796875
2010-10-05,17.25376319885254
2010-10-06,17.24112892150879
2010-10-07,17.114883422851562
2010-10-08,17.228504180908203
2010-10-11,17.161170959472656
2010-10-12,17.068605422973633
2010-10-13,17.413660049438477
2010-10-14,17.37578773498535
2010-10-15,17.43050193786621
2010-10-18,17.653541564941406
