Date,EBAY
2010-01-04,8.983650207519531
2010-01-05,8.889681816101074
2010-01-06,8.833295822143555
2010-01-07,8.731809616088867
2010-01-08,8.837055206298828
2010-01-11,8.814501762390137
2010-01-12,8.71677303314209
2010-01-13,8.87088394165039
2010-01-14,8.600245475769043
2010-01-15,8.446136474609375
2010-01-19,8.743083953857422
2010-01-20,8.355924606323242
2010-01-21,9.070103645324707
2010-01-22,8.86336612701416
2010-01-25,8.904714584350586
2010-01-26,9.047552108764648
2010-01-27,9.009963035583496
2010-01-28,8.769394874572754
2010-01-29,8.652871131896973
2010-02-01,8.709253311157227
2010-02-02,8.675422668457031
2010-02-03,8.731809616088867
2010-02-04,8.438616752624512
2010-02-05,8.536347389221191
2010-02-08,8.453653335571289
2010-02-09,8.408548355102539
2010-02-10,8.254432678222656
2010-02-11,8.318336486816406
2010-02-12,8.18301773071289
2010-02-16,8.464927673339844
2010-02-17,8.525069236755371
2010-02-18,8.585211753845215
2010-02-19,8.803226470947266
2010-02-22,8.750602722167969
2010-02-23,8.604004859924316
2010-02-24,8.743083953857422
2010-02-25,8.645355224609375
2010-02-26,8.652871131896973
2010-03-01,8.976130485534668
2010-03-02,9.017478942871094
2010-03-03,8.837055206298828
2010-03-04,8.938545227050781
2010-03-05,9.258048057556152
2010-03-08,9.336982727050781
2010-03-09,9.588827133178711
2010-03-10,9.607622146606445
2010-03-11,9.562514305114746
2010-03-12,9.761731147766113
2010-03-15,9.878256797790527
2010-03-16,10.06995964050293
2010-03-17,10.141375541687012
2010-03-18,10.321799278259277
2010-03-19,10.220312118530273
2010-03-22,10.17520523071289
2010-03-23,10.16768741607666
2010-03-24,10.126338958740234
2010-03-25,10.359390258789062
2010-03-26,10.31804084777832
2010-03-29,10.254140853881836
2010-03-30,10.201519012451172
2010-03-31,10.137617111206055
2010-04-01,9.987262725830078
2010-04-05,10.287969589233398
2010-04-06,10.250382423400879
2010-04-07,10.092512130737305
2010-04-08,9.945914268493652
2010-04-09,9.97974681854248
2010-04-12,10.009817123413086
2010-04-13,10.01357650756836
2010-04-14,10.16392993927002
2010-04-15,10.141375541687012
2010-04-16,9.897049903869629
2010-04-19,9.893290519714355
2010-04-20,9.92336654663086
2010-04-21,9.882013320922852
2010-04-22,9.314430236816406
2010-04-23,9.227975845336914
2010-04-26,9.231734275817871
2010-04-27,8.934784889221191
2010-04-28,9.017478942871094
2010-04-29,9.1114501953125
2010-04-30,8.938545227050781
2010-05-03,8.987412452697754
2010-05-04,8.675422668457031
2010-05-05,8.51755142211914
2010-05-06,8.37095832824707
2010-05-07,8.074007987976074
2010-05-10,8.393510818481445
2010-05-11,8.41230583190918
2010-05-12,8.461170196533203
2010-05-13,8.525069236755371
2010-05-14,8.36344051361084
2010-05-17,8.461170196533203
2010-05-18,8.333369255065918
2010-05-19,8.134150505065918
2010-05-20,7.822166442871094
2010-05-21,8.051456451416016
2010-05-24,8.028901100158691
2010-05-25,8.115357398986816
2010-05-26,8.036421775817871
2010-05-27,8.235639572143555
2010-05-28,8.047696113586426
2010-06-01,7.878547191619873
2010-06-02,7.987555980682373
2010-06-03,8.337129592895508
2010-06-04,8.26570987701416
2010-06-07,8.100319862365723
2010-06-08,8.15294361114502
2010-06-09,8.186776161193848
2010-06-10,8.374714851379395
2010-06-11,8.5137939453125
2010-06-14,8.348403930664062
2010-06-15,8.41606330871582
2010-06-16,8.318336486816406
2010-06-17,8.307058334350586
2010-06-18,8.329611778259277
2010-06-21,8.22060775756836
2010-06-22,8.10407829284668
2010-06-23,8.021384239196777
2010-06-24,7.840959548950195
2010-06-25,7.874789714813232
2010-06-28,7.784576892852783
2010-06-29,7.401175498962402
2010-06-30,7.371103763580322
2010-07-01,7.382380485534668
2010-07-02,7.23954439163208
2010-07-06,7.273375034332275
2010-07-07,7.446279525756836
2010-07-08,7.476351261138916
2010-07-09,7.626705646514893
2010-07-12,7.600392818450928
2010-07-13,7.897343635559082
2010-07-14,7.934932231903076
2010-07-15,7.904863357543945
2010-07-16,7.5515289306640625
2010-07-19,7.6680521965026855
2010-07-20,7.814648151397705
2010-07-21,7.581598281860352
2010-07-22,7.871028900146484
2010-07-23,7.927415370941162
2010-07-26,7.946208477020264
2010-07-27,7.9086198806762695
2010-07-28,7.9086198806762695
2010-07-29,7.807130336761475
2010-07-30,7.859753131866455
2010-08-02,8.066493034362793
2010-08-03,7.882306098937988
2010-08-04,7.931171417236328
2010-08-05,7.919895648956299
2010-08-06,8.062735557556152
2010-08-09,8.261953353881836
2010-08-10,8.235639572143555
2010-08-11,7.987555980682373
2010-08-12,8.115357398986816
2010-08-13,8.081527709960938
2010-08-16,8.288263320922852
2010-08-17,8.401029586791992
2010-08-18,8.547624588012695
2010-08-19,8.694218635559082
2010-08-20,8.784431457519531
2010-08-23,8.746841430664062
2010-08-24,8.596489906311035
2010-08-25,8.705493927001953
2010-08-26,8.543864250183105
2010-08-27,8.713011741638184
2010-08-30,8.694218635559082
2010-08-31,8.731809616088867
2010-09-01,9.032514572143555
2010-09-02,9.043793678283691
2010-09-03,9.070103645324707
2010-09-07,8.844573974609375
2010-09-08,9.235493659973145
2010-09-09,9.134004592895508
2010-09-10,9.05882740020752
2010-09-13,9.134004592895508
2010-09-14,9.11521053314209
2010-09-15,9.092658996582031
2010-09-16,8.983650207519531
2010-09-17,9.103934288024902
2010-09-20,9.26556396484375
2010-09-21,9.29939079284668
2010-09-22,9.149040222167969
2010-09-23,9.11521053314209
2010-09-24,9.29939079284668
2010-09-27,9.31066608428955
2010-09-28,9.348259925842285
2010-09-29,9.393363952636719
2010-09-30,9.171591758728027
2010-10-01,9.194147109985352
2010-10-04,9.051309585571289
2010-10-05,9.243011474609375
2010-10-06,9.190387725830078
2010-10-07,9.303153991699219
2010-10-08,9.250528335571289
2010-10-11,9.130244255065918
2010-10-12,9.190387725830078
2010-10-13,9.348259925842285
2010-10-14,9.502371788024902
2010-10-15,9.652728080749512
2010-10-18,9.66776180267334
2010-10-19,9.596341133117676
2010-10-20,9.645209312438965
2010-10-21,10.224069595336914
