Date,TTI
2010-01-04,11.322066307067871
2010-01-05,11.52220344543457
2010-01-06,11.741401672363281
2010-01-07,12.036843299865723
2010-01-08,12.084494590759277
2010-01-11,11.760462760925293
2010-01-12,11.5984468460083
2010-01-13,11.731871604919434
2010-01-14,11.693751335144043
2010-01-15,11.455491065979004
2010-01-19,11.817644119262695
2010-01-20,11.388778686523438
2010-01-21,11.198171615600586
2010-01-22,10.502455711364746
2010-01-25,10.683531761169434
2010-01-26,10.540576934814453
2010-01-27,10.674001693725586
2010-01-28,10.168892860412598
2010-01-29,9.968754768371582
2010-02-01,10.168892860412598
2010-02-02,10.140301704406738
2010-02-03,9.978285789489746
2010-02-04,9.158674240112305
2010-02-05,8.958537101745605
2010-02-08,8.825112342834473
2010-02-09,9.196796417236328
2010-02-10,9.253978729248047
2010-02-11,9.673314094543457
2010-02-12,9.77814769744873
2010-02-16,10.073589324951172
2010-02-17,10.102181434631348
2010-02-18,10.483394622802734
2010-02-19,10.60728931427002
2010-02-22,10.540576934814453
2010-02-23,9.720965385437012
2010-02-24,9.768617630004883
2010-02-25,9.902042388916016
2010-02-26,9.60660171508789
2010-03-01,11.188640594482422
2010-03-02,11.160049438476562
2010-03-03,11.55079460144043
2010-03-04,11.808115005493164
2010-03-05,12.055903434753418
2010-03-08,12.1226167678833
2010-03-09,12.198860168457031
2010-03-10,12.189329147338867
2010-03-11,12.360875129699707
2010-03-12,12.484770774841309
2010-03-15,12.141676902770996
2010-03-16,12.67537784576416
2010-03-17,12.456178665161133
2010-03-18,12.35134506225586
2010-03-19,11.760462760925293
2010-03-22,11.970130920410156
2010-03-23,12.103555679321289
2010-03-24,12.141676902770996
2010-03-25,11.646098136901855
2010-03-26,11.360188484191895
2010-03-29,11.817644119262695
2010-03-30,11.789052963256836
2010-03-31,11.646098136901855
2010-04-01,12.389466285705566
2010-04-05,12.81833267211914
2010-04-06,12.808801651000977
2010-04-07,12.570542335510254
2010-04-08,12.475239753723145
2010-04-09,12.484770774841309
2010-04-12,12.360875129699707
2010-04-13,12.284632682800293
2010-04-14,12.456178665161133
2010-04-15,12.59913444519043
2010-04-16,12.370405197143555
2010-04-19,12.408528327941895
2010-04-20,12.799272537231445
2010-04-21,13.056591033935547
2010-04-22,13.104243278503418
2010-04-23,13.599822998046875
2010-04-26,13.714186668395996
2010-04-27,13.075652122497559
2010-04-28,13.275790214538574
2010-04-29,13.5712308883667
2010-04-30,11.712811470031738
2010-05-03,11.808115005493164
2010-05-04,11.341126441955566
2010-05-05,11.30300521850586
2010-05-06,10.540576934814453
2010-05-07,10.292787551879883
2010-05-10,11.20770263671875
2010-05-11,11.264883995056152
2010-05-12,11.865296363830566
2010-05-13,11.731871604919434
2010-05-14,11.40783977508545
2010-05-17,11.30300521850586
2010-05-18,11.045685768127441
2010-05-19,10.635880470275879
2010-05-20,9.720965385437012
2010-05-21,10.08311939239502
2010-05-24,9.768617630004883
2010-05-25,10.064059257507324
2010-05-26,10.064059257507324
2010-05-27,10.740714073181152
2010-05-28,9.587541580200195
2010-06-01,8.234230041503906
2010-06-02,8.367654800415039
2010-06-03,8.672626495361328
2010-06-04,8.529670715332031
2010-06-07,7.957849979400635
2010-06-08,8.186578750610352
2010-06-09,8.13892650604248
2010-06-10,8.901355743408203
2010-06-11,9.044310569763184
2010-06-14,8.815582275390625
2010-06-15,9.597071647644043
2010-06-16,9.587541580200195
2010-06-17,9.635191917419434
2010-06-18,10.121240615844727
2010-06-21,10.025938034057617
2010-06-22,9.520828247070312
2010-06-23,9.482706069946289
2010-06-24,9.130083084106445
2010-06-25,9.625662803649902
2010-06-28,9.425524711608887
2010-06-29,8.834643363952637
2010-06-30,8.653565406799316
2010-07-01,8.310473442077637
2010-07-02,8.100805282592773
2010-07-06,7.805363178253174
2010-07-07,8.09127426147461
2010-07-08,8.777461051940918
2010-07-09,9.130083084106445
2010-07-12,9.00618839263916
2010-07-13,9.444585800170898
2010-07-14,9.28256893157959
2010-07-15,9.339751243591309
2010-07-16,9.091961860656738
2010-07-19,9.101492881774902
2010-07-20,9.635191917419434
2010-07-21,9.368342399597168
2010-07-22,9.863922119140625
2010-07-23,10.111709594726562
2010-07-26,10.283257484436035
2010-07-27,10.025938034057617
2010-07-28,9.60660171508789
2010-07-29,9.911572456359863
2010-07-30,9.930633544921875
2010-08-02,10.187952995300293
2010-08-03,9.987815856933594
2010-08-04,9.940164566040039
2010-08-05,8.69168758392334
2010-08-06,8.987129211425781
2010-08-09,9.120553016662598
2010-08-10,9.273037910461426
2010-08-11,8.482019424438477
2010-08-12,8.27235221862793
2010-08-13,8.148457527160645
2010-08-16,8.377184867858887
2010-08-17,8.434367179870605
2010-08-18,8.482019424438477
2010-08-19,8.205638885498047
2010-08-20,8.053153038024902
2010-08-23,8.005501747131348
2010-08-24,7.853015899658203
