Date,KR
2010-01-04,7.612410068511963
2010-01-05,7.52320671081543
2010-01-06,7.526925086975098
2010-01-07,7.601259708404541
2010-01-08,7.530642032623291
2010-01-11,7.560375213623047
2010-01-12,7.69790506362915
2010-01-13,7.668168067932129
2010-01-14,7.668168067932129
2010-01-15,7.701622009277344
2010-01-19,7.839153289794922
2010-01-20,8.025004386901855
2010-01-21,7.998982906341553
2010-01-22,8.091909408569336
2010-01-25,8.110490798950195
2010-01-26,8.028717994689941
2010-01-27,8.00269889831543
2010-01-28,7.9320759773254395
2010-01-29,7.965530872344971
2010-02-01,7.98783016204834
2010-02-02,8.03986930847168
2010-02-03,7.998982906341553
2010-02-04,7.865170001983643
2010-02-05,7.87260103225708
2010-02-08,7.854021072387695
2010-02-09,7.943230152130127
2010-02-10,7.926422119140625
2010-02-11,8.00483226776123
2010-02-12,7.9749627113342285
2010-02-16,8.057104110717773
2010-02-17,8.113107681274414
2010-02-18,8.213912963867188
2010-02-19,8.247519493103027
2010-02-22,8.251250267028809
2010-02-23,8.098172187805176
2010-02-24,8.172844886779785
2010-02-25,8.3296537399292
2010-02-26,8.251250267028809
2010-03-01,8.366990089416504
2010-03-02,8.467796325683594
2010-03-03,8.411794662475586
2010-03-04,8.471529960632324
2010-03-05,8.490198135375977
2010-03-08,8.549934387207031
2010-03-09,8.344588279724121
2010-03-10,8.269917488098145
2010-03-11,8.131775856018066
2010-03-12,8.314719200134277
2010-03-15,8.325919151306152
2010-03-16,8.322187423706055
2010-03-17,8.378192901611328
2010-03-18,8.30351734161377
2010-03-19,8.07950496673584
2010-03-22,7.963760852813721
2010-03-23,7.9861626625061035
2010-03-24,7.933893203735352
2010-03-25,7.93015718460083
2010-03-26,7.918959140777588
2010-03-29,7.967495441436768
2010-03-30,8.00483226776123
2010-03-31,8.086970329284668
2010-04-01,8.169109344482422
2010-04-05,8.225111961364746
2010-04-06,8.191513061523438
2010-04-07,8.307250022888184
2010-04-08,8.355789184570312
2010-04-09,8.415528297424316
2010-04-12,8.411794662475586
2010-04-13,8.464062690734863
2010-04-14,8.639540672302246
2010-04-15,8.736616134643555
2010-04-16,8.826221466064453
2010-04-19,8.773951530456543
2010-04-20,8.740346908569336
2010-04-21,8.773951530456543
2010-04-22,8.841155052185059
2010-04-23,8.848626136779785
2010-04-26,8.807554244995117
2010-04-27,8.553670883178711
2010-04-28,8.620875358581543
2010-04-29,8.400593757629395
2010-04-30,8.299787521362305
2010-05-03,8.490198135375977
2010-05-04,8.437928199768066
2010-05-05,8.419260025024414
2010-05-06,8.21764850616455
2010-05-07,8.045903205871582
2010-05-10,8.292319297790527
2010-05-11,8.273653030395508
2010-05-12,8.294272422790527
2010-05-13,8.448010444641113
2010-05-14,8.33927059173584
2010-05-17,8.279276847839355
2010-05-18,8.395514488220215
2010-05-19,8.429261207580566
2010-05-20,8.065543174743652
2010-05-21,7.971801280975342
2010-05-24,7.750571250915527
2010-05-25,7.578084468841553
2010-05-26,7.431850910186768
2010-05-27,7.443099498748779
2010-05-28,7.548088073730469
2010-06-01,7.450599193572998
2010-06-02,7.521843433380127
2010-06-03,7.4955925941467285
2010-06-04,7.244366645812988
2010-06-07,7.184371471405029
2010-06-08,7.364354133605957
2010-06-09,7.31935977935791
2010-06-10,7.4130988121032715
2010-06-11,7.4955925941467285
2010-06-14,7.39435338973999
2010-06-15,7.6418304443359375
2010-06-16,7.529338836669922
2010-06-17,7.780567169189453
2010-06-18,7.521843433380127
2010-06-21,7.465595722198486
2010-06-22,7.566837787628174
2010-06-23,7.596836566925049
2010-06-24,7.559338569641113
2010-06-25,7.585582733154297
2010-06-28,7.600587844848633
2010-06-29,7.428096294403076
2010-06-30,7.383103370666504
2010-07-01,7.5030951499938965
2010-07-02,7.4468464851379395
2010-07-06,7.506840705871582
2010-07-07,7.668074607849121
2010-07-08,7.6943278312683105
2010-07-09,7.671828269958496
2010-07-12,7.6755781173706055
2010-07-13,7.788069248199463
2010-07-14,7.773067474365234
2010-07-15,7.795567512512207
2010-07-16,7.638082027435303
2010-07-19,7.53684139251709
2010-07-20,7.683074951171875
2010-07-21,7.731825828552246
2010-07-22,7.660578727722168
2010-07-23,7.799316883087158
2010-07-26,7.923056125640869
2010-07-27,7.979302883148193
2010-07-28,7.88180685043335
2010-07-29,7.9305548667907715
2010-07-30,7.941802978515625
2010-08-02,8.016794204711914
2010-08-03,8.091793060302734
2010-08-04,8.16303539276123
2010-08-05,8.245528221130371
2010-08-06,8.324272155761719
2010-08-09,8.32052230834961
2010-08-10,8.410512924194336
2010-08-11,8.253026008605957
2010-08-12,8.262443542480469
2010-08-13,8.285037994384766
2010-08-16,8.254912376403809
2010-08-17,8.296334266662598
2010-08-18,8.059082984924316
2010-08-19,7.942338466644287
2010-08-20,7.957405090332031
2010-08-23,7.874551773071289
2010-08-24,7.735213279724121
2010-08-25,7.791696071624756
2010-08-26,7.667422294616699
2010-08-27,7.656126976013184
2010-08-30,7.501728534698486
2010-08-31,7.430174827575684
2010-09-01,7.554449081420898
2010-09-02,7.674957275390625
2010-09-03,7.791696071624756
2010-09-07,7.795463562011719
2010-09-08,7.795463562011719
2010-09-09,7.912209510803223
2010-09-10,8.002592086791992
2010-09-13,7.923509120941162
2010-09-14,8.00635814666748
2010-09-15,8.092974662780762
2010-09-16,8.239849090576172
2010-09-17,8.205955505371094
2010-09-20,8.239849090576172
2010-09-21,8.1343994140625
2010-09-22,8.141935348510742
2010-09-23,8.236082077026367
2010-09-24,8.318929672241211
2010-09-27,8.254912376403809
2010-09-28,8.239849090576172
2010-09-29,8.145695686340332
2010-09-30,8.156994819641113
2010-10-01,8.17958927154541
2010-10-04,8.04401969909668
2010-10-05,8.047782897949219
2010-10-06,7.9912943840026855
2010-10-07,8.028949737548828
2010-10-08,8.017655372619629
2010-10-11,8.130634307861328
2010-10-12,8.168293952941895
2010-10-13,8.288803100585938
2010-10-14,8.34152889251709
2010-10-15,8.288803100585938
2010-10-18,8.356593132019043
