Date,MSCI
2010-01-04,28.29337501525879
2010-01-05,28.399545669555664
2010-01-06,27.629838943481445
2010-01-07,29.5319881439209
2010-01-08,30.522872924804688
2010-01-11,30.26630401611328
2010-01-12,29.39927864074707
2010-01-13,29.50544548034668
2010-01-14,29.284265518188477
2010-01-15,28.43492889404297
2010-01-19,28.75343132019043
2010-01-20,28.381851196289062
2010-01-21,27.488277435302734
2010-01-22,26.93975257873535
2010-01-25,26.88666534423828
2010-01-26,26.07271957397461
2010-01-27,26.453157424926758
2010-01-28,26.267364501953125
2010-01-29,26.152353286743164
2010-02-01,26.46200180053711
2010-02-02,26.311601638793945
2010-02-03,26.055023193359375
2010-02-04,25.29417610168457
2010-02-05,25.462268829345703
2010-02-08,24.666019439697266
2010-02-09,25.090682983398438
2010-02-10,25.2410831451416
2010-02-11,25.833850860595703
2010-02-12,25.807315826416016
2010-02-16,26.170042037963867
2010-02-17,25.727678298950195
2010-02-18,25.391494750976562
2010-02-19,25.91347885131836
2010-02-22,25.975412368774414
2010-02-23,26.063875198364258
2010-02-24,26.50623893737793
2010-02-25,26.40007209777832
2010-02-26,26.523929595947266
2010-03-01,25.29417610168457
2010-03-02,28.850759506225586
2010-03-03,28.417232513427734
2010-03-04,29.08077621459961
2010-03-05,29.744314193725586
2010-03-08,30.0893611907959
2010-03-09,29.70893669128418
2010-03-10,29.70893669128418
2010-03-11,30.363616943359375
2010-03-12,30.84136962890625
2010-03-15,30.567108154296875
2010-03-16,30.89446258544922
2010-03-17,31.292583465576172
2010-03-18,31.159875869750977
2010-03-19,31.027141571044922
2010-03-22,31.602230072021484
2010-03-23,32.01804733276367
2010-03-24,31.788015365600586
2010-03-25,31.708398818969727
2010-03-26,31.63761329650879
2010-03-29,31.664165496826172
2010-03-30,31.9826717376709
2010-03-31,31.938419342041016
2010-04-01,32.26576614379883
2010-04-05,32.716976165771484
2010-04-06,33.06201934814453
2010-04-07,33.008949279785156
2010-04-08,32.01804733276367
2010-04-09,32.39848327636719
2010-04-12,32.823143005371094
2010-04-13,32.75236511230469
2010-04-14,32.83198928833008
2010-04-15,33.58400344848633
2010-04-16,32.95585250854492
2010-04-19,32.283477783203125
2010-04-20,33.07972717285156
2010-04-21,31.84110450744629
2010-04-22,32.23922348022461
2010-04-23,32.46925735473633
2010-04-26,32.69929504394531
2010-04-27,31.81456184387207
2010-04-28,31.327960968017578
2010-04-29,31.37221336364746
2010-04-30,30.655582427978516
2010-05-03,30.752897262573242
2010-05-04,30.23975944519043
2010-05-05,30.071659088134766
2010-05-06,29.1780948638916
2010-05-07,28.691503524780273
2010-05-10,29.859329223632812
2010-05-11,29.815095901489258
2010-05-12,30.292848587036133
2010-05-13,30.036283493041992
2010-05-14,29.010000228881836
2010-05-17,28.939224243164062
2010-05-18,28.59417724609375
2010-05-19,27.833311080932617
2010-05-20,26.32044792175293
2010-05-21,26.71856689453125
2010-05-24,26.32044792175293
2010-05-25,25.68344497680664
2010-05-26,25.382640838623047
2010-05-27,26.267364501953125
2010-05-28,26.23197364807129
2010-06-01,26.028491973876953
2010-06-02,26.665489196777344
2010-06-03,26.134658813476562
2010-06-04,25.479965209960938
2010-06-07,24.904888153076172
2010-06-08,25.019912719726562
2010-06-09,24.82526969909668
2010-06-10,25.763072967529297
2010-06-11,26.267364501953125
2010-06-14,25.87809181213379
2010-06-15,26.134658813476562
2010-06-16,26.64779281616211
2010-06-17,26.453157424926758
2010-06-18,26.51508331298828
2010-06-21,26.64779281616211
2010-06-22,26.594715118408203
2010-06-23,26.09041976928711
2010-06-24,25.32956314086914
2010-06-25,25.736536026000977
2010-06-28,25.692298889160156
2010-06-29,24.0909481048584
2010-06-30,24.241348266601562
2010-07-01,24.188270568847656
2010-07-02,24.568708419799805
2010-07-06,25.090682983398438
2010-07-07,26.21428108215332
2010-07-08,26.683185577392578
2010-07-09,27.12554168701172
2010-07-12,27.143239974975586
2010-07-13,27.44403839111328
2010-07-14,27.859861373901367
2010-07-15,27.895244598388672
2010-07-16,27.435197830200195
2010-07-19,27.249406814575195
2010-07-20,27.532516479492188
2010-07-21,27.019371032714844
2010-07-22,27.948335647583008
2010-07-23,29.31079864501953
2010-07-26,29.240020751953125
2010-07-27,29.204639434814453
2010-07-28,28.9569149017334
2010-07-29,28.134122848510742
2010-07-30,28.549949645996094
2010-08-02,29.416963577270508
