Date,SSP
2010-01-04,6.055403709411621
2010-01-05,5.965995788574219
2010-01-06,5.917227268218994
2010-01-07,5.982251167297363
2010-01-08,5.7709221839904785
2010-01-11,5.827819347381592
2010-01-12,5.575850009918213
2010-01-13,5.494568347930908
2010-01-14,5.575850009918213
2010-01-15,5.356391429901123
2010-01-19,5.445799350738525
2010-01-20,5.299494743347168
2010-01-21,5.112550258636475
2010-01-22,5.055652618408203
2010-01-25,5.283238887786865
2010-01-26,5.356391429901123
2010-01-27,5.649001121520996
2010-01-28,5.567720890045166
2010-01-29,5.52708101272583
2010-02-01,5.68151330947876
2010-02-02,5.892843723297119
2010-02-03,5.6733856201171875
2010-02-04,5.266982555389404
2010-02-05,5.283238887786865
2010-02-08,5.283238887786865
2010-02-09,5.340134620666504
2010-02-10,5.494568347930908
2010-02-11,5.4620561599731445
2010-02-12,5.470183849334717
2010-02-16,5.787177562713623
2010-02-17,5.827819347381592
2010-02-18,5.6733856201171875
2010-02-19,5.697769641876221
2010-02-22,5.6733856201171875
2010-02-23,5.93348503112793
2010-02-24,6.161069393157959
2010-02-25,6.282989501953125
2010-02-26,6.1935811042785645
2010-03-01,7.0388994216918945
2010-03-02,7.355894088745117
2010-03-03,7.453431129455566
2010-03-04,7.396533489227295
2010-03-05,7.884218692779541
2010-03-08,7.802938461303711
2010-03-09,7.672887325286865
2010-03-10,7.835450172424316
2010-03-11,7.819194316864014
2010-03-12,7.648503303527832
2010-03-15,7.364022731781006
2010-03-16,7.307125568389893
2010-03-17,7.380278587341309
2010-03-18,7.168948173522949
2010-03-19,6.916977882385254
2010-03-22,7.071412563323975
2010-03-23,7.25835657119751
2010-03-24,7.112051963806152
2010-03-25,6.99013090133667
2010-03-26,7.1364359855651855
2010-03-29,7.1364359855651855
2010-03-30,7.071412563323975
2010-03-31,6.86821174621582
2010-04-01,6.998260498046875
2010-04-05,7.233973026275635
2010-04-06,7.453431129455566
2010-04-07,7.364022731781006
2010-04-08,7.477814674377441
2010-04-09,7.510326862335205
2010-04-12,7.518455982208252
2010-04-13,7.941115379333496
2010-04-14,8.04677963256836
2010-04-15,7.998010635375977
2010-04-16,8.193084716796875
2010-04-19,8.087418556213379
2010-04-20,8.209341049194336
2010-04-21,8.510076522827148
2010-04-22,8.355647087097168
2010-04-23,8.428797721862793
2010-04-26,8.184957504272461
2010-04-27,8.53446102142334
2010-04-28,9.29037094116211
2010-04-29,9.306626319885254
2010-04-30,8.892096519470215
2010-05-03,9.29037094116211
2010-05-04,8.721409797668457
2010-05-05,8.225597381591797
2010-05-06,7.502199172973633
2010-05-07,7.510326862335205
2010-05-10,7.274611473083496
2010-05-11,7.4696855545043945
2010-05-12,7.510326862335205
2010-05-13,7.437175750732422
2010-05-14,7.193332195281982
2010-05-17,7.20958948135376
2010-05-18,7.193332195281982
2010-05-19,6.973875045776367
2010-05-20,6.5837273597717285
2010-05-21,6.673137187957764
2010-05-24,6.624368667602539
2010-05-25,6.705648899078369
2010-05-26,6.673137187957764
2010-05-27,7.2502288818359375
2010-05-28,7.177076816558838
2010-06-01,6.5837273597717285
2010-06-02,6.90885066986084
2010-06-03,6.811313629150391
2010-06-04,6.486191272735596
2010-06-07,6.185452938079834
2010-06-08,6.209837913513184
2010-06-09,6.104172229766846
2010-06-10,6.388654708862305
2010-06-11,6.486191272735596
2010-06-14,6.681264400482178
2010-06-15,7.006388187408447
2010-06-16,6.900722503662109
2010-06-17,6.925107002258301
2010-06-18,6.900722503662109
2010-06-21,7.071412563323975
2010-06-22,6.795058250427246
2010-06-23,6.713777542114258
2010-06-24,6.372398853302002
2010-06-25,6.6568803787231445
2010-06-28,6.6081132888793945
2010-06-29,6.161069393157959
2010-06-30,6.039147853851318
2010-07-01,5.917227268218994
2010-07-02,5.844074249267578
2010-07-06,5.730282306671143
2010-07-07,5.827819347381592
2010-07-08,6.104172229766846
2010-07-09,6.185452938079834
2010-07-12,5.998507499694824
2010-07-13,6.713777542114258
2010-07-14,6.575600624084473
2010-07-15,6.307375431060791
2010-07-16,5.746538162231445
2010-07-19,5.762794017791748
2010-07-20,5.835946083068848
2010-07-21,5.543336868286133
2010-07-22,5.608362197875977
2010-07-23,5.965995788574219
2010-07-26,6.41303825378418
2010-07-27,6.429296016693115
2010-07-28,6.3480143547058105
2010-07-29,6.429296016693115
2010-07-30,6.388654708862305
2010-08-02,6.591856956481934
2010-08-03,6.396783351898193
2010-08-04,6.502448558807373
2010-08-05,6.469935417175293
2010-08-06,6.274861812591553
2010-08-09,6.85195255279541
2010-08-10,6.494318962097168
2010-08-11,5.974124431610107
2010-08-12,6.031020164489746
2010-08-13,5.892843723297119
2010-08-16,5.876587390899658
2010-08-17,5.9416117668151855
2010-08-18,5.998507499694824
2010-08-19,5.957868576049805
2010-08-20,6.022891998291016
2010-08-23,5.730282306671143
2010-08-24,5.567720890045166
2010-08-25,5.835946083068848
2010-08-26,5.689641952514648
2010-08-27,5.949739933013916
2010-08-30,5.567720890045166
2010-08-31,5.5352091789245605
2010-09-01,5.998507499694824
2010-09-02,6.120428085327148
2010-09-03,6.177325248718262
2010-09-07,5.965995788574219
2010-09-08,6.022891998291016
2010-09-09,6.161069393157959
2010-09-10,6.242349624633789
2010-09-13,6.421165943145752
2010-09-14,6.315501689910889
2010-09-15,6.315501689910889
2010-09-16,6.242349624633789
2010-09-17,6.177325248718262
2010-09-20,6.469935417175293
2010-09-21,6.242349624633789
2010-09-22,6.185452938079834
2010-09-23,6.136683940887451
2010-09-24,6.404910564422607
2010-09-27,6.429296016693115
2010-09-28,6.404910564422607
2010-09-29,6.53495979309082
2010-09-30,6.404910564422607
2010-10-01,6.356142044067383
2010-10-04,6.274861812591553
2010-10-05,6.518703937530518
2010-10-06,6.445550918579102
2010-10-07,6.299246788024902
2010-10-08,6.567472457885742
2010-10-11,6.616240501403809
2010-10-12,6.6568803787231445
2010-10-13,6.949491500854492
2010-10-14,6.949491500854492
2010-10-15,6.803185939788818
2010-10-18,6.843825817108154
2010-10-19,6.526832580566406
2010-10-20,6.681264400482178
2010-10-21,6.575600624084473
2010-10-22,6.616240501403809
2010-10-25,6.689392566680908
2010-10-26,7.266485214233398
2010-10-27,7.120179653167725
2010-10-28,7.185204982757568
2010-10-29,7.10392427444458
2010-11-01,7.0876688957214355
2010-11-02,7.664759635925293
2010-11-03,7.453431129455566
2010-11-04,7.372150421142578
2010-11-05,7.429046630859375
2010-11-08,7.453431129455566
2010-11-09,7.185204982757568
2010-11-10,7.3233819007873535
2010-11-11,7.152691841125488
2010-11-12,7.071412563323975
2010-11-15,7.120179653167725
2010-11-16,6.916977882385254
2010-11-17,7.120179653167725
2010-11-18,7.380278587341309
2010-11-19,7.364022731781006
2010-11-22,7.372150421142578
2010-11-23,7.112051963806152
2010-11-24,7.4453043937683105
2010-11-26,7.396533489227295
2010-11-29,7.518455982208252
2010-11-30,7.339637279510498
2010-12-01,7.78668212890625
2010-12-02,7.770423889160156
2010-12-03,7.908600807189941
2010-12-06,7.941115379333496
2010-12-07,7.957370281219482
2010-12-08,7.941115379333496
2010-12-09,8.063033103942871
2010-12-10,8.11180305480957
2010-12-13,8.087418556213379
2010-12-14,8.103672981262207
2010-12-15,8.152443885803223
2010-12-16,8.128057479858398
2010-12-17,8.152443885803223
2010-12-20,8.144314765930176
2010-12-21,8.152443885803223
2010-12-22,8.33126163482666
2010-12-23,8.33126163482666
2010-12-27,8.339387893676758
2010-12-28,8.347517013549805
2010-12-29,8.33126163482666
2010-12-30,8.298748970031738
2010-12-31,8.249980926513672
2011-01-03,8.47756576538086
2011-01-04,8.29062271118164
2011-01-05,8.501951217651367
2011-01-06,8.33126163482666
2011-01-07,8.339387893676758
2011-01-10,8.21746826171875
2011-01-11,8.233724594116211
2011-01-12,8.33126163482666
2011-01-13,8.315004348754883
2011-01-14,8.355647087097168
2011-01-18,8.209341049194336
2011-01-19,7.867962837219238
2011-01-20,7.713527679443359
2011-01-21,7.5428385734558105
2011-01-24,7.615992069244385
2011-01-25,7.5428385734558105
2011-01-26,7.697271347045898
2011-01-27,7.607862949371338
2011-01-28,7.4046630859375
2011-01-31,7.380278587341309
2011-02-01,7.437175750732422
2011-02-02,7.461558818817139
2011-02-03,7.664759635925293
2011-02-04,7.697271347045898
2011-02-07,7.900474548339844
2011-02-08,7.851705551147461
2011-02-09,7.746039390563965
2011-02-10,7.737911701202393
2011-02-11,7.689143657684326
2011-02-14,7.762296676635742
2011-02-15,7.624119281768799
2011-02-16,7.794811248779297
2011-02-17,7.72978401184082
2011-02-18,7.770423889160156
2011-02-22,7.534713268280029
2011-02-23,7.396533489227295
2011-02-24,7.396533489227295
2011-02-25,7.6322479248046875
2011-02-28,7.778553485870361
2011-03-01,7.697271347045898
2011-03-02,7.941115379333496
2011-03-03,8.201212882995605
2011-03-04,7.998010635375977
2011-03-07,7.835450172424316
2011-03-08,7.656631946563721
2011-03-09,7.615992069244385
2011-03-10,7.339637279510498
2011-03-11,7.380278587341309
2011-03-14,7.534713268280029
