Date,SGHC
2020-11-23,9.137035369873047
2020-11-24,9.137035369873047
2020-11-25,9.137035369873047
2020-11-27,9.118291854858398
2020-11-30,9.137035369873047
2020-12-01,9.165149688720703
2020-12-02,9.212007522583008
2020-12-03,9.23075008392334
2020-12-04,9.324461936950684
2020-12-07,9.277605056762695
2020-12-08,9.305720329284668
2020-12-09,9.268234252929688
2020-12-10,9.305720329284668
2020-12-11,9.390063285827637
2020-12-14,9.48377513885498
2020-12-15,9.436917304992676
2020-12-16,9.465032577514648
2020-12-17,9.48377513885498
2020-12-18,9.465032577514648
2020-12-21,9.446290016174316
2020-12-22,9.48377513885498
2020-12-23,9.5493745803833
2020-12-24,9.540003776550293
2020-12-28,9.699316024780273
2020-12-29,9.633715629577637
2020-12-30,9.605602264404297
2020-12-31,9.48377513885498
2021-01-04,9.596230506896973
2021-01-05,9.558745384216309
2021-01-06,9.521260261535645
2021-01-07,9.699316024780273
2021-01-08,9.764914512634277
2021-01-11,9.839884757995605
2021-01-12,10.017939567565918
2021-01-13,10.017939567565918
2021-01-14,9.896113395690918
2021-01-15,9.830513000488281
2021-01-19,9.764914512634277
2021-01-20,9.839884757995605
2021-01-21,9.830513000488281
2021-01-22,9.849255561828613
2021-01-25,9.783656120300293
2021-01-26,9.774285316467285
2021-01-27,9.51188850402832
2021-01-28,9.596230506896973
2021-01-29,9.605602264404297
2021-02-01,9.5493745803833
2021-02-02,9.727429389953613
2021-02-03,9.708686828613281
2021-02-04,9.7930269241333
2021-02-05,9.802399635314941
2021-02-08,9.746171951293945
2021-02-09,9.755542755126953
2021-02-10,9.774285316467285
2021-02-11,9.6712007522583
2021-02-12,9.708686828613281
2021-02-16,9.774285316467285
2021-02-17,9.783656120300293
2021-02-18,9.746171951293945
2021-02-19,9.821141242980957
2021-02-22,9.764914512634277
2021-02-23,9.68994426727295
2021-02-24,9.624345779418945
2021-02-25,9.57748794555664
2021-02-26,9.57748794555664
2021-03-01,9.596230506896973
2021-03-02,9.652459144592285
2021-03-03,9.390063285827637
2021-03-04,9.268234252929688
2021-03-05,9.408804893493652
2021-03-08,9.371319770812988
2021-03-09,9.371319770812988
2021-03-10,9.371319770812988
2021-03-11,9.399433135986328
2021-03-12,9.399433135986328
2021-03-15,9.352575302124023
2021-03-16,9.380690574645996
2021-03-17,9.361948013305664
2021-03-18,9.390063285827637
2021-03-19,9.343205451965332
2021-03-22,9.305720329284668
2021-03-23,9.202634811401367
2021-03-24,9.137035369873047
2021-03-25,9.099550247192383
2021-03-26,9.31509017944336
2021-03-29,9.268234252929688
2021-03-30,9.183893203735352
2021-03-31,9.155778884887695
2021-04-01,9.193264961242676
2021-04-05,9.240120887756348
2021-04-06,9.305720329284668
2021-04-07,9.333833694458008
2021-04-08,9.28697681427002
2021-04-09,9.31509017944336
2021-04-12,9.361948013305664
2021-04-13,9.333833694458008
2021-04-14,9.324461936950684
2021-04-15,9.305720329284668
2021-04-16,9.31509017944336
2021-04-19,9.31509017944336
2021-04-20,9.23075008392334
2021-04-21,9.212007522583008
2021-04-22,9.193264961242676
2021-04-23,9.165149688720703
2021-04-26,9.57748794555664
2021-04-27,9.586858749389648
2021-04-28,9.633715629577637
2021-04-29,9.624345779418945
2021-04-30,9.708686828613281
2021-05-03,9.708686828613281
2021-05-04,9.633715629577637
2021-05-05,9.57748794555664
2021-05-06,9.56811809539795
