Date,IBTA
2024-08-27,57.939998626708984
2024-08-28,54.83000183105469
2024-08-29,55.599998474121094
2024-08-30,57.189998626708984
2024-09-03,54.04999923706055
2024-09-04,54.529998779296875
2024-09-05,53.34000015258789
2024-09-06,51.09000015258789
2024-09-09,50.58000183105469
2024-09-10,51.040000915527344
2024-09-11,50.619998931884766
2024-09-12,56.15999984741211
2024-09-13,59.47999954223633
2024-09-16,60.099998474121094
2024-09-17,60.41999816894531
2024-09-18,61.290000915527344
2024-09-19,61.13999938964844
2024-09-20,63.13999938964844
2024-09-23,64.06999969482422
2024-09-24,64.23999786376953
2024-09-25,62.65999984741211
2024-09-26,62.119998931884766
2024-09-27,62.58000183105469
2024-09-30,61.61000061035156
2024-10-01,59.029998779296875
2024-10-02,61.849998474121094
2024-10-03,59.77000045776367
2024-10-04,63.08000183105469
2024-10-07,61.959999084472656
2024-10-08,62.220001220703125
2024-10-09,66.41999816894531
2024-10-10,66.9000015258789
2024-10-11,66.66999816894531
2024-10-14,71.62000274658203
2024-10-15,69.54000091552734
2024-10-16,67.91999816894531
2024-10-17,68.72000122070312
2024-10-18,67.19000244140625
2024-10-21,70.37000274658203
2024-10-22,71.55999755859375
2024-10-23,71.41000366210938
2024-10-24,70.48999786376953
2024-10-25,72.87000274658203
2024-10-28,76.77999877929688
2024-10-29,76.88999938964844
2024-10-30,75.41000366210938
2024-10-31,73.29000091552734
2024-11-01,73.98999786376953
2024-11-04,71.9800033569336
2024-11-05,72.91999816894531
2024-11-06,70.9800033569336
2024-11-07,72.5
2024-11-08,74.87999725341797
2024-11-11,75.62999725341797
2024-11-12,76.5
2024-11-13,74.93000030517578
2024-11-14,65.55000305175781
2024-11-15,67.12000274658203
2024-11-18,65.30000305175781
2024-11-19,64.01000213623047
2024-11-20,63.439998626708984
2024-11-21,67.69999694824219
2024-11-22,70.62000274658203
2024-11-25,70.43000030517578
2024-11-26,69.9800033569336
2024-11-27,70.30000305175781
2024-11-29,73.13999938964844
2024-12-02,75.0199966430664
2024-12-03,72.72000122070312
2024-12-04,72.75
2024-12-05,73.0199966430664
2024-12-06,76.20999908447266
2024-12-09,74.16000366210938
2024-12-10,74.12999725341797
2024-12-11,74.23999786376953
2024-12-12,73.55000305175781
2024-12-13,73.63999938964844
2024-12-16,74.37999725341797
2024-12-17,72.62000274658203
2024-12-18,64.23999786376953
2024-12-19,61.0
2024-12-20,60.150001525878906
2024-12-23,61.650001525878906
2024-12-24,65.05999755859375
2024-12-26,65.97000122070312
2024-12-27,65.75
2024-12-30,64.94999694824219
2024-12-31,65.08000183105469
2025-01-02,66.62999725341797
2025-01-03,67.62999725341797
2025-01-06,66.70999908447266
2025-01-07,68.93000030517578
2025-01-08,68.44999694824219
2025-01-10,67.48999786376953
2025-01-13,67.2699966430664
2025-01-14,67.77999877929688
2025-01-15,71.97000122070312
2025-01-16,73.25
2025-01-17,72.30999755859375
2025-01-21,73.41000366210938
2025-01-22,71.88999938964844
2025-01-23,72.38999938964844
2025-01-24,74.62999725341797
2025-01-27,74.77999877929688
2025-01-28,74.73999786376953
2025-01-29,73.5199966430664
2025-01-30,74.69999694824219
2025-01-31,72.5
2025-02-03,70.0
2025-02-04,72.30999755859375
2025-02-05,71.9000015258789
2025-02-06,72.30999755859375
2025-02-07,71.0
2025-02-10,72.51000213623047
2025-02-11,72.75
2025-02-12,72.69000244140625
2025-02-13,73.69000244140625
2025-02-14,73.88999938964844
2025-02-18,71.5999984741211
2025-02-19,71.51000213623047
2025-02-20,68.63999938964844
2025-02-21,65.25
2025-02-24,65.01000213623047
2025-02-25,64.37000274658203
2025-02-26,63.09000015258789
2025-02-27,34.0099983215332
2025-02-28,33.38999938964844
2025-03-03,32.560001373291016
2025-03-04,33.58000183105469
2025-03-05,35.0
2025-03-06,37.529998779296875
2025-03-07,39.119998931884766
2025-03-10,39.75
2025-03-11,39.08000183105469
2025-03-12,41.9900016784668
2025-03-13,40.040000915527344
2025-03-14,37.869998931884766
2025-03-17,39.97999954223633
2025-03-18,38.70000076293945
2025-03-19,40.7400016784668
2025-03-20,39.560001373291016
2025-03-21,39.0099983215332
2025-03-24,41.650001525878906
2025-03-25,42.36000061035156
2025-03-26,43.779998779296875
2025-03-27,44.400001525878906
2025-03-28,42.7400016784668
2025-03-31,42.20000076293945
2025-04-01,44.2599983215332
2025-04-02,44.599998474121094
2025-04-03,44.220001220703125
2025-04-04,44.15999984741211
2025-04-07,44.41999816894531
2025-04-08,42.91999816894531
2025-04-09,46.529998779296875
2025-04-10,45.709999084472656
2025-04-11,46.040000915527344
2025-04-14,46.11000061035156
2025-04-15,45.66999816894531
2025-04-16,45.439998626708984
2025-04-17,47.689998626708984
2025-04-21,45.61000061035156
2025-04-22,46.93000030517578
2025-04-23,46.63999938964844
2025-04-24,48.470001220703125
2025-04-25,48.4900016784668
2025-04-28,48.880001068115234
2025-04-29,49.13999938964844
2025-04-30,48.79999923706055
2025-05-01,49.4900016784668
2025-05-02,50.189998626708984
2025-05-05,49.36000061035156
2025-05-06,46.90999984741211
2025-05-07,47.0
2025-05-08,47.779998779296875
2025-05-09,48.290000915527344
2025-05-12,49.77000045776367
2025-05-13,49.959999084472656
2025-05-14,50.130001068115234
2025-05-15,60.2400016784668
2025-05-16,57.0
2025-05-19,54.720001220703125
2025-05-20,55.31999969482422
2025-05-21,52.880001068115234
2025-05-22,53.099998474121094
2025-05-23,50.95000076293945
2025-05-27,50.97999954223633
2025-05-28,49.63999938964844
2025-05-29,49.7599983215332
2025-05-30,49.9900016784668
2025-06-02,49.5
2025-06-03,49.9900016784668
2025-06-04,48.369998931884766
2025-06-05,48.15999984741211
2025-06-06,49.380001068115234
2025-06-09,46.130001068115234
2025-06-10,46.439998626708984
2025-06-11,45.150001525878906
2025-06-12,43.099998474121094
2025-06-13,41.65999984741211
2025-06-16,41.34000015258789
2025-06-17,39.470001220703125
2025-06-18,38.22999954223633
2025-06-20,38.34000015258789
2025-06-23,37.83000183105469
2025-06-24,38.52000045776367
2025-06-25,38.31999969482422
2025-06-26,38.529998779296875
2025-06-27,36.959999084472656
2025-06-30,36.599998474121094
2025-07-01,35.959999084472656
2025-07-02,35.7599983215332
2025-07-03,36.470001220703125
2025-07-07,35.2599983215332
2025-07-08,35.90999984741211
2025-07-09,37.27000045776367
2025-07-10,37.310001373291016
2025-07-11,37.2400016784668
2025-07-14,37.27000045776367
2025-07-15,36.720001220703125
2025-07-16,36.91999816894531
2025-07-17,36.959999084472656
2025-07-18,36.93000030517578
2025-07-21,38.25
2025-07-22,39.79999923706055
2025-07-23,40.11000061035156
2025-07-24,40.0
2025-07-25,40.060001373291016
2025-07-28,38.279998779296875
2025-07-29,37.16999816894531
2025-07-30,36.900001525878906
2025-07-31,36.349998474121094
2025-08-01,34.72999954223633
2025-08-04,35.970001220703125
2025-08-05,35.380001068115234
2025-08-06,36.15999984741211
2025-08-07,33.33000183105469
2025-08-08,32.79999923706055
2025-08-11,31.639999389648438
2025-08-12,32.900001525878906
2025-08-13,33.880001068115234
2025-08-14,23.6200008392334
2025-08-15,24.110000610351562
2025-08-18,26.149999618530273
2025-08-19,27.209999084472656
2025-08-20,27.450000762939453
2025-08-21,27.06999969482422
2025-08-22,27.360000610351562
2025-08-25,25.799999237060547
2025-08-26,25.459999084472656
2025-08-27,25.59000015258789
2025-08-28,25.469999313354492
2025-08-29,26.940000534057617
2025-09-02,27.1299991607666
2025-09-03,26.100000381469727
2025-09-04,26.450000762939453
2025-09-05,27.510000228881836
2025-09-08,28.690000534057617
2025-09-09,26.989999771118164
2025-09-10,26.229999542236328
2025-09-11,27.270000457763672
2025-09-12,26.6200008392334
2025-09-15,26.280000686645508
2025-09-16,26.920000076293945
2025-09-17,26.739999771118164
2025-09-18,26.59000015258789
2025-09-19,26.079999923706055
