Date,LINC
2010-01-04,17.277570724487305
2010-01-05,17.568809509277344
2010-01-06,17.781339645385742
2010-01-07,17.521583557128906
2010-01-08,16.852519989013672
2010-01-11,16.821035385131836
2010-01-12,16.69509506225586
2010-01-13,16.624252319335938
2010-01-14,16.616382598876953
2010-01-15,16.647863388061523
2010-01-19,17.02569007873535
2010-01-20,16.718708038330078
2010-01-21,16.655736923217773
2010-01-22,16.569150924682617
2010-01-25,16.451082229614258
2010-01-26,16.380237579345703
2010-01-27,16.773807525634766
2010-01-28,16.498308181762695
2010-01-29,16.30939483642578
2010-02-01,16.136228561401367
2010-02-02,15.837119102478027
2010-02-03,16.07325553894043
2010-02-04,15.530134201049805
2010-02-05,15.286123275756836
2010-02-08,15.0342435836792
2010-02-09,15.278252601623535
2010-02-10,15.34909725189209
2010-02-11,15.29399585723877
2010-02-12,15.356965065002441
2010-02-16,15.74266242980957
2010-02-17,16.03390121459961
2010-02-18,16.514053344726562
2010-02-19,16.474693298339844
2010-02-22,16.647863388061523
2010-02-23,16.76593589782715
2010-02-24,16.931232452392578
2010-02-25,17.135889053344727
2010-02-26,17.553070068359375
2010-03-01,17.985990524291992
2010-03-02,17.702621459960938
2010-03-03,19.15882110595703
2010-03-04,19.473669052124023
2010-03-05,20.252933502197266
2010-03-08,20.150606155395508
2010-03-09,20.111248016357422
2010-03-10,20.449718475341797
2010-03-11,20.9219970703125
2010-03-12,21.09516716003418
2010-03-15,20.99283790588379
2010-03-16,21.449377059936523
2010-03-17,21.811452865600586
2010-03-18,22.023983001708984
2010-03-19,21.866558074951172
2010-03-22,21.84294319152832
2010-03-23,22.118438720703125
2010-03-24,21.38640785217285
2010-03-25,21.02432632446289
2010-03-26,21.05581283569336
2010-03-29,20.764572143554688
2010-03-30,20.85902976989746
2010-03-31,19.91446304321289
2010-04-01,19.93021011352539
2010-04-05,19.733427047729492
2010-04-06,20.07189178466797
2010-04-07,20.03253936767578
2010-04-08,19.820009231567383
2010-04-09,20.229318618774414
2010-04-12,20.29229164123535
2010-04-13,21.071556091308594
2010-04-14,21.488731384277344
2010-04-15,21.638288497924805
2010-04-16,21.622547149658203
2010-04-19,21.38640785217285
2010-04-20,21.449377059936523
2010-04-21,21.992502212524414
2010-04-22,21.504474639892578
2010-04-23,21.347049713134766
2010-04-26,21.079421997070312
2010-04-27,20.189966201782227
2010-04-28,19.88298225402832
2010-04-29,19.820009231567383
2010-04-30,19.646841049194336
2010-05-03,19.65471076965332
2010-05-04,19.06436538696289
2010-05-05,19.119461059570312
2010-05-06,18.820354461669922
2010-05-07,18.096189498901367
2010-05-10,19.025007247924805
2010-05-11,19.276891708374023
2010-05-12,19.678327560424805
2010-05-13,19.607486724853516
2010-05-14,19.42644500732422
2010-05-17,19.796396255493164
2010-05-18,19.473669052124023
2010-05-19,18.836095809936523
2010-05-20,18.230003356933594
2010-05-21,18.45039939880371
2010-05-24,18.33233070373535
2010-05-25,18.13554573059082
2010-05-26,18.749515533447266
2010-05-27,19.087980270385742
2010-05-28,18.757381439208984
2010-06-01,17.938762664794922
2010-06-02,18.253612518310547
2010-06-03,18.151290893554688
2010-06-04,17.25395965576172
2010-06-07,16.884008407592773
2010-06-08,16.852519989013672
2010-06-09,16.9705867767334
2010-06-10,17.60029411315918
2010-06-11,17.749853134155273
2010-06-14,17.6711368560791
2010-06-15,17.962373733520508
2010-06-16,17.89940643310547
2010-06-17,17.875791549682617
2010-06-18,17.875791549682617
2010-06-21,17.63178062438965
2010-06-22,17.041433334350586
2010-06-23,16.891874313354492
2010-06-24,16.828907012939453
2010-06-25,16.498308181762695
2010-06-28,16.608509063720703
2010-06-29,16.285783767700195
2010-06-30,16.207073211669922
2010-07-01,15.687564849853516
2010-07-02,15.301864624023438
2010-07-06,15.018499374389648
2010-07-07,14.979144096374512
2010-07-08,15.34909725189209
2010-07-09,15.82137680053711
2010-07-12,15.64033031463623
2010-07-13,16.277912139892578
2010-07-14,16.333009719848633
2010-07-15,16.06538200378418
2010-07-16,15.96306037902832
2010-07-19,16.52979278564453
2010-07-20,16.71083641052246
2010-07-21,16.340883255004883
2010-07-22,16.490440368652344
2010-07-23,16.962717056274414
2010-07-26,16.726577758789062
2010-07-27,16.5770206451416
2010-07-28,16.506181716918945
2010-07-29,16.435338973999023
2010-07-30,16.600637435913086
2010-08-02,16.899747848510742
2010-08-03,16.30152702331543
2010-08-04,16.230684280395508
2010-08-05,12.830268859863281
2010-08-06,11.964422225952148
2010-08-09,11.610213279724121
2010-08-10,11.051347732543945
2010-08-11,11.019862174987793
2010-08-12,10.342928886413574
2010-08-13,9.500697135925293
2010-08-16,8.933961868286133
2010-08-17,8.941832542419434
2010-08-18,9.406240463256836
2010-08-19,9.272428512573242
2010-08-20,8.808018684387207
2010-08-23,8.619107246398926
2010-08-24,8.115342140197754
2010-08-25,8.209798812866211
2010-08-26,8.650591850280762
2010-08-27,8.902475357055664
2010-08-30,8.63485050201416
2010-08-31,8.59549331665039
2010-09-01,8.870990753173828
2010-09-02,9.303915023803711
2010-09-03,9.760452270507812
2010-09-07,9.099260330200195
2010-09-08,8.97331714630127
2010-09-09,9.46921157836914
2010-09-10,9.910004615783691
2010-09-13,9.996589660644531
2010-09-14,9.547926902770996
2010-09-15,9.673867225646973
2010-09-16,9.736834526062012
2010-09-17,10.114659309387207
2010-09-20,10.579070091247559
2010-09-21,10.130402565002441
2010-09-22,10.083174705505371
2010-09-23,10.744365692138672
2010-09-24,11.019862174987793
2010-09-27,10.69714069366455
2010-09-28,10.94902229309082
2010-09-29,10.909667015075684
2010-09-30,11.3425874710083
2010-10-01,11.224516868591309
2010-10-04,10.4767427444458
2010-10-05,11.08283519744873
2010-10-06,11.114319801330566
2010-10-07,10.73649787902832
2010-10-08,10.744365692138672
2010-10-11,11.232390403747559
2010-10-12,10.744365692138672
2010-10-13,10.85456371307373
2010-10-14,9.665993690490723
2010-10-15,9.500697135925293
2010-10-18,9.996589660644531
2010-10-19,9.500697135925293
2010-10-20,9.62663745880127
2010-10-21,9.642380714416504
2010-10-22,9.917876243591309
2010-10-25,10.098917007446289
2010-10-26,10.075303077697754
2010-10-27,9.949360847473145
2010-10-28,9.894261360168457
2010-10-29,9.80767822265625
2010-11-01,9.76832389831543
2010-11-02,9.728964805603027
2010-11-03,11.42917251586914
2010-11-04,12.539031028747559
2010-11-05,12.098235130310059
2010-11-08,11.893579483032227
2010-11-09,11.885708808898926
2010-11-10,12.381603240966797
2010-11-11,12.326504707336426
2010-11-12,11.736153602600098
