Date,CODI
2010-01-04,3.9449939727783203
2010-01-05,3.9298083782196045
2010-01-06,3.9419569969177246
2010-01-07,3.9449939727783203
2010-01-08,3.966252326965332
2010-01-11,3.9480292797088623
2010-01-12,3.951068162918091
2010-01-13,3.938920021057129
2010-01-14,3.914626121520996
2010-01-15,3.9237349033355713
2010-01-19,3.9935836791992188
2010-01-20,3.912527561187744
2010-01-21,3.775355100631714
2010-01-22,3.756650924682617
2010-01-25,3.7285921573638916
2010-01-26,3.669358968734741
2010-01-27,3.769120931625366
2010-01-28,3.688063859939575
2010-01-29,3.6537704467773438
2010-02-01,3.6288301944732666
2010-02-02,3.6755943298339844
2010-02-03,3.688063859939575
2010-02-04,3.6631228923797607
2010-02-05,3.666240930557251
2010-02-08,3.7161242961883545
2010-02-09,3.7348272800445557
2010-02-10,3.787823438644409
2010-02-11,3.819002389907837
2010-02-12,3.847057342529297
2010-02-16,3.971762180328369
2010-02-17,4.0777587890625
2010-02-18,4.04970121383667
2010-02-19,4.021643161773682
2010-02-22,4.124521732330322
2010-02-23,4.127640724182129
2010-02-24,4.158813953399658
2010-02-25,4.146343231201172
2010-02-26,4.171284198760986
2010-03-01,4.271045684814453
2010-03-02,4.3521037101745605
2010-03-03,4.308456897735596
2010-03-04,4.380160808563232
2010-03-05,4.492392063140869
2010-03-08,4.560978889465332
2010-03-09,4.311573505401611
2010-03-10,4.380160808563232
2010-03-11,4.430042266845703
2010-03-12,4.613976001739502
2010-03-15,4.695034027099609
2010-03-16,4.751149654388428
2010-03-17,4.776089668273926
2010-03-18,4.685681343078613
2010-03-19,4.679445266723633
2010-03-22,4.788559913635254
2010-03-23,4.922616004943848
2010-03-24,4.907027244567871
2010-03-25,4.860262393951416
2010-03-26,4.807265281677246
2010-03-29,4.77297306060791
2010-03-30,4.726207733154297
2010-03-31,4.757385730743408
2010-04-01,4.738678455352783
2010-04-05,4.925732612609863
2010-04-06,4.9724955558776855
2010-04-07,4.900790691375732
2010-04-08,5.006789684295654
2010-04-09,4.907027244567871
2010-04-12,5.031728744506836
2010-04-13,4.6638569831848145
2010-04-14,4.657622814178467
2010-04-15,4.660742282867432
2010-04-16,4.598388671875
2010-04-19,4.673208236694336
2010-04-20,4.707502841949463
2010-04-21,4.758533000946045
2010-04-22,4.828700542449951
2010-04-23,4.911623477935791
2010-04-26,4.870162487030029
2010-04-27,4.707502841949463
2010-04-28,4.736207008361816
2010-04-29,4.835077285766602
2010-04-30,4.6500935554504395
2010-05-03,4.662850856781006
2010-05-04,4.426839351654053
2010-05-05,4.366239547729492
2010-05-06,4.28012752532959
2010-05-07,4.184448719024658
2010-05-10,4.327968597412109
2010-05-11,4.458734512329102
2010-05-12,4.7393975257873535
2010-05-13,4.720260143280029
2010-05-14,4.68198823928833
2010-05-17,4.733019828796387
2010-05-18,4.611824035644531
2010-05-19,4.554413318634033
2010-05-20,4.334348201751709
2010-05-21,4.343916416168213
2010-05-24,4.324779510498047
2010-05-25,4.398134708404541
2010-05-26,4.289697647094727
2010-05-27,4.538466930389404
2010-05-28,4.599064350128174
2010-06-01,4.417271614074707
2010-06-02,4.551224231719971
2010-06-03,4.621389389038086
2010-06-04,4.414082050323486
2010-06-07,4.321590900421143
2010-06-08,4.273748874664307
2010-06-09,4.2195305824279785
2010-06-10,4.369430065155029
2010-06-11,4.532088756561279
2010-06-14,4.4938154220581055
2010-06-15,4.672420978546143
2010-06-16,4.653285503387451
2010-06-17,4.595875263214111
2010-06-18,4.592686176300049
2010-06-21,4.541655540466309
2010-06-22,4.49700403213501
2010-06-23,4.512951850891113
2010-06-24,4.430030822753906
2010-06-25,4.525710105895996
2010-06-28,4.512951850891113
2010-06-29,4.2514238357543945
2010-06-30,4.27694034576416
2010-07-01,4.248236179351807
2010-07-02,4.337535858154297
2010-07-06,4.187636375427246
2010-07-07,4.283318519592285
2010-07-08,4.375810623168945
2010-07-09,4.500195026397705
2010-07-12,4.54803466796875
2010-07-13,4.7266387939453125
2010-07-14,4.6883673667907715
2010-07-15,4.6500935554504395
2010-07-16,4.487435817718506
2010-07-19,4.544845104217529
2010-07-20,4.6150102615356445
2010-07-21,4.520294666290283
2010-07-22,4.722794532775879
2010-07-23,4.8534369468688965
2010-07-26,4.8534369468688965
2010-07-27,4.889365196228027
2010-07-28,4.833839416503906
2010-07-29,4.889365196228027
2010-07-30,4.92202615737915
2010-08-02,4.935089588165283
2010-08-03,4.895895004272461
2010-08-04,4.918760299682617
2010-08-05,4.87630033493042
2010-08-06,4.837107181549072
2010-08-09,4.948153972625732
2010-08-10,4.830575942993164
2010-08-11,4.611745834350586
2010-08-12,4.621544361114502
2010-08-13,4.621544361114502
2010-08-16,4.601946830749512
2010-08-17,4.742391586303711
2010-08-18,4.807713508605957
2010-08-19,4.598681926727295
2010-08-20,4.585616588592529
2010-08-23,4.543157577514648
2010-08-24,4.601946830749512
2010-08-25,4.654205322265625
2010-08-26,4.5888824462890625
2010-08-27,4.752190589904785
2010-08-30,4.585616588592529
2010-08-31,4.631344795227051
2010-09-01,4.804445266723633
2010-09-02,4.814244270324707
2010-09-03,4.879566669464111
2010-09-07,4.801180839538574
2010-09-08,4.8567047119140625
2010-09-09,4.902429580688477
2010-09-10,4.918760299682617
2010-09-13,4.980815410614014
2010-09-14,4.866502285003662
2010-09-15,4.8697686195373535
2010-09-16,4.879566669464111
2010-09-17,5.000412940979004
2010-09-20,5.131056308746338
2010-09-21,5.1147284507751465
2010-09-22,5.072266101837158
2010-09-23,5.000412940979004
2010-09-24,5.140854358673096
2010-09-27,5.137589931488037
2010-09-28,5.225774765014648
2010-09-29,5.258434772491455
2010-09-30,5.278032302856445
2010-10-01,5.320492744445801
2010-10-04,5.255168914794922
2010-10-05,5.42500638961792
2010-10-06,5.490331172943115
2010-10-07,5.477264404296875
2010-10-08,5.549117565155029
2010-10-11,5.601376533508301
2010-10-12,5.60791015625
2010-10-13,5.6960954666137695
2010-10-14,5.702624797821045
2010-10-15,5.741819858551025
2010-10-18,5.885528087615967
2010-10-19,5.699359893798828
2010-10-20,5.586104869842529
2010-10-21,5.44620418548584
2010-10-22,5.422885894775391
